Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
J.R. Sweezy,G,44,100%,0,0%,6,23%
Paul McQuistan,G,44,100%,0,0%,2,8%
James Carpenter,G,44,100%,0,0%,2,8%
Max Unger,C,44,100%,0,0%,2,8%
Russell Wilson,QB,44,100%,0,0%,0,0%
Michael Bowie,T,44,100%,0,0%,0,0%
Zach Miller,TE,43,98%,0,0%,2,8%
Golden Tate,WR,38,86%,0,0%,4,15%
Marshawn Lynch,RB,35,80%,0,0%,0,0%
Doug Baldwin,WR,30,68%,0,0%,7,27%
Jermaine Kearse,WR,27,61%,0,0%,10,38%
Sidney Rice,WR,18,41%,0,0%,0,0%
Michael Robinson,FB,11,25%,0,0%,16,62%
Luke Willson,TE,10,23%,0,0%,0,0%
Robert Turbin,RB,8,18%,0,0%,0,0%
Kam Chancellor,SS,0,0%,76,100%,7,27%
Earl Thomas,FS,0,0%,76,100%,4,15%
Bobby Wagner,LB,0,0%,76,100%,1,4%
Brandon Browner,CB,0,0%,76,100%,1,4%
Richard Sherman,CB,0,0%,75,99%,2,8%
K.J. Wright,LB,0,0%,71,93%,14,54%
Bruce Irvin,DE,0,0%,61,80%,2,8%
Chris Clemons,DE,0,0%,54,71%,4,15%
Red Bryant,DE,0,0%,49,64%,5,19%
Brandon Mebane,DT,0,0%,49,64%,1,4%
Tony McDaniel,DT,0,0%,41,54%,5,19%
Clinton McDonald,DT,0,0%,40,53%,0,0%
Cliff Avril,DE,0,0%,37,49%,1,4%
Michael Bennett,DE,0,0%,27,36%,4,15%
Walter Thurmond,CB,0,0%,21,28%,0,0%
Malcolm Smith,LB,0,0%,5,7%,20,77%
Heath Farwell,LB,0,0%,1,1%,23,88%
Byron Maxwell,CB,0,0%,0,0%,23,88%
Chris Maragos,FS,0,0%,0,0%,23,88%
Jeremy Lane,CB,0,0%,0,0%,22,85%
Mike Morgan,LB,0,0%,0,0%,19,73%
O'Brien Schofield,DE,0,0%,0,0%,14,54%
Clint Gresham,LS,0,0%,0,0%,11,42%
Jon Ryan,P,0,0%,0,0%,11,42%
Lemuel Jeanpierre,C,0,0%,0,0%,6,23%
Stephen Hauschka,K,0,0%,0,0%,5,19%
Kellen Davis,TE,0,0%,0,0%,5,19%
Alvin Bailey,T,0,0%,0,0%,2,8%
