Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2,8:26,3,2,OAK 44,0,14,"Alex Smith pass incomplete short right intended for Knile Davis. Alex Smith fumbles, recovered by Alex Smith at OAK-49",1.950,0.330
2,8:21,4,2,OAK 44,0,14,"Dustin Colquitt punts 33 yards, muffed catch by Denarius Moore, recovered by Frank Zombo and returned for no gain",0.330,4.840
2,8:11,1,10,OAK 11,0,14,Jamaal Charles up the middle for 6 yards (tackle by Miles Burris and Justin Tuck),4.840,5.280
2,7:31,2,4,OAK 5,0,14,Alex Smith pass incomplete short right intended for Jamaal Charles,5.280,4.440
2,7:27,3,4,OAK 5,0,14,Alex Smith pass incomplete short middle intended for De'Anthony Thomas (defended by Brandian Ross),4.440,3.010
2,7:23,4,4,OAK 5,3,14,Cairo Santos 24 yard field goal good,3.010,3.000
2,7:23,,,KAN 35,3,14,"Cairo Santos kicks off 64 yards, returned by Latavius Murray for 24 yards. Penalty on Jamar Chaney: Offensive Holding, 10 yards",0.000,0.220
2,7:04,1,10,OAK 15,3,14,Darren McFadden right guard for 2 yards (tackle by Husain Abdullah),-0.220,-0.440
2,6:40,2,8,OAK 17,3,14,Darren McFadden up the middle for 5 yards (tackle by Ron Parker),-0.440,-0.510
2,6:06,3,3,OAK 22,3,14,"Latavius Murray right guard for 5 yards (tackle by Kurt Coleman). Latavius Murray fumbles (forced by Kurt Coleman), recovered by Stefen Wisniewski at OAK-30",-0.510,0.940
2,5:24,1,10,OAK 30,3,14,Darren McFadden up the middle for -4 yards (tackle by Jaye Howard and James-Michael Johnson),0.940,-0.150
2,4:47,2,14,OAK 26,3,14,Derek Carr pass complete short middle to Vincent Brown for 11 yards (tackle by Eric Berry and Josh Mauga),-0.150,0.630
2,4:05,3,3,OAK 37,3,14,Derek Carr pass complete short left to Darren McFadden for 2 yards (tackle by Tamba Hali),0.630,-0.780
2,3:20,4,1,OAK 39,3,14,"Marquette King punts 44 yards, returned by De'Anthony Thomas for -12 yards (tackle by Neiko Thorpe)",-0.780,0.380
2,3:07,1,10,KAN 5,3,14,Jamaal Charles right guard for 1 yard (tackle by Khalil Mack),-0.380,-0.710
2,2:31,2,9,KAN 6,3,14,Jamaal Charles left guard for 4 yards (tackle by Sio Moore),-0.710,-0.840
2,1:59,3,5,KAN 10,3,14,Jamaal Charles left tackle for 2 yards (tackle by Larry Asante and Charles Woodson),-0.840,-0.840
2,1:52,3,5,KAN 10,3,14,Timeout #1 by Oakland Raiders,-0.840,-2.490
2,1:52,4,3,KAN 12,3,14,"Dustin Colquitt punts 48 yards, returned by Charles Woodson for 2 yards (tackle by Frank Zombo). Penalty on Ray-Ray Armstrong: Running Into the Kicker, 5 yards (no play)",-2.490,-0.060
2,1:39,1,10,KAN 17,3,14,Jamaal Charles left end for 9 yards (tackle by Justin Tuck and Sio Moore),-0.060,0.750
2,0:55,2,1,KAN 26,3,14,Alex Smith pass incomplete short left intended for De'Anthony Thomas,0.750,-0.120
2,0:51,3,1,KAN 26,3,14,Knile Davis left tackle for -1 yards (tackle by Sio Moore),-0.120,-0.120
2,0:45,3,1,KAN 26,3,14,Timeout #2 by Oakland Raiders,-0.120,-1.700
2,0:45,4,2,KAN 25,3,14,"Dustin Colquitt punts 45 yards, returned by Charles Woodson for 5 yards (tackle by Marcus Cooper)",-1.700,-1.270
2,0:36,1,10,OAK 35,3,14,"Maurice Jones-Drew right tackle for 5 yards (tackle by Justin Houston). Penalty on Stefen Wisniewski: Offensive Holding, 10 yards (no play)",1.270,0.610
2,0:31,1,20,OAK 25,3,14,Derek Carr pass complete short left to Andre Holmes for 2 yards (tackle by Sean Smith),0.610,-0.360
2,0:25,2,18,OAK 27,3,14,Maurice Jones-Drew left guard for 1 yard (tackle by Josh Mauga and Allen Bailey),-0.360,-0.890
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,14,"Cairo Santos kicks off 63 yards, returned by Darren McFadden for 20 yards (tackle by Kurt Coleman). Penalty on Keith McGill: Offensive Holding, 10 yards",0.000,-0.350
3,14:54,1,10,OAK 12,3,14,Darren McFadden up the middle for 2 yards (tackle by Dontari Poe),-0.350,-0.610
3,14:15,2,8,OAK 14,3,14,Derek Carr pass incomplete short right intended for Marcel Reece,-0.610,-1.190
3,14:10,3,8,OAK 14,3,14,Derek Carr pass complete deep middle to James Jones for 17 yards (tackle by Phillip Gaines),-1.190,1.000
3,13:36,1,10,OAK 31,3,14,Darren McFadden up the middle for 3 yards (tackle by Jaye Howard and Allen Bailey),1.000,0.870
3,12:53,2,7,OAK 34,3,14,Derek Carr pass incomplete short right intended for Marcel Reece (defended by Husain Abdullah),0.870,0.170
3,12:50,3,7,OAK 34,3,14,Derek Carr pass incomplete short left intended for Andre Holmes (defended by Josh Mauga),0.170,-1.110
3,12:46,4,7,OAK 34,3,14,Marquette King punts 56 yards,-1.110,0.380
3,12:35,1,10,KAN 10,3,14,Alex Smith up the middle for 3 yards (tackle by Miles Burris),-0.380,-0.560
3,11:59,2,7,KAN 13,3,14,Jamaal Charles left tackle for 8 yards (tackle by Larry Asante and Brandian Ross),-0.560,0.340
3,11:23,1,10,KAN 21,3,14,Jamaal Charles up the middle for 3 yards (tackle by Charles Woodson),0.340,0.210
3,10:43,2,7,KAN 24,3,14,Alex Smith pass incomplete,0.210,-0.490
3,10:36,3,7,KAN 24,3,14,Alex Smith sacked by Charles Woodson for -10 yards,-0.490,-2.470
3,9:53,4,17,KAN 14,3,14,Dustin Colquitt punts 35 yards,-2.470,-2.320
3,9:44,1,10,KAN 49,3,14,Derek Carr pass complete short right to Darren McFadden for 3 yards (tackle by James-Michael Johnson),2.320,2.190
3,9:08,2,7,KAN 46,3,14,Darren McFadden right guard for 6 yards (tackle by Eric Berry),2.190,2.280
3,8:23,3,1,KAN 40,3,14,Derek Carr pass complete short left to James Jones for 2 yards (tackle by Sean Smith),2.280,3.050
3,7:51,1,10,KAN 38,3,14,Darren McFadden up the middle for 6 yards (tackle by Allen Bailey),3.050,3.320
3,7:18,2,4,KAN 32,3,14,Darren McFadden left guard for 7 yards (tackle by Justin Houston),3.320,3.910
3,6:38,1,10,KAN 25,3,14,Maurice Jones-Drew right end for -2 yards (tackle by Justin Houston),3.910,3.090
3,5:57,2,12,KAN 27,3,14,Derek Carr pass complete short left to Andre Holmes for 5 yards (tackle by Husain Abdullah and Sean Smith),3.090,3.070
3,5:15,3,7,KAN 22,3,14,Derek Carr pass incomplete deep right intended for Andre Holmes,3.070,1.990
3,5:10,4,7,KAN 22,3,17,Sebastian Janikowski 40 yard field goal good,1.990,3.000
3,5:10,,,OAK 35,3,17,"Sebastian Janikowski kicks off 71 yards, returned by Knile Davis for 46 yards (tackle by Larry Asante)",0.000,-1.600
3,4:58,1,10,KAN 40,3,17,Alex Smith pass complete short left to Dwayne Bowe for 11 yards (tackle by Tarell Brown),1.600,2.320
3,4:27,1,10,OAK 49,3,17,Alex Smith pass complete short right to Travis Kelce for 21 yards (tackle by Brandian Ross),2.320,3.710
3,3:47,1,10,OAK 28,3,17,Alex Smith pass complete short left to Albert Wilson for 4 yards (tackle by Brandian Ross and Tarell Brown),3.710,3.710
3,3:24,2,6,OAK 24,3,17,"Jamaal Charles left guard for 4 yards (tackle by Larry Asante). Jamaal Charles fumbles (forced by Larry Asante), recovered by De'Anthony Thomas at OAK-14. Penalty on Dwayne Bowe: Illegal Block Above the Waist, 10 yards",3.710,2.900
3,2:42,2,12,OAK 30,3,17,Alex Smith pass complete short left to Travis Kelce for 11 yards (tackle by Miles Burris),2.900,3.720
3,2:00,3,1,OAK 19,9,17,"Alex Smith pass complete deep left to Anthony Fasano for 19 yards, touchdown",3.720,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,2:00,3,1,OAK 19,9,17,"Penalty on Eric Fisher: False Start, 5 yards (no play)",3.720,0.000
3,2:00,,,OAK 2,10,17,Cairo Santos kicks extra point good,0.000,0.000
3,2:00,,,KAN 35,10,17,"Cairo Santos kicks off 58 yards, returned by Darren McFadden for 26 yards (tackle by Kelcie McCray). Penalty on Jamar Chaney: Offensive Holding, 10 yards",0.000,-0.280
3,1:46,1,10,OAK 20,10,17,"Derek Carr pass incomplete short right intended for Andre Holmes. Penalty on Menelik Watson: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,1:40,1,20,OAK 10,10,17,Maurice Jones-Drew right tackle for no gain (tackle by Josh Mauga),-0.760,-1.510
3,1:06,2,20,OAK 10,10,17,Derek Carr pass complete short right to Andre Holmes for 37 yards (tackle by Eric Berry),-1.510,2.060
3,0:33,1,10,OAK 47,10,17,Darren McFadden up the middle for -5 yards (tackle by Josh Mauga),2.060,0.840
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,OAK 42,10,17,Derek Carr pass incomplete short middle intended for Vincent Brown (defended by Kevin Vickerson),0.840,0.170
4,14:55,3,15,OAK 42,10,17,Derek Carr pass incomplete deep left intended for Andre Holmes,0.170,-0.590
4,14:52,4,15,OAK 42,10,17,"Marquette King punts 43 yards, returned by Frankie Hammond for 20 yards (tackle by Chimdi Chekwa)",-0.590,-1.270
4,14:39,1,10,KAN 35,10,17,Alex Smith pass complete short right to Travis Kelce for 27 yards (tackle by Larry Asante),1.270,3.050
4,14:18,1,10,OAK 38,10,17,"Jamaal Charles right end for 5 yards (tackle by D.J. Hayden). Penalty on Mike McGlynn: Offensive Holding, 10 yards (no play)",3.050,2.390
4,13:57,1,20,OAK 48,10,17,Alex Smith pass complete short middle to Dwayne Bowe for 24 yards (tackle by Neiko Thorpe and Brandian Ross),2.390,3.970
4,13:15,1,10,OAK 24,10,17,Jamaal Charles up the middle for 4 yards (tackle by Miles Burris and Sio Moore),3.970,3.970
4,12:35,2,6,OAK 20,10,17,"Alex Smith pass incomplete short middle intended for Frankie Hammond (defended by Charles Woodson). Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",3.970,2.620
4,12:29,2,16,OAK 30,16,17,"Alex Smith pass complete short middle to Jamaal Charles for 30 yards, touchdown",2.620,7.000
4,12:29,,,OAK 2,17,17,Cairo Santos kicks extra point good,0.000,0.000
4,12:29,,,KAN 35,17,17,"Cairo Santos kicks off 64 yards, returned by Darren McFadden for 16 yards (tackle by Charcandrick West)",0.000,0.060
4,12:15,1,10,OAK 17,17,17,Derek Carr pass incomplete deep right intended for Marcel Reece (defended by James-Michael Johnson),-0.060,-0.580
4,12:10,2,10,OAK 17,17,17,Marcel Reece up the middle for 3 yards (tackle by Josh Mauga),-0.580,-0.870
4,11:31,3,7,OAK 20,17,17,Derek Carr pass incomplete short right intended for Brice Butler,-0.870,-2.030
4,11:27,4,7,OAK 20,17,17,"Marquette King punts 45 yards, returned by Frankie Hammond for 28 yards (tackle by Marquette King)",-2.030,-3.120
4,11:13,1,10,OAK 37,17,17,Alex Smith pass complete short middle to Albert Wilson for 23 yards (tackle by Charles Woodson),3.120,4.650
4,10:33,1,10,OAK 14,17,17,Alex Smith right end for 2 yards (tackle by Miles Burris),4.650,4.330
4,9:50,2,8,OAK 12,17,17,Alex Smith pass complete short left to De'Anthony Thomas for 5 yards (tackle by Charles Woodson),4.330,4.500
4,9:14,3,3,OAK 7,17,17,Alex Smith pass incomplete,4.500,2.990
4,9:07,4,3,OAK 7,20,17,Cairo Santos 25 yard field goal good,2.990,3.000
4,9:07,,,KAN 35,20,17,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
4,9:03,1,10,OAK 20,20,17,Marcel Reece up the middle for 9 yards (tackle by Justin Houston),0.280,0.950
4,8:32,2,1,OAK 29,20,17,Marcel Reece left guard for 7 yards (tackle by Allen Bailey and Ron Parker),0.950,1.330
4,8:01,1,10,OAK 36,20,17,Derek Carr pass complete short middle to Marcel Reece for 8 yards (tackle by Josh Mauga),1.330,1.870
4,7:19,2,2,OAK 44,20,17,Marcel Reece up the middle for 4 yards (tackle by James-Michael Johnson and Eric Berry),1.870,2.130
4,6:39,1,10,OAK 48,20,17,Derek Carr sacked by Justin Houston for -2 yards,2.130,1.310
4,5:52,2,12,OAK 46,20,17,Derek Carr pass complete short right to Brice Butler for 11 yards (tackle by Ron Parker),1.310,2.080
4,5:08,3,1,KAN 43,20,17,Derek Carr pass incomplete short right intended for Mychal Rivera,2.080,2.080
4,5:05,3,1,KAN 43,20,17,Timeout #1 by Kansas City Chiefs,2.080,0.400
4,5:05,4,1,KAN 43,20,17,Derek Carr up the middle for 1 yard (tackle by James-Michael Johnson),0.400,2.790
4,4:23,1,10,KAN 42,20,17,Marcel Reece left tackle for 4 yards (tackle by Husain Abdullah),2.790,2.780
4,3:49,2,6,KAN 38,20,17,Derek Carr pass incomplete deep left intended for Andre Holmes (defended by Husain Abdullah),2.780,2.080
4,3:44,3,6,KAN 38,20,17,Derek Carr pass complete short right to Mychal Rivera for 8 yards (tackle by Husain Abdullah),2.080,3.580
4,3:01,1,10,KAN 30,20,17,Derek Carr pass incomplete deep right intended for James Jones,3.580,3.030
4,2:56,2,10,KAN 30,20,17,Marcel Reece up the middle for 1 yard (tackle by Dontari Poe),3.030,2.480
4,2:13,3,9,KAN 29,20,17,"Derek Carr pass incomplete short right intended for Andre Holmes. Penalty on Ron Parker: Defensive Pass Interference, 9 yards (no play)",2.480,4.240
4,2:10,1,10,KAN 20,20,17,Marcel Reece up the middle for 5 yards (tackle by Josh Mauga and Jaye Howard),4.240,4.450
4,2:00,2,5,KAN 15,20,17,Marcel Reece up the middle for 4 yards (tackle by Tamba Hali and Husain Abdullah),4.450,4.450
4,1:53,2,5,KAN 15,20,17,Timeout #2 by Kansas City Chiefs,4.450,4.590
4,1:53,3,1,KAN 11,20,17,Derek Carr up the middle for 2 yards (tackle by James-Michael Johnson and Jaye Howard),4.590,4.590
4,1:46,3,1,KAN 11,20,17,Timeout #3 by Kansas City Chiefs,4.590,5.140
4,1:46,1,9,KAN 9,20,23,"Derek Carr pass complete short middle to James Jones for 9 yards, touchdown",5.140,7.000
4,1:46,,,KAN 2,20,24,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 35,,,"Sebastian Janikowski kicks off 74 yards, returned by De'Anthony Thomas for 48 yards (tackle by Larry Asante)",,
4,1:35,1,10,KAN 39,20,24,Alex Smith pass incomplete short middle intended for Dwayne Bowe,1.530,0.990
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,1:28,2,10,KAN 39,20,24,Alex Smith pass complete short left to Frankie Hammond for 7 yards (tackle by Brandian Ross),0.990,1.220
4,1:09,3,3,KAN 46,20,24,Alex Smith pass incomplete short middle intended for Frankie Hammond. Penalty on Dwayne Bowe: Illegal Formation (Declined),1.220,-0.320
4,1:06,4,3,KAN 46,20,24,"Alex Smith pass incomplete short right intended for Dwayne Bowe. Penalty on D.J. Hayden: Defensive Holding (Declined), Penalty on Benson Mayowa: Illegal Use of Hands, 5 yards, Penalty on Charles Woodson: Defensive Holding (Declined) (no play)",-0.320,2.320
4,1:01,1,10,OAK 49,20,24,Alex Smith pass complete short left to Jamaal Charles for 4 yards (tackle by Sio Moore),2.320,2.320
4,0:53,2,6,OAK 45,20,24,Alex Smith pass incomplete short middle intended for Travis Kelce,2.320,1.620
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,0:49,3,6,OAK 45,20,24,Alex Smith sacked by Sio Moore for -7 yards,1.620,1.620
4,0:28,3,6,OAK 45,20,24,Timeout #1 by Oakland Raiders,1.620,-0.190
4,0:28,4,13,KAN 48,20,24,Alex Smith pass incomplete deep left intended for Frankie Hammond,-0.190,-2.390
4,0:23,1,10,KAN 48,20,24,Derek Carr kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
