Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
De'Anthony Thomas,KAN,1,48,48.0,0,48,2,3,1.5,0,15
Frankie Hammond,KAN,0,0,,0,0,2,48,24.0,0,28
Knile Davis,KAN,2,65,32.5,0,46,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Denarius Moore,OAK,0,0,,0,0,1,0,0.0,0,0
Charles Woodson,OAK,0,0,,0,0,1,5,5.0,0,5
Darren McFadden,OAK,3,59,19.7,0,23,0,0,,0,0
Latavius Murray,OAK,1,24,24.0,0,24,0,0,,0,0
