Quarter,Time,Tm,Detail,KAN,OAK
1.0,6:33,Raiders,Latavius Murray 11 yard rush (Sebastian Janikowski kick),0,7
2.0,12:28,Raiders,Latavius Murray 90 yard rush (Sebastian Janikowski kick),0,14
,7:19,Chiefs,Cairo Santos 24 yard field goal,3,14
3.0,5:05,Raiders,Sebastian Janikowski 40 yard field goal,3,17
,1:52,Chiefs,Anthony Fasano 19 yard pass from Alex Smith (Cairo Santos kick),10,17
4.0,12:20,Chiefs,Jamaal Charles 30 yard pass from Alex Smith (Cairo Santos kick),17,17
,9:03,Chiefs,Cairo Santos 25 yard field goal,20,17
,1:42,Raiders,James Jones 9 yard pass from Derek Carr (Sebastian Janikowski kick),20,24
