Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Derek Stanley,STL,0,0,,0,0,1,24,24.0,0,24
Donnie Avery,STL,1,19,19.0,0,19,0,0,,0,0
Samkon Gado,STL,1,23,23.0,0,23,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Nate Burleson,SEA,0,0,,0,0,2,14,7.0,0,11
Justin Forsett,SEA,0,0,,0,0,2,14,7.0,0,9
Josh Wilson,SEA,1,20,20.0,0,20,0,0,,0,0
