Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Javier Arenas,KAN,0,0,,0,0,2,17,8.5,0,14
Terrance Copper,KAN,1,17,17.0,0,17,0,0,,0,0
Verran Tucker,KAN,1,15,15.0,0,15,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Leon Washington,SEA,5,77,15.4,0,23,1,-2,-2.0,0,-2
Justin Forsett,SEA,1,8,8.0,0,8,0,0,,0,0
Cameron Morrah,SEA,1,30,30.0,0,30,0,0,,0,0
