#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,KAN 28,7,3:29,72,Touchdown
2,1,9:40,KAN 38,8,4:37,37,Blocked FG
3,1,3:33,KAN 24,5,3:02,15,Blocked Punt
4,1,0:31,KAN 26,15,8:13,74,Touchdown
5,2,3:50,KAN 20,6,2:38,80,Touchdown
6,2,0:42,KAN 48,2,0:14,-5,Fumble
7,3,14:03,KAN 20,5,1:46,14,Punt
8,3,8:58,KAN 21,3,0:45,8,Punt
9,3,6:00,KAN 29,11,6:06,71,Touchdown
10,4,13:53,SEA 22,3,1:10,22,Touchdown
11,4,12:04,KAN 36,3,1:35,7,Punt
12,4,10:16,KAN 20,10,6:40,80,Touchdown
13,4,2:39,KAN 49,3,0:48,-1,Punt
