Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
1,3:31,3,2,WAS 47,0,6,Arian Foster left tackle for 3 yards (tackle by Ma'ake Kemoeatu),1.750,2.650
1,2:55,1,10,WAS 44,0,6,Steve Slaton right end for 5 yards (tackle by London Fletcher and Adam Carriker),2.650,2.780
1,2:17,2,5,WAS 39,0,6,Matt Schaub pass complete short middle to Andre Johnson for 14 yards (tackle by Reed Doughty),2.780,3.910
1,1:36,1,10,WAS 25,0,6,Matt Schaub pass complete short right to Owen Daniels for 9 yards (tackle by London Fletcher and DeAngelo Hall),3.910,4.750
1,0:57,2,1,WAS 16,0,6,Arian Foster right tackle for 11 yards (tackle by Reed Doughty),4.750,6.060
1,0:23,1,5,WAS 5,0,6,Arian Foster right tackle for no gain (tackle by LaRon Landry and Andre Carter),6.060,5.150
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,WAS 5,6,6,"Matt Schaub pass complete short left to Jacoby Jones for 5 yards, touchdown",5.150,7.000
2,,,,WAS 2,7,6,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 30,7,6,"Neil Rackers kicks off 68 yards, returned by Devin Thomas for 25 yards (tackle by Jesse Nading)",0.000,0.740
2,14:50,1,10,WAS 27,7,6,Donovan McNabb pass complete deep middle to Joey Galloway for 62 yards (tackle by Kareem Jackson),0.740,4.840
2,14:01,1,10,HOU 11,7,6,Donovan McNabb pass incomplete short right intended for Mike Sellers,4.840,4.140
2,13:55,2,10,HOU 11,7,6,Donovan McNabb pass complete short left to Santana Moss for 10 yards (tackle by Kareem Jackson),4.140,6.970
2,13:13,1,1,HOU 1,7,6,Mike Sellers middle for no gain (tackle by Mario Williams and DeMeco Ryans),6.970,5.910
2,12:33,2,1,HOU 1,7,12,"Clinton Portis right end for 1 yard, touchdown",5.910,7.000
2,,,,HOU 2,7,13,Graham Gano kicks extra point good,0.000,0.000
2,,,,WAS 30,7,13,"Graham Gano kicks off 68 yards, returned by Steve Slaton for 19 yards (tackle by Mike Sellers). Penalty on Mike Sellers: Low Block, 15 yards",0.000,1.330
2,12:24,1,10,HOU 36,7,13,Matt Schaub sacked by Vonnie Holliday and Adam Carriker for -4 yards,1.330,0.250
2,11:52,2,14,HOU 32,7,13,Matt Schaub pass complete short right to Andre Johnson for 8 yards (tackle by Reed Doughty and DeAngelo Hall),0.250,0.630
2,11:09,3,6,HOU 40,7,13,Matt Schaub pass incomplete short right intended for Andre Johnson,0.630,-0.720
2,10:59,4,6,HOU 40,7,13,"Matt Turk punts 44 yards, fair catch by Phillip Buchanon",-0.720,0.140
2,10:51,1,10,WAS 16,7,13,Donovan McNabb pass complete short right to Santana Moss for 6 yards (tackle by Glover Quin),-0.140,0.280
2,10:08,2,4,WAS 22,7,13,Donovan McNabb pass complete short left to Santana Moss for 9 yards,0.280,1.000
2,9:43,1,10,WAS 31,7,13,Clinton Portis left guard for 6 yards (tackle by Bernard Pollard),1.000,1.270
2,9:08,2,4,WAS 37,7,13,Clinton Portis left tackle for 2 yards (tackle by DeMeco Ryans),1.270,0.830
2,8:30,3,2,WAS 39,7,13,Donovan McNabb pass incomplete short left intended for Joey Galloway (defended by Kareem Jackson),0.830,-0.780
2,8:26,4,2,WAS 39,7,13,"Josh Bidwell punts 51 yards, returned by Jacoby Jones for 10 yards (tackle by Lorenzo Alexander)",-0.780,-0.280
2,8:15,1,10,HOU 20,7,13,Arian Foster left end for 10 yards (tackle by LaRon Landry and Carlos Rogers),0.280,0.940
2,7:40,1,10,HOU 30,7,13,Arian Foster right tackle for 7 yards (tackle by Reed Doughty),0.940,1.340
2,7:01,2,3,HOU 37,7,13,Steve Slaton left end for 7 yards (tackle by Rocky McIntosh and Reed Doughty),1.340,1.860
2,6:25,1,10,HOU 44,7,13,Steve Slaton middle for 2 yards (tackle by LaRon Landry and Kedric Golston),1.860,1.590
2,5:44,2,8,HOU 46,7,13,Matt Schaub pass complete short left to Andre Johnson for 15 yards (tackle by Carlos Rogers),1.590,2.980
2,5:01,1,10,WAS 39,7,13,Matt Schaub pass complete short right to Owen Daniels for 15 yards (tackle by LaRon Landry),2.980,3.970
2,4:19,1,10,WAS 24,7,13,Arian Foster right tackle for -2 yards (tackle by Adam Carriker and Andre Carter),3.970,3.160
2,3:41,2,12,WAS 26,7,13,Matt Schaub pass complete short left to Jacoby Jones for 3 yards (tackle by Carlos Rogers),3.160,2.870
2,2:58,,,,7,13,Timeout #1 by Houston Texans,0.000,2.870
2,2:58,3,9,WAS 23,7,13,Matt Schaub sacked by Lorenzo Alexander for -6 yards,2.870,1.500
2,2:25,4,15,WAS 29,7,13,Neil Rackers 47 yard field goal no good,1.500,-1.400
2,2:19,1,10,WAS 37,7,13,Donovan McNabb pass incomplete deep left intended for Mike Sellers,1.400,0.860
2,2:13,2,10,WAS 37,7,13,Donovan McNabb pass complete deep left to Fred Davis for 62 yards (tackle by Kareem Jackson). Penalty on Kareem Jackson: Defensive Holding (Declined),0.860,6.970
2,2:00,1,1,HOU 1,7,13,Clinton Portis right tackle for no gain (tackle by DeMeco Ryans),6.970,5.910
2,1:24,2,1,HOU 1,7,19,"Clinton Portis left tackle for 1 yard, touchdown",5.910,7.000
2,,,,HOU 2,7,20,Graham Gano kicks extra point good,0.000,0.000
2,,,,WAS 30,7,20,"Graham Gano kicks off 76 yards, muffed catch by Steve Slaton, recovered by Steve Slaton and returned for no gain",0.000,0.280
2,1:20,1,10,HOU 20,7,20,Matt Schaub pass complete short middle to Arian Foster for 14 yards (tackle by Rocky McIntosh and DeAngelo Hall),0.280,1.200
2,0:59,1,10,HOU 34,7,20,Matt Schaub pass incomplete deep left intended for Jacoby Jones,1.200,0.660
2,0:54,2,10,HOU 34,7,20,Matt Schaub pass complete short middle to Andre Johnson for 11 yards (tackle by Carlos Rogers and DeAngelo Hall),0.660,1.930
2,0:46,,,,7,20,Timeout #2 by Houston Texans,0.000,1.930
2,0:46,1,10,HOU 45,7,20,Matt Schaub pass complete short left to Kevin Walter for 4 yards (tackle by Phillip Buchanon),1.930,1.920
2,0:30,2,6,HOU 49,7,20,Matt Schaub sacked by LaRon Landry for -8 yards,1.920,0.170
2,0:09,,,,7,20,Timeout #3 by Houston Texans,0.000,0.170
2,0:09,3,14,HOU 41,7,20,Matt Schaub pass complete short middle to Jacoby Jones for 20 yards (tackle by LaRon Landry),0.170,2.980
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,7,20,"Graham Gano kicks off 71 yards, returned by Steve Slaton for 16 yards (tackle by Lorenzo Alexander)",0.000,-0.220
3,14:55,1,10,HOU 15,7,20,Arian Foster right end for 1 yard (tackle by Adam Carriker and Rocky McIntosh),-0.220,-0.580
3,14:23,2,9,HOU 16,7,20,Matt Schaub pass complete deep right to Kevin Walter for 21 yards (tackle by Reed Doughty),-0.580,1.400
3,13:48,1,10,HOU 37,7,20,Arian Foster right end for 5 yards (tackle by Reed Doughty and DeAngelo Hall),1.400,1.530
3,13:09,2,5,HOU 42,7,20,Matt Schaub pass complete short right to Vonta Leach for 15 yards (tackle by Rocky McIntosh),1.530,2.720
3,12:39,1,10,WAS 43,7,20,Arian Foster right tackle for 2 yards (tackle by Vonnie Holliday),2.720,2.450
3,12:02,2,8,WAS 41,7,20,Matt Schaub pass complete short middle to Andre Johnson for 7 yards (tackle by London Fletcher),2.450,2.680
3,11:26,3,1,WAS 34,7,20,Matt Schaub middle for 2 yards (tackle by Brian Orakpo and Vonnie Holliday),2.680,3.450
3,10:53,1,10,WAS 32,7,20,Arian Foster right end for 1 yard (tackle by DeAngelo Hall),3.450,3.040
3,10:15,2,9,WAS 31,7,20,Matt Schaub pass complete short left to Andre Johnson for 2 yards (tackle by LaRon Landry),3.040,2.610
3,9:32,3,7,WAS 29,7,20,Matt Schaub pass incomplete short middle intended for Jacoby Jones,2.610,1.500
3,9:27,4,7,WAS 29,10,20,Neil Rackers 47 yard field goal good,1.500,3.000
3,,,,HOU 30,10,20,"Neil Rackers kicks off 74 yards, returned by Devin Thomas for 32 yards (tackle by Sherrick McManis). Penalty on Chris Cooley: Illegal Block Above the , 8 yards",0.000,-0.380
3,9:15,1,10,WAS 8,10,20,Donovan McNabb pass complete short left to Joey Galloway for 7 yards (tackle by Zach Diles),-0.380,-0.210
3,8:38,2,3,WAS 15,10,20,"Penalty on Artis Hicks: False Start, 5 yards (no play)",-0.210,-0.630
3,8:15,2,8,WAS 10,10,20,Donovan McNabb pass incomplete short left intended for Santana Moss (defended by Mario Williams),-0.630,-1.190
3,8:12,3,8,WAS 10,10,20,Donovan McNabb pass complete short middle to Santana Moss for 11 yards (tackle by Jesse Nading),-1.190,0.340
3,7:26,1,10,WAS 21,10,20,Donovan McNabb sacked by Mario Williams for -7 yards,0.340,-1.250
3,6:51,2,17,WAS 14,10,20,Donovan McNabb pass complete short middle to Keiland Williams for 7 yards (tackle by Zach Diles and Glover Quin),-1.250,-0.890
3,6:10,3,10,WAS 21,10,20,Donovan McNabb pass complete deep middle to Anthony Armstrong for 20 yards (tackle by Glover Quin),-0.890,1.660
3,5:29,1,10,WAS 41,10,20,Larry Johnson right end for 3 yards (tackle by Zach Diles and Kareem Jackson),1.660,1.530
3,4:46,2,7,WAS 44,10,20,Donovan McNabb pass complete short middle to Roydell Williams for 34 yards (tackle by Eugene Wilson),1.530,4.110
3,3:59,1,10,HOU 22,10,26,"Donovan McNabb pass complete short right to Chris Cooley for 22 yards, touchdown",4.110,7.000
3,,,,HOU 2,10,27,Graham Gano kicks extra point good,0.000,0.000
3,,,,WAS 30,10,27,"Graham Gano kicks off 73 yards, returned by Steve Slaton for 25 yards (tackle by Lorenzo Alexander)",0.000,0.410
3,3:45,1,10,HOU 22,10,27,Matt Schaub pass complete short left to Andre Johnson for 13 yards (tackle by Reed Doughty and Rocky McIntosh),0.410,1.270
3,3:09,1,10,HOU 35,10,27,Matt Schaub pass complete short middle to Kevin Walter for 14 yards (tackle by LaRon Landry),1.270,2.190
3,2:25,1,10,HOU 49,10,27,Matt Schaub pass complete short middle to Andre Johnson for 3 yards (tackle by Reed Doughty and Rocky McIntosh),2.190,2.050
3,1:55,2,7,WAS 48,10,27,"Matt Schaub pass complete deep right to Andre Johnson for 24 yards (tackle by DeAngelo Hall). Penalty on Andre Johnson: Illegal Touch Pass, 5 yards (no play)",2.050,1.380
3,1:23,2,12,HOU 47,10,27,Matt Schaub sacked by Brian Orakpo for -3 yards,1.380,0.300
3,0:52,3,15,HOU 44,10,27,Matt Schaub pass complete short middle to Arian Foster for 50 yards (tackle by LaRon Landry and DeAngelo Hall),0.300,5.830
3,0:23,1,6,WAS 6,16,27,"Matt Schaub pass complete short middle to Kevin Walter for 6 yards, touchdown",5.830,7.000
3,,,,WAS 2,17,27,Neil Rackers kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,HOU 30,17,27,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,15:00,1,10,WAS 20,17,27,Larry Johnson left end for -10 yards (tackle by Glover Quin),0.280,-1.510
4,14:17,2,20,WAS 10,17,27,Donovan McNabb pass complete short middle to Keiland Williams for 1 yard (tackle by Earl Mitchell and Zach Diles),-1.510,-2.470
4,13:32,3,19,WAS 11,17,27,Donovan McNabb pass incomplete short right intended for Joey Galloway,-2.470,-2.490
4,13:28,4,19,WAS 11,17,27,"Josh Bidwell punts 51 yards, returned by Jacoby Jones for 17 yards (tackle by Chris Horton). Penalty on Jesse Nading: Illegal Block Above the , 10 yards",-2.490,-1.200
4,13:15,1,10,HOU 34,17,27,Matt Schaub pass complete deep middle to Kevin Walter for 35 yards (tackle by Carlos Rogers),1.200,3.510
4,12:41,1,10,WAS 31,17,27,Arian Foster right end for 1 yard (tackle by London Fletcher),3.510,3.100
4,12:01,2,9,WAS 30,17,27,Matt Schaub pass complete short left to Kevin Walter for 4 yards (tackle by Phillip Buchanon),3.100,2.940
4,11:20,3,5,WAS 26,17,27,Matt Schaub pass incomplete short left intended for Jacoby Jones,2.940,1.790
4,11:15,4,5,WAS 26,20,27,Neil Rackers 43 yard field goal good,1.790,3.000
4,,,,HOU 30,20,27,"Neil Rackers kicks off 49 yards, returned by Mike Sellers for 16 yards (tackle by Darryl Sharpton)",0.000,1.400
4,11:04,1,10,WAS 37,20,27,Donovan McNabb pass complete short left to Anthony Armstrong for 16 yards (tackle by Eugene Wilson),1.400,2.460
4,10:23,1,10,HOU 47,20,27,Donovan McNabb pass complete deep middle to Joey Galloway for 19 yards (tackle by Eugene Wilson),2.460,3.710
4,9:39,1,10,HOU 28,20,27,Clinton Portis middle for 2 yards (tackle by Shaun Cody),3.710,3.440
4,8:59,2,8,HOU 26,20,27,Clinton Portis left end for 12 yards (tackle by Brice McCain),3.440,4.650
4,8:28,1,10,HOU 14,20,27,Clinton Portis right guard for 5 yards (tackle by Earl Mitchell),4.650,4.900
4,7:49,2,5,HOU 9,20,27,Clinton Portis left end for 4 yards (tackle by Bernard Pollard and Glover Quin),4.900,4.960
4,7:49,3,1,HOU 5,20,27,"Penalty on Jammal Brown: False Start, 5 yards (no play)",4.960,3.820
4,6:45,3,6,HOU 10,20,27,Donovan McNabb pass incomplete short middle intended for Santana Moss,3.820,2.790
4,6:40,4,6,HOU 10,20,27,"Graham Gano 29 yard field goal no good, blocked by Bernard Pollard, recovered by Shaun Cody and returned for 29 yards",2.790,0.140
4,6:36,1,10,HOU 16,20,27,Matt Schaub sacked by London Fletcher for -8 yards,-0.140,-1.360
4,6:02,2,18,HOU 8,20,27,Matt Schaub pass complete short left to Arian Foster for 5 yards (tackle by Reed Doughty and Rocky McIntosh),-1.360,-1.750
4,5:18,3,13,HOU 13,20,27,Matt Schaub pass incomplete short middle intended for Arian Foster,-1.750,-2.490
4,5:13,4,13,HOU 13,20,27,Matt Turk punts 38 yards,-2.490,-2.190
4,5:06,1,10,WAS 49,20,27,Donovan McNabb pass complete short right to Mike Sellers for 5 yards (tackle by Glover Quin),2.190,2.320
4,4:22,2,5,HOU 46,20,27,Santana Moss left end for -8 yards (tackle by Bernard Pollard),2.320,0.560
4,3:40,3,13,WAS 46,20,27,Donovan McNabb pass incomplete deep middle intended for Joey Galloway,0.560,-0.320
4,3:31,4,13,WAS 46,20,27,"Josh Bidwell punts 38 yards, returned by Jacoby Jones for 46 yards (tackle by Chris Horton). Penalty on Glover Quin: Offensive Holding, 10 yards",-0.320,-0.150
4,3:16,1,10,HOU 19,20,27,Matt Schaub pass incomplete deep middle intended for Andre Johnson,0.150,-0.390
4,3:10,,,,20,27,Timeout #1 by Washington Redskins,0.000,-0.390
4,3:10,2,10,HOU 19,20,27,Matt Schaub pass incomplete deep middle intended for Owen Daniels (defended by London Fletcher),-0.390,-1.070
4,3:05,3,10,HOU 19,20,27,Matt Schaub pass complete deep middle to Andre Johnson for 29 yards (tackle by Reed Doughty),-1.070,2.130
4,2:53,,,,20,27,Timeout #1 by Houston Texans,0.000,2.130
4,2:53,1,10,HOU 48,20,27,Matt Schaub pass complete short middle to Jacoby Jones for 18 yards (tackle by Phillip Buchanon and DeAngelo Hall),2.130,3.310
4,2:25,1,10,WAS 34,20,27,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by London Fletcher),3.310,2.770
4,2:20,2,10,WAS 34,20,27,Matt Schaub pass incomplete short left intended for Andre Johnson (defended by Brian Orakpo),2.770,2.080
4,2:17,3,10,WAS 34,20,27,Matt Schaub pass incomplete deep left intended for David Anderson (defended by Phillip Buchanon),2.080,1.060
4,2:11,4,10,WAS 34,26,27,"Matt Schaub pass complete deep left to Andre Johnson for 34 yards, touchdown",1.060,7.000
4,,,,WAS 2,27,27,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 30,27,27,"Neil Rackers kicks off 60 yards, returned by Devin Thomas for 21 yards (tackle by David Anderson)",0.000,1.000
4,1:58,1,10,WAS 31,27,27,Donovan McNabb pass complete short left to Keiland Williams for 4 yards (tackle by Zach Diles),1.000,1.000
4,1:32,2,6,WAS 35,27,27,Donovan McNabb sacked by Mario Williams for -14 yards,1.000,0.000
4,,,,,27,27,--,0.000,-1.550
4,1:20,3,20,WAS 21,27,27,"Donovan McNabb pass complete deep middle to Santana Moss for 22 yards (tackle by Glover Quin). Penalty on Stephon Heyer: Offensive Holding, 10 yards (no play)",-1.550,-3.760
4,1:08,3,30,WAS 11,27,27,Donovan McNabb pass complete short left to Santana Moss for 8 yards (tackle by Xavier Adibi and DeMeco Ryans),-3.760,-2.140
4,1:01,,,,27,27,Timeout #2 by Houston Texans,0.000,-2.140
4,1:01,4,22,WAS 19,27,27,"Josh Bidwell punts 52 yards, returned by Jacoby Jones for -1 yards (tackle by Byron Westbrook)",-2.140,-0.810
4,0:49,1,10,HOU 28,27,27,Matt Schaub pass complete short middle to Andre Johnson for 4 yards (tackle by DeAngelo Hall and Rocky McIntosh),0.810,0.800
4,0:23,2,6,HOU 32,27,27,Matt Schaub pass incomplete short right intended for Andre Johnson (defended by Vonnie Holliday),0.800,0.100
4,0:21,3,6,HOU 32,27,27,Arian Foster right end for 4 yards (tackle by DeAngelo Hall and Rocky McIntosh),0.100,-0.980
4,0:03,,,,27,27,Timeout #3 by Washington Redskins,0.000,0.000
4,0:03,,,,27,27,Timeout #3 by Houston Texans,0.000,-0.980
4,0:03,4,2,HOU 36,27,27,Matt Turk left end for -27 yards (tackle by Chris Horton),-0.980,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
,,,,,,,"Texans won the coin toss, Texans to receive the overtime kickoff.",,
OT,,,,WAS 30,27,27,"Graham Gano kicks off 65 yards, returned by Steve Slaton for 7 yards (tackle by Chris Horton)",0.000,-0.350
OT,14:56,1,10,HOU 12,27,27,Matt Schaub pass complete short middle to Kevin Walter for 16 yards (tackle by Carlos Rogers and LaRon Landry),-0.350,0.810
OT,14:23,1,10,HOU 28,27,27,Matt Schaub pass complete short right to Kevin Walter for 7 yards (tackle by DeAngelo Hall),0.810,1.210
OT,13:54,2,3,HOU 35,27,27,Arian Foster left tackle for 10 yards (tackle by London Fletcher and Rocky McIntosh),1.210,1.930
OT,13:19,1,10,HOU 45,27,27,Arian Foster right guard for 6 yards (tackle by Brian Orakpo and Kedric Golston),1.930,2.190
OT,12:42,2,4,WAS 49,27,27,Matt Schaub pass complete short left to Kevin Walter for 9 yards (tackle by Carlos Rogers and Rocky McIntosh),2.190,2.920
OT,12:06,1,10,WAS 40,27,27,Arian Foster left end for 1 yard (tackle by Rocky McIntosh and Vonnie Holliday),2.920,2.510
OT,11:27,2,9,WAS 39,27,27,Matt Schaub pass complete short middle to Vonta Leach for 5 yards (tackle by DeAngelo Hall and Vonnie Holliday),2.510,2.480
OT,10:42,3,4,WAS 34,27,27,Matt Schaub pass incomplete short right intended for Andre Johnson,2.480,1.080
OT,10:42,4,4,WAS 34,27,27,"Penalty on Matt Turk: Delay of Game, 5 yards (no play)",1.080,0.660
OT,10:36,4,9,WAS 39,27,27,"Matt Turk punts 39 yards, touchback",0.660,-0.280
OT,10:29,1,10,WAS 20,27,27,"Donovan McNabb sacked by Mario Williams for -2 yards. Penalty on Antonio Smith: Unnecessary Roughness, 15 yards",0.280,1.140
OT,9:59,1,10,WAS 33,27,27,Donovan McNabb pass complete short right to Santana Moss for 12 yards (tackle by Glover Quin),1.140,1.930
OT,9:59,1,10,WAS 45,27,27,Donovan McNabb pass complete short middle to Chris Cooley for 7 yards (tackle by Zach Diles),1.930,2.330
OT,8:49,2,3,HOU 48,27,27,Donovan McNabb pass complete short right to Santana Moss for 11 yards (tackle by DeMeco Ryans),2.330,3.120
OT,8:08,1,10,HOU 37,27,27,Donovan McNabb pass incomplete short right intended for Joey Galloway (defended by Mario Williams),3.120,2.570
OT,8:04,2,10,HOU 37,27,27,Donovan McNabb pass complete short right to Keiland Williams for 3 yards (tackle by Zach Diles),2.570,2.280
OT,7:23,3,7,HOU 34,27,27,Donovan McNabb pass incomplete deep left intended for Santana Moss,2.280,1.060
OT,7:18,,,,27,27,Timeout #1 by Houston Texans,0.000,1.060
OT,7:18,4,7,HOU 34,27,27,Graham Gano 52 yard field goal no good,1.060,-1.730
OT,7:12,1,10,HOU 42,27,27,Matt Schaub pass incomplete short right intended for Vonta Leach,1.730,1.190
OT,7:08,2,10,HOU 42,27,27,Matt Schaub pass complete short left to Jacoby Jones for 1 yard (tackle by Rocky McIntosh),1.190,0.630
OT,6:43,3,9,HOU 43,27,27,"Matt Schaub pass complete short left to Arian Foster for 8 yards (tackle by Reed Doughty and Lorenzo Alexander). Penalty on Chris Horton: Defensive Offside, 5 yards (no play)",0.630,1.290
OT,6:12,3,4,HOU 48,27,27,Matt Schaub pass complete short left to Jacoby Jones for 6 yards (tackle by Reed Doughty),1.290,2.520
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
OT,5:39,1,10,WAS 46,27,27,Matt Schaub pass complete deep middle to Joel Dreessen for 28 yards (tackle by Chris Horton and Reed Doughty),2.520,4.370
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
OT,4:48,1,10,WAS 18,27,27,Arian Foster right end for no gain (tackle by Ma'ake Kemoeatu),4.370,3.800
OT,4:14,2,10,WAS 18,27,27,Arian Foster right end for 1 yard (tackle by Kedric Golston),3.800,3.170
OT,3:30,3,9,WAS 17,30,27,Neil Rackers 35 yard field goal good,3.170,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
