Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
2,,,,TAM 30,0,7,"Matt Bryant kicks off 70 yards, touchback",0.000,0.280
2,14:04,1,10,PHI 20,0,7,Donovan McNabb pass complete short left to Matt Schobel for 8 yards (tackle by Jermaine Phillips),0.280,0.810
2,13:37,2,2,PHI 28,0,7,Correll Buckhalter left end for 1 yard (tackle by Ronde Barber),0.810,0.230
2,12:59,3,1,PHI 29,0,7,"Donovan McNabb for no gain. Donovan McNabb fumbles, recovered by Donovan McNabb at PHI-28",0.230,-1.500
2,12:49,4,2,PHI 28,0,7,"Dirk Johnson punts 38 yards, returned by Ike Hilliard for 10 yards (tackle by Mike Bartrum)",-1.500,-1.860
2,12:34,1,10,TAM 44,0,7,Cadillac Williams middle for 2 yards (tackle by Jeremiah Trotter),1.860,1.590
2,12:03,2,8,TAM 46,0,7,Bruce Gradkowski pass complete short middle to Mike Alstott for no gain,1.590,0.890
2,11:23,3,8,TAM 46,0,7,Bruce Gradkowski pass complete short middle to Michael Clayton for 5 yards (tackle by Sheldon Brown),0.890,0.000
2,10:45,4,3,PHI 49,0,7,Josh Bidwell punts 42 yards,0.000,0.380
2,10:33,1,10,PHI 7,0,7,Donovan McNabb middle for 4 yards (tackle by Ryan Nece),-0.380,-0.490
2,9:56,2,6,PHI 11,0,7,Brian Westbrook middle for 3 yards (tackle by Derrick Brooks and Shelton Quarles),-0.490,-0.600
2,9:16,3,3,PHI 14,0,7,Brian Westbrook middle for 22 yards (tackle by Juran Bolden),-0.600,1.330
2,8:36,1,10,PHI 36,0,7,Correll Buckhalter right tackle for 11 yards (tackle by Jermaine Phillips and Barrett Ruud),1.330,2.060
2,7:56,1,10,PHI 47,0,7,Brian Westbrook middle for 4 yards (tackle by Jon Bradley and Barrett Ruud),2.060,2.060
2,7:18,2,6,TAM 49,0,7,Donovan McNabb pass incomplete deep right intended for Reggie Brown (defended by Juran Bolden),2.060,1.360
2,7:12,3,6,TAM 49,0,7,Donovan McNabb sacked by Ellis Wyms for -4 yards,1.360,-0.260
2,6:40,4,10,PHI 47,0,7,"Dirk Johnson punts 42 yards, returned by Ike Hilliard for 5 yards (tackle by Greg Lewis)",-0.260,0.140
2,6:32,1,10,TAM 16,0,7,Cadillac Williams middle for 1 yard (tackle by Jeremiah Trotter),-0.140,-0.510
2,5:53,2,9,TAM 17,0,7,Bruce Gradkowski pass complete short middle to Michael Clayton for 14 yards (tackle by Sean Considine),-0.510,1.000
2,5:09,1,10,TAM 31,0,7,Bruce Gradkowski right end for 1 yard (tackle by Sean Considine),1.000,0.600
2,4:37,2,9,TAM 32,0,7,Cadillac Williams middle for 2 yards (tackle by Darwin Walker and Matt McCoy),0.600,0.170
2,4:37,3,7,TAM 34,0,7,"Penalty on Omar Gaither: Encroachment, 5 yards (no play)",0.170,0.830
2,3:44,3,2,TAM 39,0,7,Bruce Gradkowski pass complete short middle to Alex Smith for 6 yards (tackle by Sean Considine),0.830,1.930
2,3:02,1,10,TAM 45,0,7,Michael Pittman middle for 2 yards (tackle by Mike Patterson and Jeremiah Trotter),1.930,1.650
2,2:41,2,8,TAM 47,0,7,Bruce Gradkowski pass incomplete deep middle intended for Joey Galloway,1.650,0.960
2,2:33,3,8,TAM 47,0,7,Bruce Gradkowski pass complete deep left to Paris Warren for 26 yards (tackle by Joselio Hanson),0.960,3.780
2,2:00,1,10,PHI 27,0,7,Cadillac Williams middle for 2 yards (tackle by Jeremiah Trotter),3.780,3.500
2,1:26,2,8,PHI 25,0,7,Bruce Gradkowski pass incomplete short middle intended for Cadillac Williams,3.500,2.810
2,1:21,,,,0,7,Timeout #1 by Tampa Bay Buccaneers,0.000,2.810
2,1:21,3,8,PHI 25,0,7,"Bruce Gradkowski pass complete short right to Michael Pittman for 3 yards (tackle by Jeremiah Trotter). Penalty on Jeremy Trueblood: Tripping, 10 yards (no play)",2.810,1.490
2,1:10,3,18,PHI 35,0,7,Bruce Gradkowski pass incomplete short middle intended for Michael Pittman,1.490,0.970
2,1:05,4,18,PHI 35,0,7,"Josh Bidwell punts 35 yards, touchback",0.970,-0.280
2,0:59,1,10,PHI 20,0,7,Donovan McNabb pass complete short right to L.J. Smith for 8 yards (tackle by Shelton Quarles),0.280,0.810
2,0:51,,,,0,7,Timeout #1 by Philadelphia Eagles,0.000,0.810
2,0:50,2,2,PHI 28,0,7,Donovan McNabb pass incomplete short left intended for Brian Westbrook,0.810,0.100
2,0:47,3,2,PHI 28,0,7,Brian Westbrook middle for 3 yards (tackle by Derrick Brooks),0.100,1.000
2,0:42,,,,0,7,Timeout #2 by Philadelphia Eagles,0.000,1.000
2,0:42,1,10,PHI 31,0,7,Donovan McNabb left tackle for 20 yards (tackle by Jermaine Phillips),1.000,2.320
2,0:42,,,,0,7,Timeout #3 by Philadelphia Eagles,0.000,2.320
2,0:31,1,10,TAM 49,0,7,Donovan McNabb pass complete short middle to Brian Westbrook for 29 yards (tackle by Will Allen),2.320,4.240
2,0:23,1,10,TAM 20,0,7,Donovan McNabb pass complete short middle to L.J. Smith for 14 yards (tackle by Shelton Quarles),4.240,5.830
2,0:10,1,6,TAM 6,0,7,Donovan McNabb spiked the ball,5.830,4.950
2,0:09,,,,0,7,Timeout #2 by Tampa Bay Buccaneers,0.000,4.950
2,0:08,2,6,TAM 6,0,7,Donovan McNabb pass complete short left to L.J. Smith for 4 yards (tackle by Ronde Barber and Will Allen),4.950,4.950
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,0,7,"David Akers kicks off 65 yards, returned by Michael Pittman for 25 yards (tackle by Dexter Wynn)",0.000,0.940
3,14:53,1,10,TAM 30,0,7,Bruce Gradkowski pass complete short right to Anthony Becht for 1 yard (tackle by Shawn Barber and Sean Considine),0.940,0.530
3,14:12,2,9,TAM 31,0,7,Cadillac Williams right guard for 6 yards (tackle by Joselio Hanson and Sean Considine),0.530,0.630
3,13:32,3,3,TAM 37,0,7,Cadillac Williams middle for 7 yards (tackle by Matt McCoy and Sheldon Brown),0.630,1.860
3,12:53,1,10,TAM 44,0,7,Bruce Gradkowski pass incomplete deep right intended for Earnest Graham,1.860,1.320
3,12:47,2,10,TAM 44,0,7,Cadillac Williams middle for 11 yards (tackle by Michael Lewis),1.320,2.590
3,12:11,1,10,PHI 45,0,7,Cadillac Williams right end for 7 yards (tackle by Jeremiah Trotter and Sheldon Brown),2.590,2.990
3,11:30,2,3,PHI 38,0,7,Michael Pittman middle for 2 yards (tackle by Darren Howard),2.990,2.540
3,10:52,3,1,PHI 36,0,7,Cadillac Williams left guard for no gain (tackle by Jeremiah Trotter),2.540,0.890
3,10:12,4,1,PHI 36,0,7,Bruce Gradkowski middle for 1 yard (tackle by Darwin Walker and Matt McCoy),0.890,3.250
3,9:41,,,,0,7,Timeout #1 by Tampa Bay Buccaneers,0.000,3.250
3,9:41,1,10,PHI 35,0,7,Bruce Gradkowski pass complete short right to Michael Pittman for 15 yards (tackle by Jeremiah Trotter),3.250,4.240
3,9:14,1,10,PHI 20,0,7,Cadillac Williams left end for 7 yards (tackle by Matt McCoy),4.240,4.830
3,8:28,2,3,PHI 13,0,7,Cadillac Williams middle for 1 yard (tackle by Sam Rayburn and Matt McCoy),4.830,4.340
3,7:48,3,2,PHI 12,0,7,Bruce Gradkowski pass complete short right to Mike Alstott for no gain,4.340,2.760
3,6:58,4,2,PHI 12,0,10,Matt Bryant 30 yard field goal good,2.760,3.000
3,,,,TAM 30,0,10,"Matt Bryant kicks off 48 yards, returned by Matt Schobel for 11 yards (tackle by Blue Adams)",0.000,1.140
3,6:49,1,10,PHI 33,0,10,Correll Buckhalter right guard for 3 yards (tackle by Ryan Nece and Greg Spires),1.140,1.000
3,6:13,2,7,PHI 36,0,10,Donovan McNabb pass complete short middle to Hank Baskett for 17 yards (tackle by Torrie Cox),1.000,2.460
3,5:35,1,10,TAM 47,0,16,"Donovan McNabb pass incomplete short left intended for Greg Lewis is intercepted by Ronde Barber at TAM-34 and returned for 66 yards, touchdown",2.460,-7.000
3,,,,PHI 2,0,17,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,0,17,"Matt Bryant kicks off 69 yards, returned by Ryan Moats for 20 yards (tackle by Barrett Ruud)",0.000,0.340
3,5:11,1,10,PHI 21,0,17,Donovan McNabb pass complete short right to Brian Westbrook for 3 yards (tackle by Juran Bolden),0.340,0.210
3,4:35,2,7,PHI 24,0,17,Donovan McNabb pass complete short right to Thomas Tapeh for 3 yards (tackle by Derrick Brooks and Juran Bolden),0.210,-0.100
3,3:50,3,4,PHI 27,0,17,Donovan McNabb pass complete deep middle to Reggie Brown for 20 yards (tackle by Will Allen),-0.100,2.060
3,3:04,1,10,PHI 47,0,17,Brian Westbrook right tackle for 2 yards (tackle by Ryan Nece),2.060,1.790
3,2:20,2,8,PHI 49,0,17,Donovan McNabb for 37 yards (tackle by Will Allen),1.790,4.650
3,1:34,1,10,TAM 14,0,17,Correll Buckhalter middle for 2 yards (tackle by Shelton Quarles),4.650,4.330
3,0:53,2,8,TAM 12,0,17,Donovan McNabb pass incomplete intended for Brian Westbrook,4.330,3.430
3,0:47,3,8,TAM 12,6,17,"Donovan McNabb pass complete short right to Thomas Tapeh for 12 yards, touchdown",3.430,7.000
3,,,,TAM 2,7,17,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,7,17,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,0:36,1,10,TAM 20,7,17,Bruce Gradkowski pass complete short left to Cadillac Williams for 4 yards (tackle by Jeremiah Trotter and Mike Patterson),0.280,0.270
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,TAM 24,7,17,Cadillac Williams middle for 12 yards (tackle by Dhani Jones and Darren Howard),0.270,1.330
4,14:18,1,10,TAM 36,7,17,Cadillac Williams right guard for 2 yards (tackle by Darren Howard),1.330,1.060
4,13:36,2,8,TAM 38,7,17,Bruce Gradkowski pass incomplete short middle intended for Anthony Becht,1.060,0.370
4,13:31,3,8,TAM 38,7,17,Bruce Gradkowski pass incomplete short left intended for Ike Hilliard,0.370,-0.850
4,13:27,4,8,TAM 38,7,17,"Josh Bidwell punts 41 yards, returned by Dexter Wynn for 7 yards (tackle by Blue Adams)",-0.850,-0.810
4,13:17,1,10,PHI 28,7,17,Donovan McNabb for 7 yards (tackle by Shelton Quarles),0.810,1.210
4,12:41,2,3,PHI 35,7,17,Brian Westbrook right guard for 23 yards (tackle by Will Allen),1.210,2.790
4,11:55,1,10,TAM 42,7,17,Donovan McNabb middle for 8 yards (tackle by Ellis Wyms and Derrick Brooks),2.790,3.320
4,11:08,2,2,TAM 34,7,17,Brian Westbrook middle for 11 yards (tackle by Jermaine Phillips),3.320,4.040
4,10:24,,,,7,17,Timeout #1 by Philadelphia Eagles,0.000,4.040
4,10:24,1,10,TAM 23,7,17,Brian Westbrook right end for 12 yards (tackle by Will Allen and Simeon Rice),4.040,4.840
4,9:39,1,10,TAM 11,7,17,Correll Buckhalter middle for 4 yards (tackle by Ryan Nece and Will Allen),4.840,4.890
4,8:56,2,6,TAM 7,13,17,"Donovan McNabb pass complete short right to Reggie Brown for 7 yards, touchdown",4.890,7.000
4,,,,TAM 2,14,17,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,14,17,"David Akers kicks off 71 yards, returned by Michael Pittman for 27 yards (tackle by Omar Gaither)",0.000,0.670
4,8:40,1,10,TAM 26,14,17,Bruce Gradkowski pass complete short middle to Cadillac Williams for 7 yards (tackle by Trent Cole),0.670,1.070
4,7:59,2,3,TAM 33,14,17,Cadillac Williams middle for 5 yards (tackle by Jeremiah Trotter),1.070,1.470
4,7:17,1,10,TAM 38,14,17,Cadillac Williams middle for -2 yards (tackle by Matt McCoy and Brian Dawkins),1.470,0.650
4,6:32,2,12,TAM 36,14,17,"Bruce Gradkowski sacked by Jerome McDougle for -9 yards. Penalty on Jerome McDougle: Face Mask (15 Yards), 15 yards, Penalty on Jerome McDougle: Unsportsmanlike Conduct, 15 yards",0.650,2.720
4,6:07,1,10,PHI 43,14,17,Michael Clayton right end for 4 yards (tackle by Jeremiah Trotter),2.720,2.720
4,5:23,2,6,PHI 39,14,17,Bruce Gradkowski pass incomplete deep left intended for Joey Galloway,2.720,2.010
4,5:16,3,6,PHI 39,14,17,Bruce Gradkowski pass complete short middle to Ike Hilliard for 7 yards (tackle by Shawn Barber),2.010,3.450
4,4:31,1,10,PHI 32,14,17,Cadillac Williams middle for 1 yard (tackle by Matt McCoy and Mike Patterson),3.450,3.040
4,3:45,2,9,PHI 31,14,17,Cadillac Williams middle for 5 yards (tackle by Matt McCoy),3.040,3.010
4,2:58,3,4,PHI 26,14,17,Bruce Gradkowski pass incomplete intended for Joey Galloway (defended by Darren Howard),3.010,1.810
4,2:54,4,4,PHI 26,14,20,Matt Bryant 44 yard field goal good,1.810,3.000
4,,,,TAM 30,14,20,"Matt Bryant kicks off 70 yards, touchback",0.000,0.280
4,2:49,1,10,PHI 20,14,20,Donovan McNabb pass incomplete short right intended for Matt Schobel,0.280,-0.270
4,2:43,2,10,PHI 20,14,20,Donovan McNabb pass complete short right to Brian Westbrook for 9 yards (tackle by Ryan Nece and Juran Bolden),-0.270,0.230
4,2:10,3,1,PHI 29,14,20,Brian Westbrook middle for 1 yard (tackle by Dewayne White and Ryan Nece),0.230,0.940
4,2:00,1,10,PHI 30,14,20,Donovan McNabb pass complete short right to Brian Westbrook for 2 yards (tackle by Juran Bolden),0.940,0.660
4,1:38,2,8,PHI 32,14,20,Donovan McNabb pass complete short middle to Jason Avant for 12 yards (tackle by Shelton Quarles),0.660,1.860
4,1:20,1,10,PHI 44,14,20,"Penalty on Jamaal Jackson: False Start, 5 yards (no play)",1.860,1.530
4,1:18,1,15,PHI 39,14,20,Donovan McNabb pass incomplete short right intended for Brian Westbrook,1.530,0.640
4,1:14,2,15,PHI 39,14,20,Donovan McNabb pass complete short right to Reggie Brown for 9 yards (tackle by Derrick Brooks and Juran Bolden),0.640,1.160
4,0:46,3,6,PHI 48,20,20,"Donovan McNabb pass complete short middle to Brian Westbrook for 52 yards, touchdown",1.160,7.000
4,0:33,,,,20,20,Timeout #2 by Philadelphia Eagles,0.000,0.000
4,,,,TAM 2,21,20,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,21,20,"David Akers kicks off 71 yards, returned by Michael Pittman for 37 yards (tackle by Dexter Wynn)",0.000,1.330
4,0:27,1,10,TAM 36,21,20,Bruce Gradkowski pass incomplete deep left intended for Joey Galloway,1.330,0.790
4,0:22,2,10,TAM 36,21,20,Bruce Gradkowski pass complete short right to Michael Clayton for 11 yards (tackle by Lito Sheppard),0.790,2.060
4,0:15,,,,21,20,Timeout #2 by Tampa Bay Buccaneers,0.000,2.060
4,0:15,1,10,TAM 47,21,20,Bruce Gradkowski middle for 9 yards (tackle by Omar Gaither),2.060,2.730
4,0:10,,,,21,20,Timeout #3 by Tampa Bay Buccaneers,0.000,2.730
4,0:10,2,1,PHI 44,21,20,Bruce Gradkowski pass incomplete short left intended for Michael Clayton,2.730,2.020
4,0:04,,,,21,20,Timeout #3 by Philadelphia Eagles,0.000,2.020
4,0:04,3,1,PHI 44,21,23,Matt Bryant 62 yard field goal good,2.020,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
