Quarter,Time,Tm,Detail,DEN,OAK
1.0,11:27,Raiders,Zack Crockett 1 yard rush (Sebastian Janikowski kick),0,7
,4:14,Raiders,Rich Gannon 3 yard rush (Sebastian Janikowski kick),0,14
2.0,12:49,Raiders,Charlie Garner 8 yard pass from Rich Gannon (Sebastian Janikowski kick),0,21
,0:02,Broncos,Jason Elam 25 yard field goal,3,21
3.0,5:17,Broncos,Steve Beuerlein 1 yard rush (Jason Elam kick),10,21
4.0,14:57,Broncos,Clinton Portis 2 yard rush (pass failed),16,21
,6:58,Raiders,Zack Crockett 1 yard rush (Sebastian Janikowski kick),16,28
