Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Stephen Gostkowski kicks off 69 yards, returned by Andre Hall for 26 yards (tackle by Pierre Woods)",0.000,0.740
1,14:52,1,10,DEN 27,0,0,Jay Cutler pass incomplete deep right intended for Eddie Royal,0.740,0.200
1,14:46,2,10,DEN 27,0,0,Michael Pittman right tackle for 3 yards (tackle by Jerod Mayo),0.200,-0.100
1,14:01,3,7,DEN 30,0,0,Michael Pittman up the middle for 9 yards (tackle by Gary Guyton),-0.100,1.530
1,13:29,1,10,DEN 39,0,0,Michael Pittman left end for 7 yards (tackle by Richard Seymour),1.530,1.930
1,12:45,2,3,DEN 46,0,0,Jay Cutler pass incomplete short right intended for Eddie Royal,1.930,1.220
1,12:40,3,3,DEN 46,0,0,Jay Cutler pass complete short right to Eddie Royal for 5 yards (tackle by Lewis Sanders),1.220,2.320
1,12:04,1,10,NWE 49,0,0,Michael Pittman right tackle for 4 yards (tackle by Rodney Harrison),2.320,2.320
1,11:26,2,6,NWE 45,0,0,Michael Pittman left guard for 5 yards (tackle by Jerod Mayo),2.320,2.280
1,10:48,3,1,NWE 40,0,0,Michael Pittman left guard for 3 yards (tackle by Jerod Mayo and Ty Warren),2.280,3.120
1,10:10,1,10,NWE 37,0,0,Michael Pittman right end for 3 yards (tackle by Ty Warren),3.120,2.980
1,9:40,2,7,NWE 34,0,0,Jay Cutler pass complete short right to Nate Jackson for 2 yards (tackle by Lewis Sanders),2.980,2.540
1,8:57,3,5,NWE 32,0,0,"Andre Hall right end for no gain (tackle by Lewis Sanders). Andre Hall fumbles (forced by Lewis Sanders), recovered by LeKevin Smith at NWE-32 (tackle by Casey Wiegmann)",2.540,-1.070
1,8:53,1,10,NWE 32,0,0,Sammy Morris up the middle for 8 yards (tackle by Marquand Manuel and Calvin Lowry),1.070,1.610
1,8:21,2,2,NWE 40,0,0,Sammy Morris left tackle for 10 yards (tackle by Jamie Winborn and Champ Bailey),1.610,2.260
1,7:44,1,10,,0,0,Sammy Morris up the middle for 5 yards (tackle by D.J. Williams),2.260,2.390
1,7:10,2,5,DEN 45,0,0,Matt Cassel pass complete short left to Ben Watson for 29 yards (tackle by Jamie Winborn),2.390,4.510
1,6:35,1,10,DEN 16,0,0,Sammy Morris left tackle for 2 yards (tackle by Marcus Thomas and D.J. Williams),4.510,4.210
1,5:57,2,8,DEN 14,0,0,Matt Cassel sacked by Ebenezer Ekuban for -8 yards,4.210,2.480
1,5:24,3,16,DEN 22,0,0,Matt Cassel pass complete short right to Wes Welker for 9 yards (tackle by Calvin Lowry),2.480,2.570
1,5:14,4,7,DEN 13,0,3,Stephen Gostkowski 31 yard field goal good,2.570,3.000
1,,,,NWE 30,0,3,"Stephen Gostkowski kicks off 60 yards, returned by Andre Hall for 23 yards (tackle by Matt Slater)",0.000,1.140
1,5:00,1,10,DEN 33,0,3,Michael Pittman up the middle for 5 yards (tackle by Jerod Mayo and Tedy Bruschi),1.140,1.270
1,4:26,2,5,DEN 38,0,3,Jay Cutler pass complete short left to Brandon Marshall for 12 yards (tackle by Jerod Mayo),1.270,2.260
1,3:45,1,10,,0,3,Michael Pittman left end for 13 yards (tackle by James Sanders and Ty Warren),2.260,3.120
1,3:06,1,10,NWE 37,0,3,"Andre Hall right guard for -7 yards (tackle by Ty Warren). Andre Hall fumbles (forced by Ty Warren), recovered by Jerod Mayo at DEN-37 (tackle by Spencer Larsen). Penalty on Ryan Harris: Unnecessary Roughness, 15 yards",3.120,-4.110
1,2:55,1,10,DEN 22,0,3,Sammy Morris right tackle for 1 yard (tackle by D.J. Williams and Marcus Thomas),4.110,3.700
1,2:22,2,9,DEN 21,0,3,Matt Cassel pass incomplete short right intended for Ben Watson,3.700,3.010
1,2:17,3,9,DEN 21,0,3,Matt Cassel pass incomplete short left intended for Jabar Gaffney (defended by Champ Bailey),3.010,2.060
1,2:11,4,9,DEN 21,0,6,Stephen Gostkowski 40 yard field goal good,2.060,3.000
1,,,,NWE 30,0,6,"Stephen Gostkowski kicks off 58 yards, returned by Andre Hall for 22 yards (tackle by Pierre Woods)",0.000,1.200
1,2:02,1,10,DEN 34,0,6,Jay Cutler pass complete short right to Eddie Royal for 13 yards (tackle by Lewis Sanders),1.200,2.060
1,1:37,1,10,DEN 47,0,6,Michael Pittman left tackle for 1 yard (tackle by Mike Vrabel),2.060,1.650
1,0:59,2,9,DEN 48,0,6,Jay Cutler for 5 yards,1.650,1.620
1,0:37,3,4,NWE 47,0,6,Jay Cutler pass incomplete deep middle intended for Brandon Marshall,1.620,0.130
1,0:31,4,4,NWE 47,0,6,"Brett Kern punts 30 yards, fair catch by Kevin Faulk",0.130,0.060
1,0:24,1,10,NWE 17,0,6,Sammy Morris for 14 yards,-0.060,1.000
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 31,0,6,Matt Cassel pass complete short right to Wes Welker for 8 yards (tackle by D.J. Williams),1.000,1.540
2,14:39,2,2,NWE 39,0,6,Sammy Morris left tackle for 20 yards (tackle by Marquand Manuel),1.540,2.850
2,14:01,1,10,DEN 41,0,6,Matt Cassel sacked by Nate Webster for -1 yards,2.850,2.170
2,13:30,2,11,DEN 42,0,6,Sammy Morris left tackle for 6 yards (tackle by Louis Green and Jamie Winborn),2.170,2.280
2,12:47,3,5,DEN 36,0,6,Matt Cassel sacked by D.J. Williams and Jarvis Moss for -8 yards,2.280,0.330
2,12:20,4,13,DEN 44,0,6,"Chris Hanson punts 34 yards, fair catch by Eddie Royal",0.330,0.380
2,12:14,1,10,DEN 10,0,6,Michael Pittman up the middle for 6 yards (tackle by Tedy Bruschi and Ellis Hobbs),-0.380,-0.230
2,11:43,2,4,DEN 16,0,6,"Jay Cutler pass complete deep right to Brandon Marshall for 21 yards (tackle by Ellis Hobbs). Penalty on Brandon Marshall: Offensive Pass Interference, 8 yards (no play)",-0.230,-0.930
2,11:18,2,12,DEN 8,0,6,Michael Pittman left guard for 2 yards (tackle by Ty Warren),-0.930,-1.420
2,10:38,3,10,DEN 10,0,6,Jay Cutler left end for 7 yards (tackle by James Sanders and LeKevin Smith). Penalty on DEN: Illegal Formation (Declined),-1.420,-2.320
2,10:20,4,3,DEN 17,0,6,Brett Kern punts 50 yards,-2.320,-1.860
2,10:09,1,10,NWE 44,0,6,Matt Cassel pass complete short middle to Randy Moss for 9 yards (tackle by D.J. Williams),1.860,2.530
2,9:36,2,1,DEN 47,0,6,Sammy Morris up the middle for 34 yards (tackle by Dre' Bly),2.530,4.710
2,8:52,1,10,DEN 13,0,6,Sammy Morris right tackle for 2 yards (tackle by Jamie Winborn and D.J. Williams),4.710,4.390
2,8:13,2,8,DEN 11,0,6,Matt Cassel pass incomplete short middle intended for Randy Moss,4.390,3.450
2,8:05,3,8,DEN 11,0,6,Matt Cassel pass complete short right to Ben Watson for 7 yards (tackle by Marquand Manuel),3.450,3.040
2,7:37,4,1,DEN 4,0,12,"Sammy Morris left tackle for 4 yards, touchdown",3.040,7.000
2,,,,DEN 2,0,13,"Stephen Gostkowski kicks extra point good. Penalty on Tim Crowder: Illegal Formation, 5 yards",0.000,0.000
2,,,,NWE 35,0,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,7:34,1,10,DEN 20,0,13,"Penalty on Brandon Marshall: False Start, 5 yards (no play)",0.280,-0.310
2,7:34,1,15,DEN 15,0,13,Michael Pittman left guard for 5 yards (tackle by Jerod Mayo),-0.310,-0.270
2,7:00,2,10,DEN 20,0,13,Jay Cutler pass incomplete short left intended for Brandon Marshall (defended by Ellis Hobbs),-0.270,-0.960
2,6:54,3,10,DEN 20,0,13,Jay Cutler pass complete short right to Eddie Royal for 13 yards (tackle by Rodney Harrison),-0.960,1.140
2,6:29,1,10,DEN 33,0,13,Brandon Marshall left end for 7 yards (tackle by Mike Vrabel and Rodney Harrison),1.140,1.540
2,5:59,2,3,DEN 40,0,13,Michael Pittman right tackle for no gain (tackle by Vince Wilfork and Tedy Bruschi),1.540,0.830
2,5:18,3,3,DEN 40,0,13,Jay Cutler pass incomplete deep middle intended for Darrell Jackson is intercepted by Brandon Meriweather at NWE-16,0.830,0.140
2,5:10,1,10,NWE 16,0,13,Sammy Morris left end for -1 yards (tackle by Nate Webster),-0.140,-0.780
2,4:36,2,11,NWE 15,0,13,Matt Cassel sacked by Elvis Dumervil and Dewayne Robertson for -7 yards,-0.780,-2.360
2,3:58,3,18,NWE 8,0,13,"Matt Cassel pass incomplete. Penalty on Jamie Winborn: Face Mask (15 Yards), 15 yards (no play)",-2.360,0.480
2,3:51,1,10,NWE 23,0,13,Sammy Morris right guard for 4 yards (tackle by Marcus Thomas and Elvis Dumervil),0.480,0.470
2,3:11,2,6,NWE 27,0,13,"Matt Cassel pass complete short right to Sam Aiken for 7 yards. Penalty on Ebenezer Ekuban: Unnecessary Roughness, 15 yards",0.470,2.190
2,2:55,1,10,NWE 49,0,13,Matt Cassel pass complete short left to Randy Moss for 9 yards (tackle by Elvis Dumervil),2.190,2.860
2,2:17,2,1,DEN 42,0,13,Sammy Morris left guard for no gain (tackle by Marcus Thomas),2.860,2.150
2,2:00,3,1,DEN 42,0,13,Sammy Morris left guard for no gain (tackle by Dewayne Robertson),2.150,0.460
2,1:32,4,1,DEN 42,0,13,Sammy Morris left end for 29 yards (tackle by Calvin Lowry),0.460,4.710
2,0:51,1,10,DEN 13,0,19,"Matt Cassel pass complete short right to Randy Moss for 13 yards, touchdown",4.710,7.000
2,,,,DEN 2,0,20,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,20,"Stephen Gostkowski kicks off 63 yards, returned by Andre Hall for 21 yards (tackle by Larry Izzo)",0.000,0.810
2,0:39,,,,0,20,Timeout #1 by New England Patriots,0.000,0.810
2,0:39,1,10,DEN 28,0,20,"Patrick Ramsey pass complete short right to Brandon Marshall for 9 yards (tackle by Mike Richardson). Penalty on Rodney Harrison: Roughing the Passer, 15 yards",0.810,2.390
2,0:35,1,10,NWE 48,0,20,Patrick Ramsey pass incomplete short left intended for Darrell Jackson (defended by Ellis Hobbs),2.390,1.850
2,0:31,2,10,NWE 48,0,20,Patrick Ramsey pass complete short right to Darrell Jackson for 10 yards (tackle by Deltha O'Neal),1.850,3.050
2,0:25,,,,0,20,Timeout #1 by Denver Broncos,0.000,3.050
2,0:25,1,10,NWE 38,0,20,"Patrick Ramsey sacked by Mike Wright for -6 yards. Patrick Ramsey fumbles (forced by Mike Wright), recovered by Gary Guyton at NWE-43 (tackle by Ryan Harris)",3.050,-2.260
2,0:17,1,10,,0,20,Matt Cassel sacked by Elvis Dumervil for -9 yards,2.260,0.500
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,0,20,"Matt Prater kicks off 70 yards, returned by Ellis Hobbs for 18 yards (tackle by Spencer Larsen)",0.000,0.040
3,14:56,1,10,NWE 18,0,20,BenJarvus Green-Ellis right guard for 3 yards (tackle by Jamie Winborn and Calvin Lowry),0.040,0.010
3,14:20,2,7,NWE 21,0,20,Matt Cassel pass complete short left to Wes Welker for 8 yards (tackle by Jack Williams),0.010,0.870
3,13:55,1,10,NWE 29,0,20,BenJarvus Green-Ellis up the middle for 4 yards (tackle by Ebenezer Ekuban and D.J. Williams),0.870,0.870
3,13:21,2,6,NWE 33,0,20,Matt Cassel pass complete short left to Wes Welker for 5 yards (tackle by Nate Webster),0.870,0.830
3,12:41,3,1,NWE 38,0,20,BenJarvus Green-Ellis left tackle for 5 yards (tackle by Kenny Peterson and Calvin Lowry),0.830,1.800
3,12:00,1,10,NWE 43,0,20,Matt Cassel pass incomplete short middle intended for BenJarvus Green-Ellis,1.800,1.250
3,11:51,2,10,NWE 43,0,20,Matt Cassel pass complete short left to Kevin Faulk for 3 yards (tackle by D.J. Williams),1.250,0.960
3,11:24,3,7,NWE 46,0,20,Matt Cassel sacked by Jamie Winborn and Elvis Dumervil for -5 yards,0.960,-0.650
3,10:54,4,12,NWE 41,0,20,"Chris Hanson punts 55 yards, returned by Eddie Royal for 8 yards (tackle by Pierre Woods)",-0.650,0.350
3,10:40,1,10,DEN 12,0,20,Michael Pittman left end for 3 yards (tackle by James Sanders),-0.350,-0.500
3,10:06,2,7,DEN 15,0,20,Jay Cutler sacked by Richard Seymour for -7 yards,-0.500,-1.890
3,9:40,3,14,DEN 8,0,20,Michael Pittman left guard for 8 yards (tackle by Gary Guyton and Rodney Harrison),-1.890,-2.390
3,9:03,4,6,DEN 16,0,20,"Brett Kern punts 56 yards, returned by Wes Welker for 44 yards (tackle by Mike Leach)",-2.390,-3.710
3,8:47,1,10,DEN 28,0,20,BenJarvus Green-Ellis right tackle for -2 yards (tackle by Jarvis Moss),3.710,2.900
3,8:18,2,12,DEN 30,0,20,BenJarvus Green-Ellis up the middle for 3 yards (tackle by D.J. Williams and Jarvis Moss),2.900,2.610
3,7:40,3,9,DEN 27,0,26,"Matt Cassel pass complete short left to Randy Moss for 27 yards, touchdown",2.610,7.000
3,,,,DEN 2,0,27,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,0,27,"Stephen Gostkowski kicks off 75 yards, returned by Andre Hall for 18 yards (tackle by Mike Richardson)",0.000,-0.320
3,7:29,1,10,DEN 13,0,27,Jay Cutler pass complete short right to Eddie Royal for 12 yards,-0.320,0.610
3,7:00,1,10,DEN 25,0,27,Jay Cutler pass complete short left to Brandon Marshall for 14 yards (tackle by Brandon Meriweather),0.610,1.530
3,6:35,1,10,DEN 39,0,27,"Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by Jerod Mayo). Penalty on Vince Wilfork: Unnecessary Roughness, 15 yards",1.530,3.120
3,6:08,1,10,NWE 37,0,27,"Jay Cutler pass incomplete short middle intended for Nate Jackson is intercepted by James Sanders at NWE-26 and returned for 9 yards. Penalty on James Sanders: Unsportsmanlike Conduct, 15 yards",3.120,-0.280
3,5:59,1,10,NWE 20,0,27,Matt Cassel pass complete short left to Randy Moss for 11 yards (tackle by Dre' Bly),0.280,1.000
3,5:37,1,10,NWE 31,0,27,BenJarvus Green-Ellis up the middle for 5 yards (tackle by Calvin Lowry),1.000,1.140
3,5:02,2,5,NWE 36,0,27,Matt Cassel pass complete short left to Wes Welker for 27 yards (tackle by Karl Paymah),1.140,3.120
3,4:18,1,10,DEN 37,0,27,BenJarvus Green-Ellis right guard for 8 yards (tackle by Marquand Manuel and Jamie Winborn),3.120,3.650
3,3:42,2,2,DEN 29,0,27,BenJarvus Green-Ellis left tackle for 15 yards (tackle by Calvin Lowry and Nate Webster),3.650,4.650
3,2:58,1,10,DEN 14,0,27,Matt Cassel pass incomplete short right intended for Kevin Faulk (defended by Jamie Winborn),4.650,4.000
,,,,,,,"NWE challenged the pass completion ruling, and the original play was overturned.",,
3,2:51,2,10,DEN 14,0,27,Matt Cassel pass complete short right to Kevin Faulk for 8 yards (tackle by D.J. Williams),4.000,4.730
3,2:27,3,2,DEN 6,0,33,"Matt Cassel pass complete short left to Wes Welker for 6 yards, touchdown",4.730,7.000
3,,,,DEN 2,0,34,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,0,34,"Stephen Gostkowski kicks off 65 yards, returned by Andre Hall for 23 yards (tackle by Brandon Meriweather)",0.000,0.810
3,2:16,1,10,DEN 28,0,34,Jay Cutler pass complete short right to Eddie Royal for 5 yards (tackle by Deltha O'Neal),0.810,0.940
3,1:42,2,5,DEN 33,0,34,Jay Cutler pass complete short left to Eddie Royal for 6 yards (tackle by Jonathan Wilhite),0.940,1.530
3,1:21,1,10,DEN 39,0,34,"Jay Cutler pass complete short left to Brandon Marshall for 20 yards (tackle by James Sanders). Penalty on Jonathan Wilhite: Unnecessary Roughness, 15 yards",1.530,3.840
3,0:54,1,10,NWE 26,0,34,Michael Pittman right guard for 2 yards (tackle by Jerod Mayo and Adalius Thomas),3.840,3.570
3,0:11,2,8,NWE 24,0,34,Jay Cutler right end for 6 yards (tackle by LeKevin Smith),3.570,3.750
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,NWE 18,0,34,Michael Pittman for 5 yards,3.750,4.710
4,14:38,1,10,NWE 13,0,34,Jay Cutler pass complete short right to Eddie Royal for 4 yards (tackle by James Sanders),4.710,4.770
4,14:04,2,6,NWE 9,0,34,Michael Pittman left guard for -1 yards (tackle by Adalius Thomas),4.770,3.650
4,13:26,3,7,NWE 10,6,34,"Jay Cutler pass complete short middle to Daniel Graham for 10 yards, touchdown",3.650,7.000
4,,,,NWE 2,7,34,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,7,34,"Matt Prater kicks off 64 yards, returned by Matt Slater for 28 yards (tackle by Jack Williams)",0.000,1.200
4,13:16,1,10,NWE 34,7,34,BenJarvus Green-Ellis right guard for 3 yards (tackle by Ebenezer Ekuban and Marcus Thomas),1.200,1.060
4,12:37,2,7,NWE 37,7,34,Matt Cassel pass complete short right to Ben Watson for 4 yards (tackle by Louis Green),1.060,0.890
4,12:12,3,3,NWE 41,7,34,Matt Cassel right end for 4 yards (tackle by D.J. Williams),0.890,1.930
4,11:37,1,10,NWE 45,7,34,Kevin Faulk right tackle for 16 yards (tackle by Calvin Lowry),1.930,2.980
4,11:10,1,10,DEN 39,7,34,Kevin Faulk right end for 3 yards (tackle by D.J. Williams),2.980,2.850
4,10:28,2,7,DEN 36,7,34,Heath Evans up the middle for 3 yards (tackle by Kenny Peterson and Jamie Winborn),2.850,2.540
4,9:47,3,4,DEN 33,7,34,Matt Cassel pass complete short left to Kevin Faulk for -5 yards (tackle by D.J. Williams),2.540,0.720
4,9:47,4,9,DEN 38,7,34,"Penalty on Chris Hanson: Delay of Game, 5 yards (no play)",0.720,0.400
4,8:45,4,14,DEN 43,7,34,"Chris Hanson punts 28 yards, fair catch by Eddie Royal",0.400,0.220
4,8:37,1,10,DEN 15,7,34,Jay Cutler pass complete short middle to Brandon Marshall for 13 yards (tackle by Mike Richardson),-0.220,0.810
4,8:05,1,10,DEN 28,7,34,Jay Cutler pass incomplete short middle intended for Brandon Marshall,0.810,0.260
4,8:01,2,10,DEN 28,7,34,Jay Cutler pass incomplete short right intended for Brandon Marshall,0.260,-0.430
4,7:56,3,10,DEN 28,7,34,"Jay Cutler pass complete short right to Brandon Marshall for 12 yards. Penalty on Michael Pittman: Chop Block, 14 yards (no play)",-0.430,-2.860
4,7:25,3,24,DEN 14,7,34,"Jay Cutler pass complete short left to Daniel Graham for 17 yards (tackle by Mike Richardson). Penalty on Darrell Jackson: Offensive Holding, 10 yards",-2.860,-1.350
4,6:54,3,17,DEN 21,7,34,Jay Cutler sacked by Richard Seymour for -6 yards,-1.350,-2.440
