Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4,6:35,4,23,DEN 15,7,34,"Brett Kern punts 45 yards, returned by Wes Welker for 8 yards (tackle by Louis Green)",-2.440,-2.130
4,6:22,1,10,NWE 48,7,34,BenJarvus Green-Ellis up the middle for 10 yards (tackle by Calvin Lowry),2.130,2.790
4,5:46,1,10,DEN 42,7,34,BenJarvus Green-Ellis up the middle for 10 yards (tackle by Calvin Lowry and Nate Webster),2.790,3.450
4,5:07,1,10,DEN 32,7,34,BenJarvus Green-Ellis right guard for no gain (tackle by Marcus Thomas and Nate Webster),3.450,2.900
4,4:28,2,10,DEN 32,7,34,Matt Cassel pass incomplete short right intended for Heath Evans,2.900,2.210
4,4:19,3,10,DEN 32,7,34,Kevin Faulk right guard for 16 yards (tackle by Louis Green and Calvin Lowry),2.210,4.510
4,3:53,1,10,DEN 16,7,34,Kevin Faulk up the middle for 15 yards (tackle by Marquand Manuel),4.510,6.970
4,3:13,1,1,DEN 1,7,40,"BenJarvus Green-Ellis right guard for 1 yard, touchdown",6.970,7.000
4,,,,DEN 2,7,41,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,7,41,"Stephen Gostkowski kicks off 65 yards, returned by Andre Hall for 15 yards (tackle by Mike Richardson)",0.000,0.280
4,3:05,1,10,DEN 20,7,41,Jay Cutler pass complete short left to Eddie Royal for 11 yards (tackle by Jonathan Wilhite),0.280,1.000
4,2:32,1,10,DEN 31,7,41,Jay Cutler pass complete short left to Eddie Royal for 2 yards,1.000,0.730
4,2:26,2,8,DEN 33,7,41,Michael Pittman up the middle for 5 yards (tackle by Mike Richardson),0.730,0.700
4,2:00,3,3,DEN 38,7,41,Jay Cutler pass incomplete deep left intended for Eddie Royal (defended by Brandon Meriweather),0.700,-0.850
4,1:53,4,3,DEN 38,7,41,"Brett Kern punts 62 yards, touchback",-0.850,-0.280
4,1:45,1,10,NWE 20,7,41,Matt Cassel kneels for -1 yards,0.280,-0.460
4,0:58,2,11,NWE 19,7,41,Matt Cassel kneels for -1 yards,-0.460,-1.330
4,0:32,3,12,NWE 18,7,41,Matt Cassel kneels for -1 yards,-1.330,-2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
