Quarter,Time,Down,ToGo,Location,GNB,SDG,Detail,EPB,EPA
1,7:49,1,8,GNB 8,7,0,LaDainian Tomlinson up the middle for 2 yards (tackle by Cletidus Hunt),5.370,4.950
1,7:10,2,6,GNB 6,7,0,LaDainian Tomlinson up the middle for 1 yard (tackle by Grady Jackson and Cletidus Hunt),4.950,4.260
1,6:29,3,5,GNB 5,7,0,Drew Brees left end for 3 yards (tackle by Marques Anderson),4.260,3.250
1,6:02,4,2,GNB 2,7,3,Steve Christie 20 yard field goal good,3.250,3.000
1,,,,SDG 30,7,3,"Mike Scifres kicks off 70 yards, returned by Najeh Davenport for 20 yards (tackle by Grant Mattos)",0.000,0.280
1,5:57,1,10,GNB 20,7,3,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Terrence Kiel),0.280,0.540
1,5:40,2,4,GNB 26,7,3,Ahman Green up the middle for -2 yards (tackle by Adrian Dingle),0.540,-0.430
1,4:58,3,6,GNB 24,7,3,"Brett Favre pass incomplete intended for Antonio Freeman. Penalty on Ben Leber: Roughing the Passer, 15 yards (no play)",-0.430,1.530
1,4:54,1,10,GNB 39,7,3,Brett Favre pass complete to David Martin for 9 yards (tackle by Quentin Jammer),1.530,2.200
1,4:31,2,1,GNB 48,7,3,Ahman Green right tackle for 9 yards (tackle by Donnie Edwards and Jerry Wilson),2.200,2.720
1,3:55,1,10,SDG 43,7,3,Ahman Green up the middle for 2 yards (tackle by Quentin Jammer),2.720,2.450
1,3:18,2,8,SDG 41,7,3,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Donald Driver: Offensive Pass Interference, 10 yards (no play)",2.450,1.100
1,3:13,2,18,GNB 49,7,3,Brett Favre pass incomplete intended for Javon Walker,1.100,0.430
1,3:12,3,18,GNB 49,7,3,"Brett Favre pass complete to Donald Driver for 9 yards (tackle by Stephen Cooper). Penalty on Mike Flanagan: Unnecessary Roughness, 15 yards",0.430,-0.360
1,2:44,3,24,GNB 43,7,3,Brett Favre pass complete to Tony Fisher for 9 yards (tackle by Marcellus Wiley),-0.360,0.070
1,2:08,4,15,SDG 48,7,3,"Josh Bidwell punts 37 yards, fair catch by Leon Johnson",0.070,0.370
1,2:01,1,10,SDG 11,7,3,Drew Brees pass incomplete intended for Antonio Gates,-0.370,-0.780
1,1:57,2,10,SDG 11,7,3,"Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by Mike McKenzie). Penalty on LaDainian Tomlinson: Offensive Holding, 9 yards",-0.780,-0.850
1,1:30,2,11,SDG 10,7,3,Drew Brees pass complete to Reche Caldwell for 4 yards (tackle by Al Harris),-0.850,-1.070
1,0:56,3,7,SDG 14,7,3,Drew Brees pass complete to LaDainian Tomlinson for 11 yards (tackle by Mike McKenzie),-1.070,0.610
1,0:34,1,10,SDG 25,7,3,"Penalty on Antonio Gates: False Start, 5 yards (no play)",0.610,0.280
1,0:17,1,15,SDG 20,7,3,"Drew Brees pass complete to Reche Caldwell for 4 yards (tackle by Marques Anderson). Penalty on Kelvin Garmon: Illegal Block Above the Waist, 10 yards",0.280,-0.530
Quarter,Time,Down,ToGo,Location,GNB,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,21,SDG 14,7,3,LaDainian Tomlinson left guard for 4 yards (tackle by Grady Jackson and Kabeer Gbaja-Biamila),-0.530,-0.980
2,14:25,2,17,SDG 18,7,3,Drew Brees pass complete to Antonio Gates for 23 yards (tackle by Darren Sharper),-0.980,1.660
2,13:45,1,10,SDG 41,7,3,LaDainian Tomlinson up the middle for 3 yards (tackle by Chukie Nwokorie and Marques Anderson),1.660,1.530
2,13:10,2,7,SDG 44,7,3,Drew Brees pass incomplete intended for LaDainian Tomlinson,1.530,0.830
2,13:10,3,7,SDG 44,7,3,"Penalty on SDG: Delay of Game, 5 yards (no play)",0.830,0.170
2,13:04,3,12,SDG 39,7,3,"Drew Brees pass complete to David Boston for no gain. David Boston fumbles (forced by Al Harris), recovered by Marques Anderson at SDG-39 and returned for 1 yards (tackle by Kassim Osgood)",0.170,-3.050
2,12:55,1,10,SDG 38,7,3,Ahman Green left end for -5 yards (tackle by Zeke Moreno),3.050,1.830
2,12:16,2,15,SDG 43,7,3,Brett Favre pass complete to Donald Driver for 13 yards (tackle by Jerry Wilson),1.830,2.870
2,11:30,3,2,SDG 30,7,3,Brett Favre pass complete to William Henderson for 9 yards (tackle by Sammy Davis),2.870,4.170
2,10:50,1,10,SDG 21,7,3,Ahman Green up the middle for 3 yards (tackle by Donnie Edwards),4.170,4.040
2,10:14,2,7,SDG 18,7,3,Robert Ferguson right end for -8 yards (tackle by Sammy Davis),4.040,2.280
2,9:40,3,15,SDG 26,7,3,Tony Fisher up the middle for 12 yards (tackle by Drayton Florence and Vernon Fox),2.280,2.610
2,9:02,4,3,SDG 14,10,3,Ryan Longwell 32 yard field goal good,2.610,3.000
2,,,,GNB 30,10,3,"Ryan Longwell kicks off 58 yards, returned by Leon Johnson for 29 yards (tackle by Curtis Fuller)",0.000,1.660
2,8:52,1,10,SDG 41,10,3,LaDainian Tomlinson left end for 1 yard (tackle by Darren Sharper),1.660,1.260
2,8:13,2,9,SDG 42,10,3,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by Darren Sharper),1.260,1.090
2,7:45,3,5,SDG 46,10,3,Drew Brees pass complete to LaDainian Tomlinson for 21 yards (tackle by Marques Anderson),1.090,3.380
2,7:09,1,10,GNB 33,10,3,"Penalty on Kelvin Garmon: False Start, 5 yards (no play)",3.380,3.050
2,6:45,1,15,GNB 38,10,3,LaDainian Tomlinson right end for -5 yards (tackle by Larry Smith),3.050,1.490
2,6:01,2,20,GNB 43,10,3,Drew Brees pass incomplete intended for Antonio Gates,1.490,0.830
2,5:58,3,20,GNB 43,10,3,Drew Brees right end for 5 yards (tackle by Michael Hawthorne),0.830,0.720
2,5:38,4,15,GNB 38,10,3,Darren Bennett punts 34 yards,0.720,0.380
2,5:34,1,10,GNB 4,10,3,"Penalty on Kevin Barry: False Start, 2 yards (no play)",-0.380,-0.460
2,5:34,1,12,GNB 2,10,3,Ahman Green up the middle for 4 yards (tackle by Jamal Williams and Quentin Jammer),-0.460,-0.630
2,5:04,2,8,GNB 6,10,3,Ahman Green right tackle for 4 yards (tackle by Otis Leverette and Terrence Kiel),-0.630,-0.720
2,4:25,3,4,GNB 10,10,3,"Ahman Green left end for 1 yard (tackle by Jerry Wilson). Penalty on Quentin Jammer: Illegal Use of Hands, 5 yards",-0.720,-0.140
2,4:02,1,10,GNB 16,10,3,Brett Favre pass complete to William Henderson for 15 yards (tackle by Terrence Kiel),-0.140,1.000
2,3:45,1,10,GNB 31,10,3,Najeh Davenport up the middle for 4 yards (tackle by Zeke Moreno),1.000,1.000
2,3:17,2,6,GNB 35,10,3,Najeh Davenport for 1 yard (tackle by Donnie Edwards),1.000,0.430
2,2:33,3,5,GNB 36,10,3,Brett Favre pass complete to Wesley Walls for 4 yards (tackle by Ben Leber),0.430,-0.720
2,2:00,4,1,GNB 40,10,3,"Josh Bidwell punts 60 yards, touchback",-0.720,-0.280
2,1:50,1,10,SDG 20,10,3,Drew Brees pass complete to Antonio Gates for 27 yards (tackle by Darren Sharper),0.280,2.060
2,1:43,1,10,SDG 47,10,3,"Drew Brees pass complete to Kassim Osgood for 24 yards (tackle by Na'il Diggs). Penalty on Hannibal Navies: Unnecessary Roughness, 15 yards",2.060,4.650
2,1:34,1,10,GNB 14,10,3,Drew Brees pass incomplete intended for Antonio Gates (defended by Nick Barnett),4.650,4.000
2,1:29,2,10,GNB 14,10,3,Drew Brees pass incomplete intended for David Boston,4.000,3.110
2,1:25,3,10,GNB 14,10,3,Drew Brees pass incomplete intended for David Boston is intercepted by Darren Sharper at GNB-21 and returned for 9 yards (tackle by Antonio Gates),3.110,-0.940
2,1:17,1,10,GNB 30,10,3,Brett Favre pass complete to Javon Walker for 8 yards (tackle by Terrence Kiel),0.940,1.470
2,1:11,2,2,GNB 38,10,3,Brett Favre pass incomplete intended for Javon Walker,1.470,0.760
2,1:06,3,2,GNB 38,10,3,Brett Favre pass complete to Donald Driver for 18 yards (tackle by Terrence Kiel),0.760,2.650
2,1:00,1,10,SDG 44,10,3,Brett Favre pass complete to Javon Walker for 18 yards (tackle by Terrence Kiel),2.650,3.840
2,0:52,,,,10,3,Timeout #1 by Green Bay Packers,0.000,3.840
2,0:52,1,10,SDG 26,10,3,Brett Favre pass incomplete intended for Ahman Green,3.840,3.300
2,0:47,2,10,SDG 26,10,3,Brett Favre pass complete to Tony Fisher for 19 yards (tackle by Otis Leverette),3.300,5.600
2,0:37,,,,10,3,Timeout #2 by Green Bay Packers,0.000,5.600
2,0:37,1,7,SDG 7,16,3,"Brett Favre pass complete to Donald Driver for 7 yards, touchdown",5.600,7.000
2,,,,SDG 2,17,3,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,17,3,"Ryan Longwell kicks off 60 yards, returned by Leon Johnson for 21 yards (tackle by Najeh Davenport)",0.000,1.000
2,0:26,1,10,SDG 31,17,3,Drew Brees kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,GNB,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,17,3,"Ryan Longwell kicks off 70 yards, returned by Leon Johnson for 22 yards (tackle by William Henderson)",0.000,0.410
3,14:54,1,10,SDG 22,17,3,LaDainian Tomlinson left tackle for 3 yards (tackle by Nick Barnett),0.410,0.270
3,14:22,2,7,SDG 25,17,3,Drew Brees pass complete to Reche Caldwell for 5 yards (tackle by Darren Sharper),0.270,0.230
3,13:37,3,2,SDG 30,17,3,Drew Brees pass complete to Antonio Gates for 48 yards (tackle by Michael Hawthorne),0.230,4.110
3,12:51,1,10,GNB 22,17,3,LaDainian Tomlinson left end for 8 yards (tackle by Nick Barnett),4.110,4.850
3,12:15,2,2,GNB 14,17,3,LaDainian Tomlinson left tackle for no gain (tackle by Na'il Diggs),4.850,4.150
3,11:36,3,2,GNB 14,17,3,LaDainian Tomlinson right guard for 1 yard (tackle by Aaron Kampman and Na'il Diggs),4.150,2.720
3,10:48,4,1,GNB 13,17,3,Drew Brees up the middle for 2 yards (tackle by Grady Jackson),2.720,4.840
3,10:08,1,10,GNB 11,17,3,LaDainian Tomlinson right tackle for 3 yards (tackle by Nick Barnett),4.840,4.700
3,9:29,,,,17,3,Timeout #1 by San Diego Chargers,0.000,4.700
3,9:29,2,7,GNB 8,17,3,Drew Brees pass complete to Justin Peelle for 1 yard (tackle by Hannibal Navies). Penalty on SDG: Ineligible Downfield Pass (Declined),4.700,3.980
3,9:02,3,6,GNB 7,17,3,Drew Brees pass incomplete intended for LaDainian Tomlinson,3.980,2.980
3,8:56,4,6,GNB 7,17,6,Steve Christie 26 yard field goal good,2.980,3.000
3,,,,SDG 30,17,6,"Mike Scifres kicks off 64 yards, returned by Najeh Davenport for 23 yards (tackle by Grant Mattos)",0.000,0.870
3,8:47,1,10,GNB 29,17,6,Ahman Green for -2 yards (tackle by Adrian Dingle),0.870,0.060
3,8:09,2,12,GNB 27,17,6,Brett Favre pass incomplete intended for Robert Ferguson,0.060,-0.630
3,8:03,3,12,GNB 27,17,6,Brett Favre pass incomplete intended for Donald Driver,-0.630,-1.570
3,7:57,4,12,GNB 27,17,6,"Josh Bidwell punts 47 yards, returned by Leon Johnson for 15 yards (tackle by Paris Lenon)",-1.570,-1.660
3,7:46,1,10,SDG 41,17,6,LaDainian Tomlinson up the middle for -1 yards (tackle by Darren Sharper),1.660,0.990
3,7:09,2,11,SDG 40,17,6,Drew Brees pass incomplete intended for Antonio Gates,0.990,0.300
3,7:04,3,11,SDG 40,17,6,Drew Brees up the middle for 12 yards,0.300,2.390
3,6:21,1,10,GNB 48,17,6,LaDainian Tomlinson left tackle for 3 yards (tackle by Hannibal Navies),2.390,2.250
3,5:36,2,7,GNB 45,17,6,"Penalty on Antonio Gates: False Start, 5 yards (no play)",2.250,1.580
3,5:15,2,12,SDG 50,17,6,"Drew Brees sacked by Chukie Nwokorie for -8 yards. Drew Brees fumbles (forced by Chukie Nwokorie), recovered by Gilbert Brown at SDG-42 (tackle by Phil Bogle)",1.580,-2.790
3,5:08,1,10,SDG 42,17,6,Brett Favre pass incomplete (defended by Zeke Moreno),2.790,2.240
3,5:01,2,10,SDG 42,17,6,Brett Favre pass incomplete intended for Robert Ferguson,2.240,1.550
3,4:57,3,10,SDG 42,17,6,Brett Favre pass incomplete intended for Robert Ferguson is intercepted by Stephen Cooper at SDG-22 and returned for 25 yards (tackle by Wesley Walls),1.550,-2.060
3,4:46,1,10,SDG 47,17,6,Reche Caldwell left end for 12 yards (tackle by Marques Anderson),2.060,2.850
3,4:02,1,10,GNB 41,17,6,LaDainian Tomlinson left tackle for no gain (tackle by Na'il Diggs),2.850,2.310
3,3:23,2,10,GNB 41,17,6,Drew Brees pass incomplete intended for LaDainian Tomlinson,2.310,1.620
3,3:18,3,10,GNB 41,17,6,Drew Brees pass complete to Reche Caldwell for 12 yards,1.620,3.640
3,2:54,1,10,GNB 29,17,6,LaDainian Tomlinson up the middle for 10 yards (tackle by Darren Sharper),3.640,4.310
3,2:14,1,10,GNB 19,17,6,LaDainian Tomlinson up the middle for 2 yards (tackle by Na'il Diggs),4.310,4.030
3,1:32,2,8,GNB 17,17,6,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by Marques Anderson),4.030,3.960
3,0:59,3,4,GNB 13,17,6,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Bhawoh Jue),3.960,5.370
,,,,,,,"GNB challenged the ruling, and the play was upheld.",,
3,0:26,1,8,GNB 8,17,6,Drew Brees pass complete to Lorenzo Neal for 1 yard (tackle by Mike McKenzie),5.370,4.760
Quarter,Time,Down,ToGo,Location,GNB,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,GNB 7,17,12,"Drew Brees pass complete to LaDainian Tomlinson for 7 yards, touchdown",4.760,7.000
4,,,,,17,14,"Two Point Attempt: Drew Brees pass complete to David Boston, conversion succeeds",1.000,1.000
4,,,,SDG 30,17,14,"Mike Scifres kicks off 66 yards, returned by Robert Ferguson for 21 yards (tackle by Jesse Chatman)",0.000,0.610
4,14:50,1,10,GNB 25,17,14,Ahman Green right end for no gain (tackle by Zeke Moreno),0.610,0.060
4,14:27,2,10,GNB 25,17,14,Brett Favre pass complete to David Martin for -3 yards (tackle by Quentin Jammer),0.060,-1.020
4,13:46,3,13,GNB 22,17,14,Brett Favre pass complete to Antonio Freeman for 8 yards (tackle by Drayton Florence),-1.020,-1.370
4,13:16,4,5,GNB 30,17,14,"Josh Bidwell punts 52 yards, returned by Leon Johnson for 10 yards (tackle by Nick Barnett)",-1.370,-0.810
4,13:04,1,10,SDG 28,17,14,Drew Brees up the middle for 4 yards (tackle by Nick Barnett),0.810,0.800
4,12:21,2,6,SDG 32,17,20,"Drew Brees pass complete to LaDainian Tomlinson for 68 yards, touchdown",0.800,7.000
4,,,,GNB 2,17,21,Steve Christie kicks extra point good,0.000,0.000
4,,,,SDG 30,17,21,"Mike Scifres kicks off 57 yards, returned by Najeh Davenport for 45 yards (tackle by Terrence Kiel)",0.000,2.790
4,12:02,1,10,SDG 42,17,21,Ahman Green up the middle for 2 yards (tackle by Donnie Edwards),2.790,2.510
4,11:24,2,8,SDG 40,23,21,"Brett Favre pass complete to Robert Ferguson for 40 yards, touchdown",2.510,7.000
4,,,,SDG 2,24,21,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,24,21,"Ryan Longwell kicks off 54 yards, returned by Jesse Chatman for 23 yards (tackle by Robert Ferguson)",0.000,1.530
4,11:11,1,10,SDG 39,24,21,Drew Brees pass incomplete intended for Antonio Gates,1.530,0.990
4,11:07,2,10,SDG 39,24,21,Drew Brees pass incomplete intended for LaDainian Tomlinson,0.990,0.300
4,11:03,3,10,SDG 39,24,21,Drew Brees pass incomplete intended for David Boston,0.300,-0.780
4,10:56,4,10,SDG 39,24,21,"Darren Bennett punts 37 yards, returned by Antonio Chatman for 9 yards (tackle by David Binn)",-0.780,-1.140
4,10:46,1,10,GNB 33,24,21,Ahman Green up the middle for 2 yards (tackle by Marcellus Wiley),1.140,0.860
4,10:12,2,8,GNB 35,24,21,Brett Favre pass complete to William Henderson for 5 yards (tackle by Quentin Jammer),0.860,0.830
4,9:37,3,3,GNB 40,24,21,Tony Fisher left end for 1 yard (tackle by Stephen Cooper and Jamal Williams),0.830,-0.650
4,9:03,4,2,GNB 41,24,21,"Josh Bidwell punts 43 yards, returned by Leon Johnson for 4 yards (tackle by Hannibal Navies)",-0.650,-0.280
4,8:51,1,10,SDG 20,24,21,"Drew Brees sacked by Grady Jackson for -19 yards. Drew Brees fumbles (forced by Grady Jackson), recovered by Hannibal Navies at SDG-1 (tackle by Phil Bogle)",0.280,-6.970
4,8:42,1,1,SDG 1,30,21,"Brett Favre pass complete to Ahman Green for 1 yard, touchdown",6.970,7.000
4,,,,SDG 2,31,21,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,31,21,"Ryan Longwell kicks off 54 yards, returned by Leon Johnson for 16 yards (tackle by Robert Ferguson)",0.000,1.070
4,8:31,1,10,SDG 32,31,21,"LaDainian Tomlinson right end for 52 yards (tackle by Marques Anderson). Penalty on Michael Keathley: Offensive Holding, 10 yards (no play)",1.070,0.410
4,8:09,1,20,SDG 22,31,21,Drew Brees pass incomplete intended for Leon Johnson,0.410,-0.820
4,8:03,2,20,SDG 22,31,21,"Drew Brees pass complete to David Boston for 9 yards (tackle by Nick Barnett). Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",-0.820,-0.150
4,7:38,2,15,SDG 27,31,21,Drew Brees pass incomplete intended for David Boston,-0.150,-0.820
4,7:33,3,15,SDG 27,31,21,Drew Brees pass incomplete intended for LaDainian Tomlinson,-0.820,-1.570
4,7:25,4,15,SDG 27,31,21,"Darren Bennett punts 48 yards, returned by Antonio Chatman for 5 yards (tackle by Kevin House)",-1.570,-0.940
4,7:13,1,10,GNB 30,31,21,Ahman Green up the middle for 2 yards (tackle by Marcellus Wiley and Jason Fisk),0.940,0.660
4,6:37,2,8,GNB 32,31,21,Brett Favre pass complete to Donald Driver for 20 yards,0.660,2.390
4,6:12,1,10,SDG 48,31,21,Ahman Green left tackle for 34 yards (tackle by Terrence Kiel),2.390,4.650
4,5:22,1,10,SDG 14,31,21,"Najeh Davenport right tackle for no gain (tackle by Donnie Edwards). Penalty on Marco Rivera: Offensive Holding, 10 yards (no play)",4.650,3.970
4,4:55,1,20,SDG 24,31,21,Brett Favre pass incomplete intended for Bubba Franks,3.970,2.740
4,4:49,2,20,SDG 24,31,21,Brett Favre pass complete to William Henderson for 8 yards (tackle by Ben Leber),2.740,3.000
4,4:04,3,12,SDG 16,37,21,"Brett Favre pass complete to Robert Ferguson for 16 yards, touchdown. Penalty on Jerry Wilson: Defensive Pass Interference (Declined)",3.000,7.000
4,,,,SDG 2,38,21,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,38,21,"Ryan Longwell kicks off 64 yards, returned by Leon Johnson for 16 yards (tackle by Paris Lenon)",0.000,0.410
4,3:52,1,10,SDG 22,38,21,Drew Brees pass complete to LaDainian Tomlinson for 9 yards (tackle by Nick Barnett),0.410,1.080
4,3:28,2,1,SDG 31,38,21,Drew Brees pass incomplete intended for David Boston,1.080,0.370
4,3:23,3,1,SDG 31,38,21,Drew Brees pass complete to Antonio Gates for 6 yards (tackle by Nick Barnett),0.370,1.400
4,2:57,1,10,SDG 37,38,21,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by Bhawoh Jue),1.400,1.400
4,2:51,2,6,SDG 41,38,21,Drew Brees pass complete to David Boston for 8 yards (tackle by Al Harris),1.400,2.190
4,2:47,1,10,SDG 49,38,21,Drew Brees pass incomplete intended for Kassim Osgood,2.190,1.650
4,2:42,2,10,SDG 49,38,21,Drew Brees pass complete to David Boston for 18 yards (tackle by Michael Hawthorne),1.650,3.380
4,2:37,1,10,GNB 33,38,21,Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by Michael Hawthorne),3.380,3.240
4,2:27,,,,38,21,Timeout #2 by San Diego Chargers,0.000,3.240
4,2:27,2,7,GNB 30,38,21,Drew Brees pass complete to Kassim Osgood for 22 yards (tackle by Nick Barnett),3.240,5.370
4,2:00,1,8,GNB 8,38,21,Drew Brees pass incomplete intended for David Boston,5.370,4.570
4,1:55,2,8,GNB 8,38,21,Drew Brees pass incomplete intended for Antonio Gates,4.570,3.580
4,1:50,3,8,GNB 8,38,21,Drew Brees pass complete to David Boston for 3 yards (tackle by Darren Sharper),3.580,3.010
4,1:40,,,,38,21,Timeout #3 by San Diego Chargers,0.000,3.010
4,1:40,4,5,GNB 5,38,21,Drew Brees pass incomplete intended for David Boston (defended by Marques Anderson),3.010,0.380
4,1:36,1,10,GNB 6,38,21,Doug Pederson kneels for -1 yards,-0.380,-0.850
4,0:50,2,11,GNB 5,38,21,Doug Pederson kneels for no gain,-0.850,-1.540
4,0:30,3,11,GNB 5,38,21,Doug Pederson kneels for -1 yards,-1.540,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
