Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2,0:44,2,10,TEN 30,7,17,Steve McNair pass complete to Derrick Mason for 5 yards (tackle by Walt Harris),0.390,0.370
2,0:28,,,,7,17,Timeout #2 by Tennessee Titans,0.000,0.370
2,0:28,3,5,TEN 35,7,17,Billy Volek pass complete to Erron Kinney for 12 yards (tackle by David Thornton),0.370,2.060
2,0:19,,,,7,17,Timeout #3 by Tennessee Titans,0.000,2.060
2,0:19,1,10,TEN 47,7,17,Billy Volek sacked by Robert Mathis for -6 yards,2.060,0.710
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,17,Craig Hentrich kicks off 65 yards,0.000,1.600
3,15:00,1,10,IND 40,7,17,Edgerrin James right end for 7 yards (tackle by Jevon Kearse),1.600,2.000
3,14:23,2,3,IND 47,7,17,Edgerrin James up the middle for 2 yards (tackle by Keith Bulluck and Peter Sirmon),2.000,1.550
3,13:38,3,1,IND 49,7,17,Edgerrin James left end for 2 yards (tackle by Keith Bulluck and Lance Schulters),1.550,2.320
3,12:56,1,10,TEN 49,7,17,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Andre Dyson),2.320,3.000
3,12:21,2,1,TEN 40,7,17,Edgerrin James up the middle for no gain (tackle by James H. Atkins and Robaire Smith),3.000,2.280
3,11:36,3,1,TEN 40,7,17,Edgerrin James up the middle for -1 yards (tackle by Jevon Kearse),2.280,0.530
3,10:54,4,2,TEN 41,7,17,"Hunter Smith punts 31 yards, fair catch by Justin McCareins",0.530,0.380
3,10:47,1,10,TEN 10,7,17,Billy Volek sacked by Raheem Brock for -7 yards,-0.380,-1.290
3,10:13,2,17,TEN 3,7,17,Eddie George left tackle for 1 yard (tackle by Marcus Washington),-1.290,-2.120
3,9:32,3,16,TEN 4,7,17,Robert Holcombe left end for 5 yards (tackle by David Thornton and David Macklin),-2.120,-2.490
3,8:53,4,11,TEN 9,7,17,"Craig Hentrich punts 38 yards, returned by Brad Pyatt for 21 yards (tackle by Craig Hentrich)",-2.490,-3.840
3,8:41,1,10,TEN 26,7,17,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Andre Dyson),3.840,3.300
3,8:36,2,10,TEN 26,7,17,Edgerrin James up the middle for 3 yards (tackle by Carlos Hall),3.300,3.010
3,7:51,3,7,TEN 23,7,17,Peyton Manning pass incomplete intended for Edgerrin James,3.010,1.930
3,7:46,4,7,TEN 23,7,20,Mike Vanderjagt 41 yard field goal good,1.930,3.000
3,,,,IND 30,7,20,"Mike Vanderjagt kicks off 68 yards, returned by Jake Schifino for 16 yards (tackle by Cory Bird)",0.000,0.040
3,7:37,1,10,TEN 18,7,20,Steve McNair pass incomplete intended for Robert Holcombe,0.040,-0.490
3,7:33,2,10,TEN 18,7,20,Robert Holcombe up the middle for 5 yards (tackle by Larry Tripplett and Idrees Bashir),-0.490,-0.530
3,6:50,3,5,TEN 23,7,20,Steve McNair pass incomplete intended for Tyrone Calico (defended by David Macklin),-0.530,-1.830
3,6:42,4,5,TEN 23,7,20,"Craig Hentrich punts 41 yards, returned by Brad Pyatt for 8 yards (tackle by Scott McGarrahan)",-1.830,-1.860
3,6:32,1,10,IND 44,7,20,Peyton Manning pass complete to Marcus Pollard for 3 yards (tackle by Keith Bulluck),1.860,1.720
3,5:46,2,7,IND 47,7,20,Edgerrin James right end for 8 yards (tackle by Kevin Carter and Jevon Kearse),1.720,2.590
3,5:18,,,,7,20,Timeout #1 by Tennessee Titans,0.000,2.590
3,5:18,1,10,TEN 45,7,20,Edgerrin James up the middle for 1 yard (tackle by Kevin Carter and Juqua Parker),2.590,2.180
3,4:33,2,9,TEN 44,7,20,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by Peyton Manning at tm_-50",2.180,0.700
3,3:52,,,,7,20,Timeout #1 by Indianapolis Colts,0.000,0.700
3,3:52,3,15,IND 50,7,20,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",0.700,0.040
3,3:52,3,20,IND 45,7,20,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by Peyton Manning at IND-IND",0.040,-0.590
3,3:18,4,23,IND 42,7,20,"Hunter Smith punts 39 yards, returned by Justin McCareins for 5 yards (tackle by Brad Pyatt)",-0.590,-0.540
3,3:09,1,10,TEN 24,7,20,Steve McNair pass complete to Shad Meier for 2 yards (tackle by Nick Harper),0.540,0.270
3,2:34,2,8,TEN 26,7,20,Eddie George left tackle for 4 yards (tackle by Brad Scioli and Larry Tripplett),0.270,0.100
3,1:49,3,4,TEN 30,7,20,Steve McNair pass incomplete intended for Tyrone Calico,0.100,-1.370
3,1:42,4,4,TEN 30,7,20,"Craig Hentrich punts 44 yards, returned by Brad Pyatt for 12 yards (tackle by Ken Amato)",-1.370,-1.470
3,1:31,1,10,IND 38,7,20,Edgerrin James right end for 3 yards (tackle by Keith Bulluck),1.470,1.330
3,0:57,2,7,IND 41,7,20,Peyton Manning pass complete to Dallas Clark for 8 yards (tackle by Keith Bulluck),1.330,2.190
3,0:18,1,10,IND 49,7,20,Edgerrin James left end for 11 yards (tackle by Robaire Smith),2.190,2.920
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 40,7,20,Edgerrin James left guard for 1 yard (tackle by Keith Bulluck and James H. Atkins),2.920,2.510
4,14:17,2,9,TEN 39,7,20,"Edgerrin James left end for 19 yards (tackle by Scott McGarrahan). Penalty on Reggie Wayne: Offensive Holding, 10 yards",2.510,3.580
4,13:55,1,10,TEN 30,7,20,"Edgerrin James left end for 8 yards (tackle by Andre Dyson). Penalty on Jeff Saturday: Offensive Holding, 10 yards (no play)",3.580,2.920
4,13:37,1,20,TEN 40,7,20,Peyton Manning pass complete to Marcus Pollard for 9 yards (tackle by Samari Rolle),2.920,2.900
4,13:12,2,11,TEN 31,7,20,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by Peter Sirmon),2.900,2.870
4,12:34,,,,7,20,Timeout #2 by Indianapolis Colts,0.000,2.870
4,12:34,3,6,TEN 26,7,20,Peyton Manning pass complete to Troy Walters for 8 yards (tackle by Peter Sirmon),2.870,4.370
4,11:51,1,10,TEN 18,7,20,Peyton Manning pass incomplete intended for Marvin Harrison,4.370,3.800
4,11:47,2,10,TEN 18,7,20,Peyton Manning pass complete to Reggie Wayne for 10 yards (tackle by Jevon Kearse),3.800,5.370
4,11:02,1,8,TEN 8,7,20,Edgerrin James left guard for 1 yard (tackle by Brad Kassell),5.370,4.760
4,10:21,2,7,TEN 7,7,20,Ricky Williams right tackle for 2 yards (tackle by Peter Sirmon),4.760,4.260
4,9:36,3,5,TEN 5,7,20,Peyton Manning pass incomplete intended for Marvin Harrison,4.260,3.010
4,9:30,4,5,TEN 5,7,23,Mike Vanderjagt 23 yard field goal good,3.010,3.000
4,,,,IND 30,7,23,"Mike Vanderjagt kicks off 59 yards, returned by Robert Holcombe for 20 yards (tackle by Clifton Crosby)",,
4,9:19,1,10,TEN 31,7,23,Steve McNair pass incomplete intended for Derrick Mason,1.000,0.460
4,9:15,2,10,TEN 31,7,23,Steve McNair pass incomplete intended for Derrick Mason (defended by David Thornton),0.460,-0.230
4,9:10,3,10,TEN 31,7,23,"Steve McNair sacked by Robert Mathis for -8 yards. Steve McNair fumbles (forced by Robert Mathis), recovered by Montae Reagor at TEN-24 (tackle by Tom Ackerman)",-0.230,-3.970
4,9:04,1,10,TEN 24,7,23,Edgerrin James up the middle for 1 yard (tackle by Robaire Smith and Kevin Carter),3.970,3.570
4,8:18,2,9,TEN 23,7,23,Edgerrin James left guard for 2 yards (tackle by Keith Bulluck and Jevon Kearse),3.570,3.140
4,7:33,3,7,TEN 21,7,23,Peyton Manning sacked by Kevin Carter and Jevon Kearse for -9 yards,3.140,1.410
4,6:57,4,16,TEN 30,7,26,Mike Vanderjagt 48 yard field goal good,1.410,3.000
4,,,,IND 30,7,26,"Mike Vanderjagt kicks off 62 yards, returned by Jake Schifino for 12 yards (tackle by Ricky Williams)",0.000,0.280
4,6:47,1,10,TEN 20,7,26,Steve McNair pass complete to Derrick Mason for 17 yards (tackle by David Thornton),0.280,1.400
4,6:16,1,10,TEN 37,7,26,Steve McNair pass complete to Derrick Mason for 12 yards (tackle by David Macklin),1.400,2.190
4,5:48,1,10,TEN 49,7,26,Steve McNair pass complete to Derrick Mason for 8 yards (tackle by Clifton Crosby),2.190,2.730
4,5:22,2,2,IND 43,7,26,Steve McNair pass complete to Derrick Mason for 11 yards (tackle by David Thornton),2.730,3.450
4,4:53,1,10,IND 32,7,26,Steve McNair pass complete to Erron Kinney for no gain,3.450,2.900
4,4:47,2,10,IND 32,7,26,Steve McNair pass incomplete intended for Drew Bennett,2.900,2.210
4,4:42,3,10,IND 32,7,26,"Steve McNair sacked by Chad Bratzke for -1 yards. Steve McNair fumbles (forced by Chad Bratzke), recovered by Justin Hartwig at IND-31",2.210,1.320
4,4:24,,,,7,26,Timeout #2 by Tennessee Titans,0.000,1.320
4,4:24,4,9,IND 31,7,26,Steve McNair pass incomplete intended for Justin McCareins (defended by Walt Harris),1.320,-1.070
4,4:12,1,10,IND 32,7,26,Edgerrin James up the middle for 1 yard (tackle by Kevin Carter),1.070,0.660
4,4:12,,,,7,26,Timeout #3 by Tennessee Titans,0.000,0.660
4,4:12,2,9,IND 33,7,26,Edgerrin James right end for no gain (tackle by Brad Kassell and Lance Schulters),0.660,-0.030
4,3:38,3,9,IND 33,7,26,Ricky Williams up the middle for 5 yards (tackle by Andre Dyson and Peter Sirmon),-0.030,-0.850
4,2:52,4,4,IND 38,7,26,"Hunter Smith punts 42 yards, returned by Justin McCareins for 1 yard (tackle by Brad Pyatt)",-0.850,-0.340
4,2:43,1,10,TEN 21,7,26,Billy Volek pass complete to Derrick Mason for 6 yards (tackle by David Thornton),0.340,0.610
4,2:16,2,4,TEN 27,7,26,Billy Volek pass complete to Justin McCareins for 9 yards (tackle by Jim Nelson),0.610,1.330
4,2:00,1,10,TEN 36,7,26,Billy Volek pass complete to Derrick Mason for 6 yards (tackle by David Thornton),1.330,1.600
4,1:38,2,4,TEN 42,7,26,Billy Volek pass incomplete intended for Drew Bennett,1.600,0.890
4,1:33,3,4,TEN 42,7,26,Billy Volek pass complete to Justin McCareins for 10 yards (tackle by David Thornton),0.890,2.390
4,1:05,1,10,IND 48,7,26,Billy Volek pass complete to Derrick Mason for 18 yards (tackle by David Thornton),2.390,3.580
4,0:43,1,10,IND 30,7,26,Billy Volek spiked the ball,3.580,3.030
4,0:43,2,10,IND 30,7,32,"Billy Volek pass incomplete intended for Justin McCareins is intercepted by Nick Harper at IND-25 and returned for 75 yards, touchdown",3.030,-7.000
4,,,,TEN 2,7,33,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,7,33,"Mike Vanderjagt kicks off 39 yards, returned by Shad Meier for 9 yards (tackle by Cory Bird). Penalty on Zach Piller: Unnecessary Roughness, 15 yards",0.000,0.610
4,0:19,1,10,TEN 25,7,33,Billy Volek kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
