#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:54,WAS 47,10,5:30,53,Touchdown
2,1,4:09,WAS 37,3,0:52,4,Punt
3,2,14:15,WAS 37,3,1:14,1,Fumble
4,2,12:53,WAS 28,3,2:13,8,Punt
5,2,7:56,WAS 10,3,1:35,6,Fumble
6,2,6:21,WAS 27,2,0:42,21,Interception
7,2,4:34,WAS 28,3,1:13,1,Punt
8,2,0:37,NYG 45,3,0:37,22,Missed FG
9,3,15:00,WAS 15,11,5:15,55,Fumble
10,3,7:17,WAS 42,5,2:02,14,Punt
11,3,3:09,WAS 42,4,1:47,51,Interception
12,4,14:15,NYG 49,5,2:14,49,Touchdown
13,4,11:51,NYG 45,5,1:52,20,Interception
14,4,8:09,WAS 43,4,1:54,18,Interception
15,4,2:11,WAS 24,4,0:47,6,Downs
16,4,0:18,WAS 30,1,0:18,-2,End of Game
