Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Buccaneers won the coin toss, Buccaneers to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Joey Slye kicks off 65 yards, touchback.",,
1,15:00,1,10,TAM 25,0,0,"Penalty on O.J. Howard: False Start, 5 yards (accepted) (no play)",,
1,15:00,1,15,TAM 20,0,0,Leonard Fournette right end for 5 yards (tackle by William Jackson),,
1,14:29,2,10,TAM 25,0,0,Tom Brady pass complete short left to Tyler Johnson for 2 yards (tackle by Kendall Fuller and Jonathan Allen),,
1,13:49,3,8,TAM 27,0,0,Tom Brady pass incomplete short right intended for Tyler Johnson,,
1,13:45,4,8,TAM 27,0,0,"Bradley Pinion punts 43 yards, returned by DeAndre Carter for 10 yards (tackle by Ross Cockrell and Cam Gill)",,
1,13:33,1,10,WAS 40,0,0,Antonio Gibson left end for 1 yard (tackle by Devin White),,
1,12:57,2,9,WAS 41,0,0,Taylor Heinicke pass complete short left to Terry McLaurin for 8 yards (tackle by Devin White and Jordan Whitehead),,
1,12:30,3,1,WAS 49,0,0,Antonio Gibson up the middle for 3 yards (tackle by Devin White and Lavonte David),,
1,11:52,1,10,TAM 48,0,0,Taylor Heinicke pass complete short right to DeAndre Carter for 14 yards,,
1,11:18,1,10,TAM 34,0,0,Antonio Gibson right guard for 1 yard (tackle by Devin White),,
1,10:41,2,9,TAM 33,0,0,Jaret Patterson left tackle for 5 yards (tackle by Lavonte David and Antoine Winfield),,
1,10:05,3,3,TAM 28,0,0,Taylor Heinicke pass incomplete short middle intended for Ricky Seals-Jones,,
1,10:01,4,3,TAM 28,0,3,Joey Slye 46 yard field goal good,,
1,9:57,,,WAS 35,0,3,"Joey Slye kicks off 65 yards, touchback.",,
1,9:57,1,10,TAM 25,0,3,Tom Brady pass incomplete short middle intended for Leonard Fournette,,
1,9:52,2,10,TAM 25,0,3,Tom Brady pass short middle (defended by Kamren Curl) intended for Jaelon Darden is intercepted by William Jackson at TB-28 and returned for no gain (tackle by Ryan Jensen),,
1,9:46,1,10,TAM 28,0,3,Taylor Heinicke pass incomplete deep left intended for Terry McLaurin,,
1,9:38,2,10,TAM 28,0,3,Antonio Gibson left tackle for -1 yards (tackle by Vita Vea),,
1,9:00,3,11,TAM 29,0,3,Taylor Heinicke pass complete short right to Ricky Seals-Jones for 13 yards (tackle by Devin White),,
1,8:22,1,10,TAM 16,0,3,Taylor Heinicke pass complete short right to Cam Sims for 4 yards (tackle by Lavonte David),,
1,7:43,2,6,TAM 12,0,3,Antonio Gibson left end for -8 yards (tackle by Antoine Winfield),,
1,7:00,3,14,TAM 20,0,3,Taylor Heinicke scrambles left end for 10 yards (tackle by Antoine Winfield),,
1,6:00,4,4,TAM 10,0,6,Joey Slye 28 yard field goal good,,
1,5:56,,,WAS 35,0,6,"Joey Slye kicks off 58 yards, returned by Jaelon Darden for 17 yards (tackle by David Mayo)",,
1,5:51,1,10,TAM 24,0,6,Leonard Fournette left guard for 6 yards (tackle by Bobby McCain),,
