Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tyler Allgeier,ATL,8,20,0,1,7,0.9,13,1.6,1,8.0
Caleb Huntley,ATL,5,32,0,2,31,6.2,1,0.2,0,
Cordarrelle Patterson,ATL,5,18,0,,9,1.8,9,1.8,0,
Avery Williams,ATL,4,25,0,1,22,5.5,3,0.8,0,
Marcus Mariota,ATL,3,43,0,2,17,5.7,26,8.7,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Onta Foreman,CAR,31,130,1,7,63,2.0,67,2.2,3,10.3
Raheem Blackshear,CAR,6,32,0,2,16,2.7,16,2.7,1,6.0
Chuba Hubbard,CAR,5,14,0,1,12,2.4,2,0.4,0,
P.J. Walker,CAR,3,14,0,2,6,2.0,8,2.7,1,3.0
Laviska Shenault Jr.,CAR,2,42,1,1,42,21.0,0,0.0,0,
