Quarter,Time,Tm,Detail,ATL,CAR
1.0,6:59,Panthers,Eddy Pineiro 46 yard field goal,0,3
2.0,4:51,Panthers,Laviska Shenault Jr. 41 yard rush (Eddy Pineiro kick),0,10
,1:47,Panthers,Eddy Pineiro 49 yard field goal,0,13
,0:00,Falcons,Younghoe Koo 33 yard field goal,3,13
3.0,6:23,Falcons,Drake London 7 yard pass from Marcus Mariota (Younghoe Koo kick failed),9,13
,1:51,Panthers,D'Onta Foreman 12 yard rush (Eddy Pineiro kick failed),9,19
4.0,9:22,Panthers,Eddy Pineiro 40 yard field goal,9,22
,2:56,Falcons,KhaDarel Hodge 25 yard pass from Marcus Mariota (Younghoe Koo kick failed),15,22
,0:10,Panthers,Eddy Pineiro 37 yard field goal,15,25
