Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Eddy Pineiro kicks off 63 yards, returned by Cordarrelle Patterson for 25 yards (tackle by Sam Franklin). Penalty on Mike Ford: Offensive Holding, 10 yards (accepted)",0.000,-0.060
1,14:56,1,10,ATL 17,0,0,Cordarrelle Patterson right tackle for 3 yards (tackle by Matthew Ioannidis),-0.060,-0.060
1,14:14,2,7,ATL 20,0,0,"Marcus Mariota pass incomplete intended for Kyle Pitts. Penalty on Jake Matthews: Ineligible Downfield Pass, 5 yards (declined)",-0.060,-0.870
1,14:09,3,7,ATL 20,0,0,Marcus Mariota pass complete short right to Kyle Pitts for 10 yards (tackle by Xavier Woods),-0.870,0.940
1,13:29,1,10,ATL 30,0,0,Caleb Huntley left end for -1 yards (tackle by Shaq Thompson and Frankie Luvu),0.940,0.260
1,12:46,2,11,ATL 29,0,0,Cordarrelle Patterson left tackle for 2 yards (tackle by Cory Littleton),0.260,-0.160
1,12:04,3,9,ATL 31,0,0,Marcus Mariota pass complete to Tyler Allgeier for -5 yards (tackle by Shaq Thompson and Marquis Haynes),-0.160,-1.630
1,11:30,4,14,ATL 26,0,0,Bradley Pinion punts 43 yards downed by Mike Ford,-1.630,-1.000
1,11:21,1,10,CAR 31,0,0,D'Onta Foreman up the middle for 4 yards (tackle by Rashaan Evans and Lorenzo Carter),1.000,1.000
1,10:46,2,6,CAR 35,0,0,D'Onta Foreman up the middle for 5 yards (tackle by Abdullah Anderson and Rashaan Evans),1.000,0.960
1,10:01,3,1,CAR 40,0,0,D'Onta Foreman left guard for 1 yard (tackle by Adetokunbo Ogundeji),0.960,1.660
1,9:43,1,10,CAR 41,0,0,D'Onta Foreman left guard for -1 yards (tackle by Adetokunbo Ogundeji and Grady Jarrett),1.660,0.990
1,9:08,2,11,CAR 40,0,0,P.J. Walker pass complete deep left to D.J. Moore for 20 yards,0.990,2.920
1,8:30,1,10,ATL 40,0,0,Raheem Blackshear up the middle for 12 yards (tackle by Rashaan Evans and Richie Grant),2.920,3.710
1,7:48,1,10,ATL 28,0,0,Raheem Blackshear right tackle for no gain (tackle by Timmy Horne),3.710,3.170
1,7:12,2,10,ATL 28,0,0,P.J. Walker pass incomplete intended for D.J. Moore (defended by Darren Hall),3.170,2.480
1,7:07,3,10,ATL 28,0,0,P.J. Walker pass incomplete short middle intended for Tommy Tremble,2.480,1.590
1,7:03,4,10,ATL 28,0,3,Eddy Pineiro 46 yard field goal good,1.590,3.000
1,6:59,,,CAR 35,0,3,"Eddy Pineiro kicks off 63 yards, returned by Cordarrelle Patterson for 32 yards (tackle by Cory Littleton)",0.000,1.200
1,6:53,1,10,ATL 34,0,3,Marcus Mariota left tackle for 3 yards (tackle by Shaq Thompson),1.200,1.060
1,6:29,2,7,ATL 37,0,3,Tyler Allgeier left tackle for -2 yards (tackle by Derrick Brown),1.060,0.100
1,5:55,3,9,ATL 35,0,3,Marcus Mariota pass complete deep right to Damiere Byrd for 19 yards (tackle by Xavier Woods),0.100,2.520
1,5:20,1,10,CAR 46,0,3,Marcus Mariota pass incomplete short right intended for Damiere Byrd,2.520,1.980
1,5:17,2,10,CAR 46,0,3,Marcus Mariota pass complete short right to KhaDarel Hodge for 12 yards (tackle by Jaycee Horn),1.980,3.310
1,4:38,1,10,CAR 34,0,3,Tyler Allgeier left end for no gain (tackle by Jaycee Horn and Derrick Brown),3.310,2.770
1,4:00,2,10,CAR 34,0,3,Cordarrelle Patterson left end for 1 yard (tackle by Frankie Luvu),2.770,2.210
1,3:14,3,9,CAR 33,0,3,"Marcus Mariota pass complete short right to Kyle Pitts for no gain (tackle by Myles Hartsfield). Penalty on Colby Gossett: Offensive Holding, 9 yards (accepted) (no play)",2.210,1.030
1,2:55,3,18,CAR 42,0,3,"Marcus Mariota pass incomplete deep middle intended for Drake London (defended by Xavier Woods). Penalty on Colby Gossett: Offensive Holding, 10 yards (declined)",1.030,0.460
1,2:46,4,18,CAR 42,0,3,"Bradley Pinion punts 33 yards, fair catch by Shi Smith at CAR-9",0.460,0.380
1,2:39,1,10,CAR 9,0,3,P.J. Walker pass complete short right to D.J. Moore for -1 yards (tackle by Darren Hall),-0.380,-0.850
1,2:03,2,11,CAR 8,0,3,D'Onta Foreman right tackle for 14 yards (tackle by Richie Grant),-0.850,0.410
1,1:20,1,10,CAR 22,0,3,P.J. Walker pass complete short left to Laviska Shenault for 8 yards (tackle by Rashad Fenton),0.410,0.950
1,0:45,2,2,CAR 30,0,3,Laviska Shenault for 1 yard (tackle by Adetokunbo Ogundeji and Richie Grant),0.950,0.370
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,CAR 31,0,3,P.J. Walker up the middle for 3 yards (tackle by Timmy Horne),0.370,1.200
2,14:33,1,10,CAR 34,0,3,D'Onta Foreman right end for 4 yards (tackle by Mykal Walker),1.200,1.200
2,13:56,2,6,CAR 38,0,3,D'Onta Foreman left guard for 10 yards (tackle by Jaylinn Hawkins and Jalen Dalton),1.200,2.130
2,13:22,1,10,CAR 48,0,3,D'Onta Foreman up the middle for 2 yards (tackle by Jalen Dalton),2.130,1.850
2,12:51,2,8,CAR 50,0,3,Chuba Hubbard up the middle for 4 yards (tackle by Richie Grant and Abdullah Anderson),1.850,1.680
2,12:08,3,4,ATL 46,0,3,P.J. Walker pass complete short left to D.J. Moore for 9 yards (tackle by Rashad Fenton),1.680,3.120
2,11:25,1,10,ATL 37,0,3,Raheem Blackshear up the middle for 5 yards (tackle by Rashaan Evans),3.120,3.250
2,10:51,2,5,ATL 32,0,3,D'Onta Foreman up the middle for 6 yards (tackle by Troy Andersen and Grady Jarrett),3.250,3.840
2,10:17,1,10,ATL 26,0,3,D'Onta Foreman up the middle for -2 yards (tackle by Lorenzo Carter),3.840,3.030
2,9:49,2,12,ATL 28,0,3,"Penalty on Brady Christensen: False Start, 5 yards (accepted) (no play)",3.030,2.350
2,9:35,2,17,ATL 33,0,3,Chuba Hubbard up the middle for 5 yards (tackle by Rashaan Evans and Lorenzo Carter),2.350,2.350
