Quarter,Time,Tm,Detail,ARI,SEA
1.0,4:23,Cardinals,Anquan Boldin 31 yard pass from Josh McCown (Neil Rackers kick),7,0
2.0,4:44,Seahawks,Shaun Alexander 1 yard rush (Josh Brown kick),7,7
,0:00,Seahawks,Josh Brown 34 yard field goal,7,10
3.0,3:06,Seahawks,Shaun Alexander 17 yard rush (Josh Brown kick),7,17
4.0,14:50,Seahawks,Shaun Alexander 23 yard rush (Josh Brown kick),7,24
,11:32,Cardinals,Larry Fitzgerald 29 yard pass from Josh McCown (Neil Rackers kick),14,24
,2:30,Cardinals,Larry Fitzgerald 29 yard pass from Josh McCown (Neil Rackers kick),21,24
