Player,Pos
Mark Brunell,QB
Clinton Portis,RB
Chris Cooley,HB
Laveranues Coles,WR
Rod Gardner,WR
Walter Rasby,TE
Chris Samuels,LT
Derrick Dockery,LG
Lennie Friedman,C
Randy Thomas,RG
Kenyatta Jones,RT
Phillip Daniels,DE
Renaldo Wynn,DE
Cornelius Griffin,DT
Joe Salave'a,DT
Marcus Washington,SLB
Antonio Pierce,MLB
LaVar Arrington,WLB
Shawn Springs,LCB
Fred Smoot,RCB
Matt Bowen,SS
Andre Lott,FS
