Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
1,4:19,1,10,TAM 40,0,7,Brad Johnson pass incomplete intended for Joey Galloway,1.600,1.050
1,4:09,2,10,TAM 40,0,7,"Brad Johnson sacked by Matt Bowen for -7 yards. Brad Johnson fumbles (forced by Matt Bowen), recovered by Cornelius Griffin at TAM-34 (tackle by Todd Steussie)",1.050,-3.310
1,4:09,1,10,TAM 34,0,7,Mark Brunell pass incomplete intended for Chris Cooley (defended by Dwight Smith),3.310,2.770
1,4:02,2,10,TAM 34,0,7,Mark Brunell pass complete to Clinton Portis for 4 yards (tackle by Ian Gold),2.770,2.610
1,3:16,3,6,TAM 30,0,7,Clinton Portis for 7 yards,2.610,4.040
1,2:47,1,10,TAM 23,0,7,Clinton Portis right end for no gain (tackle by Greg Spires and Chartric Darby),4.040,3.500
1,2:10,2,10,TAM 23,0,7,Ladell Betts left end for 8 yards (tackle by Shelton Quarles),3.500,4.050
1,1:29,3,2,TAM 15,0,7,Ladell Betts right end for 4 yards (tackle by Dwight Smith),4.050,4.840
1,0:45,1,10,TAM 11,0,7,Clinton Portis left end for 5 yards (tackle by Ellis Wyms),4.840,5.080
1,0:02,2,5,TAM 6,0,7,Clinton Portis left end for 3 yards (tackle by Damian Gregory),5.080,4.890
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,TAM 3,0,7,Mark Brunell up the middle for 1 yard (tackle by Shelton Quarles),4.890,3.250
2,14:36,4,1,TAM 2,0,10,John Hall 20 yard field goal good,3.250,3.000
2,,,,WAS 30,0,10,"John Hall kicks off 58 yards, returned by Frank Murphy for 54 yards (tackle by Ade Jimoh)",0.000,3.310
2,14:24,1,10,WAS 34,0,10,Charlie Garner left guard for 1 yard (tackle by Cornelius Griffin and Antonio Pierce),3.310,2.910
2,13:47,2,9,WAS 33,0,10,Brad Johnson pass complete to Tim Brown for 4 yards (tackle by Fred Smoot),2.910,2.740
2,13:09,3,5,WAS 29,0,10,Brad Johnson pass incomplete intended for Joey Galloway,2.740,1.540
2,13:02,4,5,WAS 29,3,10,Martin Gramatica 47 yard field goal good,1.540,3.000
2,,,,TAM 30,3,10,"Martin Gramatica kicks off 49 yards, returned by Mike Sellers for 15 yards (tackle by Jeff Gooch)",0.000,1.330
2,12:50,1,10,WAS 36,3,10,"Clinton Portis left end for 9 yards (tackle by Dwight Smith). Penalty on Damian Gregory: Defensive Holding, 5 yards",1.330,2.260
2,12:23,1,10,WAS 50,3,10,Ladell Betts left guard for no gain (tackle by Derrick Brooks),2.260,1.710
2,11:44,2,10,WAS 50,3,10,Mark Brunell pass incomplete intended for Walter Rasby (defended by Dwight Smith),1.710,1.030
2,11:38,3,10,WAS 50,3,10,Mark Brunell pass incomplete intended for Rod Gardner,1.030,-0.060
2,11:32,4,10,WAS 50,3,10,"Tom Tupa punts 50 yards, touchback",-0.060,-0.280
2,11:22,1,10,TAM 20,3,10,Charlie Garner up the middle for no gain (tackle by Renaldo Wynn),0.280,-0.270
2,10:46,2,10,TAM 20,3,10,Brad Johnson pass complete to Ken Dilger for 1 yard (tackle by Marcus Washington),-0.270,-0.820
2,10:13,3,9,TAM 21,3,10,Brad Johnson pass incomplete intended for Michael Clayton (defended by Fred Smoot),-0.820,-1.960
2,10:06,4,9,TAM 21,3,10,"Josh Bidwell punts 42 yards, fair catch by Chad Morton",-1.960,-1.400
2,9:59,1,10,WAS 37,3,10,Ladell Betts left tackle for 4 yards (tackle by Ronde Barber),1.400,1.400
2,9:18,2,6,WAS 41,3,10,Mark Brunell pass incomplete intended for Laveranues Coles,1.400,0.700
2,9:12,3,6,WAS 41,3,10,Mark Brunell pass incomplete intended for Rod Gardner,0.700,-0.650
2,9:05,4,6,WAS 41,3,10,Tom Tupa punts 46 yards,-0.650,0.320
2,8:56,1,10,TAM 13,3,10,Brad Johnson pass complete to Bill Schroeder for 7 yards (tackle by Antonio Pierce),-0.320,0.220
2,8:19,2,3,TAM 20,3,10,Mike Alstott right guard for no gain (tackle by Cornelius Griffin),0.220,-0.590
2,7:42,3,3,TAM 20,3,10,Brad Johnson pass complete to Mike Alstott for 6 yards (tackle by Antonio Pierce),-0.590,0.670
2,7:04,1,10,TAM 26,3,10,Brad Johnson pass complete to Michael Clayton for 9 yards (tackle by Shawn Springs),0.670,1.350
2,6:27,2,1,TAM 35,3,10,Mike Alstott up the middle for -1 yards (tackle by Joe Salave'a and Marcus Washington),1.350,0.500
2,6:02,,,,3,10,Timeout #1 by Tampa Bay Buccaneers,0.000,0.500
2,6:02,3,2,TAM 34,3,10,Brad Johnson pass incomplete intended for Tim Brown (defended by Walt Harris),0.500,-1.110
2,5:58,4,2,TAM 34,3,10,"Josh Bidwell punts 46 yards, returned by Chad Morton for no gain. Penalty on Ade Jimoh: Illegal Use of Hands, 10 yards",-1.110,0.380
2,5:47,1,10,WAS 10,3,10,Clinton Portis up the middle for 5 yards (tackle by Shelton Quarles and Dwight Smith),-0.380,-0.350
2,5:11,2,5,WAS 15,3,10,Clinton Portis left end for no gain (tackle by Shelton Quarles),-0.350,-0.840
2,4:35,3,5,WAS 15,3,10,Mark Brunell pass complete to Rod Gardner for 27 yards (tackle by Mario Edwards),-0.840,1.730
2,3:49,1,10,WAS 42,3,10,Mark Brunell pass complete to Clinton Portis for 3 yards (tackle by Simeon Rice),1.730,1.590
2,3:10,2,7,WAS 45,3,10,Clinton Portis up the middle for 3 yards (tackle by Chartric Darby and Ronde Barber),1.590,1.290
2,2:36,3,4,WAS 48,3,10,"Mark Brunell for no gain. Mark Brunell fumbles, recovered by Chad Morton at WAS-37",1.290,-0.910
2,1:59,4,15,WAS 37,3,10,"Tom Tupa punts 40 yards, returned by Bill Schroeder for -1 yards (tackle by James Thrash)",-0.910,-0.410
2,1:52,1,10,TAM 22,3,10,Brad Johnson pass complete to Michael Clayton for 8 yards (tackle by Antonio Pierce),0.410,0.950
2,1:31,2,2,TAM 30,3,10,Brad Johnson pass complete to Michael Clayton for 11 yards (tackle by Andre Lott),0.950,1.660
2,1:13,1,10,TAM 41,3,10,Brad Johnson pass incomplete,1.660,1.120
2,1:07,2,10,TAM 41,3,10,Brad Johnson pass complete to Jamel White for 3 yards (tackle by Antonio Pierce),1.120,0.830
2,0:41,3,7,TAM 44,3,10,Brad Johnson pass complete to Tim Brown for 6 yards (tackle by Marcus Washington),0.830,-0.060
2,0:32,,,,3,10,Timeout #2 by Tampa Bay Buccaneers,0.000,-0.060
2,0:32,4,1,WAS 50,3,10,"Josh Bidwell punts 39 yards, fair catch by Chad Morton",-0.060,0.370
2,0:24,1,10,WAS 11,3,10,Mark Brunell kneels for no gain,-0.370,-0.780
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,3,10,"Martin Gramatica kicks off 70 yards, returned by Chad Morton for 28 yards (tackle by Ronde Barber)",0.000,0.810
3,14:54,1,10,WAS 28,3,10,Clinton Portis for -4 yards (tackle by Ian Gold),0.810,-0.280
3,14:18,2,14,WAS 24,3,10,Mark Brunell pass complete to Laveranues Coles for 11 yards (tackle by Derrick Brooks),-0.280,0.500
3,13:37,3,3,WAS 35,3,10,Mark Brunell pass incomplete intended for Laveranues Coles,0.500,-1.040
3,13:30,4,3,WAS 35,3,10,"Tom Tupa punts 51 yards, returned by Bill Schroeder for 4 yards (tackle by Ade Jimoh)",-1.040,-0.040
3,13:21,1,10,TAM 18,3,10,Brad Johnson pass complete to Ken Dilger for 10 yards (tackle by Andre Lott). Penalty on Fred Smoot: Defensive Holding (Declined),0.040,0.810
3,13:04,1,10,TAM 28,3,10,Brad Johnson pass complete to Michael Clayton for 12 yards (tackle by LaVar Arrington),0.810,1.600
3,12:26,1,10,TAM 40,3,10,Charlie Garner left end for no gain (tackle by Matt Bowen),1.600,1.050
3,11:50,2,10,TAM 40,3,10,Brad Johnson pass complete to Ken Dilger for 1 yard (tackle by Marcus Washington),1.050,0.500
3,11:09,3,9,TAM 41,3,10,Brad Johnson pass complete to Mike Alstott for 10 yards (tackle by Andre Lott),0.500,2.320
3,10:27,1,10,WAS 49,3,10,Brad Johnson pass incomplete intended for Michael Clayton,2.320,1.780
3,10:23,2,10,WAS 49,3,10,"Penalty on Brad Johnson: Delay of Game, 5 yards (no play)",1.780,1.110
3,10:23,2,15,TAM 46,3,10,Brad Johnson pass complete to Bill Schroeder for 19 yards (tackle by Andre Lott),1.110,3.250
3,9:42,1,10,WAS 35,3,10,Brad Johnson pass complete to Charlie Garner for 4 yards (tackle by Fred Smoot),3.250,3.240
3,9:11,2,6,WAS 31,3,10,Charlie Garner left end for 1 yard (tackle by Antonio Pierce),3.240,2.680
3,8:35,3,5,WAS 30,3,10,"Penalty on Derrick Deese: False Start, 5 yards (no play)",2.680,2.010
3,8:18,3,10,WAS 35,3,10,Brad Johnson pass incomplete intended for Charlie Garner,2.010,0.970
3,8:15,4,10,WAS 35,3,10,"Josh Bidwell punts 35 yards, touchback",0.970,-0.280
3,8:08,1,10,WAS 20,3,10,"Mark Brunell for no gain. Mark Brunell fumbles, recovered by Mark Brunell at WAS-19",0.280,-0.460
3,7:45,2,11,WAS 19,3,10,Clinton Portis right end for 3 yards (tackle by Shelton Quarles),-0.460,-0.690
3,7:10,3,8,WAS 22,3,10,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Dwight Smith),-0.690,-1.900
3,7:01,4,8,WAS 22,3,10,"Tom Tupa punts 58 yards, returned by Bill Schroeder for 6 yards (tackle by Matt Bowen)",-1.900,-0.670
3,6:51,1,10,TAM 26,3,10,Charlie Garner up the middle for 3 yards (tackle by Matt Bowen),0.670,0.540
3,6:20,2,7,TAM 29,3,10,Brad Johnson pass complete to Rickey Dudley for 24 yards (tackle by Matt Bowen),0.540,2.460
3,5:51,1,10,WAS 47,3,10,Brad Johnson pass incomplete intended for Charlie Garner,2.460,1.910
3,5:45,2,10,WAS 47,3,10,Brad Johnson pass incomplete intended for Mike Alstott (defended by LaVar Arrington),1.910,1.220
3,5:41,3,10,WAS 47,3,10,Brad Johnson pass incomplete intended for Michael Clayton,1.220,0.130
3,5:35,4,10,WAS 47,3,10,"Josh Bidwell punts 36 yards, fair catch by Chad Morton",0.130,0.370
3,5:28,1,10,WAS 11,3,10,Clinton Portis left end for 3 yards (tackle by Shelton Quarles),-0.370,-0.530
3,4:50,2,7,WAS 14,9,10,"Mark Brunell for no gain. Mark Brunell fumbles, recovered by Ronde Barber at WAS-9 and returned for 9 yards, touchdown",-0.530,-7.000
3,,,,WAS 2,10,10,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,TAM 30,10,10,"Martin Gramatica kicks off 74 yards, returned by Chad Morton for 20 yards (tackle by Corey Ivy). Penalty on Ron Warner: Offensive Holding, 8 yards",0.000,-0.380
3,4:38,1,10,WAS 8,10,10,Clinton Portis left end for 2 yards (tackle by Greg Spires),-0.380,-0.630
3,4:05,2,8,WAS 10,10,10,Clinton Portis right end for -1 yards (tackle by Ellis Wyms and Shelton Quarles),-0.630,-1.300
3,3:24,3,9,WAS 9,10,10,Mark Brunell pass complete to Clinton Portis for 1 yard (tackle by Brian Kelly). Penalty on Kenyatta Jones: Offensive Holding (Declined),-1.300,-2.490
3,3:14,4,8,WAS 10,10,10,"Tom Tupa punts 50 yards, muffed catch by Bill Schroeder, recovered by Bill Schroeder and returned for no gain",-2.490,-1.730
3,3:04,1,10,TAM 42,10,10,Brad Johnson pass complete to Michael Clayton for 8 yards (tackle by Marcus Washington),1.730,2.270
3,2:21,2,2,WAS 50,10,10,Mike Alstott right tackle for 3 yards (tackle by Ron Warner and Shawn Springs),2.270,2.460
3,1:38,1,10,WAS 47,10,10,Brad Johnson pass incomplete intended for Charlie Garner,2.460,1.910
3,1:33,2,10,WAS 47,10,10,Charlie Garner right tackle for 3 yards (tackle by LaVar Arrington),1.910,1.620
3,0:50,3,7,WAS 44,10,10,Brad Johnson pass incomplete intended for Michael Clayton (defended by Andre Lott),1.620,0.330
3,0:46,4,7,WAS 44,10,10,"Josh Bidwell punts 28 yards, fair catch by Chad Morton",0.330,0.140
3,0:39,1,10,WAS 16,10,10,Mark Brunell pass complete to Chris Cooley for 16 yards (tackle by Shelton Quarles),-0.140,1.070
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 32,10,10,Clinton Portis up the middle for -2 yards (tackle by Derrick Brooks),1.070,0.260
4,14:26,2,12,WAS 30,10,10,Mark Brunell pass incomplete intended for Clinton Portis,0.260,-0.430
4,14:20,3,12,WAS 30,10,10,Mark Brunell pass complete to Ladell Betts for 6 yards (tackle by Ian Gold),-0.430,-0.980
4,13:50,4,6,WAS 36,10,10,"Tom Tupa punts 52 yards, returned by Bill Schroeder for 12 yards (tackle by Ade Jimoh)",-0.980,-0.540
4,13:39,1,10,TAM 24,10,10,Charlie Garner up the middle for 3 yards (tackle by Matt Bowen and LaVar Arrington),0.540,0.400
4,13:01,2,7,TAM 27,10,10,"Brad Johnson pass complete to Tim Brown for 10 yards (tackle by Fred Smoot). Tim Brown fumbles (forced by Fred Smoot), ball out of bounds at TAM-37",0.400,1.400
4,12:34,1,10,TAM 37,10,10,Brad Johnson pass complete to Michael Clayton for 4 yards (tackle by Fred Smoot),1.400,1.400
4,11:58,2,6,TAM 41,10,10,Brad Johnson pass incomplete intended for Tim Brown is intercepted by Antonio Pierce at WAS-45 and returned for 16 yards (tackle by Jamel White),1.400,-2.980
4,11:49,1,10,TAM 39,10,10,Mark Brunell pass complete to Clinton Portis for 7 yards (tackle by Derrick Brooks),2.980,3.390
4,11:07,2,3,TAM 32,10,10,Clinton Portis right end for 16 yards (tackle by Ellis Wyms),3.390,4.510
4,10:25,1,10,TAM 16,10,10,Clinton Portis up the middle for 3 yards (tackle by Ian Gold),4.510,4.390
4,9:43,2,7,TAM 13,10,10,Clinton Portis up the middle for 1 yard (tackle by Dwight Smith),4.390,3.730
4,9:04,3,6,TAM 12,10,10,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Ian Gold),3.730,2.660
4,8:59,4,6,TAM 12,10,13,John Hall 30 yard field goal good,2.660,3.000
4,,,,WAS 30,10,13,"John Hall kicks off 65 yards, returned by Frank Murphy for 21 yards (tackle by Ade Jimoh). Penalty on Ryan Nece: Offensive Holding (Offsetting), Penalty on Martin Gramatica: Face Mask (15 Yards) (Offsetting)",0.000,0.670
4,8:49,1,10,TAM 26,10,13,Charlie Garner up the middle for 6 yards (tackle by Matt Bowen),0.670,0.940
4,8:22,2,4,TAM 32,10,13,Brad Johnson pass complete to Tim Brown for 3 yards (tackle by Matt Bowen),0.940,0.630
4,7:37,3,1,TAM 35,10,13,Mike Alstott right end for 3 yards (tackle by LaVar Arrington),0.630,1.470
4,7:01,1,10,TAM 38,10,13,Brad Johnson pass complete to Mike Alstott for 1 yard (tackle by Shawn Springs),1.470,1.060
4,6:16,2,9,TAM 39,10,13,Brad Johnson sacked by Renaldo Wynn and Ron Warner for -5 yards,1.060,-0.290
4,5:37,,,,10,13,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.290
4,5:37,3,14,TAM 34,10,13,Brad Johnson sacked by Matt Bowen for -9 yards,-0.290,-1.700
4,5:15,4,23,TAM 25,10,13,"Josh Bidwell punts 54 yards, returned by Chad Morton for 12 yards (tackle by Corey Ivy)",-1.700,-1.140
4,5:03,1,10,WAS 33,10,13,Clinton Portis right end for 5 yards (tackle by Dwight Smith),1.140,1.270
4,4:16,2,5,WAS 38,10,13,Clinton Portis right guard for 1 yard (tackle by Shelton Quarles),1.270,0.700
4,3:37,3,4,WAS 39,10,13,"Mark Brunell pass complete to Laveranues Coles for 9 yards (tackle by Brian Kelly). Penalty on Derrick Brooks: Face Mask (15 Yards), 15 yards",0.700,3.120
4,3:29,1,10,TAM 37,10,13,Clinton Portis right tackle for 7 yards (tackle by Shelton Quarles),3.120,3.520
4,2:45,2,3,TAM 30,10,13,Clinton Portis left tackle for 2 yards (tackle by Derrick Brooks),3.520,3.070
4,2:30,,,,10,13,Timeout #2 by Tampa Bay Buccaneers,0.000,3.070
4,2:30,3,1,TAM 28,10,13,Clinton Portis right end for 6 yards (tackle by Marquis Cooper),3.070,4.110
4,2:00,1,10,TAM 22,10,13,Clinton Portis left tackle for 1 yard (tackle by Anthony McFarland),4.110,3.700
4,1:55,,,,10,13,Timeout #3 by Tampa Bay Buccaneers,0.000,3.700
4,1:55,2,9,TAM 21,10,13,Clinton Portis right tackle for no gain (tackle by Greg Spires),3.700,3.010
4,1:11,3,9,TAM 21,10,13,"Clinton Portis up the middle for no gain (tackle by Anthony McFarland). Penalty on Ellis Wyms: Defensive Offside, 4 yards (no play)",3.010,3.560
4,1:06,3,5,TAM 17,10,13,Ladell Betts up the middle for 1 yard (tackle by Shelton Quarles),3.560,2.450
4,0:21,,,,10,13,Timeout #1 by Washington Redskins,0.000,2.450
4,0:21,4,4,TAM 16,10,16,John Hall 34 yard field goal good,2.450,3.000
4,,,,WAS 30,10,16,"John Hall kicks off 49 yards, returned by Bill Schroeder for 13 yards (tackle by Lemar Marshall)",0.000,1.200
4,0:11,1,10,TAM 34,10,16,Brad Johnson sacked by LaVar Arrington for -10 yards,1.200,-0.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
