Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,DET 44,3,14,Drew Stanton pass complete short left to John Brown for 30 yards (tackle by Glover Quin),1.750,4.650
2,14:24,1,10,DET 14,3,14,Drew Stanton pass incomplete short middle intended for John Carlson is intercepted by Josh Bynes at DET-5 and returned for 17 yards,4.650,-0.410
2,14:16,1,10,DET 22,3,14,Matthew Stafford pass incomplete short left intended for Joique Bell,0.410,-0.130
2,14:11,2,10,DET 22,3,14,Matthew Stafford sacked by Alex Okafor for -2 yards,-0.130,-1.090
2,13:27,3,12,DET 20,3,14,Matthew Stafford pass complete deep left to Golden Tate for 30 yards (tackle by Antonio Cromartie),-1.090,2.260
2,12:44,1,10,,3,14,Joique Bell up the middle for 1 yard (tackle by Marcus Benard),2.260,1.850
2,12:02,2,9,ARI 49,3,14,Matthew Stafford pass complete short middle to Eric Ebron for 8 yards (tackle by Deone Bucannon),1.850,2.210
2,11:20,3,1,ARI 41,3,14,Matthew Stafford pass complete short right to Calvin Johnson for 4 yards,2.210,3.120
2,10:46,1,10,ARI 37,3,14,"Matthew Stafford pass incomplete deep right intended for Golden Tate. Penalty on Rob Sims: Face Mask (15 Yards), 15 yards (no play)",3.120,2.130
2,10:40,1,25,DET 48,3,14,Matthew Stafford pass complete short middle to Theo Riddick for 5 yards (tackle by Deone Bucannon),2.130,1.220
2,9:55,2,20,ARI 47,3,14,Matthew Stafford pass complete short left to Jeremy Ross for 7 yards (tackle by Patrick Peterson and Rashad Johnson),1.220,1.490
2,9:17,3,13,ARI 40,3,14,Matthew Stafford pass incomplete short right intended for Calvin Johnson. Penalty on LaAdrian Waddle: Offensive Holding (Declined),1.490,0.590
2,9:10,4,13,ARI 40,3,14,Sam Martin punts 33 yards,0.590,0.380
2,9:00,1,10,ARI 7,3,14,Andre Ellington left tackle for 7 yards (tackle by DeAndre Levy),-0.380,-0.250
2,8:24,2,3,ARI 14,3,14,Andre Ellington right end for 1 yard (tackle by James Ihedigbo),-0.250,-0.480
2,7:46,3,2,ARI 15,3,14,Drew Stanton pass complete short right to John Carlson for 4 yards (tackle by Isa Abdul-Quddus),-0.480,0.150
2,7:07,1,10,ARI 19,3,14,Andre Ellington left tackle for 9 yards (tackle by DeAndre Levy),0.150,0.880
2,6:32,2,1,ARI 28,3,14,Andre Ellington up the middle for 2 yards (tackle by Andre Fluellen),0.880,0.940
2,5:55,1,10,ARI 30,3,14,Drew Stanton pass incomplete deep left intended for Michael Floyd,0.940,0.940
2,5:48,1,10,ARI 30,3,14,Timeout #1 by Arizona Cardinals,0.940,0.390
2,5:48,2,10,ARI 30,3,14,Drew Stanton pass complete short left to Andre Ellington for -4 yards (tackle by Andre Fluellen),0.390,-0.820
2,5:09,3,14,ARI 26,3,14,Drew Stanton pass incomplete deep left intended for Larry Fitzgerald (defended by Glover Quin),-0.820,-1.630
2,5:00,4,14,ARI 26,3,14,"Drew Butler punts 49 yards, returned by Jeremy Ross for 6 yards (tackle by Mike Leach). Penalty on Mohammed Seisay: Offensive Holding, 10 yards",-1.630,-0.340
2,4:46,1,10,DET 21,3,14,Joique Bell left end for 13 yards (tackle by Rashad Johnson),0.340,1.200
2,4:06,1,10,DET 34,3,14,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Jerraud Powers),1.200,0.660
2,4:01,2,10,DET 34,3,14,Joique Bell up the middle for 5 yards (tackle by Kevin Minter and Calais Campbell),0.660,0.630
2,3:17,3,5,DET 39,3,14,"Matthew Stafford pass complete short left to Eric Ebron for 10 yards (tackle by Antonio Cromartie). Penalty on Eric Ebron: Offensive Pass Interference, 10 yards (no play)",0.630,-0.690
2,2:48,3,15,DET 29,3,14,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson,-0.690,-1.440
2,2:38,4,15,DET 29,3,14,Sam Martin punts 35 yards,-1.440,-1.330
2,2:27,1,10,ARI 36,3,14,Andre Ellington up the middle for 4 yards (tackle by C.J. Mosley),1.330,1.330
2,2:00,2,6,ARI 40,3,14,Drew Stanton pass incomplete short left intended for Jaron Brown is intercepted by Cassius Vaughn at ARI-44 and returned for 25 yards,1.330,-4.310
2,1:52,1,10,ARI 19,3,14,Joique Bell up the middle for 4 yards (tackle by Tommy Kelly),4.310,4.350
2,1:13,2,6,ARI 15,3,14,Joique Bell up the middle for 1 yard (tackle by Larry Foote),4.350,3.760
2,0:34,3,5,ARI 14,3,14,Matthew Stafford pass complete short right to Eric Ebron for 4 yards (tackle by Deone Bucannon),3.760,3.760
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
2,0:30,3,5,ARI 14,3,14,Timeout #1 by Detroit Lions,3.760,2.910
2,0:30,4,1,ARI 10,6,14,Matt Prater 28 yard field goal good,2.910,3.000
2,0:30,,,DET 35,6,14,"Sam Martin kicks off 70 yards, returned by Ted Ginn for 21 yards (tackle by Josh Bynes)",0.000,0.140
2,0:20,1,10,ARI 16,6,14,Drew Stanton kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,6,14,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,DET 20,6,14,Matthew Stafford pass complete short middle to Calvin Johnson for 15 yards (tackle by Rashad Johnson and Deone Bucannon),0.280,1.270
3,14:17,1,10,DET 35,6,14,Joique Bell right end for 21 yards (tackle by Rashad Johnson),1.270,2.650
3,13:37,1,10,ARI 44,6,14,Joique Bell up the middle for -3 yards (tackle by Tommy Kelly and Frostee Rucker),2.650,1.710
3,13:03,2,13,ARI 47,6,14,Matthew Stafford sacked by Alex Okafor for -7 yards,1.710,0.100
3,12:17,3,20,DET 46,6,14,Matthew Stafford pass complete short right to Calvin Johnson for 14 yards (tackle by Patrick Peterson),0.100,0.590
3,11:58,4,6,ARI 40,6,14,"Sam Martin punts 30 yards, fair catch by Ted Ginn. Penalty on George Johnson: Offensive Holding, 10 yards",0.590,-0.280
3,11:49,1,10,ARI 20,6,14,Andre Ellington up the middle for 3 yards (tackle by Josh Bynes),0.280,0.140
3,11:16,2,7,ARI 23,6,14,"Drew Stanton pass complete short left to Andre Ellington for 9 yards (tackle by Rashean Mathis). Penalty on Paul Fanaika: Offensive Holding, 10 yards (no play)",0.140,-1.280
3,10:47,2,17,ARI 13,6,14,Drew Stanton pass complete short middle to John Carlson for 16 yards (tackle by Josh Bynes and DeAndre Levy),-1.280,0.230
3,10:07,3,1,ARI 29,6,14,Robert Hughes up the middle for 2 yards (tackle by C.J. Mosley and DeAndre Levy),0.230,1.000
3,9:32,1,10,ARI 31,6,14,Drew Stanton pass incomplete deep middle intended for John Brown (defended by James Ihedigbo),1.000,0.460
3,9:24,2,10,ARI 31,6,14,Drew Stanton pass complete short right to Jaron Brown for 4 yards (tackle by Darryl Tapp and Glover Quin),0.460,0.300
3,8:43,3,6,ARI 35,6,14,Drew Stanton pass complete short left to John Brown for 14 yards (tackle by James Ihedigbo),0.300,2.190
3,8:02,1,10,ARI 49,6,14,Andre Ellington up the middle for -7 yards,2.190,0.700
3,7:20,2,17,ARI 42,6,14,Stepfan Taylor up the middle for 5 yards (tackle by DeAndre Levy and Josh Bynes),0.700,0.700
3,6:50,3,12,ARI 47,6,14,Drew Stanton pass incomplete deep right intended for Michael Floyd (defended by Darius Slay),0.700,-0.260
3,6:43,4,12,ARI 47,6,14,"Drew Butler punts 37 yards, fair catch by Jeremy Ross",-0.260,0.140
3,6:34,1,10,DET 16,6,14,Matthew Stafford pass complete short left to Eric Ebron for 3 yards (tackle by Tyrann Mathieu),-0.140,-0.180
3,6:04,2,7,DET 19,6,14,Matthew Stafford pass incomplete short middle intended for Theo Riddick,-0.180,-0.950
3,5:59,3,7,DET 19,6,14,Matthew Stafford pass complete short middle to Calvin Johnson for 13 yards (tackle by Rashad Johnson),-0.950,1.070
3,5:13,1,10,DET 32,6,14,"Matthew Stafford pass incomplete. Penalty on Kareem Martin: Roughing the Passer, 15 yards (no play)",1.070,2.060
3,5:03,1,10,DET 47,6,14,Joique Bell left end for -3 yards (tackle by Larry Foote),2.060,2.060
3,4:17,1,10,DET 47,6,14,Timeout #1 by Detroit Lions,2.060,1.110
3,4:17,2,13,DET 44,6,14,Matthew Stafford pass incomplete short left intended for Theo Riddick (defended by Tyrann Mathieu),1.110,0.430
3,4:14,3,13,DET 44,6,14,Matthew Stafford pass incomplete deep left intended for Calvin Johnson is intercepted by Rashad Johnson at ARI-22,0.430,-0.410
3,4:05,1,10,ARI 22,6,14,"Penalty on Bobby Massie: False Start, 5 yards (no play)",0.410,-0.120
3,4:05,1,15,ARI 17,6,14,Stepfan Taylor left end for 1 yard (tackle by Devin Taylor),-0.120,-0.770
3,3:25,2,14,ARI 18,6,14,Drew Stanton pass complete short left to Stepfan Taylor for 4 yards (tackle by Rashean Mathis),-0.770,-0.820
3,2:42,3,10,ARI 22,6,14,Drew Stanton pass incomplete deep middle intended for John Brown (defended by James Ihedigbo),-0.820,-1.900
3,2:36,4,10,ARI 22,6,14,"Drew Butler punts 52 yards, returned by Jeremy Ross for 10 yards (tackle by Justin Bethel)",-1.900,-1.330
3,2:22,1,10,DET 36,6,14,Golden Tate left end for 8 yards (tackle by Larry Foote),1.330,1.870
3,1:40,2,2,DET 44,6,14,"Joique Bell up the middle for 1 yard (tackle by Calais Campbell). Joique Bell fumbles (forced by Calais Campbell), recovered by Rob Sims at DET-45",1.870,1.290
3,0:48,3,1,DET 45,6,14,Theo Riddick right tackle for no gain (tackle by Calais Campbell),1.290,-0.390
3,0:34,4,1,DET 45,6,14,"Sam Martin punts 46 yards, fair catch by Ted Ginn",-0.390,0.380
3,0:25,1,10,ARI 9,6,14,Andre Ellington up the middle for -1 yards (tackle by Ezekiel Ansah),-0.380,-0.850
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,ARI 8,6,14,Drew Stanton pass complete short left to Rob Housler for 27 yards (tackle by Tahir Whitehead),-0.850,1.270
4,14:20,1,10,ARI 35,6,14,Drew Stanton pass complete short right to Andre Ellington for 24 yards (tackle by Glover Quin),1.270,2.850
4,13:45,1,10,DET 41,6,14,"Penalty on Jason Jones: Encroachment, 5 yards (no play)",2.850,3.580
4,13:31,1,5,DET 36,6,14,Andre Ellington up the middle for 1 yard (tackle by DeAndre Levy),3.580,3.120
4,12:50,2,4,DET 35,6,14,Andre Ellington up the middle for -1 yards (tackle by Andre Fluellen and Tahir Whitehead),3.120,2.280
4,12:07,3,5,DET 36,6,14,Drew Stanton pass incomplete short middle intended for John Brown,2.280,0.880
4,12:04,4,5,DET 36,6,14,Drew Butler punts 35 yards,0.880,0.380
,,,,,,,"ARI challenged the kick touched ruling, and the original play was overturned.",,
4,11:57,1,10,DET 1,6,14,Jed Collins up the middle for 3 yards (tackle by Alex Okafor),-0.380,-0.560
4,11:17,2,7,DET 4,6,14,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Patrick Peterson),-0.560,-1.070
4,11:11,3,7,DET 4,6,14,Matthew Stafford pass complete short right to Joique Bell for 21 yards (tackle by Jerraud Powers),-1.070,0.610
4,10:28,1,10,DET 25,6,14,Matthew Stafford pass complete short middle to Joique Bell for 6 yards (tackle by Larry Foote),0.610,0.870
4,9:49,2,4,DET 31,6,14,Joique Bell right end for -2 yards (tackle by Sam Acho),0.870,-0.100
4,9:07,3,6,DET 29,6,14,Matthew Stafford pass complete short left to Theo Riddick for 16 yards (tackle by Larry Foote),-0.100,1.930
4,8:23,1,10,DET 45,6,14,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,1.930,1.380
4,8:16,2,10,DET 45,6,14,Matthew Stafford sacked by Frostee Rucker for -5 yards,1.380,0.040
4,7:32,3,15,DET 40,6,14,Matthew Stafford pass complete short left to Calvin Johnson for 13 yards,0.040,0.130
4,6:50,4,2,ARI 47,6,14,Matthew Stafford pass incomplete short right intended for Calvin Johnson,0.130,-2.060
4,6:45,1,10,ARI 47,6,14,Drew Stanton pass complete short middle to John Carlson for 17 yards (tackle by James Ihedigbo),2.060,3.180
4,6:11,1,10,DET 36,6,14,Andre Ellington right tackle for 2 yards (tackle by DeAndre Levy),3.180,2.910
4,5:31,2,8,DET 34,6,14,Drew Stanton pass complete short middle to Andre Ellington for -1 yards (tackle by Ndamukong Suh),2.910,2.080
4,4:45,3,9,DET 35,6,14,Drew Stanton pass incomplete short middle intended for John Brown (defended by Ndamukong Suh),2.080,0.970
4,4:41,4,9,DET 35,6,14,"Drew Butler punts 24 yards, fair catch by Jeremy Ross",0.970,0.370
4,4:34,1,10,DET 11,6,14,Matthew Stafford pass incomplete short right intended for Joique Bell,-0.370,-0.780
4,4:29,2,10,DET 11,6,14,Joique Bell for 13 yards (tackle by Deone Bucannon),-0.780,0.540
4,4:22,1,10,DET 24,6,14,Matthew Stafford sacked by Jerraud Powers for -5 yards,0.540,-0.740
4,3:40,2,15,DET 19,6,14,Matthew Stafford pass complete short middle to Theo Riddick for 3 yards (tackle by Larry Foote),-0.740,-0.960
4,3:01,3,12,DET 22,6,14,"Matthew Stafford pass incomplete short right intended for Theo Riddick. Matthew Stafford fumbles, recovered by Matthew Stafford at DET-10",-0.960,-1.900
4,2:54,4,12,DET 22,6,14,"Sam Martin punts 56 yards, returned by Ted Ginn for 4 yards (tackle by Don Carey). Penalty on Julian Stanford: Taunting, 15 yards",-1.900,-1.660
4,2:42,1,10,ARI 41,6,14,Andre Ellington right tackle for no gain (tackle by DeAndre Levy),1.660,1.660
4,2:37,1,10,ARI 41,6,14,Timeout #2 by Detroit Lions,1.660,1.120
4,2:37,2,10,ARI 41,6,14,Drew Stanton pass complete short left to John Brown for 4 yards (tackle by Isa Abdul-Quddus and Rashean Mathis),1.120,1.120
4,2:32,2,10,ARI 41,6,14,Timeout #3 by Detroit Lions,1.120,0.960
4,2:32,3,6,ARI 45,6,14,"Penalty on Drew Stanton: False Start, 5 yards (no play)",0.960,0.300
4,2:32,3,11,ARI 40,6,14,Drew Stanton pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Mohammed Seisay),0.300,2.320
4,2:00,1,10,DET 49,6,14,Drew Stanton kneels for -1 yards,2.320,1.650
4,1:19,2,11,,6,14,Drew Stanton kneels for -1 yards,1.650,0.830
4,0:39,3,12,ARI 49,6,14,Drew Stanton kneels for -1 yards,0.830,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
