Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
1,,,,DET 2,7,7,Shayne Graham kicks extra point good,0.000,0.000
1,,,,NYG 30,7,7,"Shayne Graham kicks off 54 yards, muffed catch by Tony Scheffler, ball out of bounds at DET-16",0.000,-0.140
1,1:27,1,10,DET 16,7,7,Nate Burleson left end for -7 yards (tackle by Deon Grant),-0.140,-1.290
1,0:59,2,17,DET 9,7,7,"Penalty on Osi Umenyiora: Defensive Offside, 5 yards (no play)",-1.290,-0.890
1,0:40,2,12,DET 14,7,7,Jahvid Best right tackle for 1 yard (tackle by Rocky Bernard and Justin Tuck),-0.890,-1.470
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,DET 15,7,7,Shaun Hill pass incomplete short middle intended for Tony Scheffler,-1.470,-2.440
2,14:54,4,11,DET 15,7,7,"Nick Harris punts 55 yards, returned by Darius Reynaud for 16 yards (tackle by Don Muhlbach)",-2.440,-1.990
2,14:43,1,10,NYG 46,7,7,Eli Manning pass complete short right to Steve Smith for 11 yards (tackle by Zack Follett),1.990,2.720
2,14:14,1,10,DET 43,7,7,Eli Manning pass complete short left to Bear Pascoe for 3 yards (tackle by Julian Peterson),2.720,2.580
2,13:27,2,7,DET 40,7,7,Eli Manning sacked by Ndamukong Suh for -5 yards,2.580,1.220
2,12:50,3,12,DET 45,7,7,Eli Manning pass incomplete short left intended for Kevin Boss,1.220,0.270
2,12:41,4,12,DET 45,7,7,"Matt Dodge punts 45 yards, touchback",0.270,-0.280
2,12:33,1,10,DET 20,7,7,Kevin Smith left tackle for -2 yards (tackle by Jonathan Goff and Justin Tuck),0.280,-0.630
2,12:01,2,12,DET 18,7,7,Shaun Hill pass incomplete short middle intended for Jerome Felton,-0.630,-1.330
2,11:54,3,12,DET 18,7,7,Shaun Hill pass complete deep middle to Calvin Johnson for 21 yards (tackle by Kenny Phillips),-1.330,1.530
2,11:23,1,10,DET 39,7,7,Jahvid Best right guard for 2 yards (tackle by Kenny Phillips and Barry Cofield),1.530,1.260
2,10:47,2,8,DET 41,7,7,Shaun Hill pass complete short right to Brandon Pettigrew for 5 yards (tackle by Kenny Phillips),1.260,1.220
2,10:13,3,3,DET 46,7,7,Shaun Hill pass incomplete short right intended for Brandon Pettigrew,1.220,-0.320
2,10:04,4,3,DET 46,7,7,Nick Harris punts 47 yards,-0.320,0.380
2,9:56,1,10,NYG 7,7,7,Ahmad Bradshaw left guard for 1 yard (tackle by C.C. Brown),-0.380,-0.710
2,9:26,2,9,NYG 8,7,7,Eli Manning pass complete short left to Hakeem Nicks for 7 yards (tackle by Alphonso Smith),-0.710,-0.480
2,8:54,3,2,NYG 15,7,7,Eli Manning pass complete short left to Mario Manningham for 14 yards (tackle by Jonathan Wade),-0.480,0.870
2,8:12,1,10,NYG 29,7,7,Eli Manning pass incomplete short right intended for Steve Smith,0.870,0.330
2,8:05,2,10,NYG 29,7,7,"Brandon Jacobs left tackle for 2 yards (tackle by Corey Williams and Louis Delmas). Penalty on Bear Pascoe: Offensive Holding, 10 yards (no play)",0.330,-1.080
2,7:42,2,20,NYG 19,7,7,"Eli Manning pass incomplete short left intended for Mario Manningham. Penalty on Ndamukong Suh: Illegal Use of Hands, 5 yards (no play)",-1.080,0.540
2,7:31,1,10,NYG 24,7,7,Ahmad Bradshaw right tackle for 15 yards (tackle by Louis Delmas),0.540,1.530
2,6:55,1,10,NYG 39,7,7,Brandon Jacobs right tackle for 4 yards (tackle by Ashlee Palmer and Louis Delmas),1.530,1.530
2,6:17,2,6,NYG 43,7,7,Eli Manning pass complete short left to Bear Pascoe for 7 yards (tackle by Julian Peterson),1.530,2.260
2,5:27,1,10,,7,7,Ahmad Bradshaw right tackle for 11 yards (tackle by Louis Delmas),2.260,2.980
2,4:47,1,10,DET 39,7,7,Eli Manning pass complete short right to Mario Manningham for 3 yards (tackle by Alphonso Smith and Julian Peterson),2.980,2.850
2,4:05,2,7,DET 36,7,7,Ahmad Bradshaw right guard for 3 yards (tackle by Andre Fluellen and Sammie Lee Hill),2.850,2.540
2,3:24,3,4,DET 33,7,13,"Eli Manning pass complete deep middle to Mario Manningham for 33 yards, touchdown. Penalty on Cliff Avril: Roughing the Passer, 15 yards",2.540,7.000
2,,,,DET 2,7,14,Shayne Graham kicks extra point good,0.000,0.000
2,,,,NYG 45,7,14,"Shayne Graham kicks off 60 yards, touchback",0.000,0.280
2,3:14,1,10,DET 20,7,14,Kevin Smith middle for 6 yards (tackle by Jason Pierre-Paul),0.280,0.540
2,2:50,2,4,DET 26,7,14,Shaun Hill pass complete short right to Brandon Pettigrew for 7 yards (tackle by Corey Webster),0.540,1.140
2,2:42,1,10,DET 33,7,14,Shaun Hill pass complete short left to Nate Burleson for 2 yards (tackle by Deon Grant),1.140,0.860
2,2:13,2,8,DET 35,7,14,Kevin Smith left tackle for 3 yards (tackle by Deon Grant and Osi Umenyiora),0.860,0.560
2,2:00,3,5,DET 38,7,14,Shaun Hill pass complete short right to Calvin Johnson for 22 yards (tackle by Corey Webster),0.560,2.920
2,1:25,1,10,NYG 40,7,14,"Kevin Smith right guard for 10 yards (tackle by Barry Cofield). Penalty on Stephen Peterman: Personal Foul, 15 yards",2.920,2.590
2,1:20,1,10,NYG 45,7,14,Shaun Hill pass incomplete short right intended for Kevin Smith,2.590,2.040
2,1:16,,,,7,14,Timeout #1 by Detroit Lions,0.000,2.040
2,1:16,2,10,NYG 45,7,14,Drew Stanton pass incomplete short left intended for Bryant Johnson,2.040,1.360
2,1:11,3,10,NYG 45,7,14,Drew Stanton left end for 9 yards (tackle by Antrel Rolle and Deon Grant),1.360,0.890
2,1:00,4,1,NYG 36,7,14,Drew Stanton pass complete short right to Tony Scheffler for 3 yards (tackle by Aaron Ross),0.890,3.380
2,0:48,,,,7,14,Timeout #2 by Detroit Lions,0.000,3.380
2,0:48,1,10,NYG 33,7,14,"Drew Stanton pass incomplete. Penalty on Drew Stanton: Intentional Grounding, 16 yards",3.380,0.680
2,0:31,2,26,NYG 49,7,14,Drew Stanton pass complete short middle to Calvin Johnson for 11 yards (tackle by Terrell Thomas),0.680,1.490
2,0:08,3,15,NYG 38,7,14,Drew Stanton pass complete short middle to Bryant Johnson for 6 yards (tackle by Terrell Thomas),1.490,1.240
2,0:03,,,,7,14,Timeout #3 by Detroit Lions,0.000,0.000
2,0:03,,,,7,14,Timeout #1 by New York Giants,0.000,1.240
2,0:03,4,9,NYG 32,10,14,Jason Hanson 50 yard field goal good,1.240,3.000
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,10,14,"Shayne Graham kicks off 56 yards, returned by Jerome Felton for 22 yards (tackle by Jason Pierre-Paul)",0.000,1.330
3,14:55,1,10,DET 36,10,14,Drew Stanton pass incomplete short middle intended for Jerome Felton,1.330,0.790
3,14:52,2,10,DET 36,10,14,"Penalty on Brandon Pettigrew: False Start, 5 yards (no play)",0.790,0.120
3,14:52,2,15,DET 31,10,14,Drew Stanton pass complete short left to Calvin Johnson for 5 yards (tackle by Antrel Rolle),0.120,0.100
3,14:20,3,10,DET 36,10,14,Drew Stanton pass complete short middle to Brandon Pettigrew for 9 yards (tackle by Deon Grant),0.100,-0.390
3,14:20,4,1,DET 45,10,14,Drew Stanton middle for 1 yard (tackle by Michael Boley and Justin Tuck),-0.390,1.990
3,13:25,1,10,DET 46,10,14,Drew Stanton pass complete short left to Bryant Johnson for 14 yards (tackle by Terrell Thomas),1.990,2.920
3,12:53,1,10,NYG 40,10,14,Jahvid Best middle for 5 yards (tackle by Barry Cofield),2.920,3.050
3,12:14,2,5,NYG 35,10,14,Jahvid Best right guard for 2 yards (tackle by Kenny Phillips and Justin Tuck),3.050,2.610
3,11:40,3,3,NYG 33,10,14,"Drew Stanton pass complete short right to Nate Burleson for 28 yards (tackle by Deon Grant). Penalty on Gosder Cherilus: Illegal Formation, 5 yards (no play)",2.610,1.950
3,11:17,3,8,NYG 38,10,14,"Drew Stanton sacked by Osi Umenyiora for -8 yards. Drew Stanton fumbles (forced by Osi Umenyiora), recovered by Justin Tuck at NYG-43 (tackle by Stephen Peterman)",1.950,-1.800
3,11:08,1,10,NYG 43,10,14,Eli Manning pass complete short right to Steve Smith for 14 yards (tackle by Chris Houston),1.800,2.720
3,10:34,1,10,DET 43,10,14,Eli Manning pass complete short right to Kevin Boss for 25 yards (tackle by C.C. Brown),2.720,4.370
3,9:46,1,10,DET 18,10,14,"Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Alphonso Smith). Penalty on Alphonso Smith: Defensive Pass Interfere, 10 yards (no play)",4.370,5.370
3,9:39,1,8,DET 8,10,14,Ahmad Bradshaw middle for 2 yards (tackle by Ashlee Palmer and C.C. Brown),5.370,4.950
3,9:06,2,6,DET 6,10,14,Ahmad Bradshaw left end for 3 yards (tackle by Alphonso Smith and Ashlee Palmer),4.950,4.720
3,8:22,3,3,DET 3,10,14,"Eli Manning pass incomplete short left intended for Hakeem Nicks. Penalty on Cliff Avril: Unsportsmanlike Conduct, 2 yards",4.720,6.970
3,8:13,1,1,DET 1,10,14,Eli Manning pass incomplete short middle intended for Kevin Boss (defended by Ashlee Palmer). Penalty on Ashlee Palmer: Defensive Holding (no play),6.970,6.970
3,8:08,1,1,DET 1,10,14,Brandon Jacobs left guard for no gain (tackle by Sammie Lee Hill and Zack Follett),6.970,5.910
3,7:31,2,1,DET 1,10,14,Brandon Jacobs left guard for no gain (tackle by Corey Williams and Zack Follett),5.910,5.170
3,6:50,3,1,DET 1,10,20,"Eli Manning pass complete short left to Travis Beckum for 1 yard, touchdown",5.170,7.000
3,,,,DET 2,10,21,Shayne Graham kicks extra point good,0.000,0.000
3,,,,NYG 30,10,21,"Shayne Graham kicks off 63 yards, returned by Stefan Logan for 24 yards (tackle by Jason Pierre-Paul)",0.000,1.000
3,6:37,1,10,DET 31,10,21,Jahvid Best left end for no gain (tackle by Clint Sintim and Jonathan Goff),1.000,0.460
3,6:06,2,10,DET 31,10,21,Drew Stanton pass complete short right to Tony Scheffler for 2 yards (tackle by Antrel Rolle),0.460,0.040
3,5:27,3,8,DET 33,10,21,Drew Stanton pass incomplete short middle intended for Brandon Pettigrew (defended by Kenny Phillips),0.040,-1.180
3,5:18,4,8,DET 33,10,21,Nick Harris punts 41 yards,-1.180,-0.670
3,5:08,1,10,NYG 26,10,21,Eli Manning pass complete short left to Hakeem Nicks for 2 yards (tackle by Alphonso Smith and Louis Delmas),0.670,0.400
3,4:34,2,8,NYG 28,10,21,Eli Manning pass complete short middle to Ahmad Bradshaw for 11 yards (tackle by Ashlee Palmer),0.400,1.530
3,3:51,1,10,NYG 39,10,21,Ahmad Bradshaw right tackle for 5 yards (tackle by C.C. Brown and Ashlee Palmer),1.530,1.660
3,3:05,2,5,NYG 44,10,21,Eli Manning pass complete short right to Steve Smith for 6 yards (tackle by Ashlee Palmer),1.660,2.260
3,2:20,1,10,,10,21,Ahmad Bradshaw right tackle for 5 yards (tackle by Ashlee Palmer and Louis Delmas),2.260,2.390
3,1:38,2,5,DET 45,10,21,Ahmad Bradshaw right tackle for 6 yards (tackle by Ashlee Palmer),2.390,2.980
3,0:59,1,10,DET 39,10,21,Eli Manning pass incomplete short right intended for Steve Smith,2.980,2.440
3,0:47,2,10,DET 39,10,21,Eli Manning pass complete short middle to Ahmad Bradshaw for -1 yards (tackle by Ndamukong Suh and Ashlee Palmer),2.440,1.620
3,0:06,3,11,DET 40,10,21,Eli Manning pass incomplete short right intended for Hakeem Nicks,1.620,0.590
Quarter,Time,Down,ToGo,Location,DET,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,11,DET 40,10,21,"Matt Dodge punts 27 yards, fair catch by Stefan Logan",0.590,0.320
4,14:53,1,10,DET 13,10,21,Drew Stanton pass complete short right to Jahvid Best for -2 yards (tackle by Kenny Phillips),-0.320,-0.930
4,14:15,2,12,DET 11,10,21,Jahvid Best left guard for 2 yards (tackle by Chris Canty and Michael Boley),-0.930,-1.420
4,13:34,3,10,DET 13,16,21,"Drew Stanton pass complete deep left to Calvin Johnson for 87 yards, touchdown",-1.420,7.000
4,,,,NYG 2,17,21,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,17,21,"Jason Hanson kicks off 62 yards, returned by Darius Reynaud for 13 yards (tackle by Isaiah Ekejiuba)",0.000,0.340
4,13:12,1,10,NYG 21,17,21,Brandon Jacobs right tackle for 3 yards (tackle by Ashlee Palmer),0.340,0.210
4,12:42,2,7,NYG 24,17,21,Brandon Jacobs left tackle for 5 yards (tackle by Vinny Ciurciu and Julian Peterson),0.210,0.170
4,12:03,3,2,NYG 29,17,21,Eli Manning pass incomplete deep middle intended for Mario Manningham (defended by C.C. Brown),0.170,-1.440
4,11:52,4,2,NYG 29,17,21,"Matt Dodge punts 44 yards, returned by Stefan Logan for 21 yards (tackle by Michael Boley). Stefan Logan fumbles, recovered by Julian Peterson at 50 (tackle by Bear Pascoe)",-1.440,-2.260
4,11:38,1,10,,17,21,Drew Stanton pass incomplete short right intended for Nate Burleson,2.260,1.710
4,11:34,2,10,,17,21,Jahvid Best right tackle for -1 yards (tackle by Jonathan Goff and Barry Cofield),1.710,0.890
4,10:58,3,11,DET 49,17,21,Drew Stanton pass incomplete short left intended for Brandon Pettigrew (defended by Terrell Thomas),0.890,-0.130
4,10:46,4,11,DET 49,17,21,"Nick Harris punts 40 yards, fair catch by Darius Reynaud",-0.130,0.370
4,10:38,1,10,NYG 11,17,21,Ahmad Bradshaw left guard for 13 yards (tackle by Sammie Lee Hill),-0.370,0.540
4,10:10,1,10,NYG 24,17,21,Ahmad Bradshaw left tackle for 1 yard (tackle by Louis Delmas and Ashlee Palmer),0.540,0.130
4,9:26,2,9,NYG 25,17,21,Ahmad Bradshaw left tackle for 5 yards (tackle by Ashlee Palmer and Cliff Avril),0.130,0.100
4,8:47,3,4,NYG 30,17,21,Eli Manning pass incomplete short right intended for Mario Manningham,0.100,-1.370
4,8:31,4,4,NYG 30,17,21,"Matt Dodge punts 57 yards, fair catch by Stefan Logan",-1.370,0.320
4,8:23,1,10,DET 13,17,21,"Drew Stanton sacked by Osi Umenyiora for -7 yards. Drew Stanton fumbles (forced by Osi Umenyiora), recovered by Jeff Backus at DET-7",-0.320,-1.220
4,7:43,2,16,DET 7,17,21,Drew Stanton pass complete short right to Nate Burleson for 8 yards (tackle by Kenny Phillips),-1.220,-1.180
4,7:04,3,8,DET 15,17,21,Drew Stanton pass complete short middle to Brandon Pettigrew for 18 yards (tackle by Deon Grant),-1.180,1.140
4,6:31,1,10,DET 33,17,21,Drew Stanton pass incomplete short middle intended for Nate Burleson,1.140,0.590
4,6:19,2,10,DET 33,17,21,Drew Stanton pass complete short right to Nate Burleson for 12 yards (tackle by Antrel Rolle),0.590,1.930
4,5:56,1,10,DET 45,17,21,Drew Stanton pass complete short right to Jahvid Best for 5 yards (tackle by Corey Webster),1.930,2.060
4,5:23,2,5,,17,21,Drew Stanton pass incomplete deep right intended for Calvin Johnson (defended by Kenny Phillips),2.060,1.360
4,5:11,3,5,,17,21,"Drew Stanton pass complete short left to Nate Burleson for 8 yards (tackle by Deon Grant and Aaron Ross). Nate Burleson fumbles (forced by Deon Grant), recovered by Deon Grant at NYG-42 (tackle by Nate Burleson)",1.360,-1.730
4,5:01,1,10,NYG 42,17,21,Ahmad Bradshaw right tackle for 45 yards (tackle by Chris Houston),1.730,4.710
4,4:17,1,10,DET 13,17,21,Brandon Jacobs left tackle for 7 yards (tackle by C.C. Brown),4.710,5.340
4,3:33,2,3,DET 6,17,27,"Brandon Jacobs left tackle for 6 yards, touchdown",5.340,7.000
4,,,,DET 2,17,28,Shayne Graham kicks extra point good,0.000,0.000
4,,,,NYG 30,17,28,"Shayne Graham kicks off 68 yards, returned by Stefan Logan for 58 yards (tackle by Deon Grant)",0.000,2.920
4,3:12,1,10,NYG 40,17,28,Drew Stanton pass incomplete short left intended for Bryant Johnson,2.920,2.370
4,3:07,2,10,NYG 40,17,28,Drew Stanton pass complete short right to Brandon Pettigrew for 8 yards (tackle by Corey Webster and Deon Grant),2.370,2.740
4,2:59,3,2,NYG 32,17,28,Drew Stanton pass incomplete short right intended for Bryant Johnson (defended by Corey Webster),2.740,1.300
4,2:55,4,2,NYG 32,20,28,Jason Hanson 50 yard field goal good,1.300,3.000
4,,,,DET 30,20,28,"Jason Hanson kicks off 47 yards, returned by Darius Reynaud for 9 yards (tackle by Jerome Felton)",0.000,1.070
4,2:45,1,10,NYG 32,20,28,Ahmad Bradshaw right tackle for 1 yard (tackle by Kyle Vanden Bosch),1.070,0.660
4,2:40,,,,20,28,Timeout #1 by Detroit Lions,0.000,0.660
4,2:40,2,9,NYG 33,20,28,Ahmad Bradshaw right tackle for -4 yards (tackle by Corey Williams),0.660,-0.560
4,2:36,,,,20,28,Timeout #2 by Detroit Lions,0.000,-0.560
4,2:36,3,13,NYG 29,20,28,Eli Manning pass complete short left to Mario Manningham for 1 yard (tackle by Chris Houston),-0.560,-1.370
4,2:29,,,,20,28,Timeout #3 by Detroit Lions,0.000,-1.370
4,2:29,4,12,NYG 30,20,28,"Matt Dodge punts 51 yards, returned by Stefan Logan for 8 yards (tackle by Gerris Wilkinson). Penalty on Dante Wesley: Personal Foul, 13 yards",-1.370,0.280
4,2:18,1,10,DET 14,20,28,Drew Stanton pass complete short left to Jahvid Best for 1 yard (tackle by Aaron Ross),-0.280,-0.640
4,2:00,2,9,DET 15,20,28,Drew Stanton pass incomplete short middle intended for Tony Scheffler,-0.640,-1.280
4,1:56,3,9,DET 15,20,28,Drew Stanton pass complete short left to Jahvid Best for 10 yards (tackle by Michael Boley and Terrell Thomas),-1.280,0.610
4,1:34,1,10,DET 25,20,28,Drew Stanton pass incomplete deep left intended for Bryant Johnson (defended by Terrell Thomas),0.610,0.060
4,1:29,2,10,DET 25,20,28,"Drew Stanton pass incomplete short right intended for Nate Burleson (defended by Aaron Ross). Drew Stanton fumbles (forced by Chris Canty), recovered by Drew Stanton at DET-17",0.060,-0.620
4,1:20,3,10,DET 25,20,28,Drew Stanton middle for 20 yards (tackle by Terrell Thomas),-0.620,1.930
4,0:55,1,10,DET 45,20,28,Drew Stanton pass complete short right to Nate Burleson for 6 yards (tackle by Antrel Rolle),1.930,2.190
4,0:34,2,4,NYG 49,20,28,Drew Stanton pass complete short middle to Brandon Pettigrew for 11 yards (tackle by Michael Boley and Deon Grant),2.190,3.050
4,0:21,1,10,NYG 38,20,28,Drew Stanton spiked the ball,3.050,2.510
4,0:20,2,10,NYG 38,20,28,Drew Stanton pass incomplete deep right intended for Brandon Pettigrew is intercepted by Antrel Rolle at NYG-16 and returned for 36 yards,2.510,-2.390
4,0:07,1,10,DET 48,20,28,Eli Manning kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
