Quarter,Time,Down,ToGo,Location,TAM,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 15,7,7,Austin Walter right guard for 1 yard (tackle by Jordan Whitehead),,
2,14:26,2,9,TAM 14,7,7,Zach Wilson pass complete short left to Ty Johnson for 5 yards (tackle by Pierre Desir),,
2,13:47,3,4,TAM 9,7,13,"Zach Wilson pass complete short right to Braxton Berrios for 9 yards, touchdown",,
2,13:43,,,TAM 15,7,14,Eddy Pineiro kicks extra point good,,
2,13:43,,,NYJ 35,7,14,"Braden Mann kicks off 65 yards, touchback.",,
2,13:43,1,10,TAM 25,7,14,Tom Brady pass incomplete short right intended for Antonio Brown,,
2,13:40,2,10,TAM 25,7,14,Tom Brady pass complete deep left to Mike Evans for 31 yards,,
2,13:00,1,10,NYJ 44,7,14,Tom Brady pass complete to Antonio Brown for 21 yards (tackle by Bryce Hall),,
2,12:14,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,12:14,1,10,NYJ 23,7,14,Tom Brady pass complete short right to Antonio Brown for 3 yards (tackle by Bryce Hall),,
2,11:39,2,7,NYJ 20,7,14,Ronald Jones left tackle for -1 yards (tackle by Quincy Williams and C.J. Mosley),,
2,10:59,3,8,NYJ 21,7,14,Tom Brady pass incomplete short right intended for Ke'Shawn Vaughn,,
2,10:54,4,8,NYJ 21,10,14,Ryan Succop 39 yard field goal good,,
2,10:50,,,TAM 35,10,14,"Sterling Hofrichter kicks off 61 yards, returned by Keelan Cole for 13 yards (tackle by Pierre Desir)",,
2,10:46,1,10,NYJ 17,10,14,Zach Wilson pass complete short left to Daniel Brown for 24 yards (tackle by Antoine Winfield),,
2,10:02,1,10,NYJ 41,10,14,Zach Wilson pass complete short right to Braxton Berrios for 11 yards (tackle by Joe Tryon-Shoyinka and Carlton Davis),,
2,9:16,1,10,TAM 48,10,14,Zach Wilson pass incomplete deep left intended for Braxton Berrios,,
2,9:10,2,10,TAM 48,10,14,Zach Wilson pass incomplete deep left intended for Keelan Cole,,
2,9:01,3,10,TAM 48,10,14,"Zach Wilson pass incomplete. Penalty on Chuma Edoga: Offensive Holding, 10 yards (declined)",,
2,8:50,4,10,TAM 48,10,14,"Braden Mann punts 38 yards, fair catch by Kenjon Barner at TB-10",,
2,8:44,1,10,TAM 10,10,14,Ronald Jones right guard for 7 yards (tackle by Nathan Shepherd),,
2,8:08,2,3,TAM 17,10,14,"Tom Brady sacked by Nathan Shepherd for no gain. Penalty on Donovan Smith: Offensive Holding, 10 yards (offset) . Penalty on Brandin Echols: Defensive Holding, 5 yards (offset) (no play)",,
2,8:00,2,3,TAM 17,10,14,Ronald Jones up the middle for 5 yards (tackle by Tim Ward),,
2,7:16,1,10,TAM 22,10,14,Ronald Jones right tackle for 4 yards (tackle by C.J. Mosley and Quincy Williams),,
2,6:34,2,6,TAM 26,10,14,Tom Brady pass complete short left to Antonio Brown for 2 yards (tackle by Ronald Blair),,
2,5:51,3,4,TAM 28,10,14,Tom Brady pass complete short right to Rob Gronkowski for 21 yards (tackle by Bryce Hall and Michael Carter),,
2,5:00,1,10,TAM 49,10,14,"Penalty on Tom Brady: Delay of Game, 5 yards (accepted) (no play)",,
2,4:35,1,15,TAM 44,10,14,Ronald Jones right end for -5 yards (tackle by Folorunso Fatukasi),,
2,4:02,2,20,TAM 39,10,14,Tom Brady pass complete short middle to Rob Gronkowski for 14 yards (tackle by C.J. Mosley and Bryce Hall),,
2,3:16,3,6,NYJ 47,10,14,Tom Brady sacked by Michael Carter for -5 yards,,
2,2:33,4,11,TAM 48,10,14,"Sterling Hofrichter punts 35 yards, fair catch by Braxton Berrios at NYJ-17",,
2,2:24,1,10,NYJ 17,10,14,Austin Walter right end for 4 yards (tackle by Kevin Minter),,
2,2:00,2,5,NYJ 21,10,14,Ty Johnson left tackle for 12 yards (tackle by Sean Murphy-Bunting),,
2,1:54,1,10,NYJ 33,10,14,Zach Wilson pass complete deep middle to Kenny Yeboah for 24 yards (tackle by Antoine Winfield),,
2,1:31,1,10,TAM 43,10,14,Ty Johnson left tackle for 1 yard (tackle by Sean Murphy-Bunting),,
2,1:14,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,1:14,2,9,TAM 42,10,14,Zach Wilson pass incomplete short left intended for Keelan Cole,,
2,1:10,3,9,TAM 42,10,14,Zach Wilson pass incomplete short right,,
2,1:01,4,9,TAM 42,10,14,Braden Mann punts 32 yards out of bounds,,
2,0:54,1,10,TAM 10,10,14,Tom Brady pass complete short left to Ke'Shawn Vaughn for 6 yards,,
2,0:50,2,4,TAM 16,10,14,Tom Brady pass complete deep middle to Rob Gronkowski for 24 yards (tackle by Elijah Riley),,
2,0:47,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:47,1,10,TAM 40,10,14,Tom Brady pass complete short right to Rob Gronkowski for 14 yards (tackle by Michael Carter and C.J. Mosley),,
2,0:29,1,10,NYJ 46,10,14,Tom Brady spiked the ball,,
2,0:28,2,10,NYJ 46,10,14,Tom Brady pass deep left intended for Mike Evans is intercepted by Brandin Echols at NYJ-18 and returned for 30 yards (tackle by Mike Evans),,
2,0:16,1,10,NYJ 48,10,14,Zach Wilson pass complete short right to Ty Johnson for 19 yards (tackle by Carlton Davis),,
2,0:10,1,10,TAM 33,10,14,Zach Wilson pass incomplete short right intended for Jeff Smith (defended by Carlton Davis),,
2,0:06,2,10,TAM 33,10,17,Eddy Pineiro 51 yard field goal good,,
2,0:01,,,NYJ 35,10,17,"Braden Mann kicks off 62 yards, returned by Cyril Grayson for 7 yards (tackle by Justin Hardee and Del'Shawn Phillips)",,
Quarter,Time,Down,ToGo,Location,TAM,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,10,17,"Braden Mann kicks off 65 yards, touchback.",,
3,15:00,1,10,TAM 25,10,17,Ronald Jones up the middle for 5 yards (tackle by Elijah Riley),,
3,14:28,2,5,TAM 30,10,17,Ronald Jones right tackle for -2 yards (tackle by Elijah Riley),,
3,13:41,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,13:41,3,7,TAM 28,10,17,Tom Brady pass complete short left to Cyril Grayson for 9 yards (tackle by Quincy Williams and Ashtyn Davis),,
3,13:03,1,10,TAM 37,10,17,Ke'Shawn Vaughn left tackle for 5 yards (tackle by Brandin Echols),,
3,12:23,2,5,TAM 42,10,17,"Tom Brady pass incomplete short middle intended for Rob Gronkowski. Penalty on Ryan Jensen: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",,
3,12:21,3,20,TAM 27,10,17,Tom Brady pass incomplete deep left intended for Mike Evans,,
3,12:15,4,20,TAM 27,10,17,"Sterling Hofrichter punts 39 yards, fair catch by Braxton Berrios at NYJ-34",,
3,12:08,1,10,NYJ 34,10,17,Austin Walter right guard for 9 yards (tackle by Carlton Davis),,
3,11:35,2,1,NYJ 43,10,17,Austin Walter left guard for no gain (tackle by Antoine Winfield),,
3,10:56,3,1,NYJ 43,10,17,Zach Wilson pass complete short middle to Braxton Berrios for 2 yards (tackle by Kevin Minter),,
3,10:13,1,10,NYJ 45,10,17,Austin Walter right end for -1 yards (tackle by Carlton Davis and Kevin Minter),,
3,9:32,2,11,NYJ 44,10,17,Zach Wilson pass complete short left to Ty Johnson for 23 yards (tackle by Jamel Dean),,
3,8:52,1,10,TAM 33,10,17,Zach Wilson pass complete short middle to Braxton Berrios for 11 yards (tackle by Jamel Dean),,
3,8:09,1,10,TAM 22,10,17,Zach Wilson pass complete deep right to Keelan Cole for 21 yards (tackle by Pierre Desir),,
3,7:47,1,1,TAM 1,10,17,Zach Wilson up the middle for no gain (tackle by William Gholston and Rakeem Nunez-Roches),,
3,7:03,2,1,TAM 1,10,23,"Ty Johnson up the middle for 1 yard, touchdown",,
3,6:56,,,TAM 15,10,24,Eddy Pineiro kicks extra point good,,
3,6:56,,,NYJ 35,10,24,"Braden Mann kicks off 65 yards, touchback.",,
3,6:56,1,10,TAM 25,10,24,Tom Brady pass complete short left to Ke'Shawn Vaughn for 8 yards (tackle by Will Parks),,
3,6:17,2,2,TAM 33,10,24,"Ke'Shawn Vaughn up the middle for -4 yards (tackle by Folorunso Fatukasi). Penalty on Ali Marpet: Unnecessary Roughness / Offense, 14 yards (accepted)",,
3,5:58,3,20,TAM 15,10,24,Tom Brady pass complete deep right to Cyril Grayson for 20 yards,,
3,5:29,1,10,TAM 35,10,24,Le'Veon Bell right tackle for 1 yard (tackle by Bryce Hall and Quincy Williams),,
3,4:49,2,9,TAM 36,10,24,Tom Brady pass complete short right to Rob Gronkowski for 14 yards (tackle by C.J. Mosley),,
3,4:05,1,10,TAM 50,10,24,Le'Veon Bell up the middle for 2 yards (tackle by Tim Ward and C.J. Mosley),,
3,3:26,2,8,NYJ 48,10,24,Tom Brady pass complete short left to Cameron Brate for 1 yard (tackle by Michael Carter),,
3,2:45,3,7,NYJ 47,10,24,Tom Brady pass complete short middle to Mike Evans for 8 yards (tackle by Bryce Hall),,
3,2:08,1,10,NYJ 39,10,24,Tom Brady pass complete deep right to Breshad Perriman for 32 yards (tackle by Brandin Echols),,
3,1:26,1,7,NYJ 7,10,24,Tom Brady pass incomplete short left intended for Breshad Perriman,,
3,1:17,2,7,NYJ 7,10,24,Ke'Shawn Vaughn right guard for 3 yards (tackle by Folorunso Fatukasi),,
3,0:37,3,4,NYJ 4,10,24,Tom Brady pass incomplete short middle intended for Rob Gronkowski,,
3,0:33,4,4,NYJ 4,16,24,"Tom Brady pass complete short left to Cameron Brate for 4 yards, touchdown",,
3,0:29,,,NYJ 15,17,24,Ryan Succop kicks extra point good,,
3,0:29,,,TAM 35,17,24,"Sterling Hofrichter kicks off 60 yards, returned by Keelan Cole for 25 yards (tackle by Sterling Hofrichter)",,
3,0:23,1,10,NYJ 30,17,24,Austin Walter left end for no gain (tackle by Devin White),,
Quarter,Time,Down,ToGo,Location,TAM,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NYJ 30,17,24,Zach Wilson pass incomplete intended for Ty Johnson,,
4,14:55,3,10,NYJ 30,17,24,Zach Wilson sacked by Anthony Nelson for -10 yards,,
4,14:14,4,20,NYJ 20,17,24,"Braden Mann punts 46 yards, returned by Kenjon Barner for 3 yards (tackle by Thomas Hennessy and Hamsah Nasirildeen)",,
4,14:00,1,10,TAM 37,17,24,Tom Brady pass complete short left to Breshad Perriman for 9 yards (tackle by Brandin Echols),,
4,13:31,2,1,TAM 46,17,24,Ke'Shawn Vaughn left guard for 11 yards (tackle by Elijah Riley and Ashtyn Davis),,
4,13:00,1,10,NYJ 43,17,24,Ke'Shawn Vaughn left guard for 4 yards (tackle by C.J. Mosley and Michael Carter),,
4,12:24,2,6,NYJ 39,17,24,Tom Brady pass incomplete deep right intended for Mike Evans (defended by Bryce Hall),,
4,12:16,3,6,NYJ 39,17,24,Tom Brady pass incomplete deep right intended for Cyril Grayson,,
4,12:11,4,6,NYJ 39,17,24,"Sterling Hofrichter punts 30 yards, fair catch by Braxton Berrios at NYJ-9",,
4,12:05,1,10,NYJ 9,17,24,Austin Walter right tackle for no gain (tackle by Joe Tryon-Shoyinka and Rakeem Nunez-Roches),,
4,11:31,2,10,NYJ 9,17,24,Zach Wilson pass incomplete short right intended for Keelan Cole,,
4,11:28,3,10,NYJ 9,17,24,Zach Wilson pass incomplete short left intended for Braxton Berrios,,
4,11:22,4,10,NYJ 9,17,24,Braden Mann punts 38 yards out of bounds,,
4,11:15,1,10,NYJ 47,17,24,Tom Brady pass complete short left to Rob Gronkowski for 21 yards (tackle by Jason Pinnock and Hamsah Nasirildeen),,
4,10:44,1,10,NYJ 26,17,24,Ke'Shawn Vaughn left end for no gain (tackle by C.J. Mosley),,
4,10:03,2,10,NYJ 26,17,24,Tom Brady pass complete short left to Le'Veon Bell for 3 yards (tackle by Bryce Hall),,
4,9:19,3,7,NYJ 23,17,24,Tom Brady pass complete short left to Le'Veon Bell for 12 yards (tackle by C.J. Mosley),,
4,8:32,1,10,NYJ 11,17,24,Le'Veon Bell up the middle for 2 yards (tackle by Folorunso Fatukasi and Quincy Williams),,
4,7:53,2,8,NYJ 9,17,24,Tom Brady pass incomplete short middle intended for Cameron Brate,,
4,7:43,3,8,NYJ 9,17,24,Tom Brady pass incomplete short middle intended for Tyler Johnson,,
4,7:39,4,8,NYJ 9,20,24,Ryan Succop 27 yard field goal good,,
4,7:36,,,TAM 35,20,24,"Sterling Hofrichter kicks off 65 yards, touchback.",,
4,7:36,1,10,NYJ 25,20,24,Zach Wilson pass complete short middle to Keelan Cole for 14 yards (tackle by Jordan Whitehead),,
4,6:56,1,10,NYJ 39,20,24,Zach Wilson pass incomplete short right intended for Braxton Berrios,,
4,6:50,2,10,NYJ 39,20,24,Braxton Berrios left end for 11 yards (tackle by Antoine Winfield),,
4,6:06,1,10,NYJ 50,20,24,Austin Walter left tackle for 7 yards (tackle by Ndamukong Suh),,
4,5:18,2,3,TAM 43,20,24,Austin Walter right tackle for 2 yards (tackle by Anthony Nelson),,
4,4:36,3,1,TAM 41,20,24,Austin Walter up the middle for 4 yards (tackle by Antoine Winfield),,
4,3:56,1,10,TAM 37,20,24,Ty Johnson right tackle for 22 yards (tackle by Antoine Winfield),,
4,3:15,1,10,TAM 15,20,24,Ty Johnson right tackle for -1 yards (tackle by Steve McLendon),,
4,3:07,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,3:07,2,11,TAM 16,20,24,Austin Walter left tackle for 5 yards (tackle by Ndamukong Suh),,
4,2:56,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,2:56,3,6,TAM 11,20,24,Zach Wilson pass complete short right to Braxton Berrios for 4 yards (tackle by Carlton Davis),,
4,2:17,,,,,,Timeout #1 by New York Jets,,
4,2:17,4,2,TAM 7,20,24,Zach Wilson up the middle for no gain (tackle by Joe Tryon-Shoyinka and Antoine Winfield),,
4,2:12,1,10,TAM 7,20,24,Tom Brady pass complete short middle to Tyler Johnson for 8 yards (tackle by Michael Carter),,
4,2:00,2,2,TAM 15,20,24,Tom Brady pass complete short middle to Cyril Grayson for 3 yards (tackle by Michael Carter),,
4,1:46,1,10,TAM 18,20,24,Tom Brady pass incomplete short right intended for Cyril Grayson (defended by Bryce Hall),,
4,1:41,2,10,TAM 18,20,24,Tom Brady pass complete short right to Cyril Grayson for 6 yards (tackle by Elijah Riley and Quincy Williams),,
4,1:24,3,4,TAM 24,20,24,Tom Brady pass complete short left to Tyler Johnson for 6 yards (tackle by C.J. Mosley),,
4,1:06,1,10,TAM 30,20,24,Tom Brady pass incomplete deep right intended for Tyler Johnson,,
4,0:59,2,10,TAM 30,20,24,Tom Brady pass complete deep right to Tyler Johnson for 27 yards (tackle by C.J. Mosley),,
4,0:41,1,10,NYJ 43,20,24,Tom Brady pass complete short right to Cyril Grayson for 10 yards (tackle by Bryce Hall),,
4,0:21,1,10,NYJ 33,26,24,"Tom Brady pass complete deep right to Cyril Grayson for 33 yards, touchdown",,
4,0:15,,,NYJ 2,28,24,"Two Point Attempt: Le'Veon Bell rushes, conversion succeeds.",,
4,0:15,,,TAM 35,28,24,"Sterling Hofrichter kicks off 63 yards, returned by Braxton Berrios for 28 yards (tackle by Ross Cockrell)",,
4,0:09,1,10,NYJ 30,28,24,Zach Wilson pass incomplete short right,,
4,0:03,2,10,NYJ 30,28,24,"Zach Wilson pass complete short left to Braxton Berrios for 10 yards. Braxton Berrios fumbles (forced by Ross Cockrell), recovered by Anthony Nelson at 50 (tackle by Ross Cockrell)",,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
