Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
David Quessenberry,G,73,100%,0,0%,4,14%
Blake Brandel,G,73,100%,0,0%,4,14%
Christian Darrisaw,T,73,100%,0,0%,4,14%
Nick Mullens,QB,73,100%,0,0%,0,0%
Garrett Bradbury,C,73,100%,0,0%,0,0%
Dalton Risner,G,71,97%,0,0%,4,14%
Jordan Addison,WR,68,93%,0,0%,0,0%
Justin Jefferson,WR,68,93%,0,0%,0,0%
Johnny Mundt,TE,55,75%,0,0%,10,36%
K.J. Osborn,WR,41,56%,0,0%,0,0%
Josh Oliver,TE,39,53%,0,0%,10,36%
Ty Chandler,RB,39,53%,0,0%,0,0%
Alexander Mattison,RB,23,32%,0,0%,0,0%
C.J. Ham,FB,20,27%,0,0%,17,61%
Brandon Powell,WR,9,12%,0,0%,5,18%
Nick Muse,TE,2,3%,0,0%,16,57%
Chris Reed,G,2,3%,0,0%,0,0%
Lucky Jackson,WR,1,1%,0,0%,12,43%
Josh Metellus,SS,0,0%,57,100%,7,25%
Camryn Bynum,FS,0,0%,57,100%,5,18%
Patrick Jones II,LB,0,0%,54,95%,11,39%
Harrison Smith,SS,0,0%,53,93%,0,0%
Danielle Hunter,LB,0,0%,49,86%,0,0%
Harrison Phillips,DT,0,0%,48,84%,0,0%
Jordan Hicks,LB,0,0%,45,79%,7,25%
Jonathan Bullard,DE,0,0%,44,77%,0,0%
Khyiris Tonga,NT,0,0%,36,63%,7,25%
Andrew Booth,CB,0,0%,32,56%,11,39%
Joejuan Williams,CB,0,0%,31,54%,0,0%
Akayleb Evans,CB,0,0%,27,47%,0,0%
T.J. Smith,DT,0,0%,18,32%,7,25%
Ivan Pace,LB,0,0%,17,30%,23,82%
Anthony Barr,LB,0,0%,15,26%,5,18%
Sheldon Day,DT,0,0%,12,21%,0,0%
Jaylin Williams,CB,0,0%,11,19%,10,36%
Jay Ward,FS,0,0%,10,18%,22,79%
Andre Carter II,LB,0,0%,10,18%,8,29%
Brian Asamoah,LB,0,0%,0,0%,19,68%
Nick Vigil,LB,0,0%,0,0%,17,61%
Lewis Cine,FS,0,0%,0,0%,14,50%
Kene Nwangwu,RB,0,0%,0,0%,13,46%
Ryan Wright,P,0,0%,0,0%,8,29%
Greg Joseph,K,0,0%,0,0%,8,29%
Andrew DePaola,LS,0,0%,0,0%,8,29%
NaJee Thompson,CB,0,0%,0,0%,4,14%
Austin Schlottmann,C,0,0%,0,0%,4,14%
Hakeem Adeniji,G,0,0%,0,0%,4,14%
