Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
2,5:12,3,8,CIN 20,13,14,Andy Dalton pass incomplete short right,-0.910,-2.030
2,5:07,4,8,CIN 20,13,14,"Kevin Huber punts 36 yards, returned by Dontrell Hilliard for 10 yards (tackle by Tony McRae and Cethan Carter)",-2.030,-2.520
2,4:58,1,10,CIN 46,13,14,Baker Mayfield sacked by Carl Lawson for -5 yards,2.520,1.300
2,4:14,2,15,CLE 49,13,14,Baker Mayfield pass incomplete deep left intended for Odell Beckham,1.300,0.630
2,4:08,3,15,CLE 49,13,14,Baker Mayfield pass incomplete deep middle intended for Odell Beckham (defended by Jessie Bates),0.630,-0.130
2,4:03,4,15,CLE 49,13,14,Jamie Gillan punts 29 yards out of bounds,-0.130,-0.410
2,3:56,1,10,CIN 22,13,14,Andy Dalton pass complete short left to Alex Erickson for 12 yards (tackle by Mack Wilson and Damarious Randall),0.410,1.200
2,3:14,1,10,CIN 34,13,14,Joe Mixon left end for 10 yards (tackle by Juston Burris),1.200,1.860
2,2:32,1,10,CIN 44,13,14,Tyler Boyd left end for 7 yards (tackle by Juston Burris),1.860,2.260
2,2:00,2,3,CLE 49,13,14,Andy Dalton pass incomplete deep left intended for Joe Mixon (defended by Mack Wilson),2.260,1.550
2,1:55,,,,,,Timeout #1 by Cincinnati Bengals,,
2,1:55,3,3,CLE 49,13,14,Andy Dalton pass incomplete short left intended for Alex Erickson,1.550,0.000
2,1:51,4,3,CLE 49,13,14,"Kevin Huber punts 47 yards, returned by Dontrell Hilliard for 6 yards (tackle by LaRoy Reynolds)",0.000,0.380
2,1:39,1,10,CLE 8,13,14,Kareem Hunt right guard for 7 yards (tackle by Geno Atkins and Jessie Bates),-0.380,-0.210
2,1:20,2,3,CLE 15,13,14,"Penalty on Odell Beckham: False Start, 5 yards (no play)",-0.210,-0.630
2,1:20,2,8,CLE 10,13,14,Kareem Hunt left guard for 3 yards (tackle by Andrew Brown and Darqueze Dennard),-0.630,-0.840
2,1:15,,,,,,Timeout #2 by Cincinnati Bengals,,
2,1:15,3,5,CLE 13,13,14,Baker Mayfield pass incomplete short left intended for Damion Ratley,-0.840,-2.490
2,1:11,4,5,CLE 13,13,14,"Jamie Gillan punts 54 yards, returned by Darius Phillips for no gain (tackle by Dontrell Hilliard and Adarius Taylor). Penalty on Stanley Morgan: Face Mask (15 Yards), 15 yards",-2.490,-0.040
2,1:01,1,10,CIN 18,13,14,Andy Dalton pass complete short left to Alex Erickson for 11 yards (tackle by T.J. Carrie),0.040,0.870
2,0:54,1,10,CIN 29,13,14,"Andy Dalton pass complete short left to Giovani Bernard for no gain (tackle by Joe Schobert). Penalty on Greedy Williams: Defensive Holding, 5 yards (no play)",0.870,1.200
2,0:48,1,10,CIN 34,13,14,Andy Dalton pass incomplete deep right intended for Auden Tate,1.200,0.660
2,0:43,2,10,CIN 34,13,14,"Andy Dalton pass complete short left to Giovani Bernard for 5 yards. Penalty on Auden Tate: Illegal Blindside Block, 15 yards",0.660,-0.690
2,0:37,2,20,CIN 24,13,14,Andy Dalton pass incomplete deep left intended for Alex Erickson,-0.690,-1.350
2,0:31,3,20,CIN 24,13,14,Andy Dalton pass complete short left to Tyler Eifert for 15 yards (tackle by T.J. Carrie and Juston Burris),-1.350,-0.780
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,13,14,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CLE 25,13,14,Kareem Hunt left guard for 6 yards (tackle by Nick Vigil and Shawn Williams),0.610,0.870
3,14:22,2,4,CLE 31,13,14,Nick Chubb left guard for 2 yards (tackle by Carlos Dunlap),0.870,0.430
3,13:35,3,2,CLE 33,13,14,Nick Chubb left guard for 7 yards (tackle by Germaine Pratt),0.430,1.600
3,12:55,1,10,CLE 40,13,14,Nick Chubb right guard for 57 yards (tackle by William Jackson). Penalty on Andrew Brown: Defensive Offside (Declined),1.600,6.510
3,12:17,1,3,CIN 3,13,14,Baker Mayfield pass incomplete short right intended for David Njoku,6.510,5.530
3,12:14,2,3,CIN 3,13,20,"Kareem Hunt left tackle for 3 yards, touchdown",5.530,7.000
3,12:10,,,CIN 15,13,21,Austin Seibert kicks extra point good,0.000,0.000
3,12:10,,,CLE 35,13,21,"Austin Seibert kicks off 63 yards, returned by Darius Phillips for 26 yards (tackle by Damion Ratley). Penalty on Darius Phillips: Face Mask (15 Yards), 14 yards",0.000,-0.280
3,12:03,1,10,CIN 14,13,21,"Andy Dalton pass complete short right to Alex Erickson for 8 yards (tackle by T.J. Carrie). Alex Erickson fumbles (forced by T.J. Carrie), recovered by Alex Erickson at CIN-22",-0.280,0.420
3,11:32,2,2,CIN 22,13,21,Joe Mixon left guard for 6 yards (tackle by Larry Ogunjobi),0.420,0.810
3,10:53,1,10,CIN 28,13,21,Andy Dalton pass complete short right to C.J. Uzomah for 4 yards (tackle by Damarious Randall),0.810,0.800
3,10:10,2,6,CIN 32,13,21,Joe Mixon right tackle for 8 yards (tackle by Sheldon Richardson),0.800,1.600
3,9:31,1,10,CIN 40,13,21,Andy Dalton pass complete short right to John Ross for 4 yards,1.600,1.590
3,8:53,2,6,CIN 44,13,21,Andy Dalton pass complete short right to Auden Tate for 16 yards (tackle by Sheldrick Redwine),1.590,2.920
3,8:21,1,10,CLE 40,13,21,Andy Dalton pass complete short left to Joe Mixon for 9 yards (tackle by Sheldon Richardson),2.920,3.590
3,7:42,2,1,CLE 31,13,21,Joe Mixon left guard for 19 yards (tackle by Denzel Ward),3.590,4.780
3,6:55,1,10,CLE 12,13,21,Andy Dalton right end for 3 yards (tackle by Sione Takitaki),4.780,4.640
3,6:21,2,7,CLE 9,13,21,Joe Mixon right guard for 6 yards (tackle by Joe Schobert),4.640,5.060
3,5:57,3,1,CLE 3,13,21,Andy Dalton pass incomplete short right intended for C.J. Uzomah (defended by Sheldrick Redwine),5.060,3.060
3,5:52,,,,,,Timeout #1 by Cincinnati Bengals,,
3,5:52,4,1,CLE 3,13,21,Joe Mixon right guard for 1 yard (tackle by Joe Schobert and Denzel Ward),3.060,6.740
3,5:34,1,2,CLE 2,13,21,Andy Dalton sacked by and Larry Ogunjobi for -8 yards and Bryan Cox for -8 yards,6.740,4.190
3,4:50,2,10,CLE 10,13,21,Andy Dalton pass incomplete short right intended for Giovani Bernard,4.190,3.130
3,4:47,3,10,CLE 10,13,21,Andy Dalton pass incomplete short left intended for Stanley Morgan,3.130,2.760
3,4:43,4,10,CLE 10,16,21,Randy Bullock 28 yard field goal good,2.760,3.000
3,4:39,,,CIN 35,16,21,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,4:39,1,10,CLE 25,16,21,Nick Chubb left guard for no gain (tackle by Shawn Williams and Carl Lawson),0.610,0.060
3,3:58,2,10,CLE 25,16,21,Baker Mayfield pass complete short left to Kareem Hunt for 11 yards (tackle by Carlos Dunlap),0.060,1.330
3,3:13,1,10,CLE 36,16,21,Nick Chubb left tackle for 11 yards (tackle by Carl Lawson),1.330,2.060
3,2:26,1,10,CLE 47,16,21,Nick Chubb left guard for 11 yards (tackle by Shawn Williams),2.060,2.790
3,1:43,1,10,CIN 42,16,21,Kareem Hunt right end for 4 yards (tackle by Shawn Williams),2.790,2.780
3,1:00,2,6,CIN 38,16,21,Nick Chubb left tackle for 3 yards (tackle by Anthony Zettel and Germaine Pratt),2.780,2.480
3,0:23,3,3,CIN 35,16,21,Baker Mayfield pass incomplete short left intended for Stephen Carlson (defended by Carlos Dunlap),2.480,0.990
3,0:20,4,3,CIN 35,16,24,Austin Seibert 53 yard field goal good,0.990,3.000
3,0:16,,,CLE 35,16,24,"Austin Seibert kicks off 69 yards, returned by Darius Phillips for 28 yards (tackle by KhaDarel Hodge)",0.000,0.540
3,0:11,1,10,CIN 24,16,24,Joe Mixon left guard for 4 yards (tackle by Larry Ogunjobi and Sheldon Richardson),0.540,0.540
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CIN 28,16,24,Andy Dalton pass complete short left to Alex Erickson for 8 yards (tackle by Denzel Ward),0.540,1.330
4,14:24,1,10,CIN 36,16,24,Joe Mixon right guard for 6 yards (tackle by Damarious Randall),1.330,1.600
4,13:40,2,4,CIN 42,16,24,Joe Mixon right guard for 2 yards (tackle by Sheldrick Redwine),1.600,1.160
4,12:57,3,2,CIN 44,16,24,Andy Dalton up the middle for 6 yards (tackle by Mack Wilson),1.160,2.260
4,12:20,1,10,CIN 50,16,24,Joe Mixon left guard for 8 yards (tackle by Sheldrick Redwine and Joe Schobert),2.260,2.790
4,11:42,2,2,CLE 42,16,24,"Joe Mixon left tackle for 17 yards (tackle by Denzel Ward). Penalty on John Ross: Offensive Holding, 10 yards",2.790,3.250
4,11:16,1,10,CLE 35,16,24,Giovani Bernard right guard for 4 yards (tackle by Joe Schobert and Sheldon Richardson),3.250,3.240
4,10:40,2,6,CLE 31,16,24,Andy Dalton pass incomplete short left intended for John Ross,3.240,2.540
4,10:36,3,6,CLE 31,16,24,Andy Dalton pass complete short left to Tyler Boyd for 8 yards (tackle by Greedy Williams),2.540,4.040
4,9:59,1,10,CLE 23,16,24,Andy Dalton pass complete short left to Tyler Eifert for 9 yards (tackle by Greedy Williams),4.040,4.950
4,9:23,2,1,CLE 14,16,24,Joe Mixon left tackle for 7 yards (tackle by Brandin Bryant and Chad Thomas),4.950,5.600
4,8:44,1,7,CLE 7,16,24,Joe Mixon right guard for 1 yard (tackle by Joe Schobert),5.600,4.950
4,8:05,2,6,CLE 6,16,24,Joe Mixon right guard for 2 yards (tackle by Eli Ankou),4.950,4.490
4,7:23,3,4,CLE 4,16,24,Andy Dalton pass incomplete short middle,4.490,3.030
4,7:20,4,4,CLE 4,16,24,Andy Dalton up the middle for 2 yards (tackle by T.J. Carrie and Porter Gustin),3.030,0.380
4,7:14,1,10,CLE 2,16,24,Nick Chubb left guard for no gain (tackle by Josh Tupou),-0.380,-0.780
4,6:34,2,10,CLE 2,16,24,Baker Mayfield pass complete short left to Nick Chubb for 11 yards (tackle by Darqueze Dennard),-0.780,-0.320
4,5:55,1,10,CLE 13,16,24,Kareem Hunt right guard for 5 yards (tackle by Carlos Dunlap),-0.320,-0.140
4,5:10,2,5,CLE 18,16,24,Baker Mayfield pass incomplete deep right intended for Jarvis Landry (defended by Jessie Bates),-0.140,-0.830
4,5:05,3,5,CLE 18,16,24,"Baker Mayfield pass short left (defended by William Jackson) is intercepted by Jessie Bates at CLE-24 and returned for 8 yards. Penalty on William Jackson: Defensive Pass Interference, 5 yards (no play)",-0.830,0.480
4,4:58,1,10,CLE 23,16,24,Nick Chubb left tackle for 2 yards (tackle by Germaine Pratt),0.480,0.200
4,4:17,2,8,CLE 25,16,24,Baker Mayfield pass incomplete short right intended for Jarvis Landry (defended by Carlos Dunlap),0.200,-0.490
4,4:12,3,8,CLE 25,16,24,Baker Mayfield pass complete short middle to Ricky Seals-Jones for 22 yards (tackle by Jessie Bates),-0.490,2.060
4,4:04,1,10,CLE 47,16,24,Kareem Hunt left guard for 4 yards (tackle by Germaine Pratt),2.060,2.060
4,3:20,2,6,CIN 49,16,24,Kareem Hunt right guard for -4 yards (tackle by Carl Lawson),2.060,0.830
4,3:16,,,,,,Timeout #2 by Cincinnati Bengals,,
4,3:16,3,10,CLE 47,16,24,Baker Mayfield pass complete short left to Jarvis Landry for 34 yards (tackle by Greg Mabin),0.830,4.310
4,2:33,1,10,CIN 19,16,24,Nick Chubb left guard for 3 yards (tackle by Germaine Pratt and Renell Wren),4.310,4.180
4,2:00,2,7,CIN 16,16,24,Nick Chubb right guard for 2 yards (tackle by Shawn Williams). Penalty on Jarvis Landry: Illegal Crackback (Declined),4.180,3.760
4,1:54,3,5,CIN 14,16,24,Nick Chubb left tackle for 1 yard (tackle by Nick Vigil),3.760,2.640
4,1:09,,,,,,Timeout #2 by Cleveland Browns,,
4,1:09,4,4,CIN 13,16,27,Austin Seibert 31 yard field goal good,2.640,3.000
4,1:06,,,CLE 35,16,27,"Austin Seibert kicks off 66 yards, returned by Darius Phillips for 24 yards (tackle by KhaDarel Hodge)",0.000,0.480
4,1:01,1,10,CIN 23,16,27,Andy Dalton pass complete short left to Tyler Eifert for 8 yards (tackle by Joe Schobert),0.480,1.010
4,0:55,2,2,CIN 31,16,27,Andy Dalton pass complete short right to John Ross for 24 yards (tackle by Sheldrick Redwine),1.010,2.590
4,0:35,1,10,CLE 45,16,27,Andy Dalton spiked the ball,2.590,2.040
4,0:34,2,10,CLE 45,16,27,Andy Dalton pass complete short middle to Tyler Eifert for 17 yards (tackle by Mack Wilson),2.040,3.710
4,0:16,1,10,CLE 28,16,27,Andy Dalton spiked the ball,3.710,3.170
4,0:16,2,10,CLE 28,19,27,Randy Bullock 46 yard field goal good,3.170,3.000
4,0:12,,,,,,Timeout #3 by Cleveland Browns,,
4,0:12,,,CIN 35,19,27,"Randy Bullock kicks onside 10 yards, returned by T.J. Carrie for no gain",0.000,2.590
4,0:10,1,10,CIN 45,19,27,Garrett Gilbert kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
