0,1
Game Info,Game Info
Won Toss,Browns (deferred)
Roof,outdoors
Surface,grass
Duration,3:15
Attendance,67431
Weather,"48 degrees, relative humidity 58%, wind 16 mph"
Vegas Line,Cleveland Browns -6.5
Over/Under,43.0 (over)
