Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Charles Leno Jr.,T,81,100%,0,0%,4,14%
Andrew Wylie,T,81,100%,0,0%,4,14%
Chris Paul,G,81,100%,0,0%,4,14%
Samuel Cosmi,G,81,100%,0,0%,4,14%
Tyler Larsen,C,81,100%,0,0%,0,0%
Sam Howell,QB,81,100%,0,0%,0,0%
Terry McLaurin,WR,65,80%,0,0%,0,0%
Jahan Dotson,WR,64,79%,0,0%,0,0%
Brian Robinson Jr.,RB,63,78%,0,0%,0,0%
Logan Thomas,TE,57,70%,0,0%,0,0%
John Bates,TE,47,58%,0,0%,12,41%
Jamison Crowder,WR,24,30%,0,0%,7,24%
Byron Pringle,WR,21,26%,0,0%,18,62%
Dyami Brown,WR,21,26%,0,0%,10,34%
Chris Rodriguez,RB,16,20%,0,0%,14,48%
Curtis Samuel,WR,13,16%,0,0%,0,0%
Cole Turner,TE,11,14%,0,0%,4,14%
Derrick Gore,RB,3,4%,0,0%,1,3%
Kendall Fuller,CB,0,0%,55,100%,0,0%
Kamren Curl,SS,0,0%,55,100%,0,0%
Benjamin St-Juste,CB,0,0%,55,100%,0,0%
Jamin Davis,LB,0,0%,55,100%,0,0%
Percy Butler,FS,0,0%,54,98%,4,14%
Casey Toohill,DE,0,0%,46,84%,0,0%
Emmanuel Forbes,CB,0,0%,43,78%,0,0%
Daron Payne,DT,0,0%,40,73%,5,17%
Jonathan Allen,DT,0,0%,40,73%,0,0%
K.J. Henry,DE,0,0%,37,67%,5,17%
David Mayo,LB,0,0%,35,64%,5,17%
Andre Jones,DE,0,0%,26,47%,16,55%
John Ridgeway,DT,0,0%,20,36%,5,17%
Phidarian Mathis,DT,0,0%,16,29%,5,17%
Quan Martin,CB,0,0%,15,27%,24,83%
Khaleke Hudson,LB,0,0%,6,11%,25,86%
Danny Johnson,CB,0,0%,5,9%,5,17%
Terrell Burgess,FS,0,0%,1,2%,25,86%
Efe Obada,DE,0,0%,1,2%,0,0%
Christian Holmes,CB,0,0%,0,0%,24,83%
Joshua Pryor,DT,0,0%,0,0%,20,69%
De'Jon Harris,LB,0,0%,0,0%,20,69%
Jabril Cox,LB,0,0%,0,0%,20,69%
Joey Slye,K,0,0%,0,0%,9,31%
Tress Way,P,0,0%,0,0%,6,21%
Camaron Cheeseman,LS,0,0%,0,0%,6,21%
Cornelius Lucas,T,0,0%,0,0%,4,14%
Trenton Scott,T,0,0%,0,0%,4,14%
