Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
1,8:53,3,9,PIT 37,0,3,Ben Roethlisberger sacked by Haloti Ngata for -8 yards,0.230,-1.440
1,8:25,4,17,PIT 29,0,3,"Mitch Berger punts 42 yards, muffed catch by Jim Leonhard, recovered by Jim Leonhard and returned for no gain",-1.440,-0.740
1,8:16,1,10,BAL 27,0,3,Willis McGahee up the middle for 2 yards (tackle by James Harrison and James Farrior),0.740,0.470
1,7:45,2,8,BAL 29,0,3,Joe Flacco pass incomplete short middle intended for Le'Ron McClain,0.470,-0.230
1,7:36,3,8,BAL 29,0,3,Joe Flacco pass incomplete short left intended for Derrick Mason is intercepted by Deshea Townsend at BAL-37 and returned for 2 yards (tackle by Derrick Mason),-0.230,-3.250
1,7:30,1,10,BAL 35,0,3,Ben Roethlisberger pass incomplete deep right intended for Willie Parker,3.250,2.700
1,7:22,2,10,BAL 35,0,3,Ben Roethlisberger pass incomplete short left intended for Nate Washington,2.700,2.010
1,7:17,3,10,BAL 35,0,3,Ben Roethlisberger pass complete short left to Hines Ward for 11 yards (tackle by Frank Walker),2.010,3.970
1,6:33,1,10,BAL 24,0,3,Ben Roethlisberger pass incomplete deep right intended for Santonio Holmes (defended by Fabian Washington),3.970,3.430
,,,,,,,"BAL challenged the pass completion ruling, and the original play was overturned.",,
1,6:29,2,10,BAL 24,0,3,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes (defended by Frank Walker),3.430,2.740
1,6:24,3,10,BAL 24,0,3,Ben Roethlisberger pass incomplete deep left intended for Nate Washington,2.740,1.870
1,6:15,4,10,BAL 24,0,6,Jeff Reed 42 yard field goal good,1.870,3.000
1,,,,PIT 30,0,6,"Jeff Reed kicks off 63 yards, returned by Yamon Figurs for 18 yards (tackle by Anthony Madison)",0.000,0.610
1,6:06,1,10,BAL 25,0,6,Willis McGahee right guard for 4 yards (tackle by LaMarr Woodley and Casey Hampton),0.610,0.600
1,5:35,2,6,BAL 29,0,6,Joe Flacco pass incomplete deep left intended for Mark Clayton,0.600,-0.100
1,5:25,3,6,BAL 29,0,6,Joe Flacco pass incomplete deep right intended for Derrick Mason,-0.100,-1.440
1,5:18,4,6,BAL 29,0,6,"Sam Koch punts 52 yards, returned by Santonio Holmes for 9 yards (tackle by Marcus Smith). Penalty on Anthony Madison: Offensive Holding, 9 yards",-1.440,0.380
1,5:08,1,10,PIT 10,0,6,Willie Parker right guard for 4 yards (tackle by Brandon McKinney),-0.380,-0.460
1,4:47,2,6,PIT 14,0,6,Willie Parker up the middle for 1 yard (tackle by Jim Leonhard and Marques Douglas),-0.460,-0.840
1,3:46,3,5,PIT 15,0,6,Ben Roethlisberger pass complete deep left to Heath Miller for 18 yards (tackle by Ed Reed),-0.840,1.140
1,2:59,1,10,PIT 33,0,6,Ben Roethlisberger pass complete short right to Nate Washington for 8 yards (tackle by Jarret Johnson),1.140,1.670
1,2:20,2,2,PIT 41,0,6,"Willie Parker left guard for no gain (tackle by Ray Lewis). Willie Parker fumbles (forced by Ray Lewis), recovered by Jim Leonhard at PIT-43 (tackle by Nate Washington)",1.670,-2.720
1,2:15,1,10,PIT 43,0,6,Willis McGahee left end for 7 yards (tackle by Ike Taylor),2.720,3.120
1,1:59,2,3,PIT 36,0,6,Willis McGahee up the middle for 2 yards (tackle by James Farrior),3.120,2.680
1,1:20,,,,0,6,Timeout #1 by Baltimore Ravens,0.000,2.680
1,1:20,3,1,PIT 34,0,6,Willis McGahee right tackle for no gain (tackle by James Farrior and LaMarr Woodley),2.680,1.100
1,0:43,4,1,PIT 34,0,6,Joe Flacco up the middle for no gain (tackle by Casey Hampton and Troy Polamalu),1.100,-1.200
1,0:35,1,10,PIT 34,0,6,Willie Parker right guard for 2 yards (tackle by Haloti Ngata),1.200,0.930
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,PIT 36,0,6,Ben Roethlisberger pass complete short right to Hines Ward for -1 yards (tackle by Fabian Washington),0.930,0.100
2,14:16,3,9,PIT 35,0,12,"Ben Roethlisberger pass complete deep right to Santonio Holmes for 65 yards, touchdown",0.100,7.000
2,,,,BAL 2,0,13,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,0,13,"Jeff Reed kicks off 59 yards, returned by Yamon Figurs for 1 yard (tackle by Anthony Madison)",0.000,-0.350
2,13:53,1,10,BAL 12,0,13,Willis McGahee right end for 9 yards (tackle by LaMarr Woodley),-0.350,0.420
2,13:37,2,1,BAL 21,0,13,"Penalty on Jared Gaither: Offensive Offside, 4 yards (no play)",0.420,-0.230
2,13:23,2,5,BAL 17,0,13,Willis McGahee right end for 3 yards (tackle by LaMarr Woodley and James Farrior),-0.230,-0.480
2,12:43,3,2,BAL 20,0,13,Willis McGahee right guard for 4 yards (tackle by James Farrior),-0.480,0.540
2,12:06,1,10,BAL 24,0,13,"Ray Rice up the middle for 2 yards (tackle by LaMarr Woodley). Penalty on Willie Anderson: Illegal Formation, 5 yards (no play)",0.540,0.130
2,11:26,1,15,BAL 19,0,13,Joe Flacco pass incomplete short left intended for Mark Clayton (defended by LaMarr Woodley),0.130,-0.740
2,11:22,2,15,BAL 19,0,13,Joe Flacco pass complete short right to Ray Rice for 22 yards (tackle by Ryan Clark),-0.740,1.660
2,10:40,1,10,BAL 41,0,13,Willis McGahee right guard for 1 yard (tackle by James Farrior and Aaron Smith),1.660,1.260
2,9:59,2,9,BAL 42,0,13,Joe Flacco pass incomplete short right intended for Todd Heap,1.260,0.560
2,9:52,3,9,BAL 42,0,13,Joe Flacco pass complete short right to Mark Clayton for 15 yards (tackle by Ryan Clark),0.560,2.720
2,9:05,1,10,PIT 43,0,13,Willis McGahee right tackle for 3 yards (tackle by Nick Eason and Lawrence Timmons),2.720,2.580
2,8:22,2,7,PIT 40,0,13,Willis McGahee left guard for 1 yard (tackle by James Harrison and LaMarr Woodley),2.580,2.010
2,7:50,3,6,PIT 39,0,13,Joe Flacco sacked by Aaron Smith for -7 yards,2.010,0.200
2,7:17,4,13,PIT 46,0,13,"Sam Koch punts 36 yards, returned by Mewelde Moore for 1 yard (tackle by Nick Greisen)",0.200,0.370
2,7:06,1,10,PIT 11,0,13,Willie Parker right tackle for 2 yards (tackle by Justin Bannan),-0.370,-0.630
2,6:26,2,8,PIT 13,0,13,Willie Parker right tackle for 2 yards (tackle by Trevor Pryce),-0.630,-0.950
2,5:46,,,,0,13,Timeout #1 by Pittsburgh Steelers,0.000,-0.950
2,5:46,3,6,PIT 15,0,13,Ben Roethlisberger pass complete short right to Nate Washington for 8 yards (tackle by Fabian Washington),-0.950,0.480
,,,,,,,"BAL challenged the pass completion ruling, and the play was upheld.",,
2,5:07,1,10,PIT 23,0,13,Willie Parker left tackle for 5 yards (tackle by Justin Bannan and Marques Douglas),0.480,0.610
2,4:30,2,5,PIT 28,0,13,"Willie Parker up the middle for no gain (tackle by Haloti Ngata). Penalty on Chris Kemoeatu: Unnecessary Roughness, 14 yards",0.610,-2.340
2,4:03,3,19,PIT 14,0,13,Mewelde Moore left end for 6 yards (tackle by Frank Walker),-2.340,-2.030
2,3:51,4,13,PIT 20,0,13,"Mitch Berger punts 42 yards, returned by Jim Leonhard for 45 yards (tackle by Mitch Berger). Jim Leonhard fumbles, ball out of bounds at PIT-17",-2.030,-4.440
2,3:37,1,10,PIT 17,0,13,Joe Flacco pass incomplete deep left intended for Derrick Mason,4.440,3.850
2,3:32,2,10,PIT 17,0,13,Willis McGahee up the middle for 1 yard (tackle by James Farrior and Casey Hampton),3.850,3.190
2,2:48,3,9,PIT 16,0,13,"Joe Flacco pass incomplete deep right intended for Derrick Mason. Penalty on Bryant McFadden: Defensive Pass Interference, 13 yards (no play)",3.190,6.510
2,2:44,,,,0,13,Timeout #2 by Pittsburgh Steelers,0.000,6.510
2,2:44,1,3,PIT 3,6,13,"Willis McGahee left guard for 3 yards, touchdown",6.510,7.000
2,,,,PIT 2,7,13,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,7,13,"Steven Hauschka kicks off 68 yards, returned by Carey Davis for 19 yards (tackle by Marcus Smith)",0.000,0.340
2,2:35,1,10,PIT 21,7,13,Ben Roethlisberger pass incomplete short right intended for Mewelde Moore (defended by Trevor Pryce),0.340,-0.200
2,2:31,2,10,PIT 21,7,13,Ben Roethlisberger pass complete short right to Limas Sweed for 6 yards (tackle by Evan Oglesby),-0.200,-0.100
2,2:03,3,4,PIT 27,7,13,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Corey Ivy),-0.100,-1.570
2,2:01,4,4,PIT 27,7,13,"Mitch Berger punts 44 yards, returned by Jim Leonhard for 4 yards (tackle by Carey Davis)",-1.570,-1.140
2,1:51,1,10,BAL 33,7,13,Willis McGahee right guard for 2 yards (tackle by Brett Keisel and Aaron Smith),1.140,0.860
2,1:25,2,8,BAL 35,7,13,Joe Flacco pass incomplete short middle intended for Mark Clayton (defended by James Farrior),0.860,0.170
2,1:19,3,8,BAL 35,7,13,Joe Flacco pass incomplete deep right intended for Mark Clayton (defended by Tyrone Carter),0.170,-1.040
2,1:14,4,8,BAL 35,7,13,"Sam Koch punts 40 yards, returned by Santonio Holmes for 25 yards (tackle by Edgar Jones)",-1.040,-2.260
2,1:00,1,10,,7,13,Ben Roethlisberger pass incomplete deep left intended for Limas Sweed,2.260,0.000
2,,,,,7,13,--,0.000,1.710
2,0:53,2,10,,7,13,Ben Roethlisberger pass incomplete short right intended for Matt Spaeth,1.710,1.030
2,0:47,3,10,,7,13,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,1.030,-0.060
2,0:47,4,10,,7,13,"Mitch Berger punts 43 yards. Penalty on Edgar Jones: Roughing the Kicker, 15 yards (no play)",-0.060,3.250
2,0:34,1,10,BAL 35,7,13,Ben Roethlisberger pass complete short left to Heath Miller for 14 yards (tackle by Evan Oglesby),3.250,0.000
2,,,,,7,13,--,0.000,4.170
2,0:23,1,10,BAL 21,7,13,Ben Roethlisberger pass incomplete deep left intended for Heath Miller,4.170,3.630
2,0:16,2,10,BAL 21,7,13,Ben Roethlisberger pass complete short middle to Mewelde Moore for 9 yards (tackle by Bart Scott),3.630,4.490
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,7,13,"Jeff Reed kicks off 70 yards, returned by Ray Rice for 17 yards (tackle by Gary Russell)",0.000,-0.060
3,14:54,1,10,BAL 17,7,13,Willis McGahee right guard for 2 yards (tackle by James Harrison and Larry Foote),-0.060,-0.250
3,14:08,,,,7,13,Timeout #1 by Baltimore Ravens,0.000,-0.250
3,14:08,2,8,BAL 19,7,13,Joe Flacco pass complete short middle to Derrick Mason for 16 yards (tackle by Ryan Clark),-0.250,1.270
3,13:36,1,10,BAL 35,7,13,Joe Flacco left end for -8 yards (tackle by Troy Polamalu),1.270,-0.360
3,13:30,2,18,BAL 27,7,13,Joe Flacco pass complete short left to Ray Rice for 7 yards (tackle by Lawrence Timmons),-0.360,-0.100
3,12:24,3,11,BAL 34,7,13,Joe Flacco pass incomplete deep middle intended for Derrick Mason (defended by Troy Polamalu),-0.100,-1.110
3,12:18,4,11,BAL 34,7,13,"Sam Koch punts 46 yards, muffed catch by Santonio Holmes, ball out of bounds at PIT-20",-1.110,-0.280
3,12:10,1,10,PIT 20,7,13,Willie Parker up the middle for 2 yards (tackle by Bart Scott),0.280,0.000
3,11:26,2,8,PIT 22,7,13,Ben Roethlisberger pass complete short middle to Nate Washington for 5 yards (tackle by Bart Scott),0.000,-0.030
3,10:38,3,3,PIT 27,7,13,Ben Roethlisberger sacked by Marques Douglas for -7 yards,-0.030,-2.030
3,10:20,4,10,PIT 20,7,13,"Mitch Berger punts 51 yards, returned by Jim Leonhard for 10 yards (tackle by Andre Frazier)",-2.030,-1.530
3,10:10,1,10,BAL 39,7,13,Joe Flacco pass incomplete deep middle intended for Mark Clayton,1.530,0.990
3,10:03,2,10,BAL 39,7,13,Le'Ron McClain up the middle for 3 yards (tackle by James Harrison and Aaron Smith),0.990,0.700
3,9:20,3,7,BAL 42,7,13,Joe Flacco pass incomplete short right intended for Todd Heap,0.700,-0.590
3,9:16,4,7,BAL 42,7,13,"Sam Koch punts 38 yards, returned by Mewelde Moore for no gain",-0.590,-0.280
3,9:07,1,10,PIT 20,7,13,Willie Parker right guard for 1 yard (tackle by Haloti Ngata),0.280,-0.130
3,8:33,2,9,PIT 21,7,13,Ben Roethlisberger pass complete short left to Willie Parker for -2 yards (tackle by Bart Scott). Penalty on Justin Hartwig: Ineligible Downfield Pass (Declined),-0.130,-1.140
3,8:01,3,11,PIT 19,7,13,"Penalty on Trevor Pryce: Encroachment, 5 yards (no play)",-1.140,-0.430
3,7:43,3,6,PIT 24,7,13,Ben Roethlisberger pass complete short middle to Carey Davis for 20 yards (tackle by Haruki Nakamura),-0.430,1.860
3,6:59,1,10,PIT 44,7,13,Ben Roethlisberger sacked by Terrell Suggs for -14 yards,1.860,-0.570
3,6:21,2,24,PIT 30,7,13,Ben Roethlisberger pass complete deep left to Heath Miller for 30 yards (tackle by Ray Lewis). Penalty on Corey Ivy: Illegal Contact (Declined),-0.570,2.920
3,5:54,1,10,BAL 40,7,13,Willie Parker left end for 6 yards (tackle by Fabian Washington),2.920,3.180
3,5:23,2,4,BAL 34,7,13,Willie Parker right tackle for 5 yards (tackle by Justin Bannan and Ray Lewis),3.180,3.640
3,4:40,1,10,BAL 29,7,13,Willie Parker up the middle for no gain (tackle by Corey Ivy),3.640,3.100
3,3:55,2,10,BAL 29,7,13,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,3.100,2.410
3,3:49,3,10,BAL 29,7,13,Ben Roethlisberger pass incomplete deep right intended for Limas Sweed (defended by Frank Walker),2.410,1.500
3,3:43,4,10,BAL 29,7,16,Jeff Reed 46 yard field goal good,1.500,3.000
3,,,,PIT 30,7,16,"Jeff Reed kicks off 47 yards, returned by Daniel Wilcox for 14 yards (tackle by Sean McHugh)",0.000,1.400
3,3:33,1,10,BAL 37,7,16,Willis McGahee left tackle for 14 yards (tackle by Ryan Clark),1.400,2.320
3,2:48,1,10,PIT 49,7,16,Willis McGahee left end for no gain (tackle by James Harrison),2.320,1.780
3,2:23,2,10,PIT 49,7,16,Joe Flacco sacked by LaMarr Woodley for -4 yards,1.780,0.560
3,1:45,3,14,BAL 47,7,16,Joe Flacco pass complete short right to Todd Heap for 2 yards (tackle by Troy Polamalu),0.560,-0.130
3,1:05,4,12,BAL 49,7,16,"Sam Koch punts 39 yards, fair catch by Santonio Holmes",-0.130,0.350
3,0:58,1,10,PIT 12,7,16,Willie Parker left guard for 1 yard (tackle by Marques Douglas and Justin Bannan),-0.350,-0.700
3,0:18,2,9,PIT 13,7,16,Nate Washington left guard for 1 yard (tackle by Ray Lewis and Haloti Ngata),-0.700,-1.190
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,PIT 14,7,16,Ben Roethlisberger pass complete short middle to Limas Sweed for 14 yards (tackle by Frank Walker),-1.190,0.810
4,14:16,1,10,PIT 28,7,16,Willie Parker right tackle for 2 yards (tackle by Ray Lewis),0.810,0.530
4,13:37,2,8,PIT 30,7,16,Willie Parker up the middle for 7 yards (tackle by Jim Leonhard),0.530,0.760
4,12:52,3,1,PIT 37,7,16,Ben Roethlisberger pass incomplete short right intended for Nate Washington (defended by Ray Lewis),0.760,-0.910
4,12:48,4,1,PIT 37,7,16,Mitch Berger punts 21 yards,-0.910,-1.730
4,12:38,1,10,BAL 42,7,16,Mark Clayton right guard for 16 yards (tackle by Ryan Clark and James Harrison),1.730,2.790
4,11:59,1,10,PIT 42,7,16,"Joe Flacco pass incomplete short middle intended for Mark Clayton. Penalty on Jared Gaither: Offensive Holding, 10 yards (no play)",2.790,2.130
4,11:53,1,20,BAL 48,7,16,Joe Flacco pass complete short right to Mark Clayton for 3 yards (tackle by Troy Polamalu),2.130,1.300
4,11:06,2,17,PIT 49,7,16,Joe Flacco pass complete short left to Derrick Mason for 14 yards (tackle by Ike Taylor),1.300,2.480
4,10:46,3,3,PIT 35,7,16,Joe Flacco pass complete short right to Derrick Mason for 11 yards (tackle by Ryan Clark),2.480,3.970
4,10:11,1,10,PIT 24,7,16,Willis McGahee up the middle for 3 yards (tackle by Lawrence Timmons and Travis Kirschke),3.970,3.840
4,9:38,2,7,PIT 21,7,16,"Joe Flacco pass incomplete deep left intended for Marcus Smith. Penalty on Ike Taylor: Defensive Pass Interference, 20 yards (no play)",3.840,6.970
4,9:32,1,1,PIT 1,13,16,"Willis McGahee right end for 1 yard, touchdown",6.970,7.000
4,,,,PIT 2,14,16,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,14,16,"Steven Hauschka kicks off 54 yards, returned by Gary Russell for 25 yards (tackle by Evan Oglesby)",0.000,1.660
4,9:20,1,10,PIT 41,14,16,Willie Parker right guard for no gain (tackle by Ray Lewis),1.660,1.120
4,8:40,2,10,PIT 41,14,16,Willie Parker right guard for 2 yards (tackle by Jim Leonhard),1.120,0.700
4,7:55,3,8,PIT 43,14,16,"Penalty on Willie Colon: False Start, 6 yards (no play)",0.700,-0.100
4,7:28,3,14,PIT 37,14,16,Ben Roethlisberger sacked by Terrell Suggs for -3 yards,-0.100,-1.110
4,7:00,4,17,PIT 34,14,16,"Mitch Berger punts 38 yards. Penalty on Daren Stone: Unnecessary Roughness, 14 yards",-1.110,0.280
4,6:50,1,10,BAL 14,14,16,Willis McGahee left end for -2 yards (tackle by Ryan Clark),-0.280,-0.930
4,6:18,2,12,BAL 12,14,16,Joe Flacco pass complete deep left to Todd Heap for 20 yards (tackle by James Farrior),-0.930,1.070
4,6:00,1,10,BAL 32,14,16,Ray Rice up the middle for 2 yards (tackle by Casey Hampton),1.070,0.800
4,5:13,,,,14,16,Timeout #2 by Baltimore Ravens,0.000,0.800
4,5:13,2,8,BAL 34,14,16,Joe Flacco sacked by LaMarr Woodley for -5 yards,0.800,-0.560
4,4:39,3,13,BAL 29,14,22,"Joe Flacco pass incomplete short right intended for Derrick Mason is intercepted by Troy Polamalu at BAL-40 and returned for 40 yards, touchdown",-0.560,-7.000
4,,,,BAL 2,14,23,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,14,23,"Jeff Reed kicks off 61 yards, returned by Ray Rice for 14 yards (tackle by Ike Taylor)",0.000,0.480
4,4:18,1,10,BAL 23,14,23,Joe Flacco pass complete short left to Todd Heap for 4 yards (tackle by Deshea Townsend),0.480,0.470
4,3:39,2,6,BAL 27,14,23,"Joe Flacco pass complete short middle to Willis McGahee for 11 yards (tackle by Ryan Clark). Willis McGahee fumbles (forced by Ryan Clark), recovered by Lawrence Timmons at BAL-38 (tackle by Todd Heap)",0.470,-3.050
4,3:29,1,10,BAL 38,14,23,Willie Parker left tackle for 2 yards (tackle by Ed Reed),3.050,2.780
4,2:46,2,8,BAL 36,14,23,Willie Parker up the middle for -3 yards (tackle by Justin Bannan),2.780,1.680
4,2:01,,,,14,23,Timeout #1 by Pittsburgh Steelers,0.000,1.680
4,2:01,3,11,BAL 39,14,23,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes,1.680,0.660
4,1:56,4,11,BAL 39,14,23,"Mitch Berger punts 24 yards, returned by Jim Leonhard for 6 yards (tackle by Lawrence Timmons)",0.660,-0.340
4,1:48,1,10,BAL 21,14,23,Joe Flacco pass complete short right to Ray Rice for 14 yards (tackle by Lawrence Timmons),0.340,1.270
4,1:25,1,10,BAL 35,14,23,Joe Flacco pass incomplete short right intended for Mark Clayton (defended by Bryant McFadden),1.270,0.720
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:20,2,10,BAL 35,14,23,Joe Flacco pass incomplete short middle intended for Ray Rice is intercepted by Tyrone Carter at tm_-50 and returned for 5 yards (tackle by Ray Rice),0.720,-2.590
4,1:11,1,10,BAL 45,14,23,Ben Roethlisberger kneels for -1 yards,2.590,1.910
4,0:37,2,11,BAL 46,14,23,Ben Roethlisberger kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
