Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
1,5:43,3,12,SFO 12,6,7,"Craig Krenzel sacked by Brandon T. Moore for -8 yards. Craig Krenzel fumbles (forced by Brandon T. Moore), recovered by Dwaine Carpenter at SFO-20 and returned for 80 yards, touchdown",3.100,-7.000
1,,,,CHI 2,7,7,Todd Peterson kicks extra point good,0.000,0.000
1,,,,SFO 30,7,7,"Todd Peterson kicks off 62 yards, returned by Jerry Azumah for 19 yards (tackle by Jamal Robertson)",0.000,0.740
1,5:19,1,10,CHI 27,7,7,Anthony Thomas right guard for 6 yards (tackle by Tony Brown),0.740,1.010
1,4:43,2,4,CHI 33,7,7,Craig Krenzel pass complete to Bryan Johnson for 1 yard (tackle by Derek Smith),1.010,0.430
1,4:00,3,3,CHI 34,7,7,Anthony Thomas right end for 5 yards (tackle by Anthony Adams),0.430,1.530
1,3:22,1,10,CHI 39,7,7,Craig Krenzel pass incomplete intended for Bernard Berrian is intercepted by Ronnie Heard at SFO-40 and returned for 14 yards (tackle by John Tait),1.530,-2.520
1,3:11,1,10,CHI 46,7,7,Ken Dorsey pass complete to Brandon Lloyd for 13 yards (tackle by R.W. McQuarters),2.520,3.380
1,2:39,1,10,CHI 33,7,7,Kevan Barlow right tackle for 1 yard (tackle by Michael Green),3.380,2.970
1,2:00,2,9,CHI 32,7,7,Ken Dorsey sacked by Brian Urlacher for -2 yards,2.970,2.010
1,1:27,3,11,CHI 34,7,7,Ken Dorsey pass complete to Curtis Conway for 4 yards (tackle by Jerry Azumah),2.010,1.410
1,0:46,4,7,CHI 30,10,7,Todd Peterson 48 yard field goal good,1.410,3.000
1,,,,SFO 30,10,7,"Todd Peterson kicks off 61 yards, returned by Jerry Azumah for 25 yards (tackle by Dwaine Carpenter)",0.000,1.200
1,0:35,1,10,CHI 34,10,7,Anthony Thomas left end for 28 yards (tackle by Shawntae Spencer),1.200,3.050
Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 38,10,7,Craig Krenzel pass complete to Anthony Thomas for no gain,3.050,2.510
2,14:18,2,10,SFO 38,10,7,Anthony Thomas left tackle for 4 yards (tackle by Daleroy Stewart),2.510,2.340
2,13:35,3,6,SFO 34,10,7,Craig Krenzel pass incomplete intended for David Terrell,2.340,1.070
2,13:32,4,6,SFO 34,10,10,Paul Edinger 52 yard field goal good,1.070,3.000
2,,,,CHI 30,10,10,"Paul Edinger kicks off 51 yards, returned by Jamal Robertson for 10 yards (tackle by Adrian Peterson)",0.000,0.870
2,13:23,1,10,SFO 29,10,10,Ken Dorsey pass incomplete intended for Brandon Lloyd,0.870,0.330
2,13:19,2,10,SFO 29,10,10,Kevan Barlow left tackle for 5 yards (tackle by Alex Brown and Hunter Hillenmeyer),0.330,0.300
2,12:42,3,5,SFO 34,10,10,Ken Dorsey pass incomplete intended for Fred Beasley (defended by Michael Haynes),0.300,-1.110
2,12:36,4,5,SFO 34,10,10,"Andy Lee punts 34 yards, returned by R.W. McQuarters for 10 yards (tackle by Arnaz Battle)",-1.110,-1.730
2,12:26,1,10,CHI 42,10,10,Anthony Thomas left tackle for 4 yards (tackle by Derek Smith),1.730,1.730
2,11:47,2,6,CHI 46,10,10,Craig Krenzel pass incomplete intended for Bobby Wade,1.730,1.030
2,11:42,3,6,CHI 46,10,10,Craig Krenzel pass incomplete intended for Bobby Wade,1.030,-0.320
2,11:38,4,6,CHI 46,10,10,Brad Maynard punts 30 yards,-0.320,-0.540
2,11:30,1,10,SFO 24,10,10,Kevan Barlow left end for -4 yards (tackle by Jerry Azumah),0.540,-0.540
2,10:52,2,14,SFO 20,10,10,Ken Dorsey pass complete to Brandon Lloyd for 13 yards (tackle by R.W. McQuarters),-0.540,0.500
2,10:12,3,1,SFO 33,10,10,Ken Dorsey pass complete to Arnaz Battle for 20 yards (tackle by Jerry Azumah),0.500,2.460
2,9:25,1,10,CHI 47,10,10,Kevan Barlow right tackle for no gain (tackle by Lance Briggs),2.460,1.910
2,8:48,2,10,CHI 47,10,10,Ken Dorsey pass complete to Brandon Lloyd for 9 yards (tackle by Jerry Azumah),1.910,2.410
2,8:17,3,1,CHI 38,10,10,Fred Beasley right guard for 3 yards (tackle by Lance Briggs and Michael Green),2.410,3.250
2,7:43,1,10,CHI 35,10,10,Kevan Barlow left tackle for -1 yards (tackle by Alfonso Boone),3.250,2.570
2,7:04,2,11,CHI 36,10,10,Ken Dorsey right end for 3 yards (tackle by Alfonso Boone),2.570,2.280
2,6:30,3,8,CHI 33,10,10,Ken Dorsey pass incomplete intended for Terry Jackson,2.280,1.150
2,6:24,4,8,CHI 33,13,10,Todd Peterson 51 yard field goal good,1.150,3.000
2,,,,SFO 30,13,10,"Todd Peterson kicks off 66 yards, returned by Jerry Azumah for 73 yards (tackle by Tony Parrish)",0.000,4.040
2,6:08,1,10,SFO 23,13,10,"Penalty on Qasim Mitchell: False Start, 5 yards (no play)",4.040,3.710
2,6:08,1,15,SFO 28,13,10,Anthony Thomas right guard for -4 yards (tackle by Bryant Young),3.710,2.280
2,5:26,,,,13,10,Timeout #1 by Chicago Bears,0.000,2.280
2,5:26,2,19,SFO 32,13,10,Craig Krenzel pass incomplete intended for Bobby Wade,2.280,1.620
2,5:22,3,19,SFO 32,13,10,Craig Krenzel pass complete to Bryan Johnson for 5 yards (tackle by Jimmy Williams),1.620,1.670
2,4:40,4,14,SFO 27,13,13,Paul Edinger 45 yard field goal good,1.670,3.000
2,,,,CHI 30,13,13,"Paul Edinger kicks off 62 yards, returned by Jamal Robertson for 22 yards (tackle by Adrian Peterson). Jamal Robertson fumbles (forced by Adrian Peterson), recovered by Kevin Ware at SFO-30",0.000,0.940
2,4:26,1,10,SFO 30,13,13,Ken Dorsey pass complete to Kevan Barlow for 7 yards (tackle by Marcus Reese),0.940,1.340
2,3:50,2,3,SFO 37,13,13,Kevan Barlow left tackle for 8 yards (tackle by R.W. McQuarters),1.340,1.930
2,3:17,1,10,SFO 45,13,13,Ken Dorsey pass incomplete intended for Brandon Lloyd (defended by Brian Urlacher),1.930,1.380
2,3:11,,,,13,13,Timeout #1 by San Francisco 49ers,0.000,1.380
2,3:11,2,10,SFO 45,13,13,Ken Dorsey pass incomplete intended for Eric Johnson,1.380,0.700
2,3:08,3,10,SFO 45,13,13,Ken Dorsey pass incomplete intended for Fred Beasley,0.700,-0.390
2,3:04,4,10,SFO 45,13,13,"Andy Lee punts 55 yards, touchback",-0.390,-0.280
2,2:55,1,10,CHI 20,13,13,"Craig Krenzel pass complete to Bobby Wade for 16 yards (tackle by Jimmy Williams). Penalty on Bobby Wade: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
2,2:42,1,20,CHI 10,13,13,Anthony Thomas left tackle for no gain (tackle by Bryant Young and John Engelberger),-0.760,-1.510
2,2:00,2,20,CHI 10,13,13,Craig Krenzel pass complete to Anthony Thomas for 7 yards (tackle by Jamie Winborn),-1.510,-1.510
2,1:51,,,,13,13,Timeout #2 by San Francisco 49ers,0.000,-1.510
2,1:51,3,13,CHI 17,13,13,Craig Krenzel sacked by Jamie Winborn and John Engelberger for -7 yards,-1.510,-2.490
2,1:45,,,,13,13,Timeout #3 by San Francisco 49ers,0.000,-2.490
2,1:45,4,20,CHI 10,13,13,"Brad Maynard punts 42 yards, fair catch by Arnaz Battle",-2.490,-2.130
2,1:36,1,10,SFO 48,13,13,Ken Dorsey pass incomplete intended for Curtis Conway,2.130,1.580
2,1:32,2,10,SFO 48,13,13,Ken Dorsey pass complete to Terry Jackson for no gain,1.580,0.890
2,0:52,3,10,SFO 48,13,13,Ken Dorsey pass incomplete intended for Arnaz Battle,0.890,-0.190
2,0:47,4,10,SFO 48,13,13,"Andy Lee punts 34 yards, returned by R.W. McQuarters for 3 yards (tackle by Brandon T. Moore). Penalty on SFO: Illegal Formation, 5 yards (no play)",-0.190,-0.520
2,0:37,4,15,SFO 43,13,13,"Andy Lee punts 39 yards, returned by R.W. McQuarters for 23 yards (tackle by Aaron Walker)",-0.520,-1.660
2,0:25,1,10,CHI 41,13,13,Craig Krenzel pass incomplete intended for Justin Gage (defended by Joselio Hanson),1.660,1.120
2,0:18,2,10,CHI 41,13,13,Craig Krenzel left end for 10 yards (tackle by Jimmy Williams),1.120,0.000
2,,,,,13,13,--,0.000,2.320
2,0:10,1,10,SFO 49,13,13,Craig Krenzel pass complete to David Terrell for 14 yards (tackle by Jimmy Williams),2.320,3.250
2,0:04,,,,13,13,Timeout #2 by Chicago Bears,0.000,3.250
2,0:04,1,10,SFO 35,13,13,Paul Edinger 53 yard field goal no good,3.250,1.730
Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,13,13,"Todd Peterson kicks off 62 yards, returned by Jerry Azumah for 42 yards (tackle by Tony Parrish)",0.000,2.260
3,14:53,1,10,CHI 50,13,13,Craig Krenzel sacked by Bryant Young for -6 yards,2.260,0.900
3,14:19,2,16,CHI 44,13,13,"Anthony Thomas right end for -1 yards (tackle by Anthony Adams). Anthony Thomas fumbles (forced by Anthony Adams), recovered by Bryant Young at CHI-43 and returned for 4 yards (tackle by John Tait)",0.900,-2.980
3,14:11,1,10,CHI 39,13,13,"Kevan Barlow right guard for 5 yards (tackle by Jerry Azumah). Kevan Barlow fumbles (forced by Jerry Azumah), recovered by Michael Green at CHI-34",2.980,-1.200
3,14:00,1,10,CHI 34,13,13,Anthony Thomas left guard for 2 yards (tackle by Derek Smith and Tony Parrish),1.200,0.930
3,13:23,2,8,CHI 36,13,13,Craig Krenzel pass incomplete intended for Bryan Johnson,0.930,0.230
3,13:19,3,8,CHI 36,13,13,Craig Krenzel pass incomplete intended for David Terrell,0.230,-0.980
3,13:14,4,8,CHI 36,13,13,"Brad Maynard punts 44 yards, returned by Arnaz Battle for no gain",-0.980,-0.280
3,13:05,1,10,SFO 20,13,13,Ken Dorsey pass complete to Aaron Walker for 4 yards (tackle by Lance Briggs),0.280,0.270
3,12:32,2,6,SFO 24,13,13,Kevan Barlow left guard for 4 yards (tackle by Lance Briggs and Israel Idonije),0.270,0.100
3,11:53,3,2,SFO 28,13,13,Ken Dorsey sacked by Israel Idonije for -13 yards,0.100,-2.440
3,11:25,4,15,SFO 15,13,13,"Andy Lee punts 39 yards, returned by R.W. McQuarters for 7 yards (tackle by Brandon T. Moore). Penalty on Alfonso Marshall: Offensive Holding, 10 yards",-2.440,-1.800
3,11:13,1,10,CHI 43,13,13,"Anthony Thomas right guard for 2 yards (tackle by Tony Brown). Penalty on Rex Tucker: Offensive Holding, 10 yards (no play)",1.800,1.140
3,10:56,1,20,CHI 33,13,13,Craig Krenzel pass incomplete intended for Bobby Wade,1.140,-0.100
3,10:49,2,20,CHI 33,13,13,Bernard Berrian left end for 7 yards (tackle by Jamie Winborn),-0.100,0.170
3,10:21,,,,13,13,Timeout #1 by Chicago Bears,0.000,0.170
3,10:21,3,13,CHI 40,13,13,Craig Krenzel pass complete to Anthony Thomas for 9 yards (tackle by Tony Parrish),0.170,-0.130
3,9:41,4,4,CHI 49,13,13,"Brad Maynard punts 31 yards, returned by Arnaz Battle for 14 yards (tackle by Adrian Peterson)",-0.130,-1.200
3,9:30,1,10,SFO 34,13,13,Ken Dorsey right end for 2 yards (tackle by Brian Urlacher),1.200,0.930
3,9:03,2,8,SFO 36,13,13,Kevan Barlow right guard for 4 yards (tackle by Alex Brown and Brian Urlacher),0.930,0.760
3,8:22,3,4,SFO 40,13,13,Ken Dorsey pass incomplete intended for Arnaz Battle (defended by Alex Brown),0.760,-0.720
3,8:17,4,4,SFO 40,13,13,Andy Lee punts 34 yards,-0.720,-0.670
3,8:07,1,10,CHI 26,13,13,"Penalty on Dustin Lyman: False Start, 5 yards (no play)",0.670,0.340
3,8:07,1,15,CHI 21,13,13,Anthony Thomas right guard for -2 yards (tackle by Jeff Ulbrich),0.340,-0.870
3,7:20,2,17,CHI 19,13,13,"Craig Krenzel pass incomplete intended for Bernard Berrian. Penalty on Jimmy Williams: Illegal Contact, 5 yards (no play)",-0.870,0.540
3,7:14,1,10,CHI 24,13,13,Craig Krenzel pass complete to Desmond Clark for 21 yards (tackle by Bryant Young),0.540,1.930
3,6:26,1,10,CHI 45,13,13,Craig Krenzel sacked by Bryant Young for -9 yards,1.930,0.170
3,5:51,2,19,CHI 36,13,13,Anthony Thomas right tackle for 4 yards (tackle by Derek Smith),0.170,0.040
3,5:08,3,15,CHI 40,13,13,Craig Krenzel pass complete to Bobby Wade for 7 yards (tackle by Derek Smith),0.040,-0.260
3,4:32,4,8,CHI 47,13,13,"Brad Maynard punts 41 yards, fair catch by Arnaz Battle",-0.260,0.350
3,4:23,1,10,SFO 12,13,13,Kevan Barlow right guard for 4 yards (tackle by Michael Green),-0.350,-0.370
3,3:51,2,6,SFO 16,13,13,Kevan Barlow left end for 3 yards (tackle by Ian Scott and Hunter Hillenmeyer),-0.370,-0.600
3,3:13,3,3,SFO 19,13,13,Ken Dorsey pass incomplete intended for Cedrick Wilson (defended by Lance Briggs),-0.600,-2.140
3,3:09,4,3,SFO 19,13,13,"Andy Lee punts 34 yards, returned by R.W. McQuarters for 14 yards (tackle by Terry Jackson)",-2.140,-2.980
3,2:59,1,10,SFO 39,13,13,Anthony Thomas left tackle for 16 yards (tackle by Tony Parrish),2.980,4.040
3,2:16,1,10,SFO 23,13,13,Anthony Thomas right guard for -3 yards (tackle by Anthony Adams),4.040,3.090
3,1:34,2,13,SFO 26,13,13,Bobby Wade left end for 8 yards (tackle by Derek Smith and John Engelberger),3.090,3.490
3,0:43,3,5,SFO 18,13,13,"Anthony Thomas right guard for 5 yards (tackle by Tony Parrish). Penalty on Tony Brown: Defensive Offside, 5 yards (no play)",3.490,4.710
3,0:31,1,10,SFO 13,13,13,Anthony Thomas left guard for 3 yards (tackle by Bryant Young),4.710,4.580
Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SFO 10,13,13,Craig Krenzel pass incomplete intended for Desmond Clark (defended by Dwaine Carpenter),4.580,3.650
4,14:42,3,7,SFO 10,13,13,Craig Krenzel right tackle for 1 yard (tackle by Bryant Young),3.650,2.850
4,14:03,4,6,SFO 9,13,16,Paul Edinger 27 yard field goal good,2.850,3.000
4,,,,CHI 30,13,16,"Paul Edinger kicks off 60 yards, returned by Jamal Robertson for 36 yards (tackle by Paul Edinger). Penalty on Terry Jackson: Offensive Holding, 10 yards",0.000,1.270
4,13:50,1,10,SFO 35,13,16,Ken Dorsey pass complete to Fred Beasley for 3 yards (tackle by Lance Briggs),1.270,1.130
4,13:26,2,7,SFO 38,13,16,Kevan Barlow left tackle for 3 yards (tackle by Alex Brown),1.130,0.830
4,12:43,3,4,SFO 41,13,16,Kevan Barlow left guard for 16 yards (tackle by Todd Johnson),0.830,2.720
4,12:10,1,10,CHI 43,13,16,Ken Dorsey pass incomplete intended for Cedrick Wilson,2.720,2.180
4,12:04,2,10,CHI 43,13,16,"Ken Dorsey pass incomplete intended for Aaron Walker. Penalty on Michael Green: Defensive Pass Interference, 8 yards (no play)",2.180,3.250
4,12:00,1,10,CHI 35,13,16,Kevan Barlow left guard for 3 yards (tackle by Michael Green),3.250,3.110
4,11:23,2,7,CHI 32,13,16,Ken Dorsey pass incomplete intended for Brandon Lloyd,3.110,2.410
4,11:18,3,7,CHI 32,13,16,Ken Dorsey pass incomplete intended for Brandon Lloyd,2.410,1.240
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
4,11:15,4,7,CHI 32,13,16,Todd Peterson 50 yard field goal no good,1.240,-1.600
4,11:10,1,10,CHI 40,13,16,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",1.600,1.270
4,11:10,1,15,CHI 35,13,16,Anthony Thomas right guard for 7 yards (tackle by Tony Parrish and John Engelberger),1.270,1.320
4,10:27,2,8,CHI 42,13,16,Craig Krenzel pass complete to Bryan Johnson for -1 yards (tackle by Anthony Adams),1.320,0.500
4,9:56,,,,13,16,Timeout #2 by Chicago Bears,0.000,0.500
4,9:56,3,9,CHI 41,13,16,Craig Krenzel pass complete to Bobby Wade for 10 yards (tackle by Derek Smith),0.500,2.320
4,9:25,1,10,SFO 49,13,16,Anthony Thomas right tackle for -2 yards (tackle by Bryant Young),2.320,1.510
4,8:45,2,12,CHI 49,13,16,Anthony Thomas left end for -2 yards (tackle by Derek Smith),1.510,0.560
4,7:58,3,14,CHI 47,13,16,Craig Krenzel pass incomplete intended for Bernard Berrian,0.560,-0.260
4,7:52,4,14,CHI 47,13,16,"Brad Maynard punts 34 yards, returned by Arnaz Battle for 6 yards (tackle by Bryan Johnson)",-0.260,-0.610
4,7:43,1,10,SFO 25,13,16,Ken Dorsey pass complete to Brandon Lloyd for 18 yards (tackle by R.W. McQuarters),0.610,1.800
4,7:09,1,10,SFO 43,13,16,Kevan Barlow left guard for 1 yard (tackle by Michael Haynes),1.800,1.390
4,6:36,2,9,SFO 44,13,16,Ken Dorsey pass complete to Brandon Lloyd for 10 yards (tackle by R.W. McQuarters),1.390,2.520
4,5:56,1,10,CHI 46,13,16,Ken Dorsey pass complete to Kevan Barlow for 9 yards (tackle by Ian Scott),2.520,3.190
4,5:23,2,1,CHI 37,13,16,Kevan Barlow left guard for 1 yard (tackle by Lance Briggs),3.190,3.180
4,4:45,1,10,CHI 36,13,16,Ken Dorsey pass complete to Kevan Barlow for no gain,3.180,2.640
4,4:05,2,10,CHI 36,13,22,"Ken Dorsey pass incomplete intended for Brandon Lloyd is intercepted by Nathan Vasher at CHI-29 and returned for 71 yards, touchdown",2.640,-7.000
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
4,,,,SFO 2,13,23,Paul Edinger kicks extra point good,0.000,0.000
4,,,,CHI 30,13,23,"Paul Edinger kicks off 64 yards, returned by Jamal Robertson for 26 yards (tackle by Cameron Worrell)",0.000,1.070
4,3:45,1,10,SFO 32,13,23,Ken Dorsey pass incomplete intended for Eric Johnson (defended by Alex Brown),1.070,0.530
4,3:40,2,10,SFO 32,13,23,Ken Dorsey pass complete to Eric Johnson for 9 yards (tackle by Lance Briggs),0.530,1.030
4,3:34,3,1,SFO 41,13,23,Fred Beasley right tackle for no gain (tackle by Michael Green),1.030,-0.650
4,3:19,4,1,SFO 41,13,23,Kevan Barlow left end for 4 yards (tackle by Todd Johnson),-0.650,1.930
4,3:14,1,10,SFO 45,13,23,Ken Dorsey pass incomplete intended for Fred Beasley (defended by Michael Haynes),1.930,1.380
4,3:09,2,10,SFO 45,13,23,Ken Dorsey pass complete to Fred Beasley for -4 yards (tackle by Michael Green),1.380,0.170
4,2:42,3,14,SFO 41,13,23,Ken Dorsey pass incomplete intended for Cedrick Wilson (defended by R.W. McQuarters),0.170,-0.650
4,2:38,4,14,SFO 41,13,23,Ken Dorsey pass incomplete intended for Cedrick Wilson,-0.650,-2.850
4,2:34,1,10,SFO 41,13,23,Anthony Thomas right tackle for 5 yards (tackle by Derek Smith),2.850,2.980
4,2:00,2,5,SFO 36,13,23,Anthony Thomas left tackle for 4 yards (tackle by Shawntae Spencer),2.980,2.810
4,1:53,,,,13,23,Timeout #2 by San Francisco 49ers,0.000,2.810
4,1:53,3,1,SFO 32,13,23,Anthony Thomas right guard for no gain (tackle by Anthony Adams),2.810,1.310
4,1:48,,,,13,23,Timeout #3 by San Francisco 49ers,0.000,1.310
4,1:48,4,1,SFO 32,13,23,Anthony Thomas right tackle for 5 yards (tackle by Jeff Ulbrich),1.310,3.780
4,1:00,,,,13,23,Timeout #3 by Chicago Bears,0.000,3.780
4,0:59,1,10,SFO 27,13,23,Craig Krenzel kneels for -1 yards,3.780,3.100
4,0:23,2,11,SFO 28,13,23,Craig Krenzel kneels for -1 yards,3.100,2.280
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
