Quarter,Time,Tm,Detail,JAX,TEN
1.0,9:00,Titans,Adam Jones 83 yard interception return (Rob Bironas kick),0,7
,3:03,Jaguars,Maurice Jones-Drew 12 yard rush (Josh Scobee kick),7,7
2.0,11:22,Jaguars,Josh Scobee 43 yard field goal,10,7
3.0,13:24,Titans,Rob Bironas 27 yard field goal,10,10
,4:51,Titans,Cortland Finnegan 92 yard defensive fumble return (Rob Bironas kick),10,17
,1:08,Titans,Chris Hope 61 yard interception return (Rob Bironas kick),10,24
4.0,2:37,Jaguars,Matt Jones 3 yard pass from David Garrard (Josh Scobee kick),17,24
