Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mike Evans,TAM,10,6,119,0,6,108,18.0,11,1.8,18.3,0,,0,0.0,0,101.7
Chris Godwin,TAM,12,5,79,1,3,54,10.8,25,5.0,10.8,0,,1,8.3,0,92.0
Cameron Brate,TAM,6,4,80,0,4,53,13.3,27,6.8,11.2,0,,0,0.0,0,109.7
Leonard Fournette,TAM,4,4,39,0,2,-4,-1.0,43,10.8,-1.0,0,,0,0.0,0,107.3
Antonio Brown,TAM,3,2,49,1,2,36,18.0,13,6.5,12.0,0,,0,0.0,0,149.3
Scott Miller,TAM,1,1,15,0,1,15,15.0,0,0.0,15.0,0,,0,0.0,0,118.7
Rob Gronkowski,TAM,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
Ke'Shawn Vaughn,TAM,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cam Sims,WAS,13,7,104,0,5,81,11.6,23,3.3,12.3,0,,0,0.0,0,80.3
Terry McLaurin,WAS,7,6,75,0,5,66,11.0,9,1.5,10.1,0,,0,0.0,1,71.7
Logan Thomas,WAS,9,5,74,0,3,45,9.0,29,5.8,11.9,0,,0,0.0,0,82.6
Steven Sims,WAS,4,3,33,1,2,32,10.7,1,0.3,9.3,0,,1,25.0,0,138.5
Antonio Gibson,WAS,3,2,4,0,0,-5,-2.5,9,4.5,0.0,0,,0,0.0,0,70.1
J.D. McKissic,WAS,3,2,8,0,0,-6,-3.0,14,7.0,-1.7,1,2.0,1,33.3,0,70.1
Jeremy Sprinkle,WAS,1,1,8,0,,2,2.0,6,6.0,2.0,0,,0,0.0,0,100.0
Isaiah Wright,WAS,1,0,0,0,,0,,0,,15.0,0,,1,100.0,0,39.6
