Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,TAM,19,93,1,6,58,3.1,35,1.8,0,
Ke'Shawn Vaughn,TAM,5,21,0,,13,2.6,8,1.6,0,
Tom Brady,TAM,3,-2,0,0,-2,-0.7,0,0.0,0,
Antonio Brown,TAM,1,22,0,1,18,18.0,4,4.0,0,
Scott Miller,TAM,1,8,0,0,6,6.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,14,31,0,2,18,1.3,13,0.9,0,
Taylor Heinicke,WAS,6,46,1,4,36,6.0,10,1.7,0,
J.D. McKissic,WAS,2,5,1,1,3,1.5,2,1.0,0,
Steven Sims,WAS,1,4,0,0,3,3.0,1,1.0,1,1.0
