Player,Pos
Joshua Dobbs,QB
Alexander Mattison,RB
Jordan Addison,WR
Brandon Powell,WR
K.J. Osborn,WR
T.J. Hockenson,TE
Christian Darrisaw,T
Brian O'Neill,T
Dalton Risner,G
Ed Ingram,G
Garrett Bradbury,C
Jonathan Bullard,DL
Harrison Phillips,DL
D.J. Wonnum,OLB
Danielle Hunter,OLB
Ivan Pace,LB
Troy Dye,LB
Byron Murphy,CB
Mekhi Blackmon,CB
Josh Metellus,S
Camryn Bynum,S
Harrison Smith,S
