Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Jason Sanders kicks off 65 yards, touchback.",,
1,15:00,1,10,NYG 25,0,0,Saquon Barkley right guard for 3 yards (tackle by Raekwon Davis),,
1,14:24,2,7,NYG 28,0,0,Mike Glennon pass complete short right to Devontae Booker for 3 yards (tackle by Eric Rowe and Christian Wilkins),,
1,13:38,3,4,NYG 31,0,0,Mike Glennon pass complete short left to Pharoh Cooper for 15 yards (tackle by Eric Rowe and Jevon Holland),,
1,13:00,1,10,NYG 46,0,0,Saquon Barkley up the middle for 3 yards (tackle by Zach Sieler and Christian Wilkins),,
1,12:20,2,7,NYG 49,0,0,Mike Glennon pass complete short left to Saquon Barkley for -3 yards (tackle by Andrew Van Ginkel),,
1,11:31,3,10,NYG 46,0,0,Mike Glennon pass complete short right to Kyle Rudolph for 7 yards (tackle by Eric Rowe),,
1,10:51,4,3,MIA 47,0,0,"Riley Dixon punts 36 yards, fair catch by Jevon Holland at MIA-11",,
1,10:43,1,10,MIA 11,0,0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 9 yards (tackle by Xavier McKinney),,
1,10:15,2,1,MIA 20,0,0,Myles Gaskin left tackle for no gain (tackle by Leonard Williams and Azeez Ojulari),,
1,9:35,3,1,MIA 20,0,0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 5 yards,,
1,9:05,1,10,MIA 25,0,0,Tua Tagovailoa pass incomplete short right intended for Durham Smythe (defended by Aaron Robinson),,
1,9:00,2,10,MIA 25,0,0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 11 yards (tackle by Lorenzo Carter),,
1,8:30,1,10,MIA 36,0,0,Myles Gaskin left tackle for 2 yards (tackle by Dexter Lawrence),,
1,7:55,2,8,MIA 38,0,0,Myles Gaskin up the middle for 2 yards (tackle by Lorenzo Carter and Austin Johnson),,
1,7:11,3,6,MIA 40,0,0,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle,,
1,7:06,4,6,MIA 40,0,0,"Michael Palardy punts 53 yards, fair catch by Pharoh Cooper at NYG-7",,
1,6:58,1,10,NYG 7,0,0,Saquon Barkley right tackle for 10 yards (tackle by Duke Riley),,
1,6:23,1,10,NYG 17,0,0,Mike Glennon pass complete short middle to Saquon Barkley for -5 yards (tackle by Elandon Roberts),,
1,5:35,2,15,NYG 12,0,0,Mike Glennon pass complete short left to Darius Slayton for 4 yards (tackle by Eric Rowe),,
1,4:52,3,11,NYG 16,0,0,Mike Glennon pass complete short right to Evan Engram for 18 yards (tackle by Justin Coleman and Jevon Holland),,
1,4:11,1,10,NYG 34,0,0,Devontae Booker right tackle for -2 yards (tackle by Jerome Baker and Andrew Van Ginkel),,
1,3:29,2,12,NYG 32,0,0,Mike Glennon pass complete deep right to Kenny Golladay for 20 yards,,
1,2:52,1,10,MIA 48,0,0,Mike Glennon pass deep left intended for Darius Slayton is intercepted by Xavien Howard at MIA-3 and returned for no gain (tackle by Darius Slayton),,
1,2:45,1,10,MIA 3,0,0,Myles Gaskin left guard for 4 yards (tackle by Austin Johnson),,
1,2:10,2,6,MIA 7,0,0,Tua Tagovailoa pass complete short left to Mike Gesicki for 1 yard (tackle by James Bradberry),,
1,1:31,3,5,MIA 8,0,0,Tua Tagovailoa sacked by Quincy Roche for -6 yards,,
1,1:01,4,11,MIA 2,0,0,"Michael Palardy punts 50 yards, returned by Pharoh Cooper for 15 yards (tackle by Clayton Fejedelem)",,
1,0:49,1,10,MIA 37,0,0,Mike Glennon pass complete short left to Devontae Booker for -1 yards (tackle by Jerome Baker and Jevon Holland),,
1,0:12,,,,,,Timeout #1 by New York Giants,,
1,0:12,2,11,MIA 38,0,0,Mike Glennon pass complete short left to Kenny Golladay for 5 yards,,
Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,MIA 33,0,0,Mike Glennon pass complete short middle to Kenny Golladay for 12 yards (tackle by Byron Jones),,
2,14:09,1,10,MIA 21,0,0,Mike Glennon pass incomplete short right intended for Saquon Barkley,,
2,14:05,2,10,MIA 21,0,0,Saquon Barkley right tackle for no gain (tackle by Eric Rowe),,
2,13:21,3,10,MIA 21,0,0,Mike Glennon pass incomplete short left intended for Pharoh Cooper,,
2,13:17,4,10,MIA 21,3,0,Graham Gano 39 yard field goal good,,
2,13:12,,,NYG 35,3,0,"Graham Gano kicks off 57 yards, returned by Jaylen Waddle for 15 yards (tackle by Cam Brown)",,
2,13:08,1,10,MIA 23,3,0,Tua Tagovailoa pass complete short middle to Albert Wilson for 4 yards (tackle by Azeez Ojulari),,
2,12:28,2,6,MIA 27,3,0,Salvon Ahmed right end for 11 yards (tackle by Aaron Robinson and Xavier McKinney),,
2,11:45,1,10,MIA 38,3,0,Salvon Ahmed right tackle for 2 yards (tackle by Logan Ryan and Benardrick McKinney),,
2,11:08,2,8,MIA 40,3,0,Tua Tagovailoa pass complete short middle to DeVante Parker for 12 yards (tackle by Xavier McKinney and Julian Love),,
2,10:30,1,10,NYG 48,3,0,Tua Tagovailoa pass complete short left to Hunter Long for 8 yards (tackle by Tae Crowder),,
2,9:58,2,2,NYG 40,3,0,Salvon Ahmed right tackle for no gain (tackle by Tae Crowder),,
2,9:17,3,2,NYG 40,3,0,Tua Tagovailoa pass complete short left to DeVante Parker for 6 yards (tackle by James Bradberry),,
2,8:41,1,10,NYG 34,3,0,Tua Tagovailoa pass complete short left to Mike Gesicki for -2 yards (tackle by Xavier McKinney),,
2,8:02,2,12,NYG 36,3,0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 6 yards (tackle by Jarren Williams),,
2,7:18,3,6,NYG 30,3,0,Tua Tagovailoa pass incomplete short middle intended for Albert Wilson,,
2,7:12,4,6,NYG 30,3,3,Jason Sanders 48 yard field goal good,,
2,7:07,,,MIA 35,3,3,"Jason Sanders kicks off 65 yards, touchback.",,
2,7:07,1,10,NYG 25,3,3,Mike Glennon pass incomplete short right intended for Darius Slayton (defended by Jevon Holland),,
2,7:02,2,10,NYG 25,3,3,Saquon Barkley right tackle for 1 yard (tackle by Duke Riley and Eric Rowe),,
2,6:19,3,9,NYG 26,3,3,Mike Glennon pass complete deep middle to Evan Engram for 16 yards (tackle by Justin Coleman),,
2,5:48,1,10,NYG 42,3,3,Mike Glennon pass incomplete short right intended for Saquon Barkley,,
2,5:44,2,10,NYG 42,3,3,Devontae Booker right tackle for no gain (tackle by Andrew Van Ginkel),,
2,4:59,3,10,NYG 42,3,3,Mike Glennon pass complete short left to Pharoh Cooper for 6 yards (tackle by Byron Jones),,
2,4:28,4,4,NYG 48,3,3,Riley Dixon punts 41 yards downed by Cam Brown,,
2,4:18,1,10,MIA 11,3,3,Tua Tagovailoa pass complete short right to Mike Gesicki for 8 yards (tackle by Quincy Roche and Aaron Robinson),,
2,3:44,2,2,MIA 19,3,3,Tua Tagovailoa pass complete short left to Albert Wilson for 4 yards (tackle by Xavier McKinney and Tae Crowder),,
2,3:20,1,10,MIA 23,3,3,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 8 yards (tackle by Tae Crowder),,
2,2:55,2,2,MIA 31,3,3,Tua Tagovailoa pass complete short middle to Albert Wilson for 5 yards (tackle by Reggie Ragland),,
2,2:26,1,10,MIA 36,3,3,Tua Tagovailoa pass complete short middle to Mike Gesicki for 9 yards (tackle by Xavier McKinney),,
2,2:01,2,1,MIA 45,3,3,"Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle. Penalty on Leonard Williams: Defensive Offside, 5 yards (accepted) (no play)",,
2,1:55,1,10,MIA 50,3,3,Tua Tagovailoa pass complete short right to Myles Gaskin for 2 yards (tackle by Tae Crowder),,
2,1:50,2,8,NYG 48,3,3,Tua Tagovailoa pass complete short right to Mike Gesicki for 9 yards (tackle by Reggie Ragland),,
2,1:45,1,10,NYG 39,3,3,Myles Gaskin left guard for 6 yards (tackle by Jarren Williams),,
2,1:21,2,4,NYG 33,3,3,Tua Tagovailoa pass complete deep right to DeVante Parker for 17 yards (tackle by Aaron Robinson),,
2,1:15,,,,,,Timeout #2 by New York Giants,,
2,1:15,1,10,NYG 16,3,3,Tua Tagovailoa pass complete short right to Mike Gesicki for 4 yards (tackle by Aaron Robinson),,
2,1:11,2,6,NYG 12,3,3,Tua Tagovailoa pass incomplete short right intended for Mike Gesicki,,
2,1:06,3,6,NYG 12,3,3,Tua Tagovailoa pass complete short left to Jaylen Waddle for 6 yards (tackle by Logan Ryan),,
2,0:38,1,6,NYG 6,3,3,Myles Gaskin right guard for 1 yard (tackle by Tae Crowder and Quincy Roche),,
2,0:31,,,,,,Timeout #1 by Miami Dolphins,,
2,0:31,2,5,NYG 5,3,9,"Tua Tagovailoa pass complete short left to Mack Hollins for 5 yards, touchdown",,
2,0:26,,,NYG 15,3,10,Jason Sanders kicks extra point good,,
2,0:26,,,MIA 35,3,10,"Jason Sanders kicks off 65 yards, touchback.",,
2,0:26,1,10,NYG 25,3,10,Devontae Booker up the middle for 7 yards (tackle by Adam Butler),,
Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,3,10,"Graham Gano kicks off 65 yards, touchback.",,
3,15:00,1,10,MIA 25,3,10,Myles Gaskin up the middle for 6 yards (tackle by Tae Crowder),,
3,14:22,2,4,MIA 31,3,10,Tua Tagovailoa pass incomplete short left intended for Albert Wilson,,
3,14:17,3,4,MIA 31,3,10,Tua Tagovailoa pass incomplete deep middle intended for Mike Gesicki,,
3,14:13,4,4,MIA 31,3,10,"Michael Palardy punts 65 yards, returned by Pharoh Cooper for 11 yards (tackle by Andrew Van Ginkel)",,
3,14:00,1,10,NYG 15,3,10,Mike Glennon pass complete short right to Kyle Rudolph for 11 yards (tackle by Byron Jones),,
3,13:20,1,10,NYG 26,3,10,Saquon Barkley left guard for no gain (tackle by Elandon Roberts and Vince Biegel),,
3,12:35,2,10,NYG 26,3,10,Mike Glennon pass incomplete short left,,
3,12:31,3,10,NYG 26,3,10,Mike Glennon pass complete short middle to Evan Engram for 17 yards (tackle by Nik Needham),,
