Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
3,12:10,1,10,NYG 43,3,10,Saquon Barkley right end for 23 yards (tackle by Nik Needham),,
3,11:45,1,10,MIA 34,3,10,Devontae Booker left tackle for 17 yards (tackle by Xavien Howard),,
3,11:27,1,10,MIA 17,3,10,Devontae Booker left tackle for 1 yard (tackle by Christian Wilkins and Emmanuel Ogbah),,
3,10:43,2,9,MIA 16,3,10,Mike Glennon pass incomplete deep right intended for Kenny Golladay (defended by Jevon Holland),,
3,10:37,3,9,MIA 16,3,10,Mike Glennon pass incomplete deep middle intended for Darius Slayton,,
3,10:33,4,9,MIA 16,6,10,Graham Gano 34 yard field goal good,,
3,10:29,,,NYG 35,6,10,"Graham Gano kicks off 64 yards, returned by Jaylen Waddle for 17 yards (tackle by Jarren Williams)",,
3,10:22,1,10,MIA 18,6,10,Tua Tagovailoa scrambles left end for 2 yards (tackle by Leonard Williams),,
3,9:49,2,8,MIA 20,6,10,Salvon Ahmed right guard for 3 yards (tackle by Tae Crowder and Reggie Ragland),,
3,9:05,3,5,MIA 23,6,10,Tua Tagovailoa pass complete short right to Jaylen Waddle for 3 yards (tackle by Aaron Robinson),,
3,8:31,4,2,MIA 26,6,10,"Michael Palardy punts 39 yards, fair catch by Pharoh Cooper at NYG-35",,
3,8:24,1,10,NYG 35,6,10,Mike Glennon pass incomplete short middle intended for Kenny Golladay (defended by Elandon Roberts),,
3,8:19,2,10,NYG 35,6,10,Saquon Barkley left tackle for no gain (tackle by Christian Wilkins),,
3,7:37,3,10,NYG 35,6,10,Mike Glennon pass incomplete short right intended for Darius Slayton,,
3,7:32,4,10,NYG 35,6,10,"Riley Dixon punts 45 yards, returned by Jaylen Waddle for 7 yards (tackle by Julian Love)",,
3,7:22,1,10,MIA 27,6,10,Tua Tagovailoa pass incomplete deep left intended for Mike Gesicki,,
3,7:18,2,10,MIA 27,6,10,"Penalty on Liam Eichenberg: False Start, 5 yards (accepted) (no play)",,
3,7:18,2,15,MIA 22,6,10,Salvon Ahmed right guard for no gain (tackle by Dexter Lawrence),,
3,6:38,3,15,MIA 22,6,10,Tua Tagovailoa sacked by Azeez Ojulari for -9 yards,,
3,6:07,4,24,MIA 13,6,10,"Michael Palardy punts 37 yards, returned by Pharoh Cooper for -4 yards (tackle by Mack Hollins and Clayton Fejedelem). Penalty on Noah Igbinoghene: Unsportsmanlike Conduct / Offense, 15 yards (offset) . Penalty on Elijhaa Penny: Unsportsmanlike Conduct / Defense, 15 yards (offset)",,
3,5:57,1,10,NYG 46,6,10,Mike Glennon pass incomplete short left,,
3,5:50,2,10,NYG 46,6,10,Mike Glennon pass complete short left to Devontae Booker for 8 yards (tackle by Duke Riley),,
3,5:08,3,2,MIA 46,6,10,Mike Glennon pass incomplete deep left intended for Evan Engram,,
3,5:03,4,2,MIA 46,6,10,"Riley Dixon punts 46 yards, touchback.",,
3,4:54,1,10,MIA 20,6,10,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 17 yards (tackle by Logan Ryan and Aaron Robinson),,
3,4:22,1,10,MIA 37,6,10,Myles Gaskin right guard for 2 yards (tackle by Austin Johnson),,
3,3:48,2,8,MIA 39,6,10,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle,,
3,3:45,3,8,MIA 39,6,10,Tua Tagovailoa pass incomplete short left intended for Albert Wilson (defended by Julian Love),,
3,3:40,4,8,MIA 39,6,10,"Michael Palardy punts 46 yards, fair catch by Pharoh Cooper at NYG-15",,
3,3:33,1,10,NYG 15,6,10,Mike Glennon pass complete short middle to Saquon Barkley for 3 yards (tackle by Andrew Van Ginkel),,
3,2:50,2,7,NYG 18,6,10,Mike Glennon pass incomplete short right intended for John Ross,,
3,2:46,3,7,NYG 18,6,10,Saquon Barkley left tackle for 9 yards (tackle by Byron Jones and Xavien Howard),,
3,2:03,1,10,NYG 27,6,10,Mike Glennon sacked by Jaelan Phillips for -13 yards,,
3,1:15,,,,,,Timeout #1 by New York Giants,,
3,1:15,2,23,NYG 14,6,10,Mike Glennon sacked by Jaelan Phillips for -7 yards,,
3,0:27,3,30,NYG 7,6,10,"Penalty on NYG: Delay of Game, 3 yards (accepted) (no play)",,
3,0:06,3,33,NYG 4,6,10,Devontae Booker right end for 13 yards (tackle by Nik Needham),,
Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,20,NYG 17,6,10,Riley Dixon punts 44 yards downed by Julian Love,,
4,14:51,1,10,MIA 39,6,10,Salvon Ahmed right guard for 3 yards (tackle by Quincy Roche and Dexter Lawrence),,
4,14:13,2,7,MIA 42,6,10,Tua Tagovailoa pass complete deep middle to Jaylen Waddle for 25 yards (tackle by Logan Ryan),,
4,13:41,1,10,NYG 33,6,10,Tua Tagovailoa pass complete short right to DeVante Parker for 11 yards (tackle by Aaron Robinson and Logan Ryan),,
4,13:00,1,10,NYG 22,6,10,Tua Tagovailoa pass complete short left to Albert Wilson for 13 yards (tackle by Reggie Ragland),,
4,12:33,1,9,NYG 9,6,10,Tua Tagovailoa pass complete short left to Myles Gaskin for 3 yards (tackle by Reggie Ragland),,
4,11:54,2,6,NYG 6,6,10,Myles Gaskin right tackle for 4 yards (tackle by Lorenzo Carter and Benardrick McKinney),,
4,11:13,3,2,NYG 2,6,16,"Tua Tagovailoa pass complete short left to Isaiah Ford for 2 yards, touchdown",,
4,11:06,,,NYG 15,6,17,Jason Sanders kicks extra point good,,
4,11:06,,,MIA 35,6,17,"Jason Sanders kicks off 65 yards, touchback.",,
4,11:06,1,10,NYG 25,6,17,Mike Glennon pass incomplete short left,,
4,10:59,2,10,NYG 25,6,17,Mike Glennon pass incomplete short left intended for Saquon Barkley,,
4,10:53,3,10,NYG 25,6,17,Mike Glennon sacked by Adam Butler for -8 yards,,
4,10:20,4,18,NYG 17,6,17,"Riley Dixon punts 36 yards downed by Julian Love. Penalty on Keion Crossen: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",,
4,10:11,1,10,NYG 38,6,17,Salvon Ahmed right guard for 1 yard (tackle by Azeez Ojulari),,
4,9:35,2,9,NYG 37,6,17,Salvon Ahmed left guard for 3 yards (tackle by Tae Crowder and Austin Johnson),,
4,8:52,3,6,NYG 34,6,17,Tua Tagovailoa pass incomplete short right intended for Mike Gesicki,,
4,8:47,4,6,NYG 34,6,17,Jason Sanders 52 yard field goal no good,,
4,8:42,1,10,NYG 42,6,17,Mike Glennon pass complete short right to Darius Slayton for 9 yards (tackle by Byron Jones),,
4,8:18,2,1,MIA 49,6,17,Saquon Barkley up the middle for 3 yards (tackle by Christian Wilkins and Emmanuel Ogbah),,
4,7:34,1,10,MIA 46,6,17,Mike Glennon pass incomplete short right,,
4,7:29,2,10,MIA 46,6,17,Mike Glennon pass complete short right to Devontae Booker for 8 yards (tackle by Jerome Baker and Jevon Holland),,
4,6:43,3,2,MIA 38,6,17,Mike Glennon pass incomplete short left intended for Kyle Rudolph (defended by Andrew Van Ginkel),,
4,6:40,4,2,MIA 38,6,17,Saquon Barkley left end for 3 yards (tackle by Raekwon Davis and Jevon Holland),,
4,5:56,1,10,MIA 35,6,17,Mike Glennon pass complete short left to Saquon Barkley for 2 yards (tackle by Zach Sieler),,
4,5:15,2,8,MIA 33,6,17,Mike Glennon pass incomplete deep left intended for Darius Slayton,,
4,5:08,3,8,MIA 33,6,17,Mike Glennon pass incomplete short right intended for Kyle Rudolph,,
4,5:04,4,8,MIA 33,9,17,Graham Gano 51 yard field goal good,,
4,4:59,,,NYG 35,9,17,"Graham Gano kicks off 65 yards, touchback.",,
4,4:59,1,10,MIA 25,9,17,Myles Gaskin left tackle for 4 yards (tackle by Quincy Roche),,
4,4:17,2,6,MIA 29,9,17,Tua Tagovailoa pass incomplete short right intended for Albert Wilson,,
4,4:13,3,6,MIA 29,9,17,Tua Tagovailoa pass complete deep left to DeVante Parker for 16 yards,,
4,4:08,1,10,MIA 45,9,17,Myles Gaskin right guard for 4 yards (tackle by Reggie Ragland),,
4,3:26,2,6,MIA 49,9,17,Myles Gaskin left tackle for 2 yards (tackle by Quincy Roche and Logan Ryan),,
4,3:21,,,,,,Timeout #2 by New York Giants,,
4,3:21,3,4,NYG 49,9,17,Tua Tagovailoa pass complete short left to Mike Gesicki for 17 yards (tackle by Logan Ryan),,
4,3:14,,,,,,Timeout #3 by New York Giants,,
4,3:14,1,10,NYG 32,9,17,Myles Gaskin left tackle for 3 yards (tackle by Logan Ryan and Austin Johnson),,
4,2:30,2,7,NYG 29,9,17,Myles Gaskin left tackle for 2 yards (tackle by Leonard Williams),,
4,2:00,3,5,NYG 27,9,17,Myles Gaskin left guard for 2 yards (tackle by Leonard Williams),,
4,1:16,,,,,,Timeout #1 by Miami Dolphins,,
4,1:16,4,3,NYG 25,9,17,"Penalty on Zach Sieler: False Start, 5 yards (accepted) (no play)",,
4,1:16,4,8,NYG 30,9,20,Jason Sanders 48 yard field goal good,,
4,1:11,,,MIA 35,9,20,"Jason Sanders kicks off 65 yards, touchback.",,
4,1:11,1,10,NYG 25,9,20,Mike Glennon pass complete short middle to Evan Engram for 10 yards (tackle by Eric Rowe and Nik Needham),,
4,0:49,1,10,NYG 35,9,20,"Mike Glennon pass incomplete short right intended for Saquon Barkley. Penalty on Andrew Van Ginkel: Defensive Offside, 5 yards (accepted) (no play)",,
4,0:45,1,5,NYG 40,9,20,Mike Glennon pass complete short middle to Saquon Barkley for 11 yards (tackle by Nik Needham),,
4,0:30,1,10,MIA 49,9,20,Mike Glennon spiked the ball,,
4,0:29,2,10,MIA 49,9,20,Mike Glennon pass complete short middle to Saquon Barkley for 11 yards (tackle by Jaelan Phillips),,
4,0:15,1,10,MIA 38,9,20,Mike Glennon spiked the ball,,
4,0:14,2,10,MIA 38,9,20,Graham Gano 56 yard field goal no good,,
4,0:09,1,10,MIA 46,9,20,Tua Tagovailoa kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
