#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NOR 48,6,2:42,49,Field Goal
2,1,10:33,CHI 35,4,2:01,22,Fumble
3,1,6:26,NOR 29,3,1:32,-4,Punt
4,1,3:27,NOR 5,14,8:30,95,Touchdown
5,2,8:41,CHI 39,1,0:07,0,Interception
6,2,7:06,CHI 42,3,2:14,-14,Punt
7,2,3:07,NOR 30,3,1:18,-7,Punt
8,2,0:22,NOR 30,1,0:22,-1,End of Half
9,3,13:27,NOR 23,1,0:04,-3,Fumble
10,3,12:29,NOR 37,3,1:38,5,Punt
11,3,7:29,NOR 22,3,1:44,4,Punt
12,3,4:23,NOR 10,6,2:43,44,Punt
13,4,14:16,NOR 20,11,6:32,80,Touchdown
14,4,6:17,NOR 12,3,2:09,8,Punt
15,4,0:06,NOR 35,1,0:06,0,Interception
