Quarter,Time,Down,ToGo,Location,DET,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 49,0,14,Lamar Jackson pass complete short middle to Patrick Ricard for 28 yards (tackle by Kerby Joseph),2.190,4.040
2,14:18,1,10,DET 23,0,14,Lamar Jackson pass complete short middle to Keaton Mitchell for 9 yards (tackle by Kerby Joseph),4.040,4.950
2,13:37,2,1,DET 14,0,14,Lamar Jackson pass complete short right to Zay Flowers for 3 yards (tackle by Tracy Walker),4.950,4.840
2,13:00,1,10,DET 11,0,20,"Lamar Jackson pass complete short right to Mark Andrews for 11 yards, touchdown",4.840,7.000
2,12:54,,,DET 15,0,21,Justin Tucker kicks extra point good,0.000,0.000
2,12:54,,,BAL 35,0,21,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,12:54,1,10,DET 25,0,21,Jahmyr Gibbs right guard for 3 yards (tackle by Travis Jones and Broderick Washington),0.610,0.470
2,12:18,2,7,DET 28,0,21,Jared Goff sacked by Arthur Maulet for -9 yards,0.470,-1.510
2,11:38,3,16,DET 19,0,21,Jared Goff pass complete short left to Sam LaPorta for 13 yards (tackle by Arthur Maulet and Roquan Smith),-1.510,-1.240
2,10:51,4,3,DET 32,0,21,Jack Fox punts 48 yards downed by Khalil Dorsey,-1.240,-0.280
2,10:41,1,10,BAL 20,0,21,Lamar Jackson right end for 9 yards (tackle by Kerby Joseph),0.280,0.950
2,10:12,2,1,BAL 29,0,21,Gus Edwards right end for 20 yards (tackle by Alex Anzalone and Kerby Joseph),0.950,2.190
2,9:26,1,10,BAL 49,0,21,Justice Hill right guard for 27 yards (tackle by Kerby Joseph),2.190,3.970
2,8:37,1,10,DET 24,0,21,Lamar Jackson pass complete short right to Mark Andrews for 22 yards (tackle by Kerby Joseph),3.970,6.740
2,7:59,1,2,DET 2,0,21,Lamar Jackson pass incomplete short middle intended for Mark Andrews,6.740,5.720
2,7:49,2,2,DET 2,0,27,"Gus Edwards right end for 2 yards, touchdown",5.720,7.000
2,7:45,,,DET 15,0,28,Justin Tucker kicks extra point good,0.000,0.000
2,7:45,,,BAL 35,0,28,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,7:45,1,10,DET 25,0,28,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,0.610,0.060
2,7:42,2,10,DET 25,0,28,Jared Goff pass complete short right to Kalif Raymond for 11 yards (tackle by Kyle Hamilton and Kyle Van Noy),0.060,1.330
2,7:06,1,10,DET 36,0,28,Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Kyle Hamilton),1.330,2.260
2,6:28,1,10,BAL 50,0,28,Jared Goff sacked by Kyle Van Noy for -2 yards,2.260,1.440
2,5:48,2,12,DET 48,0,28,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,1.440,0.760
2,5:42,3,12,DET 48,0,28,Jared Goff pass complete short left to Amon-Ra St. Brown for 4 yards (tackle by Brandon Stephens),0.760,0.070
2,4:57,4,8,BAL 48,0,28,Jared Goff pass incomplete deep right intended for Amon-Ra St. Brown,0.070,-2.130
2,4:50,1,10,BAL 48,0,28,"Gus Edwards left tackle for no gain. Penalty on Tyler Linderbaum: Offensive Holding, 10 yards (accepted) (no play)",2.130,1.470
2,4:31,1,20,BAL 38,0,28,Lamar Jackson pass complete short right to Mark Andrews for 22 yards (tackle by Kerby Joseph),1.470,2.920
2,3:50,1,10,DET 40,0,28,Gus Edwards up the middle for 5 yards (tackle by Josh Paschal and Tracy Walker),2.920,3.050
2,3:14,2,5,DET 35,0,28,Lamar Jackson pass complete short middle to Zay Flowers for 4 yards (tackle by Will Harris),3.050,2.870
2,2:44,3,1,DET 31,0,28,"Lamar Jackson pass complete to Justice Hill for -2 yards (tackle by Alim McNeill). Penalty on Aidan Hutchinson: Roughing the Passer, 10 yards (accepted) (no play)",2.870,4.170
2,2:19,1,10,DET 21,0,28,"Lamar Jackson aborted snap, recovered by Aidan Hutchinson at DET-25",4.170,-0.610
2,2:13,1,10,DET 25,0,28,Jared Goff pass complete short middle to Jahmyr Gibbs for 3 yards (tackle by Roquan Smith),0.610,0.470
2,2:00,2,7,DET 28,0,28,Jared Goff pass complete short right to Amon-Ra St. Brown for 6 yards,0.470,0.560
2,1:55,3,1,DET 34,0,28,Jahmyr Gibbs left tackle for 2 yards (tackle by Justin Madubuike),0.560,1.330
2,1:37,1,10,DET 36,0,28,Jared Goff pass complete short left to Sam LaPorta for 7 yards (tackle by Patrick Queen),1.330,1.740
2,1:31,2,3,DET 43,0,28,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown,1.740,1.030
2,1:26,3,3,DET 43,0,28,"Jared Goff pass complete deep right to Josh Reynolds for 22 yards (tackle by Geno Stone). Penalty on Marlon Humphrey: Defensive Holding, 5 yards (declined)",1.030,3.250
2,1:21,1,10,BAL 35,0,28,"Jared Goff pass incomplete short right intended for Amon-Ra St. Brown. Penalty on Penei Sewell: Offensive Holding, 10 yards (accepted) (no play)",3.250,2.590
2,1:16,1,20,BAL 45,0,28,Jared Goff pass complete short left to Kalif Raymond for 9 yards (tackle by Kyle Hamilton),2.590,2.570
2,0:57,2,11,BAL 36,0,28,Jared Goff pass complete short right to Amon-Ra St. Brown for 8 yards (tackle by Arthur Maulet),2.570,2.940
2,0:27,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:27,3,3,BAL 28,0,28,"Jared Goff pass incomplete short middle. Penalty on Jared Goff: Intentional Grounding, 12 yards (accepted)",2.940,0.590
2,0:19,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:19,4,15,BAL 40,0,28,"Jared Goff pass complete deep middle to Amon-Ra St. Brown for no gain (tackle by Arthur Maulet). Penalty on Penei Sewell: Offensive Holding, 10 yards (accepted) (no play)",0.590,-0.060
2,0:14,4,25,BAL 50,0,28,Jack Fox punts 30 yards downed by Jalen Reeves-Maybin,-0.060,-0.280
2,0:05,1,10,BAL 20,0,28,Lamar Jackson kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DET,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,0,28,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,0,28,Jahmyr Gibbs right guard for 3 yards (tackle by Arthur Maulet),0.610,0.470
3,14:26,2,7,DET 28,0,28,Jared Goff pass complete deep middle to Josh Reynolds for 21 yards (tackle by Marlon Humphrey and Kyle Hamilton),0.470,2.190
3,13:44,1,10,DET 49,0,28,Jahmyr Gibbs right tackle for 8 yards (tackle by Patrick Queen),2.190,2.730
3,13:05,2,2,BAL 43,0,28,"Jared Goff sacked by Odafe Oweh for -5 yards. Jared Goff fumbles (forced by Odafe Oweh), recovered by Jared Goff at BAL-48 (tackle by Odafe Oweh)",2.730,1.360
3,12:20,3,7,BAL 48,0,28,Jared Goff pass complete short left to Amon-Ra St. Brown for 3 yards (tackle by Roquan Smith),1.360,0.270
3,11:50,4,4,BAL 45,0,28,Jared Goff pass complete short left to Amon-Ra St. Brown for 15 yards (tackle by Kyle Hamilton),0.270,3.580
3,11:15,1,10,BAL 30,0,28,Jared Goff pass complete short left to Jahmyr Gibbs for 21 yards (tackle by Kyle Hamilton),3.580,5.140
3,10:31,1,9,BAL 9,0,28,Jahmyr Gibbs left guard for 3 yards (tackle by Michael Pierce),5.140,4.950
3,9:50,2,6,BAL 6,0,28,Jared Goff pass incomplete short middle intended for Jahmyr Gibbs,4.950,4.040
3,9:42,3,6,BAL 6,0,28,Jared Goff pass incomplete short right,4.040,2.990
3,9:35,4,6,BAL 6,0,28,Jared Goff pass incomplete short middle intended for Josh Reynolds (defended by Roquan Smith),2.990,0.380
3,9:31,1,10,BAL 6,0,28,Gus Edwards right tackle for 3 yards (tackle by John Cominsky and Tracy Walker),-0.380,-0.560
3,8:55,2,7,BAL 9,0,28,Lamar Jackson pass complete short right to Gus Edwards for 80 yards (tackle by Kerby Joseph),-0.560,4.840
3,7:59,1,10,DET 11,0,28,Gus Edwards left guard for 3 yards (tackle by Aidan Hutchinson and Alex Anzalone),4.840,4.700
3,7:29,2,7,DET 8,0,34,"Lamar Jackson pass complete short middle to Mark Andrews for 8 yards, touchdown",4.700,7.000
3,7:25,,,DET 15,0,35,Justin Tucker kicks extra point good,0.000,0.000
3,7:25,,,BAL 35,0,35,"Justin Tucker kicks off 51 yards, returned by Mohamed Ibrahim for 22 yards (tackle by Ronald Darby)",0.000,1.330
3,7:20,1,10,DET 36,0,35,Jared Goff pass complete short middle to Amon-Ra St. Brown for 7 yards (tackle by Roquan Smith),1.330,1.740
3,6:44,2,3,DET 43,0,35,Jared Goff pass incomplete short left intended for Jameson Williams (defended by Brandon Stephens),1.740,1.030
3,6:38,3,3,DET 43,0,35,Craig Reynolds up the middle for 12 yards (tackle by Jadeveon Clowney),1.030,2.590
3,6:04,1,10,BAL 45,0,35,Jared Goff pass incomplete short right,2.590,2.040
3,5:55,2,10,BAL 45,0,35,Jared Goff pass complete short right to Craig Reynolds for 9 yards (tackle by Roquan Smith and Odafe Oweh),2.040,2.540
3,5:26,3,1,BAL 36,0,35,Craig Reynolds up the middle for no gain (tackle by Travis Jones and Kyle Van Noy),2.540,0.890
3,4:54,,,,,,Timeout #1 by Baltimore Ravens,,
3,4:54,4,1,BAL 36,0,35,Jared Goff pass deep middle intended for Jameson Williams is intercepted by Geno Stone in end zone and returned for no gain,0.890,-0.280
3,4:47,1,10,BAL 20,0,35,Gus Edwards right tackle for 4 yards (tackle by Alim McNeill),0.280,0.270
3,4:09,2,6,BAL 24,0,35,Gus Edwards right guard for 6 yards (tackle by Aidan Hutchinson),0.270,0.940
3,3:31,1,10,BAL 30,0,35,Gus Edwards left end for no gain (tackle by Alex Anzalone),0.940,0.390
3,2:53,2,10,BAL 30,0,35,Lamar Jackson pass incomplete deep right intended for Odell Beckham,0.390,-0.300
3,2:44,3,10,BAL 30,0,35,"Lamar Jackson pass incomplete short right intended for Zay Flowers. Penalty on Devin Duvernay: Offensive Pass Interference, 10 yards (declined)",-0.300,-1.370
3,2:42,4,10,BAL 30,0,35,"Jordan Stout punts 55 yards, returned by Kalif Raymond for 8 yards (tackle by Keaton Mitchell and Charlie Kolar)",-1.370,-0.480
3,2:30,1,10,DET 23,0,35,Jared Goff pass complete short left to Jahmyr Gibbs for 19 yards (tackle by Patrick Queen),0.480,1.730
3,2:01,1,10,DET 42,0,35,Jahmyr Gibbs left end for 9 yards (tackle by Justin Madubuike),1.730,2.400
3,1:23,2,1,BAL 49,0,35,Jared Goff pass complete short left to Jahmyr Gibbs for 2 yards (tackle by Brandon Stephens),2.400,2.460
3,0:50,1,10,BAL 47,0,35,Jared Goff pass complete short left to Jahmyr Gibbs for 2 yards (tackle by Patrick Queen),2.460,2.180
3,0:07,2,8,BAL 45,0,35,Jared Goff sacked by Kyle Van Noy for -11 yards,2.180,0.040
Quarter,Time,Down,ToGo,Location,DET,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,19,DET 44,0,35,Jared Goff pass complete short middle to Sam LaPorta for 11 yards (tackle by Geno Stone and Kyle Van Noy),0.040,2.590
4,15:00,1,10,BAL 45,0,35,"Penalty on Roquan Smith: Roughing the Passer, 15 yards (accepted) (no play)",2.590,3.580
4,14:39,1,10,BAL 30,0,35,Jared Goff pass complete short right to Amon-Ra St. Brown for 9 yards (tackle by Arthur Maulet),3.580,4.250
4,14:05,2,1,BAL 21,6,35,"Jahmyr Gibbs left end for 21 yards, touchdown",4.250,7.000
4,13:59,,,BAL 2,6,35,Two Point Attempt: Jared Goff pass incomplete to Jahmyr Gibbs for no gain,1.000,-1.000
4,13:59,,,DET 35,6,35,"Riley Patterson kicks onside 8 yards, returned by Jalyn Armour-Davis for no gain",0.000,2.720
4,13:57,1,10,DET 43,6,35,Lamar Jackson pass complete short right to Odell Beckham for 15 yards (tackle by Derrick Barnes and Cameron Sutton),2.720,3.710
4,13:23,1,10,DET 28,6,35,Gus Edwards right guard for 5 yards (tackle by Tracy Walker),3.710,3.840
4,12:45,2,5,DET 23,6,35,Lamar Jackson scrambles right end for 10 yards (tackle by Aidan Hutchinson),3.840,4.710
4,12:05,1,10,DET 13,6,35,Justice Hill right guard for 2 yards (tackle by Isaiah Buggs),4.710,4.390
4,11:25,2,8,DET 11,6,35,"Lamar Jackson pass complete short middle to Odell Beckham for no gain. Penalty on Ronnie Stanley: Offensive Holding, 10 yards (accepted) (no play)",4.390,3.080
4,11:06,2,18,DET 21,6,35,Lamar Jackson pass complete short left to Odell Beckham for -1 yards (tackle by Brian Branch and Jack Campbell),3.080,2.280
4,10:24,3,19,DET 22,6,35,Justice Hill up the middle for 8 yards (tackle by Tracy Walker),2.280,2.510
4,9:33,4,11,DET 14,6,38,Justin Tucker 32 yard field goal good,2.510,3.000
4,9:30,,,BAL 35,6,38,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,9:30,1,10,DET 25,6,38,Jared Goff pass complete short right to Jahmyr Gibbs for no gain (tackle by Marlon Humphrey),0.610,0.060
4,9:00,2,10,DET 25,6,38,Jared Goff pass complete short middle to Jahmyr Gibbs for 7 yards (tackle by Patrick Queen and Roquan Smith),0.060,0.300
4,8:41,3,3,DET 32,6,38,Jared Goff pass complete short right to Sam LaPorta for 5 yards (tackle by Marlon Humphrey),0.300,1.400
4,8:09,1,10,DET 37,6,38,Jared Goff pass complete short middle to Amon-Ra St. Brown for 7 yards (tackle by Geno Stone),1.400,1.800
4,7:42,2,3,DET 44,6,38,Jared Goff pass complete short middle to Sam LaPorta for 8 yards (tackle by Roquan Smith),1.800,2.390
4,7:21,1,10,BAL 48,6,38,Jared Goff pass complete short right to Sam LaPorta for 8 yards (tackle by Roquan Smith),2.390,2.930
4,6:47,2,2,BAL 40,6,38,Jared Goff pass complete short right to Amon-Ra St. Brown for 6 yards (tackle by Arthur Maulet),2.930,3.310
4,6:22,1,10,BAL 34,6,38,Jared Goff pass complete short left to Jahmyr Gibbs for 2 yards (tackle by Tavius Robinson),3.310,3.040
4,5:49,2,8,BAL 32,6,38,Jared Goff pass complete short right to Amon-Ra St. Brown for 12 yards (tackle by Arthur Maulet),3.040,4.240
4,5:12,1,10,BAL 20,6,38,Jared Goff pass incomplete short middle,4.240,3.690
4,5:07,2,10,BAL 20,6,38,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown (defended by Marlon Humphrey),3.690,3.010
4,5:03,3,10,BAL 20,6,38,Jared Goff pass incomplete short left intended for Jameson Williams,3.010,2.120
4,4:59,,,,,,Timeout #1 by Detroit Lions,,
4,4:59,4,10,BAL 20,6,38,Jared Goff pass incomplete short left intended for Antoine Green (defended by Brandon Stephens),2.120,-0.280
4,4:54,1,10,BAL 20,6,38,Gus Edwards left guard for 4 yards (tackle by John Cominsky and Jack Campbell),0.280,0.270
4,4:12,2,6,BAL 24,6,38,Gus Edwards left tackle for 1 yard (tackle by Aidan Hutchinson and Alim McNeill),0.270,-0.300
4,3:29,3,5,BAL 25,6,38,Tyler Huntley pass incomplete deep left intended for Rashod Bateman,-0.300,-1.700
4,3:21,4,5,BAL 25,6,38,"Jordan Stout punts 57 yards, returned by Kalif Raymond for 24 yards (tackle by Devin Duvernay)",-1.700,-1.730
4,3:08,1,10,DET 42,6,38,Jared Goff pass incomplete deep left intended for Jameson Williams,1.730,1.190
4,3:03,2,10,DET 42,6,38,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown (defended by Rock Ya-Sin),1.190,0.500
4,2:58,3,10,DET 42,6,38,Jared Goff pass complete short right to Amon-Ra St. Brown for 5 yards (tackle by Rock Ya-Sin),0.500,-0.260
4,2:16,4,5,DET 47,6,38,Jared Goff pass complete short left to Amon-Ra St. Brown for 6 yards (tackle by Jalyn Armour-Davis),-0.260,2.460
4,2:00,1,10,BAL 47,6,38,Jared Goff pass incomplete deep left intended for Jameson Williams,2.460,1.910
4,1:53,2,10,BAL 47,6,38,Jahmyr Gibbs left end for 6 yards (tackle by Travis Jones),1.910,2.010
4,1:14,3,4,BAL 41,6,38,Jahmyr Gibbs left guard for 7 yards (tackle by Trenton Simpson),2.010,3.310
4,0:37,1,10,BAL 34,6,38,Jahmyr Gibbs right tackle for 2 yards (tackle by Malik Harrison),3.310,3.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
