Player,Pos
Mark Sanchez,QB
Thomas Jones,RB
Robert Turner,FB
Braylon Edwards,WR
Brad Smith,WR
Ben Hartsock,TE
D'Brickashaw Ferguson,LT
Marques Douglas,T
Alan Faneca,LG
Nick Mangold,C
Brandon Moore,RG
Damien Woody,RT
Sione Pouha,DT
Kris Jenkins,NT
Shaun Ellis,END
Calvin Pace,OLB
Bryan Thomas,OLB
Bart Scott,WILL
David Harris,MIKE
Darrelle Revis,LCB
Jim Leonhard,S
Kerry Rhodes,S
