0,1
Game Info,Game Info
Won Toss,Jets (deferred)
Roof,outdoors
Surface,grass
Duration,3:04
Attendance,69767
Weather,"83 degrees, relative humidity 69%, wind 7 mph, wind chill 0"
Vegas Line,New York Jets -3.0
Over/Under,36.5 (over)
