Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
1,7:20,1,10,NYG 29,0,6,"Daniel Jones sacked by Jarrad Davis for -16 yards. Daniel Jones fumbles (forced by Jarrad Davis), recovered by Devon Kennard at NYG-13 and returned for 13 yards, touchdown",0.870,-7.000
1,7:12,,,NYG 15,0,7,Matt Prater kicks extra point good,0.000,0.000
1,7:12,,,DET 35,0,7,"Sam Martin kicks off 65 yards, returned by Darius Slayton for 14 yards (tackle by Jalen Reeves-Maybin)",0.000,-0.280
1,7:06,1,10,NYG 14,0,7,Saquon Barkley up the middle for no gain (tackle by Tavon Wilson),-0.280,-0.750
1,6:25,2,10,NYG 14,0,7,Daniel Jones pass incomplete deep left intended for Cody Latimer (defended by Tracy Walker),-0.750,-1.400
1,6:19,3,10,NYG 14,0,7,Daniel Jones right end for 9 yards (tackle by Tracy Walker),-1.400,-1.830
1,5:40,4,1,NYG 23,0,7,"Riley Dixon punts 48 yards, fair catch by Jamal Agnew at DET-29",-1.830,-0.870
1,5:32,1,10,DET 29,0,7,Tra Carson left tackle for 2 yards (tackle by Dexter Lawrence),0.870,0.600
1,4:53,2,8,DET 31,0,7,Tra Carson left end for no gain (tackle by Markus Golden),0.600,-0.100
1,4:25,3,8,DET 31,0,7,Matthew Stafford pass complete deep right to Danny Amendola for 25 yards (tackle by Grant Haley),-0.100,2.650
1,3:37,1,10,NYG 44,0,7,"Penalty on DET: Delay of Game, 5 yards (no play)",2.650,2.320
1,3:21,1,15,NYG 49,0,7,Matthew Stafford pass incomplete short middle intended for Ty Johnson,2.320,1.440
1,3:16,2,15,NYG 49,0,7,Ty Johnson up the middle for no gain (tackle by Grant Haley),1.440,0.760
1,2:39,3,15,NYG 49,0,13,"Matthew Stafford pass complete deep left to Marvin Hall for 49 yards, touchdown",0.760,7.000
1,2:31,,,NYG 15,0,14,Matt Prater kicks extra point good,0.000,0.000
1,2:31,,,DET 35,0,14,"Sam Martin kicks off 61 yards, returned by Darius Slayton for 18 yards (tackle by Steve Longa). Penalty on Sean Chandler: Illegal Block Above the Waist, 10 yards",0.000,-0.350
1,2:24,1,10,NYG 12,0,14,Saquon Barkley right end for 5 yards (tackle by Jahlani Tavai),-0.350,-0.230
1,1:56,2,5,NYG 17,0,14,Saquon Barkley left end for 2 yards (tackle by Da'Shawn Hand),-0.230,-0.600
1,1:12,3,3,NYG 19,0,14,Daniel Jones pass complete short right to Saquon Barkley for 3 yards (tackle by Justin Coleman),-0.600,0.410
1,0:36,1,10,NYG 22,0,14,Daniel Jones pass complete short right to Evan Engram for 18 yards (tackle by Tracy Walker and Will Harris),0.410,1.600
1,0:01,1,10,NYG 40,0,14,"Daniel Jones pass complete deep left to Bennie Fowler for 17 yards. Penalty on Bennie Fowler: Offensive Pass Interference, 10 yards (no play)",1.600,0.940
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,NYG 30,0,14,Daniel Jones pass complete short middle to Golden Tate for 5 yards (tackle by Tracy Walker and Christian Jones),0.940,0.380
2,14:18,2,15,NYG 35,0,14,Daniel Jones pass complete short right to Evan Engram for 11 yards (tackle by Tracy Walker),0.380,1.160
2,13:39,3,4,NYG 46,0,14,Daniel Jones pass complete short middle to Golden Tate for 18 yards (tackle by Will Harris). Penalty on Tracy Walker: Illegal Use of Hands (Declined),1.160,3.180
2,13:33,1,10,DET 36,0,14,Saquon Barkley up the middle for 9 yards (tackle by Christian Jones),3.180,3.850
2,12:57,2,1,DET 27,0,14,Saquon Barkley up the middle for 5 yards (tackle by Devon Kennard),3.850,4.110
2,12:34,1,10,DET 22,6,14,"Daniel Jones pass complete deep left to Darius Slayton for 22 yards, touchdown",4.110,7.000
2,12:27,,,DET 15,7,14,Aldrick Rosas kicks extra point good,0.000,0.000
2,12:27,,,NYG 35,7,14,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,12:27,1,10,DET 25,7,14,Paul Perkins left tackle for 1 yard (tackle by Lorenzo Carter and Markus Golden),0.610,0.200
2,11:55,2,9,DET 26,7,14,Matthew Stafford pass complete short right to T.J. Hockenson for 21 yards (tackle by Jabrill Peppers),0.200,2.060
2,11:26,1,10,DET 47,7,14,Paul Perkins up the middle for 1 yard (tackle by Antoine Bethea),2.060,1.650
2,11:04,2,9,DET 48,7,14,Paul Perkins up the middle for 2 yards (tackle by Deone Bucannon),1.650,1.220
2,10:30,3,7,DET 50,7,14,Matthew Stafford pass complete short middle to Logan Thomas for 17 yards (tackle by Antoine Bethea),1.220,3.380
2,10:01,1,10,NYG 33,7,14,Matthew Stafford pass incomplete deep left intended for Ty Johnson,3.380,2.840
2,9:55,2,10,NYG 33,7,14,"Ty Johnson right tackle for 11 yards (tackle by Janoris Jenkins and Antoine Bethea). Penalty on T.J. Hockenson: Chop Block, 15 yards (no play)",2.840,0.810
2,9:35,2,25,NYG 48,7,14,Matthew Stafford pass complete short right to Danny Amendola for 8 yards (tackle by Grant Haley),0.810,1.220
2,8:55,3,17,NYG 40,7,14,Matthew Stafford pass complete short right to Marvin Jones for 5 yards (tackle by Alec Ogletree),1.220,0.970
2,8:14,4,12,NYG 35,7,14,Matt Prater 53 yard field goal no good,0.970,-1.800
2,8:09,1,10,NYG 43,7,14,Daniel Jones pass complete short left to Golden Tate for 2 yards (tackle by Christian Jones),1.800,1.520
2,7:46,2,8,NYG 45,7,14,Daniel Jones pass complete short right to Bennie Fowler for 12 yards (tackle by Justin Coleman),1.520,2.720
2,7:11,1,10,DET 43,7,14,Daniel Jones pass complete short right to Saquon Barkley for 3 yards (tackle by Devon Kennard),2.720,2.580
2,6:38,2,7,DET 40,7,14,Saquon Barkley right end for 6 yards (tackle by Devon Kennard),2.580,2.680
2,6:01,3,1,DET 34,7,14,Elijhaa Penny up the middle for 3 yards (tackle by Trey Flowers),2.680,3.510
2,5:32,1,10,DET 31,7,14,Daniel Jones pass incomplete short right intended for Rhett Ellison (defended by Da'Shawn Hand),3.510,2.970
2,5:28,2,10,DET 31,7,14,Saquon Barkley up the middle for 3 yards (tackle by Da'Shawn Hand),2.970,2.680
2,4:45,3,7,DET 28,13,14,"Daniel Jones pass complete deep right to Darius Slayton for 28 yards, touchdown",2.680,7.000
2,4:39,,,DET 15,13,14,Aldrick Rosas kicks extra point no good wide left,0.000,-1.000
2,4:39,,,NYG 35,13,14,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,4:39,1,10,DET 25,13,14,Matthew Stafford pass incomplete deep left intended for Kenny Golladay,0.610,0.060
2,4:33,2,10,DET 25,13,14,Tra Carson up the middle for 1 yard (tackle by Jabrill Peppers),0.060,-0.490
2,3:52,3,9,DET 26,13,14,Matthew Stafford pass complete short left to Kenny Golladay for 16 yards (tackle by Michael Thomas),-0.490,1.730
2,3:17,1,10,DET 42,13,14,Ty Johnson right tackle for -1 yards (tackle by Markus Golden),1.730,1.050
2,2:38,2,11,DET 41,13,14,Matthew Stafford sacked by Grant Haley for -6 yards,1.050,-0.430
2,2:32,,,,,,Timeout #1 by New York Giants,,
2,2:32,3,17,DET 35,13,14,Matthew Stafford pass complete short right to Ty Johnson for 13 yards (tackle by Alec Ogletree),-0.430,-0.190
2,1:59,4,4,DET 48,13,14,"Sam Martin punts 32 yards, fair catch by Jabrill Peppers at NYG-20. Penalty on David Mayo: Running Into the Kicker, 5 yards (no play)",-0.190,2.460
2,1:53,1,10,NYG 47,13,14,Ty Johnson right tackle for 3 yards (tackle by Markus Golden),2.460,2.320
2,1:14,2,7,NYG 44,13,14,Matthew Stafford pass complete short right to Marvin Jones for 5 yards (tackle by Janoris Jenkins),2.320,2.280
2,0:55,3,2,NYG 39,13,14,Matthew Stafford pass complete short left to Danny Amendola for 9 yards (tackle by Grant Haley),2.280,3.580
2,0:47,,,,,,Timeout #1 by Detroit Lions,,
2,0:47,1,10,NYG 30,13,14,Matthew Stafford pass incomplete deep left intended for Kenny Golladay,3.580,3.030
2,0:41,2,10,NYG 30,13,14,"Ty Johnson right tackle for 6 yards (tackle by Jabrill Peppers). Penalty on Taylor Decker: Offensive Holding, 10 yards",3.030,2.490
2,0:36,2,14,NYG 34,13,14,Matthew Stafford pass incomplete short right,2.490,1.820
2,0:30,3,14,NYG 34,13,14,Matthew Stafford pass incomplete deep right intended for Ty Johnson,1.820,1.060
2,0:25,4,14,NYG 34,13,17,Matt Prater 52 yard field goal good,1.060,3.000
2,0:20,,,DET 35,13,17,"Sam Martin kicks off 61 yards, returned by Darius Slayton for 30 yards (tackle by Will Harris and C.J. Moore)",0.000,1.200
2,0:11,1,10,NYG 34,13,17,Daniel Jones pass incomplete deep left intended for Darius Slayton,1.200,0.660
2,0:05,2,10,NYG 34,13,17,Daniel Jones kneels for -1 yards,0.660,-0.160
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,13,17,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,13,17,Tra Carson right end for 2 yards (tackle by B.J. Hill),0.610,0.330
3,14:25,2,8,DET 27,13,17,Matthew Stafford pass complete short middle to Danny Amendola for 15 yards (tackle by David Mayo),0.330,1.730
3,13:51,1,10,DET 42,13,17,Tra Carson right end for 1 yard (tackle by Lorenzo Carter),1.730,1.320
3,13:16,2,9,DET 43,13,17,Tra Carson right end for 1 yard (tackle by Alec Ogletree and Lorenzo Carter),1.320,0.760
3,12:35,3,8,DET 44,13,17,Matthew Stafford pass complete deep left to Kenny Golladay for 25 yards (tackle by Deandre Baker),0.760,3.510
3,12:08,1,10,NYG 31,13,17,Ty Johnson right tackle for 2 yards (tackle by Dalvin Tomlinson),3.510,3.240
3,11:33,2,8,NYG 29,13,17,Matthew Stafford pass complete short right to Danny Amendola for 12 yards (tackle by Janoris Jenkins),3.240,4.440
3,10:59,1,10,NYG 17,13,17,Tra Carson up the middle for 2 yards (tackle by Deandre Baker),4.440,4.150
3,10:20,2,8,NYG 15,13,17,Matthew Stafford pass complete short left to Marvin Jones for 6 yards (tackle by Alec Ogletree and Deandre Baker),4.150,4.570
3,9:56,3,2,NYG 9,13,23,"Matthew Stafford pass complete short left to Kenny Golladay for 9 yards, touchdown",4.570,7.000
3,9:51,,,NYG 15,13,24,Matt Prater kicks extra point good,0.000,0.000
3,9:51,,,DET 35,13,24,"Sam Martin kicks off 64 yards, returned by Darius Slayton for 21 yards (tackle by Miles Killebrew)",0.000,0.410
3,9:44,1,10,NYG 22,13,24,Saquon Barkley up the middle for 2 yards (tackle by Damon Harrison and Jarrad Davis),0.410,0.140
3,9:06,2,8,NYG 24,13,24,Daniel Jones pass complete short middle to Saquon Barkley for 38 yards (tackle by Christian Jones),0.140,3.050
3,8:32,1,10,DET 38,13,24,Saquon Barkley up the middle for no gain (tackle by Devon Kennard and Tavon Wilson),3.050,2.510
3,8:01,2,10,DET 38,13,24,Daniel Jones pass complete short right to Golden Tate for 13 yards (tackle by Devon Kennard),2.510,3.910
3,7:27,1,10,DET 25,13,24,"Daniel Jones right end for 4 yards (tackle by Tracy Walker). Penalty on Jarrad Davis: Unnecessary Roughness, 10 yards",3.910,4.840
3,7:12,1,10,DET 11,13,24,Saquon Barkley up the middle for 1 yard (tackle by Da'Shawn Hand),4.840,4.320
3,6:31,2,9,DET 10,13,24,Daniel Jones pass incomplete short right,4.320,3.300
3,6:23,3,9,DET 10,13,24,"Daniel Jones pass incomplete short left intended for Evan Engram. Penalty on Justin Coleman: Defensive Holding, 5 yards (no play)",3.300,6.060
3,6:16,1,5,DET 5,13,24,Saquon Barkley up the middle for 1 yard (tackle by Christian Jones),6.060,5.340
3,5:36,,,,,,Timeout #1 by Detroit Lions,,
3,5:36,2,4,DET 4,13,24,Saquon Barkley right tackle for 2 yards (tackle by Trey Flowers and Damon Harrison),5.340,4.950
3,4:59,,,,,,Timeout #1 by New York Giants,,
3,4:59,3,2,DET 2,19,24,"Daniel Jones pass complete short right to Evan Engram for 2 yards, touchdown",4.950,7.000
3,4:54,,,DET 2,19,24,"Two Point Attempt: Daniel Jones pass incomplete intended for Darius Slayton, conversion fails",1.000,-1.000
3,4:54,,,NYG 35,19,24,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,4:54,1,10,DET 25,19,24,Matthew Stafford pass complete short right to J.D. McKissic for 5 yards (tackle by Grant Haley),0.610,0.740
3,4:20,2,5,DET 30,19,24,J.D. McKissic right end for -1 yards (tackle by Dalvin Tomlinson),0.740,-0.100
3,3:57,3,6,DET 29,19,24,Matthew Stafford pass complete short left to J.D. McKissic for 3 yards (tackle by Grant Haley),-0.100,-1.240
3,3:16,4,3,DET 32,19,24,"Sam Martin punts 43 yards, fair catch by Jabrill Peppers at NYG-25",-1.240,-0.610
3,3:08,1,10,NYG 25,19,24,Saquon Barkley up the middle for 1 yard (tackle by Jarrad Davis),0.610,0.200
3,2:29,2,9,NYG 26,19,24,Daniel Jones pass complete short right to Golden Tate for 17 yards (tackle by Justin Coleman),0.200,1.800
3,1:51,1,10,NYG 43,19,24,Saquon Barkley right end for no gain (tackle by Devon Kennard),1.800,1.250
3,1:09,2,10,NYG 43,19,24,Daniel Jones pass incomplete short left intended for Evan Engram,1.250,0.560
3,1:03,3,10,NYG 43,19,24,"Daniel Jones sacked by Justin Coleman for no gain. Penalty on Rashaan Melvin: Defensive Holding, 5 yards (no play)",0.560,2.130
3,0:38,1,10,NYG 48,19,24,"Daniel Jones pass complete short left to Golden Tate for 14 yards (tackle by C.J. Moore). Penalty on Nate Solder: Offensive Holding, 10 yards (no play)",2.130,1.470
3,0:09,1,20,NYG 38,19,24,Daniel Jones pass incomplete short middle intended for Evan Engram (defended by Jarrad Davis),1.470,0.230
3,0:02,2,20,NYG 38,19,24,Daniel Jones pass complete short right to Evan Engram for 9 yards (tackle by Tavon Wilson),0.230,0.760
Quarter,Time,Down,ToGo,Location,NYG,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,NYG 47,19,24,Daniel Jones pass incomplete short right intended for Evan Engram (defended by Rashaan Melvin),0.760,-0.260
4,14:54,4,11,NYG 47,19,24,"Riley Dixon punts 37 yards, returned by Danny Amendola for 4 yards (tackle by Zak DeOssie)",-0.260,-0.280
4,14:46,1,10,DET 20,19,24,Matthew Stafford pass complete short right to Marvin Jones for 6 yards (tackle by Markus Golden),0.280,0.540
4,14:11,2,4,DET 26,19,24,Ty Johnson left end for 14 yards (tackle by Deandre Baker),0.540,1.600
4,13:42,1,10,DET 40,19,24,Ty Johnson right tackle for 1 yard (tackle by Olsen Pierre),1.600,1.190
4,13:03,2,9,DET 41,19,24,Matthew Stafford pass complete deep right to Kenny Golladay for 18 yards (tackle by Deandre Baker),1.190,2.850
4,12:21,1,10,NYG 41,19,30,"Matthew Stafford pass complete deep left to Kenny Golladay for 41 yards, touchdown",2.850,7.000
4,12:12,,,NYG 15,19,31,Matt Prater kicks extra point good,0.000,0.000
4,12:12,,,DET 35,19,31,"Sam Martin kicks off 68 yards, returned by Cody Latimer for 21 yards (tackle by Ty Johnson). Penalty on Rhett Ellison: Illegal Block Above the Waist, 9 yards",0.000,-0.380
4,12:04,1,10,NYG 9,19,31,Daniel Jones pass complete short right to Bennie Fowler for 9 yards (tackle by Tavon Wilson),-0.380,0.140
4,11:43,2,1,NYG 18,19,31,Saquon Barkley right tackle for 13 yards (tackle by Mike Ford),0.140,1.000
4,11:08,1,10,NYG 31,19,31,Daniel Jones pass incomplete short middle intended for Golden Tate (defended by Christian Jones),1.000,0.460
4,11:03,2,10,NYG 31,19,31,Daniel Jones pass complete short left to Golden Tate for 9 yards (tackle by Justin Coleman),0.460,0.960
4,10:37,3,1,NYG 40,19,31,Daniel Jones up the middle for 1 yard (tackle by Jahlani Tavai),0.960,1.660
4,9:55,1,10,NYG 41,19,31,Daniel Jones pass complete short right to Rhett Ellison for -1 yards (tackle by Tavon Wilson and Jarrad Davis),1.660,0.990
4,9:21,2,11,NYG 40,19,31,Daniel Jones pass complete short left to Saquon Barkley for 17 yards (tackle by Miles Killebrew),0.990,2.720
4,8:44,1,10,DET 43,19,31,"Daniel Jones sacked by Trey Flowers for -10 yards. Daniel Jones fumbles (forced by Trey Flowers), recovered by Daniel Jones at NYG-47",2.720,0.830
4,8:02,2,20,NYG 47,19,31,Daniel Jones sacked by Trey Flowers for -6 yards,0.830,-0.630
4,7:18,3,26,NYG 41,19,31,Daniel Jones pass complete short right to Wayne Gallman for 20 yards (tackle by Justin Coleman),-0.630,0.660
4,6:30,4,6,DET 39,19,31,Daniel Jones pass incomplete short left intended for Golden Tate (defended by Justin Coleman),0.660,-1.530
4,6:25,1,10,DET 39,19,31,Matthew Stafford pass complete short middle to J.D. McKissic for -6 yards (tackle by Lorenzo Carter),1.530,0.180
4,5:58,2,16,DET 33,19,31,Matthew Stafford sacked by Dalvin Tomlinson for -9 yards,0.180,-1.680
4,5:15,3,25,DET 24,19,31,"Matthew Stafford pass complete short middle to Kenny Golladay for 14 yards (tackle by Jabrill Peppers and Michael Thomas). Kenny Golladay fumbles (forced by Jabrill Peppers), recovered by Antoine Bethea at DET-38 (tackle by Marvin Jones)",-1.680,-3.050
4,5:02,1,10,DET 38,19,31,Daniel Jones pass complete short middle to Saquon Barkley for 7 yards (tackle by Christian Jones),3.050,3.450
4,4:34,2,3,DET 31,19,31,Daniel Jones pass complete deep right to Cody Latimer for 18 yards (tackle by Rashaan Melvin),3.450,4.710
4,4:28,1,10,DET 13,19,31,Saquon Barkley up the middle for -2 yards (tackle by Devon Kennard),4.710,3.760
4,3:45,2,12,DET 15,19,31,Daniel Jones pass complete short left to Saquon Barkley for 1 yard (tackle by Jarrad Davis),3.760,3.080
4,3:39,3,11,DET 14,19,31,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Mike Ford),3.080,2.510
4,3:31,4,11,DET 14,19,31,Daniel Jones pass incomplete short right intended for Darius Slayton,2.510,0.280
4,3:27,1,10,DET 14,19,31,Tra Carson left tackle for no gain (tackle by Alec Ogletree and Lorenzo Carter),-0.280,-0.750
4,3:22,,,,,,Timeout #2 by New York Giants,,
4,3:22,2,10,DET 14,19,31,Tra Carson up the middle for 2 yards (tackle by Dexter Lawrence),-0.750,-1.160
4,3:18,,,,,,Timeout #3 by New York Giants,,
4,3:18,3,8,DET 16,19,31,Matthew Stafford sacked by and Dexter Lawrence for -9 yards,-1.160,-2.490
4,2:32,,,,,,Timeout #2 by Detroit Lions,,
4,2:32,4,17,DET 7,19,31,"Sam Martin punts 45 yards, returned by Jabrill Peppers for 2 yards (tackle by C.J. Moore)",-2.490,-2.260
4,2:21,1,10,NYG 50,19,31,Daniel Jones pass complete short middle to Golden Tate for 13 yards (tackle by Miles Killebrew),2.260,3.120
4,2:00,1,10,DET 37,19,31,"Daniel Jones pass incomplete deep right intended for Golden Tate. Penalty on Justin Coleman: Defensive Pass Interference, 25 yards (no play)",3.120,4.780
4,1:54,1,10,DET 12,19,31,Daniel Jones pass complete short left to Golden Tate for 8 yards (tackle by Tavon Wilson),4.780,5.600
4,1:27,2,2,DET 4,19,31,Daniel Jones pass incomplete short right intended for Saquon Barkley,5.600,4.840
4,1:23,3,2,DET 4,25,31,"Daniel Jones pass complete short right to Saquon Barkley for 4 yards, touchdown",4.840,7.000
4,1:19,,,DET 15,26,31,Aldrick Rosas kicks extra point good,0.000,0.000
4,1:19,,,NYG 35,26,31,"Aldrick Rosas kicks onside 16 yards,",0.000,2.190
4,1:19,1,10,DET 49,26,31,Matthew Stafford kneels for -2 yards,2.190,1.380
4,0:40,2,12,DET 47,26,31,Matthew Stafford kneels for -1 yards,1.380,0.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
