Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
2,13:44,3,3,CLE 5,0,0,Kellen Clemens pass complete short right to Leon Washington for 2 yards (tackle by D'Qwell Jackson),4.610,3.060
2,13:19,4,1,CLE 3,0,0,Kellen Clemens right tackle for 2 yards (tackle by Sean Jones),3.060,6.970
2,12:42,1,1,CLE 1,0,0,Thomas Jones right guard for no gain (tackle by Robaire Smith and Leon Williams),6.970,5.910
2,12:01,2,1,CLE 1,0,0,Thomas Jones right guard for -1 yards (tackle by Robaire Smith and Brodney Pool),5.910,4.950
2,11:18,3,2,CLE 2,0,0,Kellen Clemens pass incomplete short left intended for Jerricho Cotchery is intercepted by Sean Jones at CLE-0,4.950,-0.280
2,11:10,1,10,CLE 20,0,0,Jamal Lewis right end for 11 yards (tackle by Kerry Rhodes),0.280,1.000
2,10:43,1,10,CLE 31,0,0,Jamal Lewis left tackle for no gain (tackle by Dewayne Robertson),1.000,0.460
2,10:04,2,10,CLE 31,0,0,Derek Anderson pass complete short right to Jamal Lewis for 5 yards (tackle by Abram Elam),0.460,0.430
2,9:33,3,5,CLE 36,0,0,Derek Anderson pass incomplete short left intended for Jason Wright,0.430,-0.980
2,9:26,4,5,CLE 36,0,0,"Dave Zastudil punts 47 yards, returned by Leon Washington for 33 yards (tackle by Mike Adams)",-0.980,-2.260
2,9:09,1,10,,0,0,Thomas Jones right tackle for 9 yards (tackle by D'Qwell Jackson and Leigh Bodden),2.260,2.930
2,8:26,2,1,CLE 41,0,0,Thomas Jones right tackle for 4 yards (tackle by Kamerion Wimbley and Sean Jones),2.930,3.120
2,7:41,1,10,CLE 37,0,0,Kellen Clemens sacked by Leon Williams for -7 yards,3.120,1.630
2,7:02,2,17,CLE 44,0,0,Kellen Clemens pass incomplete deep left intended for Brad Smith (defended by Brandon McDonald),1.630,0.960
2,6:56,3,17,CLE 44,0,0,Kellen Clemens pass complete short left to Laveranues Coles for 4 yards (tackle by Brandon McDonald),0.960,0.590
2,6:21,4,13,CLE 40,0,0,"Ben Graham punts 40 yards, touchback",0.590,-0.280
2,6:09,1,10,CLE 20,0,0,Jamal Lewis right end for 5 yards (tackle by David Harris),0.280,0.410
2,5:23,2,5,CLE 25,0,0,"Penalty on Derek Anderson: Delay of Game, 5 yards (no play)",0.410,-0.270
2,5:03,2,10,CLE 20,0,0,Derek Anderson pass incomplete deep middle intended for Braylon Edwards,-0.270,-0.960
2,4:57,3,10,CLE 20,0,0,Derek Anderson pass complete short right to Kellen Winslow Jr. for 16 yards (tackle by Eric Smith),-0.960,1.330
2,4:11,1,10,CLE 36,0,0,Derek Anderson pass complete deep middle to Josh Cribbs for 18 yards (tackle by Erik Coleman),1.330,2.520
2,3:29,1,10,NYJ 46,0,0,Jamal Lewis left tackle for 2 yards (tackle by Sione Pouha and Kenyon Coleman),2.520,2.250
2,2:47,2,8,NYJ 44,0,0,Josh Cribbs left end for 4 yards (tackle by David Barrett and David Harris),2.250,2.080
2,2:11,3,4,NYJ 40,0,0,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,2.080,0.590
2,2:06,,,,0,0,Timeout #1 by Cleveland Browns,0.000,0.590
2,2:06,4,4,NYJ 40,0,0,Derek Anderson pass complete short left to Braylon Edwards for 14 yards (tackle by Darrelle Revis),0.590,3.840
,,,,,,,"NYJ challenged the pass completion ruling, and the play was upheld.",,
2,2:00,1,10,NYJ 26,0,0,Derek Anderson pass complete short left to Steve Heiden for 19 yards (tackle by Abram Elam),3.840,5.600
2,1:20,1,7,NYJ 7,6,0,"Derek Anderson pass complete short right to Jamal Lewis for 7 yards, touchdown",5.600,7.000
2,,,,NYJ 2,7,0,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,7,0,"Phil Dawson kicks off 55 yards, returned by Brad Smith for 15 yards (tackle by Brandon McDonald)",0.000,0.940
2,1:05,1,10,NYJ 30,7,0,Kellen Clemens pass complete short middle to Leon Washington for 11 yards (tackle by Leon Williams),0.940,1.660
2,0:47,1,10,NYJ 41,7,0,"Kellen Clemens pass complete short right to Brad Smith for 7 yards. Penalty on Brandon Moore: Ineligible Downfield Pass, 5 yards (no play)",1.660,1.330
2,0:38,1,15,NYJ 36,7,0,Kellen Clemens pass complete short left to Jerricho Cotchery for 17 yards (tackle by Brandon McDonald),1.330,2.460
2,0:31,,,,7,0,Timeout #2 by New York Jets,0.000,2.460
2,0:31,1,10,CLE 47,7,0,Kellen Clemens pass complete short middle to Chris Baker for 19 yards,2.460,3.710
2,0:18,1,10,CLE 28,7,0,Kellen Clemens spiked the ball,3.710,3.170
2,0:18,2,10,CLE 28,7,0,Kellen Clemens pass complete short left to Leon Washington for 11 yards (tackle by Brodney Pool),3.170,4.440
2,0:10,,,,7,0,Timeout #3 by New York Jets,0.000,4.440
2,0:10,1,10,CLE 17,7,0,Kellen Clemens pass incomplete short left intended for Laveranues Coles,4.440,3.850
2,0:05,,,,7,0,Timeout #2 by Cleveland Browns,0.000,3.850
2,0:05,2,10,CLE 17,7,3,Mike Nugent 35 yard field goal good,3.850,3.000
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,7,3,"Mike Nugent kicks off 51 yards, returned by Josh Cribbs for 20 yards (tackle by Jason Trusnik)",0.000,1.530
3,14:56,1,10,CLE 39,7,3,Jamal Lewis right end for 6 yards (tackle by Abram Elam),1.530,1.800
3,14:23,2,4,CLE 45,7,3,Derek Anderson for 5 yards (tackle by Kenyon Coleman and Darrelle Revis),1.800,2.260
3,13:52,1,10,,7,3,"Derek Anderson pass complete deep left to Braylon Edwards for 45 yards (tackle by Kerry Rhodes). Braylon Edwards fumbles (forced by Kerry Rhodes), ball out of bounds at NYJ-5",2.260,6.060
3,13:20,1,5,NYJ 5,7,3,Jamal Lewis up the middle for 1 yard (tackle by Sione Pouha and Shaun Ellis),6.060,5.340
3,12:37,2,4,NYJ 4,13,3,"Derek Anderson pass complete short left to Braylon Edwards for 4 yards, touchdown",5.340,7.000
3,,,,NYJ 2,14,3,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,14,3,"Phil Dawson kicks off 67 yards, returned by Leon Washington for 29 yards (tackle by Colby Bockwoldt)",0.000,1.070
3,12:24,1,10,NYJ 32,14,3,Kellen Clemens pass complete short left to Brad Smith for 14 yards (tackle by D'Qwell Jackson),1.070,1.990
3,11:59,1,10,NYJ 46,14,3,Kellen Clemens pass incomplete deep left intended for Laveranues Coles,1.990,1.450
3,11:52,2,10,NYJ 46,14,3,Thomas Jones right guard for 3 yards (tackle by Robaire Smith),1.450,1.160
3,11:10,3,7,NYJ 49,14,3,Kellen Clemens pass incomplete short left intended for Jerricho Cotchery (defended by Mike Adams),1.160,-0.130
3,11:04,4,7,NYJ 49,14,3,"Ben Graham punts 31 yards, fair catch by Josh Cribbs",-0.130,-0.280
3,10:55,1,10,CLE 20,14,3,Jamal Lewis left end for 1 yard (tackle by Abram Elam),0.280,-0.130
3,10:11,2,9,CLE 21,14,3,Derek Anderson pass complete short right to Kellen Winslow Jr. for 8 yards (tackle by Hank Poteat),-0.130,0.230
3,9:32,3,1,CLE 29,14,3,Lawrence Vickers left guard for 3 yards (tackle by Victor Hobson and Abram Elam),0.230,1.070
3,8:55,1,10,CLE 32,14,3,Jamal Lewis right tackle for -1 yards (tackle by Bryan Thomas),1.070,0.390
3,8:13,2,11,CLE 31,14,3,Derek Anderson pass incomplete short right intended for Jamal Lewis,0.390,-0.290
3,8:08,3,11,CLE 31,14,3,Derek Anderson pass complete short right to Kellen Winslow Jr. for 6 yards (tackle by Hank Poteat),-0.290,-0.910
3,7:34,4,5,CLE 37,14,3,"Dave Zastudil punts 49 yards, returned by Leon Washington for 20 yards (tackle by Mike Adams)",-0.910,-1.200
3,7:20,1,10,NYJ 34,14,3,Thomas Jones up the middle for 3 yards (tackle by Shaun Smith and Ethan Kelley),1.200,1.060
3,6:40,2,7,NYJ 37,14,3,Kellen Clemens pass complete short right to Thomas Jones for 13 yards (tackle by Kamerion Wimbley),1.060,2.260
3,6:07,1,10,,14,3,Kellen Clemens pass complete short left to Chris Baker for 14 yards (tackle by Sean Jones),2.260,3.180
3,5:36,1,10,CLE 36,14,3,Thomas Jones right tackle for 2 yards (tackle by Leigh Bodden and Shaun Smith),3.180,2.910
3,4:59,2,8,CLE 34,14,3,Kellen Clemens pass incomplete deep right intended for Leon Washington,2.910,2.210
3,4:54,3,8,CLE 34,14,3,Kellen Clemens pass incomplete short left intended for Chris Baker (defended by Leon Williams),2.210,1.060
3,4:47,4,8,CLE 34,14,3,Kellen Clemens pass complete short right to Laveranues Coles for 9 yards (tackle by Daven Holly),1.060,3.910
3,4:22,1,10,CLE 25,14,3,Thomas Jones left tackle for -3 yards (tackle by Willie McGinest),3.910,2.960
3,3:39,2,13,CLE 28,14,3,Kellen Clemens for 5 yards (tackle by Andra Davis),2.960,2.940
3,3:00,3,8,CLE 23,14,3,Kellen Clemens pass incomplete short right intended for Brad Smith,2.940,1.930
3,2:55,4,8,CLE 23,14,6,Mike Nugent 41 yard field goal good,1.930,3.000
3,,,,NYJ 30,14,6,"Mike Nugent kicks off 69 yards, returned by Josh Cribbs for 31 yards (tackle by Eric Smith)",0.000,1.070
3,2:44,1,10,CLE 32,14,6,Derek Anderson pass incomplete deep left intended for Tim Carter (defended by Darrelle Revis),1.070,0.530
3,2:37,2,10,CLE 32,14,6,Jamal Lewis left tackle for 5 yards (tackle by David Harris),0.530,0.500
3,1:54,3,5,CLE 37,14,6,Derek Anderson pass complete short left to Joe Jurevicius for 7 yards (tackle by Drew Coleman),0.500,1.860
3,1:14,1,10,CLE 44,14,6,Jamal Lewis left tackle for 4 yards (tackle by Kenyon Coleman and Bryan Thomas),1.860,1.860
3,0:36,2,6,CLE 48,14,6,Jamal Lewis right tackle for 9 yards (tackle by Bryan Thomas),1.860,2.720
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 43,14,6,Jerome Harrison left tackle for 17 yards (tackle by Darrelle Revis and Kerry Rhodes),2.720,3.840
4,14:26,1,10,NYJ 26,14,6,Jerome Harrison left tackle for 4 yards (tackle by Matt Chatham and Abram Elam),3.840,3.840
4,13:47,2,6,NYJ 22,14,6,Derek Anderson pass incomplete short right intended for Josh Cribbs,3.840,3.140
4,13:42,3,6,NYJ 22,14,6,"Derek Anderson pass complete short middle to Braylon Edwards for 5 yards (tackle by David Barrett). Penalty on Kellen Winslow Jr.: Offensive Pass Interference, 10 yards (no play)",3.140,1.820
4,13:09,3,16,NYJ 32,14,6,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,1.820,1.240
4,13:04,4,16,NYJ 32,17,6,Phil Dawson 49 yard field goal good,1.240,3.000
4,,,,CLE 30,17,6,"Phil Dawson kicks off 50 yards, returned by Leon Washington for no gain",0.000,0.280
4,12:54,1,10,NYJ 20,17,6,Thomas Jones right tackle for 6 yards (tackle by Robaire Smith),0.280,0.540
4,12:24,2,4,NYJ 26,17,6,Kellen Clemens pass complete short middle to Laveranues Coles for 6 yards (tackle by Daven Holly),0.540,1.070
4,11:58,1,10,NYJ 32,17,6,Thomas Jones right tackle for 5 yards (tackle by Sean Jones and Leigh Bodden),1.070,1.200
4,11:31,2,5,NYJ 37,17,6,Kellen Clemens pass incomplete short left intended for Laveranues Coles,1.200,0.500
4,11:26,,,,17,6,Timeout #1 by Cleveland Browns,0.000,0.500
4,11:26,3,5,NYJ 37,17,6,Kellen Clemens pass complete short right to Laveranues Coles for 6 yards (tackle by Daven Holly),0.500,1.800
4,10:49,1,10,NYJ 43,17,6,Kellen Clemens pass complete short right to Laveranues Coles for 5 yards (tackle by Daven Holly),1.800,1.930
4,10:14,2,5,NYJ 48,17,6,Kellen Clemens pass incomplete short left intended for Wallace Wright is intercepted by Brandon McDonald at NYJ-31 and returned for -38 yards,1.930,-1.000
4,10:07,1,10,CLE 31,17,6,Jamal Lewis left guard for 3 yards (tackle by Kenyon Coleman),1.000,0.870
4,9:29,2,7,CLE 34,17,6,Jamal Lewis left tackle for 28 yards (tackle by Kerry Rhodes and David Harris),0.870,3.050
4,8:55,1,10,NYJ 38,17,6,Jamal Lewis up the middle for -2 yards (tackle by Bryan Thomas and Dewayne Robertson),3.050,2.240
4,8:17,2,12,NYJ 40,17,6,Derek Anderson pass incomplete short right intended for Joe Jurevicius,2.240,1.550
4,8:11,3,12,NYJ 40,17,6,Derek Anderson pass incomplete short left intended for Braylon Edwards,1.550,0.590
4,8:05,4,12,NYJ 40,17,6,"Dave Zastudil punts 40 yards, touchback. Penalty on Josh Cribbs: Illegal Motion, 5 yards (no play)",0.590,0.270
4,7:55,4,17,NYJ 45,17,6,"Dave Zastudil punts 45 yards, touchback",0.270,-0.280
4,7:47,1,10,NYJ 20,17,6,"Kellen Clemens sacked by Kamerion Wimbley for -5 yards. Kellen Clemens fumbles (forced by Kamerion Wimbley), recovered by Brandon Moore at NYJ-17",0.280,-0.790
4,7:18,2,13,NYJ 17,17,6,Kellen Clemens pass incomplete short left intended for Jerricho Cotchery,-0.790,-1.510
4,7:13,3,13,NYJ 17,17,6,Kellen Clemens pass complete short right to Jerricho Cotchery for 10 yards (tackle by Leigh Bodden),-1.510,-1.570
4,6:41,4,3,NYJ 27,17,6,"Ben Graham punts 50 yards, returned by Josh Cribbs for 7 yards (tackle by Wallace Wright)",-1.570,-0.940
4,6:30,1,10,CLE 30,17,6,Jamal Lewis left tackle for -1 yards (tackle by Bryan Thomas and Kenyon Coleman),0.940,0.260
4,5:48,2,11,CLE 29,17,6,Derek Anderson pass incomplete short left intended for Braylon Edwards (defended by Darrelle Revis),0.260,-0.430
4,5:45,3,11,CLE 29,17,6,Derek Anderson pass incomplete short middle intended for Joe Jurevicius,-0.430,-1.440
4,5:41,4,11,CLE 29,17,6,Dave Zastudil punts 40 yards,-1.440,-1.000
4,5:27,1,10,NYJ 31,17,6,Thomas Jones right tackle for 11 yards (tackle by D'Qwell Jackson),1.000,1.730
4,5:09,1,10,NYJ 42,17,6,Kellen Clemens pass complete short right to Chris Baker for 15 yards (tackle by Daven Holly),1.730,2.720
4,4:47,1,10,CLE 43,17,6,Thomas Jones right tackle for 2 yards (tackle by Leigh Bodden and Leon Williams),2.720,2.450
4,4:27,2,8,CLE 41,17,6,Kellen Clemens sacked by Sean Jones and Chaun Thompson for -8 yards,2.450,0.700
4,4:14,3,16,CLE 49,17,6,"Kellen Clemens pass incomplete short left intended for Chris Baker. Penalty on Leon Williams: Defensive Pass Interference, 9 yards (no play)",0.700,2.920
4,4:10,1,10,CLE 40,17,6,Kellen Clemens pass incomplete short left intended for Wallace Wright,2.920,2.370
4,4:07,2,10,CLE 40,17,6,Thomas Jones right tackle for 13 yards (tackle by Sean Jones),2.370,3.780
4,3:43,1,10,CLE 27,17,6,Kellen Clemens pass complete short right to Brad Smith for 9 yards (tackle by Daven Holly),3.780,4.530
4,3:21,2,1,CLE 18,17,6,Thomas Jones right tackle for 17 yards (tackle by Sean Jones and Brodney Pool),4.530,6.970
4,3:02,1,1,CLE 1,17,12,"Kellen Clemens up the middle for 1 yard, touchdown",6.970,7.000
4,,,,,17,12,"Two Point Attempt: Kellen Clemens pass incomplete intended for Chris Baker, conversion fails",1.000,-1.000
4,,,,NYJ 30,17,12,"Mike Nugent kicks onside 13 yards, recovered by Brad Kassell (onside kick successful)",0.000,1.800
4,2:58,1,10,NYJ 43,17,12,Kellen Clemens pass complete deep left to Jerricho Cotchery for 26 yards (tackle by Daven Holly),1.800,3.510
4,2:50,1,10,CLE 31,17,12,Kellen Clemens pass incomplete deep left intended for Laveranues Coles,3.510,2.970
4,2:44,2,10,CLE 31,17,12,Thomas Jones left guard for 11 yards (tackle by Brandon McDonald and Chaun Thompson),2.970,4.240
4,2:09,1,10,CLE 20,17,12,Thomas Jones right tackle for no gain (tackle by Robaire Smith),4.240,3.690
4,2:00,2,10,CLE 20,17,12,Kellen Clemens pass incomplete deep left intended for Jerricho Cotchery (defended by Leigh Bodden),3.690,3.010
4,1:54,3,10,CLE 20,17,12,Kellen Clemens pass incomplete short left intended for Leon Washington,3.010,2.120
4,1:48,4,10,CLE 20,17,15,Mike Nugent 38 yard field goal good,2.120,3.000
4,,,,NYJ 30,17,15,"Mike Nugent kicks onside 16 yards, recovered by Joe Jurevicius and returned for 9 yards",0.000,3.120
4,1:41,1,10,NYJ 37,17,15,Jamal Lewis right guard for 3 yards (tackle by David Harris),3.120,2.980
4,1:36,,,,17,15,Timeout #1 by New York Jets,0.000,2.980
4,1:36,2,7,NYJ 34,17,15,Jamal Lewis left guard for 3 yards (tackle by Dewayne Robertson and Brad Kassell),2.980,2.680
4,1:31,,,,17,15,Timeout #2 by New York Jets,0.000,2.680
4,1:31,3,4,NYJ 31,23,15,"Jamal Lewis left tackle for 31 yards, touchdown",2.680,7.000
4,,,,NYJ 2,24,15,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,24,15,"Phil Dawson kicks off 46 yards, returned by Leon Washington for 16 yards (tackle by Colby Bockwoldt)",0.000,1.600
4,1:14,1,10,NYJ 40,24,15,Kellen Clemens pass complete short right to Brad Smith for 4 yards (tackle by Brodney Pool),1.600,1.590
4,1:08,2,6,NYJ 44,24,15,Kellen Clemens pass complete short right to Leon Washington for 7 yards (tackle by Brodney Pool),1.590,2.320
4,0:44,1,10,CLE 49,24,15,Kellen Clemens spiked the ball,2.320,1.780
4,0:44,2,10,CLE 49,24,15,Kellen Clemens pass complete deep left to Jerricho Cotchery for 32 yards (tackle by Mike Adams),1.780,4.440
4,0:37,1,10,CLE 17,24,18,Mike Nugent 35 yard field goal good,4.440,3.000
4,,,,NYJ 30,24,18,"Mike Nugent kicks off 67 yards, out of bounds. Penalty on Leon Williams: Offside on Free Kick (Offsetting), Penalty on Mike Nugent: Kickoff Out of Bounds (Offsetting) (no play)",0.000,0.000
4,,,,NYJ 30,24,18,"Mike Nugent kicks onside 12 yards, recovered by Joe Jurevicius",0.000,2.790
4,0:27,1,10,NYJ 42,24,18,Derek Anderson kneels for -1 yards,2.790,2.110
4,0:25,,,,24,18,Timeout #3 by New York Jets,0.000,2.110
4,0:19,2,11,NYJ 43,24,18,Derek Anderson kneels for -1 yards,2.110,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
