Quarter,Time,Tm,Detail,SDG,OAK
1.0,3:13,Raiders,Michael Bush 4 yard rush (Sebastian Janikowski kick),0,7
2.0,4:45,Chargers,LaDainian Tomlinson 1 yard rush (Nate Kaeding kick),7,7
,0:40,Raiders,Sebastian Janikowski 37 yard field goal,7,10
,0:00,Chargers,Nate Kaeding 47 yard field goal,10,10
4.0,13:01,Raiders,Sebastian Janikowski 35 yard field goal,10,13
,7:22,Chargers,Vincent Jackson 15 yard pass from Philip Rivers (Nate Kaeding kick),17,13
,2:34,Raiders,Louis Murphy 57 yard pass from JaMarcus Russell (Sebastian Janikowski kick),17,20
,0:18,Chargers,Darren Sproles 5 yard rush (Nate Kaeding kick),24,20
