Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NOR 25,0,0,Andy Dalton pass incomplete short right intended for Rashid Shaheed,0.610,0.060
1,14:54,2,10,NOR 25,0,0,Alvin Kamara right guard for 1 yard (tackle by Grady Jarrett and Abdullah Anderson),0.060,-0.490
1,14:18,3,9,NOR 26,0,0,Andy Dalton pass complete short left to Juwan Johnson for 14 yards (tackle by AJ Terrell),-0.490,1.600
1,13:36,1,10,NOR 40,0,0,Alvin Kamara right tackle for 1 yard (tackle by Richie Grant),1.600,1.190
1,13:01,2,9,NOR 41,0,0,Andy Dalton pass complete short right to Chris Olave for 16 yards (tackle by Jaylinn Hawkins),1.190,2.720
1,12:18,1,10,ATL 43,0,0,Alvin Kamara right guard for 5 yards (tackle by Troy Andersen),2.720,2.850
1,11:38,2,5,ATL 38,0,0,Andy Dalton pass complete deep right to Rashid Shaheed for 18 yards (tackle by Jaylinn Hawkins),2.850,4.240
1,10:59,1,10,ATL 20,0,0,Alvin Kamara right tackle for 1 yard (tackle by Jaleel Johnson and Rashaan Evans),4.240,3.820
1,10:16,2,9,ATL 19,0,0,Andy Dalton pass incomplete deep left intended for Juwan Johnson,3.820,3.100
1,10:12,3,9,ATL 19,0,6,"Andy Dalton pass complete short middle to Juwan Johnson for 18 yards NOR challenged the runner broke the plane ruling, and the original play was overturned. Andy Dalton pass complete short middle to Juwan Johnson for 19 yards, touchdown",3.100,7.000
1,10:06,,,ATL 15,0,7,Wil Lutz kicks extra point good,0.000,0.000
1,10:06,,,NOR 35,0,7,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,10:06,1,10,ATL 25,0,7,Desmond Ridder pass incomplete deep left intended for Cordarrelle Patterson,0.610,0.060
1,10:02,2,10,ATL 25,0,7,Caleb Huntley left guard for 2 yards (tackle by Demario Davis and Cameron Jordan),0.060,-0.360
1,9:25,3,8,ATL 27,0,7,Desmond Ridder pass incomplete short right intended for MyCole Pruitt,-0.360,-1.570
1,9:16,4,8,ATL 27,0,7,"Bradley Pinion punts 46 yards, returned by Rashid Shaheed for no gain (tackle by KhaDarel Hodge)",-1.570,-0.740
1,9:07,1,10,NOR 27,0,7,David Johnson right guard for 5 yards (tackle by Troy Andersen),0.740,0.870
1,8:27,2,5,NOR 32,0,13,"Taysom Hill pass complete deep right to Rashid Shaheed for 68 yards, touchdown",0.870,7.000
1,8:17,,,ATL 15,0,14,Wil Lutz kicks extra point good,0.000,0.000
1,8:17,,,NOR 35,0,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,8:17,1,10,ATL 25,0,14,Tyler Allgeier right tackle for 8 yards (tackle by Marcus Maye),0.610,1.140
1,7:41,2,2,ATL 33,0,14,"Desmond Ridder pass incomplete deep left intended for Olamide Zaccheaus. Penalty on Tyrann Mathieu: Defensive Pass Interference, 19 yards (accepted) (no play)",1.140,2.390
1,7:35,1,10,NOR 48,0,14,Cordarrelle Patterson left tackle for -1 yards (tackle by Malcolm Roach and Kaden Elliss),2.390,1.710
1,7:00,2,11,NOR 49,0,14,Desmond Ridder pass incomplete deep left intended for Olamide Zaccheaus,1.710,1.030
1,6:53,3,11,NOR 49,0,14,Desmond Ridder pass incomplete short right intended for Cordarrelle Patterson,1.030,0.000
1,6:48,4,11,NOR 49,0,14,"Bradley Pinion punts 40 yards, fair catch by Rashid Shaheed at NO-9",0.000,0.380
1,6:42,1,10,NOR 9,0,14,David Johnson left guard for 2 yards (tackle by Richie Grant),-0.380,-0.630
1,6:03,2,8,NOR 11,0,14,Taysom Hill left guard for 6 yards (tackle by Troy Andersen and Rashaan Evans),-0.630,-0.480
1,5:17,3,2,NOR 17,0,14,Andy Dalton pass complete short right to Adam Prentice for 3 yards (tackle by Troy Andersen),-0.480,0.280
1,4:34,1,10,NOR 20,0,14,Alvin Kamara right guard for 9 yards (tackle by Troy Andersen and Richie Grant),0.280,0.950
1,3:54,2,1,NOR 29,0,14,Alvin Kamara left tackle for -3 yards (tackle by Grady Jarrett),0.950,-0.160
1,3:10,3,4,NOR 26,0,14,"Penalty on Andy Dalton: False Start, 5 yards (accepted) (no play)",-0.160,-0.820
1,2:58,3,9,NOR 21,0,14,Andy Dalton sacked by and Grady Jarrett for -8 yards and Lorenzo Carter for -8 yards,-0.820,-2.490
1,2:14,4,17,NOR 13,0,14,"Blake Gillikin punts 49 yards, fair catch by Avery Williams at ATL-38",-2.490,-1.470
1,2:06,1,10,ATL 38,0,14,Cordarrelle Patterson left end for -2 yards (tackle by Cameron Jordan),1.470,0.650
1,1:25,2,12,ATL 36,0,14,Desmond Ridder pass complete short middle to MyCole Pruitt for 6 yards (tackle by Pete Werner),0.650,0.760
1,0:50,3,6,ATL 42,0,14,Desmond Ridder pass complete short middle to Drake London for 12 yards (tackle by Tyrann Mathieu),0.760,2.520
1,0:13,1,10,NOR 46,0,14,Desmond Ridder scrambles up the middle for 7 yards (tackle by Demario Davis),2.520,2.920
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,NOR 39,0,14,Feleipe Franks right end for no gain (tackle by Kaden Elliss and Demario Davis),2.920,2.210
2,14:19,3,3,NOR 39,0,14,Desmond Ridder pass complete short left to Drake London for 12 yards (tackle by Marcus Maye and Pete Werner),2.210,3.780
2,13:32,1,10,NOR 27,0,14,Cordarrelle Patterson left tackle for 4 yards (tackle by Tyrann Mathieu),3.780,3.770
2,13:10,2,6,NOR 23,0,14,Desmond Ridder pass complete short right to Drake London for 9 yards (tackle by Alontae Taylor),3.770,4.650
2,12:47,1,10,NOR 14,0,14,Cordarrelle Patterson left end for 7 yards (tackle by Carl Granderson),4.650,5.280
2,12:06,2,3,NOR 7,0,14,Desmond Ridder pass incomplete short left intended for Olamide Zaccheaus (defended by Alontae Taylor),5.280,4.500
2,12:02,3,3,NOR 7,0,14,Desmond Ridder sacked by Kentavius Street for -3 yards,4.500,2.790
2,11:19,4,6,NOR 10,3,14,Younghoe Koo 28 yard field goal good,2.790,3.000
2,11:15,,,ATL 35,3,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,11:15,1,10,NOR 25,3,14,Andy Dalton pass complete deep right to Chris Olave for 21 yards (tackle by Cornell Armstrong),0.610,1.990
2,10:40,1,10,NOR 46,3,14,Alvin Kamara right end for 13 yards (tackle by Rashaan Evans and Cornell Armstrong),1.990,2.850
2,10:04,1,10,ATL 41,3,14,David Johnson right guard for 5 yards (tackle by Jaleel Johnson),2.850,2.980
2,9:25,2,5,ATL 36,3,14,Taysom Hill pass complete short right to Juwan Johnson for 12 yards (tackle by Jaylinn Hawkins),2.980,3.970
2,8:42,1,10,ATL 24,3,14,Alvin Kamara right guard for 5 yards (tackle by Richie Grant),3.970,4.120
