Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
1,6:13,2,5,HOU 37,0,0,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Darqueze Dennard),1.200,0.500
1,6:10,3,5,HOU 37,0,0,Deshaun Watson sacked by Chris Smith for -14 yards,0.500,-1.830
1,5:28,4,19,HOU 23,0,0,"Shane Lechler punts 42 yards, returned by Alex Erickson for 26 yards (tackle by Shane Lechler)",-1.830,-2.980
1,5:13,1,10,HOU 39,0,0,"Andy Dalton pass complete short left to Giovani Bernard for 6 yards (tackle by Whitney Mercilus). Penalty on CIN: Illegal Formation, 5 yards (no play)",2.980,2.650
1,4:46,1,15,HOU 44,0,0,"John Ross left end for 12 yards (tackle by Kareem Jackson). John Ross fumbles (forced by Kareem Jackson), recovered by Jadeveon Clowney at HOU-31 and returned for 49 yards (tackle by Andy Dalton)",2.650,-4.240
1,4:32,1,10,CIN 20,0,0,D'Onta Foreman left tackle for 5 yards (tackle by Geno Atkins and Chris Smith),4.240,4.450
1,3:57,2,5,CIN 15,0,0,D'Onta Foreman right end for 9 yards (tackle by George Iloka),4.450,5.830
1,3:18,1,6,CIN 6,0,0,"Penalty on Evan Baylis: False Start, 5 yards (no play)",5.830,4.770
1,3:00,1,11,CIN 11,0,0,D'Onta Foreman left guard for 2 yards (tackle by Vincent Rey),4.770,4.380
1,2:23,2,9,CIN 9,0,0,D'Onta Foreman left end for 1 yard (tackle by Nick Vigil),4.380,3.580
1,1:40,3,8,CIN 8,0,0,Deshaun Watson pass incomplete short right intended for Tyler Ervin,3.580,2.950
1,1:32,4,8,CIN 8,3,0,Ka'imi Fairbairn 26 yard field goal good,2.950,3.000
1,1:28,,,HOU 35,3,0,"Ka'imi Fairbairn kicks off 70 yards, returned by Alex Erickson for 41 yards (tackle by Brian Peters)",0.000,-1.330
1,1:19,1,10,CIN 36,3,0,Andy Dalton pass complete deep middle to A.J. Green for 50 yards (tackle by Johnathan Joseph),1.330,4.650
1,0:38,1,10,HOU 14,3,0,Andy Dalton pass complete short left to Brandon LaFell for 2 yards (tackle by Kevin Johnson),4.650,4.330
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,HOU 12,3,0,Giovani Bernard left end for -5 yards (tackle by Benardrick McKinney),4.330,2.930
2,14:27,3,13,HOU 17,3,0,Andy Dalton sacked by Benardrick McKinney for -4 yards,2.930,2.060
2,13:48,4,17,HOU 21,3,3,Randy Bullock 39 yard field goal good,2.060,3.000
2,13:44,,,CIN 35,3,3,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
2,13:44,1,10,HOU 25,3,3,Deshaun Watson pass complete short right to Braxton Miller for 2 yards (tackle by Vincent Rey),0.610,0.330
2,13:11,2,8,HOU 27,3,3,Lamar Miller left guard for 1 yard (tackle by Carlos Dunlap),0.330,-0.230
2,12:30,3,7,HOU 28,3,3,Deshaun Watson pass complete short left to Lamar Miller for 12 yards (tackle by Chris Smith),-0.230,1.600
2,11:49,1,10,HOU 40,3,3,Lamar Miller left end for no gain (tackle by Nick Vigil),1.600,1.050
2,11:11,2,10,HOU 40,3,3,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Adam Jones),1.050,0.370
2,11:08,3,10,HOU 40,3,3,Deshaun Watson sacked by Geno Atkins for -2 yards,0.370,-0.850
2,10:31,4,12,HOU 38,3,3,"Shane Lechler punts 55 yards, returned by Alex Erickson for 7 yards (tackle by Zach Cunningham)",-0.850,0.280
2,10:20,1,10,CIN 14,3,3,Joe Mixon left guard for 3 yards (tackle by J.J. Watt),-0.280,-0.370
2,9:40,2,7,CIN 17,3,3,Joe Mixon left end for 3 yards (tackle by Kareem Jackson),-0.370,-0.680
2,9:05,3,4,CIN 20,3,3,Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Zach Cunningham),-0.680,1.140
2,8:47,1,10,CIN 33,3,3,Giovani Bernard right tackle for 3 yards (tackle by Christian Covington and D.J. Reader),1.140,1.000
2,8:24,2,7,CIN 36,3,3,Giovani Bernard right tackle for 5 yards (tackle by Kareem Jackson and Dylan Cole),1.000,0.960
2,8:03,3,2,CIN 41,3,3,Giovani Bernard right guard for 1 yard (tackle by Christian Covington and D.J. Reader),0.960,-0.590
2,7:25,4,1,CIN 42,3,3,"Kevin Huber punts 45 yards, returned by Tyler Ervin for 7 yards (tackle by William Jackson)",-0.590,-0.280
2,7:17,1,10,HOU 20,3,3,Lamar Miller right tackle for 6 yards (tackle by Vincent Rey and George Iloka),0.280,0.540
2,6:46,2,4,HOU 26,3,3,Lamar Miller right tackle for 3 yards (tackle by Kevin Minter and Jordan Willis),0.540,0.230
2,6:09,3,1,HOU 29,3,3,Lamar Miller left tackle for no gain (tackle by Vincent Rey and Jordan Willis),0.230,-1.440
2,5:24,4,1,HOU 29,3,3,"Shane Lechler punts 51 yards, fair catch by Alex Erickson",-1.440,-0.280
2,5:16,1,10,CIN 20,3,3,Joe Mixon right guard for 7 yards (tackle by Benardrick McKinney and Johnathan Joseph),0.280,0.680
2,4:52,2,3,CIN 27,3,3,Andy Dalton pass incomplete short left intended for A.J. Green,0.680,-0.030
2,4:48,3,3,CIN 27,3,3,Andy Dalton pass incomplete deep left intended for Brandon LaFell,-0.030,-1.570
2,4:43,4,3,CIN 27,3,3,"Kevin Huber punts 61 yards. Penalty on Jordan Todman: Offensive Holding, 6 yards",-1.570,0.380
2,4:30,1,10,HOU 6,3,3,Deshaun Watson middle for 4 yards (tackle by Pat Sims and Jordan Willis),-0.380,-0.490
2,3:53,2,6,HOU 10,3,3,D'Onta Foreman right guard for 1 yard (tackle by Carlos Dunlap and Vincent Rey),-0.490,-0.840
2,3:09,3,5,HOU 11,3,3,Deshaun Watson pass complete short middle to Tyler Ervin for 7 yards (tackle by Vincent Rey),-0.840,0.040
,,,,,,,"CIN challenged the pass completion ruling, and the play was upheld.",,
2,2:32,1,10,HOU 18,3,3,D'Onta Foreman right guard for 5 yards (tackle by Carlos Dunlap),0.040,0.280
2,2:00,2,5,HOU 23,3,3,Deshaun Watson pass complete short left to Lamar Miller for 8 yards (tackle by Nick Vigil),0.280,1.000
2,1:35,1,10,HOU 31,3,3,Deshaun Watson pass complete deep middle to DeAndre Hopkins for 25 yards (tackle by Shawn Williams),1.000,2.650
2,1:19,1,10,CIN 44,3,3,Deshaun Watson sacked by Geno Atkins for -11 yards,2.650,0.000
2,1:08,,,,,,Timeout #2 by Houston Texans,0.000,-0.630
2,1:08,2,21,HOU 45,3,3,Deshaun Watson pass complete short left to Lamar Miller for 6 yards (tackle by Shawn Williams),0.630,0.760
2,1:03,3,15,CIN 49,9,3,"Deshaun Watson middle for 49 yards, touchdown",0.760,7.000
2,0:50,,,CIN 15,10,3,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,0:50,,,HOU 35,10,3,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
2,0:50,1,10,CIN 25,10,3,Andy Dalton pass complete short middle to Alex Erickson for 5 yards (tackle by Zach Cunningham),0.610,0.740
2,0:30,2,5,CIN 30,10,3,Andy Dalton pass complete deep right to Tyler Eifert for 22 yards (tackle by Johnathan Joseph),0.740,0.000
2,0:24,,,,,,Timeout #3 by Houston Texans,0.000,-2.390
2,0:24,1,10,HOU 48,10,3,Andy Dalton pass complete deep right to Alex Erickson for 37 yards (tackle by Kareem Jackson),2.390,0.000
2,0:16,,,,,,Timeout #2 by Cincinnati Bengals,0.000,-4.840
2,0:16,1,10,HOU 11,10,3,Andy Dalton pass incomplete,4.840,4.140
2,0:12,2,10,HOU 11,10,3,Andy Dalton pass incomplete,4.140,3.130
2,0:06,3,10,HOU 11,10,6,Randy Bullock 29 yard field goal good,3.130,3.000
2,0:02,,,CIN 35,10,6,"Randy Bullock kicks off 47 yards, returned by Tyler Ervin for 17 yards (tackle by Derron Smith)",0.000,1.270
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,10,6,"Ka'imi Fairbairn kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CIN 25,10,6,Andy Dalton middle for 3 yards (tackle by Kareem Jackson and J.J. Watt),0.610,0.470
3,14:25,2,7,CIN 28,10,6,Jeremy Hill right tackle for 6 yards (tackle by Dylan Cole and Kareem Jackson),0.470,0.560
3,13:46,3,1,CIN 34,10,6,Andy Dalton left guard for 2 yards (tackle by Jadeveon Clowney and Joel Heath),0.560,1.330
3,13:10,1,10,CIN 36,10,6,Andy Dalton pass complete short right to Jeremy Hill for 2 yards (tackle by Benardrick McKinney),1.330,1.060
3,12:37,2,8,CIN 38,10,6,Jeremy Hill left end for -1 yards (tackle by Kareem Jackson),1.060,0.230
3,12:01,3,9,CIN 37,10,6,Andy Dalton pass complete short right to Alex Erickson for 14 yards,0.230,2.320
3,11:28,1,10,HOU 49,10,6,Andy Dalton pass complete short middle to Tyler Eifert for 5 yards (tackle by Andre Hal),2.320,2.460
3,10:49,2,5,HOU 44,10,6,Giovani Bernard right guard for 6 yards (tackle by Christian Covington),2.460,3.050
3,10:10,1,10,HOU 38,10,6,Andy Dalton pass complete short left to Brandon LaFell for 11 yards (tackle by Jadeveon Clowney),3.050,3.780
3,9:33,1,10,HOU 27,10,6,Andy Dalton pass complete short right to A.J. Green for 3 yards (tackle by Kevin Johnson),3.780,3.640
3,8:56,2,7,HOU 24,10,6,Andy Dalton pass incomplete short left intended for Giovani Bernard,3.640,2.940
3,8:52,3,7,HOU 24,10,6,"Penalty on Zach Cunningham: Neutral Zone Infraction, 5 yards (no play)",2.940,3.640
3,8:52,3,2,HOU 19,10,6,Jeremy Hill middle for no gain (tackle by Dylan Cole and D.J. Reader),3.640,2.310
3,8:15,4,2,HOU 19,10,6,Jeremy Hill right guard for 3 yards (tackle by Corey Moore),2.310,4.510
3,7:21,1,10,HOU 16,10,6,Jeremy Hill left guard for 4 yards (tackle by Corey Moore and Benardrick McKinney),4.510,4.570
3,6:43,2,6,HOU 12,10,6,Andy Dalton pass incomplete short left intended for Tyler Eifert. Penalty on Tyler Eifert: Illegal Touch Pass,4.570,3.730
3,6:36,3,6,HOU 12,10,6,Andy Dalton pass incomplete short right intended for Brandon LaFell,3.730,2.660
3,6:30,4,6,HOU 12,10,9,Randy Bullock 30 yard field goal good,2.660,3.000
3,6:26,,,CIN 35,10,9,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
3,6:26,1,10,HOU 25,10,9,Lamar Miller left guard for 8 yards (tackle by Pat Sims),0.610,1.140
3,5:57,2,2,HOU 33,10,9,Lamar Miller left tackle for 2 yards (tackle by Vincent Rey),1.140,1.270
3,5:17,1,10,HOU 35,10,9,Deshaun Watson for 2 yards (tackle by Shawn Williams),1.270,0.990
3,4:38,2,8,HOU 37,10,9,Deshaun Watson pass complete short left to DeAndre Hopkins for 6 yards (tackle by Adam Jones),0.990,1.090
3,4:01,3,2,HOU 43,10,9,"Deshaun Watson pass incomplete short left intended for DeAndre Hopkins. Penalty on Darqueze Dennard: Defensive Pass Interference, 6 yards (no play)",1.090,2.190
3,3:57,1,10,HOU 49,10,9,Lamar Miller middle for no gain (tackle by Nick Vigil and Ryan Glasgow),2.190,1.650
3,3:18,2,10,HOU 49,10,9,Deshaun Watson pass incomplete short middle intended for Tyler Ervin (defended by Nick Vigil),1.650,0.960
3,3:14,3,10,HOU 49,10,9,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Adam Jones),0.960,-0.130
3,3:08,4,10,HOU 49,10,9,"Shane Lechler punts 40 yards, fair catch by Alex Erickson",-0.130,0.370
3,3:02,1,10,CIN 11,10,9,Joe Mixon left guard for 6 yards (tackle by J.J. Watt),-0.370,-0.160
3,2:27,2,4,CIN 17,10,9,Andy Dalton pass incomplete short middle intended for A.J. Green (defended by J.J. Watt),-0.160,-0.720
3,2:21,3,4,CIN 17,10,9,Andy Dalton pass complete short middle to Tyler Eifert for 15 yards (tackle by Marcus Gilchrist),-0.720,1.070
3,1:40,1,10,CIN 32,10,9,Alex Erickson left end for 2 yards (tackle by Zach Cunningham),1.070,0.800
3,1:06,2,8,CIN 34,10,9,Andy Dalton pass complete short right to Brandon LaFell for 5 yards (tackle by Andre Hal and Kevin Johnson),0.800,0.760
3,0:44,3,3,CIN 39,10,9,Andy Dalton pass incomplete short left intended for Giovani Bernard (defended by Jadeveon Clowney),0.760,-0.780
3,0:41,4,3,CIN 39,10,9,"Kevin Huber punts 46 yards, returned by Tyler Ervin for 1 yard (tackle by Josh Shaw)",-0.780,0.140
3,0:32,1,10,HOU 16,10,9,Deshaun Watson pass complete short right to Tyler Ervin for 7 yards (tackle by Darqueze Dennard),-0.140,0.420
Quarter,Time,Down,ToGo,Location,HOU,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,HOU 23,10,9,D'Onta Foreman middle for 2 yards (tackle by Vincent Rey),0.420,-0.200
4,14:21,3,1,HOU 25,10,9,D'Onta Foreman left tackle for -2 yards (tackle by Carlos Dunlap and Vincent Rey),-0.200,-1.830
4,13:47,4,3,HOU 23,10,9,"Shane Lechler punts 52 yards, fair catch by Alex Erickson",-1.830,-0.610
4,13:40,1,10,CIN 25,10,9,Joe Mixon left end for 7 yards (tackle by Eddie Pleasant),0.610,1.010
4,13:14,2,3,CIN 32,10,9,Joe Mixon right tackle for 4 yards (tackle by J.J. Watt),1.010,1.330
4,12:43,1,10,CIN 36,10,9,Joe Mixon middle for -1 yards (tackle by Jadeveon Clowney),1.330,0.660
4,12:14,2,11,CIN 35,10,9,Andy Dalton pass complete short right to Joe Mixon for 5 yards (tackle by Jadeveon Clowney),0.660,0.630
4,11:31,3,6,CIN 40,10,9,Andy Dalton pass incomplete short right intended for Brandon LaFell,0.630,-0.720
4,11:27,4,6,CIN 40,10,9,"Kevin Huber punts 52 yards, returned by Tyler Ervin for 7 yards (tackle by Clark Harris). Penalty on Brian Peters: Offensive Holding, 7 yards",-0.720,0.380
4,11:15,1,10,HOU 8,10,9,Deshaun Watson for 1 yard (tackle by Jordan Willis),-0.380,-0.710
4,10:47,2,9,HOU 9,10,9,Deshaun Watson pass complete short left to DeAndre Hopkins for 8 yards (tackle by Adam Jones),-0.710,-0.370
4,10:18,3,1,HOU 17,10,9,"D'Onta Foreman left guard for -1 yards (tackle by George Iloka). Penalty on Braxton Miller: Unnecessary Roughness, 8 yards",-0.370,-2.490
4,10:05,4,10,HOU 8,10,9,"Shane Lechler punts 59 yards, returned by Alex Erickson for 14 yards (tackle by Kurtis Drummond)",-2.490,-2.060
4,9:53,1,10,CIN 47,10,9,Andy Dalton pass incomplete deep left intended for A.J. Green,2.060,1.520
4,9:48,2,10,CIN 47,10,9,Joe Mixon left end for 5 yards (tackle by Eddie Pleasant),1.520,0.000
4,9:08,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-1.490
4,9:08,3,5,HOU 48,10,9,Andy Dalton sacked by Benardrick McKinney for -3 yards,1.490,-0.130
4,8:26,4,8,CIN 49,10,9,"Kevin Huber punts 41 yards, fair catch by Tyler Ervin",-0.130,0.380
4,8:20,1,10,HOU 10,10,9,Deshaun Watson pass complete short left to DeAndre Hopkins for 11 yards,-0.380,0.340
4,7:49,1,10,HOU 21,10,9,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins (defended by Adam Jones),0.340,-0.200
4,7:44,2,10,HOU 21,10,9,"Deshaun Watson pass complete short right to Tyler Ervin for 11 yards (tackle by George Iloka and Shawn Williams). Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",-0.200,-1.510
4,7:15,2,20,HOU 11,10,9,"Deshaun Watson pass incomplete short left intended for DeAndre Hopkins. Penalty on Adam Jones: Defensive Pass Interference, 14 yards (no play)",-1.510,0.610
4,7:11,1,10,HOU 25,10,9,Lamar Miller left tackle for 3 yards (tackle by Kevin Minter),0.610,0.470
4,6:31,2,7,HOU 28,10,9,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins,0.470,-0.230
4,6:25,3,7,HOU 28,10,9,Deshaun Watson pass complete short left to DeAndre Hopkins for 9 yards (tackle by Adam Jones),-0.230,1.400
4,5:46,1,10,HOU 37,10,9,Lamar Miller left tackle for 2 yards (tackle by Chris Smith),1.400,1.130
4,5:04,2,8,HOU 39,10,9,Lamar Miller left tackle for 19 yards (tackle by Darqueze Dennard),1.130,2.790
4,4:22,1,10,CIN 42,10,9,Deshaun Watson pass complete short left to DeAndre Hopkins for 9 yards (tackle by Darqueze Dennard),2.790,3.460
4,4:14,2,1,CIN 33,10,9,D'Onta Foreman left tackle for 4 yards (tackle by Chris Smith and Shawn Williams),3.460,3.640
4,3:40,1,10,CIN 29,10,9,"Deshaun Watson pass incomplete deep left intended for DeAndre Hopkins. Penalty on DeAndre Hopkins: Offensive Pass Interference, 10 yards (no play)",3.640,2.980
4,3:33,1,20,CIN 39,10,9,Deshaun Watson pass complete short left to Tyler Ervin for 2 yards (tackle by Shawn Williams),2.980,2.020
4,2:51,2,18,CIN 37,10,9,Lamar Miller left guard for 2 yards (tackle by Jordan Willis and Geno Atkins),2.020,1.620
4,2:09,3,16,CIN 35,10,9,Deshaun Watson for 11 yards (tackle by Adam Jones),1.620,1.920
4,2:01,4,5,CIN 24,13,9,Ka'imi Fairbairn 42 yard field goal good,1.920,3.000
4,1:56,,,HOU 35,13,9,"Ka'imi Fairbairn kicks off 69 yards, returned by Alex Erickson for 35 yards (tackle by Kurtis Drummond)",0.000,-1.000
4,1:50,1,10,CIN 31,13,9,Andy Dalton pass complete short left to Brandon LaFell for 12 yards,1.000,1.800
4,1:45,1,10,CIN 43,13,9,Andy Dalton pass incomplete short middle intended for Alex Erickson (defended by Eddie Pleasant),1.800,1.250
4,1:42,2,10,CIN 43,13,9,Andy Dalton pass complete short right to Alex Erickson for 6 yards (tackle by Eddie Pleasant),1.250,1.350
4,1:20,3,4,CIN 49,13,9,Andy Dalton pass incomplete,1.350,-0.130
4,1:13,4,4,CIN 49,13,9,"Penalty on Jake Fisher: False Start, 5 yards (no play)",-0.130,-0.460
4,1:13,4,9,CIN 44,13,9,Andy Dalton pass incomplete deep left intended for Alex Erickson,-0.460,-2.650
4,1:08,1,10,CIN 44,13,9,"Penalty on Julie'n Davenport: False Start, 5 yards (no play)",2.650,2.320
4,1:08,1,15,CIN 49,13,9,Lamar Miller middle for 6 yards (tackle by Vincent Rey and George Iloka),2.320,0.000
4,1:02,,,,,,Timeout #2 by Cincinnati Bengals,0.000,-2.250
4,1:02,2,9,CIN 43,13,9,Lamar Miller left tackle for 5 yards (tackle by George Iloka),2.250,0.000
4,0:57,,,,,,Timeout #3 by Cincinnati Bengals,0.000,-2.210
4,0:57,3,4,CIN 38,13,9,Lamar Miller middle for -2 yards (tackle by George Iloka),2.210,0.000
4,0:12,,,,,,Timeout #1 by Houston Texans,0.000,-0.590
4,0:12,4,6,CIN 40,13,9,"Shane Lechler punts 30 yards, returned by Alex Erickson for 10 yards (tackle by Zach Cunningham)",0.590,-0.280
4,0:02,1,10,CIN 20,13,9,Andy Dalton pass complete short middle to A.J. Green for -3 yards,0.280,-0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
