Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
1,8:13,1,10,NYJ 48,0,0,Chad Pennington pass complete to Curtis Martin for 7 yards (tackle by Todd Lyght),2.130,2.530
1,7:32,2,3,DET 45,0,0,Chad Pennington pass complete to Richie Anderson for 8 yards (tackle by Barrett Green),2.530,3.120
1,7:03,1,10,DET 37,0,0,Santana Moss left end for 13 yards (tackle by Corey Harris),3.120,3.970
1,6:31,1,10,DET 24,0,0,"Curtis Martin right tackle for 1 yard (tackle by Eric Davis and Donte Curry). Penalty on Eric Davis: Face Mask (15 Yards), 12 yards",3.970,4.840
1,6:02,1,10,DET 11,0,0,Curtis Martin left end for 1 yard (tackle by Jeff Gooch and Chris Cash),4.840,4.320
1,5:21,2,9,DET 10,6,0,"Chad Pennington pass complete to Santana Moss for 10 yards, touchdown",4.320,7.000
1,5:21,,,DET 10,7,0,John Hall kicks extra point good,0.000,0.000
1,5:21,,,NYJ 30,7,0,"John Hall kicks off 66 yards, returned by Eddie Drummond for 28 yards (tackle by Khary Campbell)",0.000,1.070
1,5:09,1,10,DET 32,7,0,Joey Harrington pass complete to Germane Crowell for 4 yards (tackle by Aaron Beasley),1.070,1.070
1,4:45,2,6,DET 36,7,0,James Stewart right tackle for 4 yards (tackle by Marvin Jones),1.070,0.890
1,4:18,3,2,DET 40,7,0,Joey Harrington pass incomplete intended for Scotty Anderson (defended by Donnie Abraham),0.890,-0.720
1,4:15,4,2,DET 40,7,0,"John Jett punts 50 yards, returned by Santana Moss for 13 yards (tackle by Stephen Trejo)",-0.720,-0.480
1,4:00,1,10,NYJ 23,7,0,Curtis Martin middle for 6 yards (tackle by Chris Claiborne),0.480,0.740
1,3:18,2,4,NYJ 29,7,0,Curtis Martin left tackle for 9 yards (tackle by Barrett Green),0.740,1.470
1,2:41,1,10,NYJ 38,7,0,"Chad Pennington pass complete to Anthony Becht for 2 yards (tackle by Donte Curry). Penalty on Randy Thomas: Offensive Holding, 10 yards (no play)",1.470,0.810
1,2:12,1,20,NYJ 28,7,0,Curtis Martin middle for 25 yards (tackle by Corey Harris),0.810,2.460
1,1:26,1,10,DET 47,7,0,Chad Pennington pass complete to Laveranues Coles for 14 yards (tackle by Chris Cash),2.460,3.380
1,0:51,1,10,DET 33,7,0,LaMont Jordan right end for 13 yards (tackle by Corey Harris and Donte Curry),3.380,4.240
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 20,7,0,LaMont Jordan left end for 5 yards (tackle by James Hall and Donte Curry),4.240,4.450
2,14:18,2,5,DET 15,13,0,"Chad Pennington pass complete to Wayne Chrebet for 15 yards, touchdown",4.450,7.000
2,14:18,,,DET 15,13,0,"John Hall kicks extra point no good, blocked by James Hall",0.000,-1.000
2,14:18,,,NYJ 30,13,0,"John Hall kicks off 66 yards, returned by Eddie Drummond for 18 yards (tackle by Jerald Sowell)",0.000,0.410
2,14:08,1,10,DET 22,13,0,James Stewart left end for 15 yards (tackle by Damien Robinson),0.410,1.400
2,13:47,1,10,DET 37,13,0,Aveion Cason right end for 8 yards (tackle by Marvin Jones),1.400,1.940
2,13:06,2,2,DET 45,13,0,Joey Harrington pass complete to Mikhael Ricks for 11 yards (tackle by Sam Garnes),1.940,2.650
2,12:28,1,10,NYJ 44,13,0,Cory Schlesinger right tackle for 2 yards (tackle by Sam Cowart),2.650,2.380
2,11:49,2,8,NYJ 42,13,0,Joey Harrington pass complete to James Stewart for 5 yards (tackle by Sam Cowart),2.380,2.350
2,11:05,3,3,NYJ 37,13,6,"Joey Harrington pass complete to Bill Schroeder for 37 yards, touchdown",2.350,7.000
2,11:05,,,NYJ 37,13,7,Jason Hanson kicks extra point good,0.000,0.000
2,11:05,,,DET 30,13,7,"Jason Hanson kicks off 70 yards, returned by Chad Morton for 23 yards",0.000,0.480
2,10:47,1,10,NYJ 23,13,7,Chad Pennington pass complete to Curtis Martin for -1 yards (tackle by Todd Lyght),0.480,-0.200
2,10:03,2,11,NYJ 22,13,7,Chad Pennington pass complete to Laveranues Coles for 15 yards (tackle by Eric Davis and Barrett Green),-0.200,1.400
2,9:23,1,10,NYJ 37,13,7,Curtis Martin left end for 1 yard (tackle by Luther Elliss),1.400,0.990
2,8:39,2,9,NYJ 38,13,7,Curtis Martin right end for 6 yards (tackle by Corey Harris),0.990,1.090
2,7:51,3,3,NYJ 44,13,7,Chad Pennington pass complete to Santana Moss for 5 yards (tackle by Todd Lyght),1.090,2.190
2,7:10,1,10,NYJ 49,13,7,Chad Pennington pass incomplete intended for Santana Moss is intercepted by Todd Lyght at DET-36,2.190,-1.330
2,7:04,1,10,DET 36,13,7,James Stewart left end for -2 yards (tackle by James Reed),1.330,0.520
2,6:24,2,12,DET 34,13,7,James Stewart middle for 4 yards (tackle by Josh Evans and Marvin Jones),0.520,0.370
2,5:49,3,8,DET 38,13,7,"Joey Harrington pass incomplete intended for Cory Schlesinger. Penalty on John Abraham: Roughing the Passer, 15 yards (no play)",0.370,2.460
2,5:44,1,10,NYJ 47,13,7,James Stewart right end for 2 yards (tackle by John Abraham),2.460,2.180
2,5:05,2,8,NYJ 45,13,7,Joey Harrington pass incomplete intended for Bill Schroeder,2.180,1.490
2,5:01,3,8,NYJ 45,13,7,Joey Harrington pass incomplete intended for Germane Crowell (defended by Ray Mickens),1.490,0.270
2,4:56,4,8,NYJ 45,13,7,"John Jett punts 45 yards, touchback",0.270,-0.280
2,4:50,1,10,NYJ 20,13,7,Chad Pennington pass complete to Curtis Martin for 3 yards (tackle by Chris Cash),0.280,0.140
2,4:04,2,7,NYJ 23,13,7,Curtis Martin left tackle for 3 yards (tackle by Shaun Rogers and Robert Porcher),0.140,-0.160
2,3:25,3,4,NYJ 26,13,7,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Andre' Goodman),-0.160,-1.630
2,3:20,4,4,NYJ 26,13,7,"Matt Turk punts 42 yards, returned by Eddie Drummond for no gain",-1.630,-1.070
2,3:09,1,10,DET 32,13,7,Joey Harrington pass incomplete intended for Germane Crowell,1.070,0.530
2,3:04,2,10,DET 32,13,7,James Stewart middle for 4 yards (tackle by Josh Evans),0.530,0.370
2,2:24,3,6,DET 36,13,7,Joey Harrington pass complete to Bill Schroeder for 13 yards (tackle by Jon McGraw),0.370,2.190
2,2:00,1,10,DET 49,13,7,James Stewart right tackle for 5 yards (tackle by Sam Cowart),2.190,2.320
2,1:28,2,5,NYJ 46,13,7,Joey Harrington pass incomplete intended for John Owens (defended by Sam Cowart),2.320,1.620
2,1:25,3,5,NYJ 46,13,7,Joey Harrington pass complete to James Stewart for 3 yards (tackle by Aaron Beasley),1.620,0.400
2,1:01,3,5,NYJ 46,,,Timeout #1 by Detroit Lions,1.620,0.400
2,1:01,4,2,NYJ 43,13,7,"Joey Harrington pass complete to Mikhael Ricks for 4 yards (tackle by Sam Cowart). Penalty on John Abraham: Neutral Zone Infraction, 5 yards (no play)",0.400,3.050
2,0:58,1,10,NYJ 38,13,7,"Joey Harrington pass complete to Cory Schlesinger for 8 yards (tackle by Sam Cowart). Penalty on Matt Joyce: Illegal Use of Hands, 10 yards (no play)",3.050,2.390
2,0:52,1,20,NYJ 48,13,7,Joey Harrington pass incomplete intended for Aveion Cason (defended by James Reed),2.390,1.160
2,0:47,2,20,NYJ 48,13,7,Joey Harrington pass incomplete intended for Scotty Anderson (defended by Ray Mickens),1.160,0.500
2,0:43,3,20,NYJ 48,13,7,Joey Harrington pass complete to Aveion Cason for 8 yards (tackle by Ray Mickens),0.500,0.590
2,0:14,3,20,NYJ 48,,,Timeout #2 by Detroit Lions,0.500,0.590
2,0:14,4,12,NYJ 40,13,7,Joey Harrington pass incomplete intended for Larry Foster (defended by Aaron Beasley),0.590,-1.600
2,0:09,4,12,NYJ 40,,,Timeout #1 by New York Jets,0.590,-1.600
2,0:09,1,10,NYJ 40,13,7,Chad Pennington kneels for -1 yards,1.600,0.920
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,13,7,"Jason Hanson kicks off 47 yards, returned by Chris Baker for 15 yards (tackle by Jimmy Wyrick)",0.000,1.470
3,14:54,1,10,NYJ 38,13,7,Curtis Martin left tackle for 6 yards (tackle by Barrett Green and James Hall),1.470,1.730
3,14:18,2,4,NYJ 44,13,7,Curtis Martin right end for 7 yards (tackle by Donte Curry),1.730,2.320
3,13:43,1,10,DET 49,13,7,Chad Pennington sacked by Chris Claiborne for -10 yards,2.320,0.430
3,13:05,2,20,NYJ 41,13,7,Curtis Martin middle for 4 yards (tackle by Chris Claiborne),0.430,0.300
3,12:21,3,16,NYJ 45,13,7,Chad Pennington pass complete to Anthony Becht for 7 yards (tackle by Barrett Green),0.300,0.070
3,11:57,4,9,DET 48,13,7,"Matt Turk punts 48 yards, touchback",0.070,-0.280
3,11:43,1,10,DET 20,13,7,James Stewart left end for 9 yards (tackle by Mo Lewis),0.280,0.950
3,11:02,2,1,DET 29,13,7,Cory Schlesinger middle for 9 yards (tackle by Damien Robinson),0.950,1.470
3,10:24,1,10,DET 38,13,7,James Stewart left tackle for 2 yards (tackle by Marvin Jones),1.470,1.190
3,9:48,2,8,DET 40,13,7,"Joey Harrington pass incomplete intended for Mikhael Ricks. Penalty on Stockar McDougle: Offensive Holding, 10 yards (no play)",1.190,-0.160
3,9:39,2,18,DET 30,13,7,Joey Harrington pass complete to Germane Crowell for 4 yards (tackle by Sam Cowart),-0.160,-0.290
3,8:57,3,14,DET 34,13,7,"Joey Harrington pass incomplete is intercepted by Sam Garnes at 50 and returned for 13 yards. Penalty on James Darling: Roughing the Passer, 15 yards (no play)",-0.290,2.190
3,8:47,1,10,DET 49,13,7,Joey Harrington pass complete to Cory Schlesinger for 43 yards (tackle by Sam Garnes),2.190,5.370
3,7:59,1,8,NYJ 8,13,7,James Stewart right tackle for 1 yard (tackle by Mo Lewis and Marvin Jones),5.370,4.760
3,7:21,2,7,NYJ 7,13,7,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Aaron Beasley),4.760,3.810
3,7:15,3,7,NYJ 7,13,13,"Joey Harrington pass complete to Bill Schroeder for 7 yards, touchdown",3.810,7.000
3,7:15,,,NYJ 7,13,14,Jason Hanson kicks extra point good,0.000,0.000
3,7:15,,,DET 30,13,14,"Jason Hanson kicks off 72 yards, returned by Chad Morton for 36 yards (tackle by Larry Foster)",0.000,1.200
3,7:03,1,10,NYJ 34,13,14,Curtis Martin right tackle for 2 yards (tackle by Robert Porcher and Chris Claiborne),1.200,0.930
3,6:24,2,8,NYJ 36,13,14,Curtis Martin left tackle for no gain (tackle by Barrett Green),0.930,0.230
3,5:44,3,8,NYJ 36,13,14,Chad Pennington pass complete to Laveranues Coles for 16 yards (tackle by Eric Davis),0.230,2.390
3,5:21,1,10,DET 48,13,14,Chad Pennington pass complete to LaMont Jordan for 10 yards (tackle by Chris Claiborne),2.390,3.050
3,4:36,1,10,DET 38,13,14,LaMont Jordan right tackle for 2 yards (tackle by Chris Claiborne),3.050,2.780
3,3:56,2,8,DET 36,13,14,Chad Pennington pass complete to Laveranues Coles for 21 yards (tackle by Corey Harris),2.780,4.580
3,3:22,1,10,DET 15,13,14,LaMont Jordan middle for 5 yards (tackle by Kelvin Pritchett),4.580,4.840
3,2:41,2,5,DET 10,13,14,Curtis Martin middle for 4 yards (tackle by Kelvin Pritchett),4.840,4.900
3,2:01,3,1,DET 6,13,14,Chad Pennington middle for 2 yards (tackle by Shaun Rogers),4.900,6.280
3,1:18,1,4,DET 4,13,14,LaMont Jordan left tackle for no gain (tackle by Kelvin Pritchett and Shaun Rogers),6.280,5.340
3,0:48,2,4,DET 4,13,14,Chad Pennington pass incomplete intended for Santana Moss,5.340,4.490
3,0:41,3,4,DET 4,19,14,"Chad Pennington pass complete to Wayne Chrebet for 4 yards, touchdown",4.490,7.000
3,0:41,3,,DET 4,21,14,"Two Point Attempt: Chad Pennington pass complete to Laveranues Coles, conversion succeeds",1.000,1.000
3,0:41,,,NYJ 30,21,14,"John Hall kicks off 63 yards, returned by Eddie Drummond for 20 yards (tackle by Khary Campbell)",0.000,0.740
3,0:30,1,10,DET 27,21,14,James Stewart left end for 1 yard (tackle by Mo Lewis),0.740,0.330
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,DET 28,21,14,Joey Harrington pass incomplete intended for Bill Schroeder,0.330,-0.360
4,14:56,3,9,DET 28,21,14,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by John Abraham),-0.360,-1.500
4,14:52,4,9,DET 28,21,14,"Penalty on Eddie Drummond: False Start, 5 yards (no play)",-1.500,-1.830
4,14:52,4,14,DET 23,21,14,"John Jett punts 24 yards, out of bounds",-1.830,-2.460
4,14:45,1,10,DET 47,21,14,Chad Pennington pass complete to Wayne Chrebet for 23 yards (tackle by Eric Davis),2.460,3.970
4,14:02,1,10,DET 24,21,14,Curtis Martin right end for 5 yards (tackle by Todd Lyght and Barrett Green),3.970,4.120
4,13:25,2,5,DET 19,21,14,Curtis Martin middle for 10 yards (tackle by Kalimba Edwards and Corey Harris),4.120,5.140
4,12:48,1,9,DET 9,21,14,Curtis Martin right tackle for 2 yards (tackle by Corey Harris),5.140,4.760
4,12:07,2,7,DET 7,21,14,LaMont Jordan middle for 3 yards (tackle by Shaun Rogers and Corey Harris),4.760,4.490
4,11:20,2,7,DET 7,,,Timeout #1 by New York Jets,4.760,4.490
4,11:20,3,4,DET 4,21,14,Chad Pennington pass incomplete intended for Wayne Chrebet (defended by Todd Lyght),4.490,3.030
4,11:20,4,4,DET 4,24,14,John Hall 22 yard field goal good,3.030,3.000
4,11:20,,,NYJ 30,24,14,"John Hall kicks off 69 yards, returned by Eddie Drummond for 30 yards (tackle by Jon McGraw)",0.000,1.000
4,11:06,1,10,DET 31,24,14,Joey Harrington pass complete to Germane Crowell for 7 yards (tackle by Marvin Jones),1.000,1.410
4,10:35,2,3,DET 38,24,14,James Stewart left end for -5 yards (tackle by John Abraham). Penalty on Matt Joyce: Offensive Holding (Declined),1.410,0.040
4,10:06,3,8,DET 33,24,14,Joey Harrington pass incomplete intended for Bill Schroeder,0.040,-1.180
4,10:01,4,8,DET 33,24,14,"John Jett punts 44 yards, fair catch by Santana Moss",-1.180,-0.480
4,9:52,1,10,NYJ 23,24,14,Chad Pennington right end for 2 yards (tackle by Todd Lyght),0.480,0.200
4,9:11,2,8,NYJ 25,24,14,Chad Pennington pass complete to Laveranues Coles for 31 yards (tackle by Eric Davis),0.200,2.650
4,8:24,1,10,DET 44,24,14,Curtis Martin middle for 4 yards (tackle by Kalimba Edwards),2.650,2.650
4,7:39,2,6,DET 40,24,14,Curtis Martin middle for 2 yards (tackle by Luther Elliss),2.650,2.210
4,6:59,3,4,DET 38,24,14,Chad Pennington pass complete to Curtis Martin for 19 yards (tackle by Jeff Gooch),2.210,4.310
4,6:13,1,10,DET 19,24,14,Curtis Martin middle for 7 yards (tackle by Kalimba Edwards),4.310,4.920
4,5:29,2,3,DET 12,24,14,LaMont Jordan right end for 2 yards (tackle by Donte Curry),4.920,4.690
4,4:58,3,1,DET 10,24,14,LaMont Jordan right tackle for 9 yards (tackle by Todd Lyght),4.690,6.970
4,4:12,1,1,DET 1,24,14,LaMont Jordan left tackle for no gain (tackle by Shaun Rogers),6.970,5.910
4,3:32,2,1,DET 1,30,14,"Chad Pennington pass complete to Anthony Becht for 1 yard, touchdown. Penalty on Kalimba Edwards: Defensive Offside (Declined)",5.910,7.000
4,3:32,,,DET 1,31,14,John Hall kicks extra point good,0.000,0.000
4,3:32,,,NYJ 30,31,14,"John Hall kicks off 66 yards, returned by Eddie Drummond for 40 yards (tackle by Jon McGraw)",0.000,1.860
4,3:18,1,10,DET 44,31,14,Joey Harrington pass complete to Cory Schlesinger for no gain,1.860,1.320
4,2:52,2,10,DET 44,31,14,"Joey Harrington pass complete to Aveion Cason for 4 yards (tackle by Aaron Beasley). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",1.320,-0.030
4,2:48,2,20,DET 34,31,14,Aveion Cason middle for -4 yards (tackle by Shaun Ellis),-0.030,-1.220
4,2:26,3,24,DET 30,31,14,Joey Harrington pass complete to Aveion Cason for 9 yards (tackle by Ray Mickens),-1.220,-0.780
4,2:17,3,24,DET 30,,,Timeout #1 by Detroit Lions,-1.220,-0.780
4,2:17,4,15,DET 39,31,14,Joey Harrington pass incomplete intended for Larry Foster (defended by Jason Glenn),-0.780,-2.980
4,2:12,1,10,DET 39,31,14,LaMont Jordan middle for 7 yards (tackle by Shaun Rogers),2.980,3.390
4,2:00,2,3,DET 32,31,14,LaMont Jordan left end for 17 yards,3.390,4.580
4,1:26,1,10,DET 15,31,14,Chad Pennington kneels for -1 yards,4.580,3.810
4,0:31,2,11,DET 16,31,14,Chad Pennington kneels for -1 yards,3.810,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
