Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
2,10:49,3,20,SFO 14,14,7,Alex Smith pass complete short middle to Frank Gore for 12 yards (tackle by Brent Grimes and William Moore),-2.450,-1.630
2,10:12,4,8,SFO 26,14,7,"Andy Lee punts 41 yards, returned by Eric Weems for 19 yards (tackle by NaVorro Bowman)",-1.630,-2.390
2,9:59,1,10,SFO 48,14,7,Michael Turner right end for 10 yards (tackle by Taylor Mays),2.390,3.050
2,9:34,1,10,SFO 38,14,7,Michael Turner right tackle for 9 yards (tackle by Nate Clements),3.050,3.720
2,8:52,2,1,SFO 29,14,7,Michael Turner middle for 1 yard (tackle by Takeo Spikes),3.720,3.710
2,8:19,1,10,SFO 28,14,7,Matt Ryan pass incomplete short right intended for Tony Gonzalez,3.710,3.170
2,8:11,2,10,SFO 28,14,7,Matt Ryan pass complete short right to Tony Gonzalez for 10 yards (tackle by Patrick Willis and Taylor Mays),3.170,4.370
2,7:27,1,10,SFO 18,14,7,Michael Turner right tackle for no gain (tackle by Patrick Willis),4.370,3.800
2,6:49,2,10,SFO 18,14,7,Matt Ryan pass incomplete short right intended for Michael Turner,3.800,3.050
2,6:43,3,10,SFO 18,14,7,Matt Ryan pass incomplete short left intended for Tony Gonzalez is intercepted by Shawntae Spencer at SFO-6,3.050,0.380
2,6:37,1,10,SFO 6,14,7,"Frank Gore left end for 13 yards (tackle by William Moore). Frank Gore fumbles (forced by William Moore), ball out of bounds at SFO-20",-0.380,0.150
2,6:07,1,10,SFO 19,14,7,Alex Smith pass incomplete short right intended for Delanie Walker,0.150,-0.390
2,6:02,2,10,SFO 19,14,7,Alex Smith pass complete short left to Michael Crabtree for 15 yards (tackle by Dunta Robinson),-0.390,1.200
2,5:25,1,10,SFO 34,14,7,Alex Smith pass complete short right to Delanie Walker for 6 yards (tackle by Stephen Nicholas),1.200,1.470
2,4:39,2,4,SFO 40,14,7,Alex Smith pass complete short left to Nate Byham for no gain,1.470,0.760
2,4:01,3,4,SFO 40,14,7,Alex Smith pass incomplete short right intended for Josh Morgan (defended by Brent Grimes),0.760,-0.720
2,3:55,4,4,SFO 40,14,7,"Andy Lee punts 56 yards, returned by Eric Weems for 13 yards (tackle by Brian Jennings)",-0.720,0.060
2,3:44,1,10,ATL 17,14,7,Michael Turner right end for -2 yards (tackle by NaVorro Bowman),-0.060,-0.850
2,3:02,2,12,ATL 15,14,7,Matt Ryan middle for 1 yard (tackle by Aubrayo Franklin),-0.850,-1.410
2,3:00,,,,14,7,Timeout #2 by San Francisco 49ers,0.000,-1.410
2,3:00,3,11,ATL 16,14,7,Matt Ryan pass incomplete short right intended for Harry Douglas (defended by Tarell Brown),-1.410,-2.390
2,2:53,4,11,ATL 16,14,7,Michael Koenen punts 53 yards,-2.390,-1.000
2,2:45,1,10,SFO 31,14,7,Alex Smith pass complete short left to Michael Crabtree for 13 yards (tackle by Dunta Robinson),1.000,1.860
2,2:10,1,10,SFO 44,14,7,Frank Gore right guard for 3 yards (tackle by Mike Peterson),1.860,1.720
2,2:00,2,7,SFO 47,14,7,Alex Smith pass complete short right to Frank Gore for 19 yards (tackle by Stephen Nicholas and William Moore),1.720,3.310
2,1:20,1,10,ATL 34,14,7,Alex Smith pass incomplete short left intended for Frank Gore is intercepted by Curtis Lofton at ATL-31 and returned for 2 yards,3.310,-1.140
2,1:13,1,10,ATL 33,14,7,Matt Ryan pass complete short middle to Tony Gonzalez for 9 yards (tackle by Tarell Brown and Taylor Mays),1.140,1.810
2,1:07,,,,14,7,Timeout #1 by Atlanta Falcons,0.000,1.810
2,1:07,2,1,ATL 42,14,7,"Matt Ryan pass complete short right to Tony Gonzalez for 3 yards (tackle by Tarell Brown). Penalty on Justin Smith: Defensive Offside, 5 yards (no play)",1.810,2.060
2,1:03,1,10,ATL 47,14,7,Matt Ryan pass incomplete short left intended for Brian Finneran,2.060,1.520
2,1:00,2,10,ATL 47,14,7,Matt Ryan pass complete short middle to Harry Douglas for 34 yards (tackle by Nate Clements). Penalty on Ahmad Brooks: Defensive Offside (Declined),1.520,4.310
2,0:50,1,10,SFO 19,14,7,Matt Ryan pass incomplete short right intended for Roddy White,4.310,3.750
2,0:48,2,10,SFO 19,14,7,Matt Ryan for 9 yards (tackle by Tarell Brown),3.750,4.690
2,0:41,,,,14,7,Timeout #3 by San Francisco 49ers,0.000,4.690
2,0:41,3,1,SFO 10,14,7,Ovie Mughelli right guard for no gain (tackle by Aubrayo Franklin),4.690,2.910
2,0:36,,,,14,7,Timeout #2 by Atlanta Falcons,0.000,2.910
2,0:36,4,1,SFO 10,14,7,Matt Ryan middle for 2 yards (tackle by Ray McDonald),2.910,5.370
2,0:32,,,,14,7,Timeout #3 by Atlanta Falcons,0.000,5.370
2,0:32,1,8,SFO 8,14,7,Matt Ryan pass incomplete short right intended for Justin Peelle,5.370,4.570
2,0:29,2,8,SFO 8,14,7,"Matt Ryan pass incomplete short middle intended for Justin Blalock. Penalty on Matt Ryan: Intentional Grounding, 10 yards, Penalty on Justin Blalock: Illegal Touch Pass (Declined)",4.570,2.630
2,0:14,3,18,SFO 18,14,7,Matt Ryan pass incomplete deep left intended for Roddy White,2.630,2.250
2,0:14,4,18,SFO 18,14,10,Matt Bryant 37 yard field goal good,2.250,3.000
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,14,10,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,14,10,Frank Gore middle for 2 yards (tackle by Corey Peters),0.280,0.000
3,14:23,2,8,SFO 22,14,10,Alex Smith pass complete short right to Vernon Davis for 6 yards (tackle by Thomas DeCoud),0.000,0.100
3,13:39,3,2,SFO 28,14,10,"Alex Smith pass incomplete short right intended for Frank Gore. Penalty on Curtis Lofton: Defensive Pass Interfere, 7 yards (no play)",0.100,1.270
3,13:35,1,10,SFO 35,14,10,Alex Smith pass incomplete short right intended for Vernon Davis,1.270,0.720
3,13:30,2,10,SFO 35,14,10,Frank Gore right tackle for 5 yards (tackle by Curtis Lofton),0.720,0.700
3,12:48,3,5,SFO 40,14,10,Frank Gore right guard for 6 yards (tackle by Kroy Biermann),0.700,1.990
3,12:09,1,10,SFO 46,14,10,Frank Gore middle for 4 yards (tackle by Stephen Nicholas),1.990,1.990
3,11:34,2,6,SFO 50,14,10,Frank Gore right tackle for 1 yard (tackle by Jonathan Babineaux),1.990,1.420
3,10:52,3,5,ATL 49,14,10,Frank Gore right end for 7 yards (tackle by Thomas DeCoud),1.420,2.790
3,10:06,1,10,ATL 42,14,10,Frank Gore right guard for 1 yard (tackle by Stephen Nicholas),2.790,2.380
3,9:24,2,9,ATL 41,14,10,Alex Smith pass incomplete short left intended for Josh Morgan is intercepted by William Moore at ATL-33 and returned for 13 yards,2.380,-1.990
3,9:16,1,10,ATL 46,14,10,Michael Turner left end for 27 yards (tackle by Dashon Goldson),1.990,3.780
3,8:40,1,10,SFO 27,14,10,Michael Turner right end for 5 yards (tackle by Taylor Mays),3.780,3.910
3,8:07,2,5,SFO 22,14,10,"Michael Turner right end for no gain (tackle by Takeo Spikes and Patrick Willis). Penalty on Nate Clements: Unnecessary Roughness, 11 yards",3.910,4.840
3,7:37,1,10,SFO 11,14,10,Jason Snelling right tackle for 2 yards (tackle by Patrick Willis),4.840,4.510
3,6:57,2,8,SFO 9,14,10,Jason Snelling right end for no gain (tackle by Isaac Sopoaga),4.510,3.530
3,6:24,3,8,SFO 9,14,10,Matt Ryan sacked by Travis LaBoy for -4 yards,3.530,2.570
3,5:52,4,12,SFO 13,14,13,Matt Bryant 31 yard field goal good,2.570,3.000
3,,,,ATL 30,14,13,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,5:49,1,10,SFO 20,14,13,Alex Smith pass complete short right to Frank Gore for 3 yards (tackle by Stephen Nicholas),0.280,0.140
3,5:09,2,7,SFO 23,14,13,Alex Smith pass complete short right to Vernon Davis for 3 yards (tackle by Jamaal Anderson and Vance Walker),0.140,-0.160
3,4:22,3,4,SFO 26,14,13,Alex Smith pass incomplete deep right intended for Josh Morgan,-0.160,-1.630
3,4:14,4,4,SFO 26,14,13,Andy Lee punts 47 yards,-1.630,-0.740
3,4:03,1,10,ATL 27,14,13,Matt Ryan left end for 3 yards,0.740,0.600
3,3:24,2,7,ATL 30,14,13,Michael Turner left tackle for 1 yard (tackle by Aubrayo Franklin and Patrick Willis),0.600,0.040
3,2:48,3,6,ATL 31,14,13,Matt Ryan pass incomplete short right intended for Tony Gonzalez,0.040,-1.310
3,2:43,4,6,ATL 31,14,13,"Michael Koenen punts 43 yards, fair catch by Kyle Williams",-1.310,-0.670
3,2:37,1,10,SFO 26,14,13,Frank Gore left end for 4 yards (tackle by Stephen Nicholas),0.670,0.670
3,2:02,2,6,SFO 30,14,13,Alex Smith pass complete short middle to Michael Crabtree for 14 yards (tackle by Thomas DeCoud),0.670,1.860
3,1:29,1,10,SFO 44,14,13,Frank Gore middle for 1 yard (tackle by Stephen Nicholas),1.860,1.450
3,0:51,2,9,SFO 45,14,13,Frank Gore middle for 7 yards (tackle by Chauncey Davis),1.450,1.690
3,0:12,3,2,ATL 48,14,13,Alex Smith pass incomplete short right intended for Josh Morgan (defended by Brent Grimes),1.690,0.070
3,0:08,4,2,ATL 48,14,13,"Andy Lee punts 36 yards, fair catch by Eric Weems",0.070,0.350
3,0:04,1,10,ATL 12,14,13,"Jason Snelling right tackle for 3 yards (tackle by Patrick Willis). Penalty on Travis LaBoy: Defensive Offside, 5 yards (no play)",-0.350,0.280
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,ATL 17,14,13,Jason Snelling right tackle for 7 yards (tackle by Manny Lawson),0.280,0.540
4,14:27,1,10,ATL 24,14,13,Matt Ryan pass complete short left to Roddy White for 15 yards (tackle by Dashon Goldson),0.540,1.530
4,13:51,1,10,ATL 39,14,13,Jason Snelling left guard for 8 yards (tackle by Parys Haralson),1.530,2.070
4,13:14,2,2,ATL 47,14,13,Jason Snelling middle for 4 yards (tackle by Patrick Willis and Dashon Goldson),2.070,2.320
4,12:34,1,10,SFO 49,14,13,Michael Turner right end for -6 yards (tackle by Nate Clements),2.320,0.970
4,11:54,2,16,ATL 45,14,13,Matt Ryan pass complete short left to Roddy White for 9 yards (tackle by Shawntae Spencer),0.970,1.490
4,11:15,3,7,SFO 46,14,13,Matt Ryan pass complete short left to Jason Snelling for 3 yards (tackle by Nate Clements),1.490,0.400
4,10:33,4,4,SFO 43,14,13,"Michael Koenen punts 35 yards, fair catch by Kyle Williams",0.400,0.380
4,10:25,1,10,SFO 8,14,13,Alex Smith pass incomplete deep right intended for Michael Crabtree,-0.380,-0.780
4,10:21,2,10,SFO 8,14,13,Frank Gore middle for no gain (tackle by Curtis Lofton and Stephen Nicholas),-0.780,-1.420
4,9:38,3,10,SFO 8,14,13,Alex Smith pass complete short middle to Frank Gore for 13 yards (tackle by Thomas DeCoud),-1.420,0.340
4,9:00,1,10,SFO 21,14,13,Frank Gore left guard for 2 yards (tackle by Curtis Lofton),0.340,0.070
4,8:21,2,8,SFO 23,14,13,Alex Smith pass incomplete short right intended for Moran Norris (defended by Jamaal Anderson),0.070,-0.630
4,8:18,3,8,SFO 23,14,13,Alex Smith pass complete short left to Josh Morgan for 10 yards (tackle by Stephen Nicholas),-0.630,1.140
4,7:40,1,10,SFO 33,14,13,Frank Gore left end for 3 yards (tackle by Curtis Lofton),1.140,1.000
4,7:01,2,7,SFO 36,14,13,Alex Smith pass complete short left to Frank Gore for 6 yards (tackle by Stephen Nicholas),1.000,1.090
4,6:28,3,1,SFO 42,14,13,Anthony Dixon left end for 3 yards (tackle by Curtis Lofton),1.090,1.930
4,5:45,1,10,SFO 45,14,13,Alex Smith pass incomplete deep right intended for Josh Morgan,1.930,1.380
4,5:39,2,10,SFO 45,14,13,Alex Smith pass complete short left to Vernon Davis for 15 yards (tackle by Corey Peters),1.380,2.920
4,5:09,1,10,ATL 40,14,13,Frank Gore middle for 5 yards (tackle by Kroy Biermann),2.920,3.050
4,4:32,2,5,ATL 35,14,13,Frank Gore right end for 1 yard (tackle by Thomas DeCoud),3.050,2.480
4,3:52,3,4,ATL 34,14,13,"Alex Smith pass incomplete. Penalty on Alex Smith: Intentional Grounding, 10 yards",2.480,0.330
4,3:45,4,14,ATL 44,14,13,"Andy Lee punts 36 yards, fair catch by Eric Weems",0.330,0.380
4,3:40,1,10,ATL 8,14,13,Matt Ryan sacked by Parys Haralson for -5 yards,-0.380,-1.150
4,3:11,2,15,ATL 3,14,13,Matt Ryan pass incomplete deep left intended for Tony Gonzalez,-1.150,-2.010
4,3:07,3,15,ATL 3,14,13,Matt Ryan pass complete deep left to Brian Finneran for 21 yards (tackle by Ahmad Brooks),-2.010,0.540
4,2:32,1,10,ATL 24,14,13,Matt Ryan pass complete short middle to Jason Snelling for 2 yards (tackle by Takeo Spikes),0.540,0.270
4,2:00,2,8,ATL 26,14,13,Matt Ryan pass complete deep left to Roddy White for 19 yards (tackle by Dashon Goldson),0.270,1.930
4,1:37,1,10,ATL 45,14,13,Matt Ryan pass complete short right to Tony Gonzalez for 1 yard (tackle by Nate Clements),1.930,1.520
4,1:31,2,9,ATL 46,14,13,"Matt Ryan pass incomplete short middle intended for Tony Gonzalez is intercepted by Nate Clements at ATL-49 and returned for 39 yards. Nate Clements fumbles (forced by Roddy White), recovered by Harvey Dahl at ATL-7",1.520,-0.380
4,1:22,1,10,ATL 7,14,13,Matt Ryan pass incomplete deep left intended for Brian Finneran,-0.380,-0.780
4,1:16,2,10,ATL 7,14,13,Matt Ryan pass incomplete short left intended for Harry Douglas,-0.780,-1.420
4,1:12,3,10,ATL 7,14,13,Matt Ryan pass complete short middle to Harry Douglas for 17 yards (tackle by Dashon Goldson),-1.420,0.540
4,1:06,,,,14,13,Timeout #1 by Atlanta Falcons,0.000,0.540
4,1:06,1,10,ATL 24,14,13,Matt Ryan pass complete short left to Roddy White for 13 yards (tackle by Shawntae Spencer),0.540,1.400
4,1:01,1,10,ATL 37,14,13,Matt Ryan pass complete short left to Brian Finneran for 4 yards (tackle by Shawntae Spencer),1.400,1.400
4,0:57,2,6,ATL 41,14,13,Matt Ryan pass complete deep right to Roddy White for 20 yards (tackle by Tarell Brown),1.400,2.980
4,0:52,1,10,SFO 39,14,13,Matt Ryan pass incomplete short left intended for Harry Douglas,2.980,2.440
4,0:49,2,10,SFO 39,14,13,Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by Tarell Brown),2.440,2.810
4,0:43,,,,14,13,Timeout #1 by San Francisco 49ers,0.000,2.810
4,0:43,3,2,SFO 31,14,13,Matt Ryan pass complete short left to Tony Gonzalez for 5 yards (tackle by Taylor Mays),2.810,3.840
4,0:39,,,,14,13,Timeout #2 by San Francisco 49ers,0.000,3.840
4,0:39,1,10,SFO 26,14,13,Michael Turner left guard for 1 yard (tackle by Taylor Mays),3.840,3.430
4,0:30,,,,14,13,Timeout #2 by Atlanta Falcons,0.000,3.430
4,0:29,2,9,SFO 25,14,13,Michael Turner left end for no gain (tackle by Parys Haralson),3.430,2.740
4,0:07,,,,14,13,Timeout #3 by Atlanta Falcons,0.000,0.000
4,0:07,,,,14,13,Timeout #3 by San Francisco 49ers,0.000,2.740
4,0:06,3,9,SFO 25,14,16,Matt Bryant 43 yard field goal good,2.740,3.000
4,,,,ATL 30,14,16,"Michael Koenen kicks off 48 yards, returned by Josh Morgan for 11 yards. Josh Morgan fumbles, recovered by Kyle Williams at SFO-28",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
