Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,"Joe Nedney kicks off 70 yards, returned by Eric Weems for 30 yards (tackle by Curtis Taylor)",0.000,0.940
1,14:53,1,10,ATL 30,0,0,Matt Ryan pass complete short right to Michael Turner for 7 yards (tackle by Dashon Goldson),0.940,1.340
1,14:19,2,3,ATL 37,0,0,Matt Ryan pass complete short right to Tony Gonzalez for 11 yards (tackle by Dashon Goldson),1.340,2.130
1,13:39,1,10,ATL 48,0,0,Michael Turner right guard for 4 yards (tackle by Taylor Mays and Patrick Willis),2.130,2.120
1,13:03,2,6,SFO 48,0,0,Michael Turner left end for 2 yards (tackle by Taylor Mays),2.120,1.680
1,12:24,3,4,SFO 46,0,0,Matt Ryan pass incomplete short middle intended for Harry Douglas (defended by Dashon Goldson),1.680,0.200
1,12:20,4,4,SFO 46,0,0,"Michael Koenen punts 34 yards, fair catch by Kyle Williams",0.200,0.350
1,12:13,1,10,SFO 12,0,0,Frank Gore middle for 1 yard (tackle by Stephen Nicholas),-0.350,-0.700
1,11:34,2,9,SFO 13,0,0,Alex Smith pass complete short right to Moran Norris for 8 yards (tackle by Curtis Lofton),-0.700,-0.370
1,10:58,,,,0,0,Timeout #1 by San Francisco 49ers,0.000,-0.370
1,10:58,3,1,SFO 21,0,0,Alex Smith pass complete short middle to Michael Crabtree for 14 yards (tackle by Thomas DeCoud),-0.370,1.270
1,10:24,1,10,SFO 35,0,0,Frank Gore middle for 5 yards (tackle by John Abraham),1.270,1.400
1,9:50,2,5,SFO 40,0,0,Frank Gore right tackle for 4 yards (tackle by Brent Grimes),1.400,1.220
1,9:10,3,1,SFO 44,0,0,"Alex Smith pass incomplete deep left intended for Delanie Walker. Penalty on Dunta Robinson: Defensive Pass Interfere, 34 yards (no play)",1.220,4.110
1,9:04,1,10,ATL 22,0,0,Alex Smith pass complete short left to Michael Crabtree for 2 yards (tackle by Dunta Robinson),4.110,3.830
1,8:26,2,8,ATL 20,0,0,Alex Smith pass complete short right to Frank Gore for 4 yards (tackle by Curtis Lofton and Mike Peterson),3.830,3.740
1,7:40,3,4,ATL 16,0,0,Alex Smith pass complete short right to Frank Gore for 3 yards (tackle by Mike Peterson and Curtis Lofton),3.740,2.720
1,7:08,4,1,ATL 13,0,0,Alex Smith right guard for 1 yard (tackle by Jamaal Anderson),2.720,4.780
1,6:33,1,10,ATL 12,6,0,"Alex Smith pass complete short right to Vernon Davis for 12 yards, touchdown",4.780,7.000
,,,,,,,"SFO challenged the runner broke the plane ruling, and the original play was overturned.",,
1,,,,ATL 2,7,0,Joe Nedney kicks extra point good,0.000,0.000
1,,,,SFO 30,7,0,"Joe Nedney kicks off 73 yards, returned by Eric Weems for 27 yards (tackle by NaVorro Bowman). Penalty on Ovie Mughelli: Offensive Holding, 9 yards",0.000,-0.380
1,5:52,1,10,ATL 8,7,0,Michael Turner middle for 1 yard (tackle by Aubrayo Franklin),-0.380,-0.710
1,5:14,2,9,ATL 9,7,0,Matt Ryan pass complete short right to Brian Finneran for 3 yards (tackle by Nate Clements),-0.710,-0.950
1,4:37,3,6,ATL 12,7,0,Matt Ryan pass incomplete deep left intended for Harry Douglas,-0.950,-2.490
1,4:31,4,6,ATL 12,13,0,"Michael Koenen punts no gain, touchdown",-2.490,-7.000
1,,,,ATL 2,14,0,Joe Nedney kicks extra point good,0.000,0.000
1,,,,SFO 30,14,0,"Joe Nedney kicks off 68 yards, returned by Eric Weems for 27 yards (tackle by Tarell Brown)",0.000,0.870
1,4:20,1,10,ATL 29,14,0,Matt Ryan sacked by Parys Haralson for -5 yards,0.870,-0.350
1,3:47,2,15,ATL 24,14,0,Matt Ryan pass complete short right to Michael Turner for 13 yards (tackle by Taylor Mays),-0.350,0.700
1,3:14,3,2,ATL 37,14,0,Jason Snelling left guard for 6 yards (tackle by Taylor Mays and Tarell Brown),0.700,1.800
1,2:41,1,10,ATL 43,14,0,Matt Ryan pass complete short right to Tony Gonzalez for 1 yard (tackle by Ahmad Brooks),1.800,1.390
1,2:04,2,9,ATL 44,14,0,Matt Ryan pass complete deep right to Roddy White for 20 yards (tackle by Taylor Mays),1.390,3.180
1,1:21,1,10,SFO 36,14,0,Matt Ryan pass complete short right to Brian Finneran for 8 yards (tackle by Ahmad Brooks),3.180,3.720
1,1:07,2,2,SFO 28,14,0,Jason Snelling right end for 4 yards (tackle by Nate Clements and Ricky Jean-Francois),3.720,3.970
1,0:41,1,10,SFO 24,14,0,Matt Ryan pass complete short left to Tony Gonzalez for 4 yards (tackle by Isaac Sopoaga),3.970,3.970
1,0:12,2,6,SFO 20,14,0,"Penalty on Ricky Jean-Francois: Encroachment, 5 yards (no play)",3.970,4.850
Quarter,Time,Down,ToGo,Location,SFO,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,SFO 15,14,0,Ovie Mughelli middle for 2 yards (tackle by Justin Smith),4.850,4.710
2,14:57,1,10,SFO 13,14,0,Michael Turner middle for -3 yards (tackle by Parys Haralson),4.710,3.620
2,13:45,2,13,SFO 16,14,0,Matt Ryan pass complete short left to Michael Turner for 8 yards (tackle by Dashon Goldson),3.620,4.100
2,13:15,3,5,SFO 8,14,6,"Matt Ryan pass complete short right to Harry Douglas for 8 yards, touchdown",4.100,7.000
2,,,,SFO 2,14,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 30,14,7,"Michael Koenen kicks off 73 yards, returned by Kyle Williams for 17 yards (tackle by Spencer Adkins)",0.000,-0.280
2,13:04,1,10,SFO 14,14,7,Alex Smith pass complete short right to Josh Morgan for 10 yards (tackle by Stephen Nicholas),-0.280,0.540
2,12:36,1,10,SFO 24,14,7,"Frank Gore right tackle for no gain (tackle by Jonathan Babineaux). Penalty on Nate Byham: False Start, 5 yards (no play)",0.540,0.130
2,12:05,1,15,SFO 19,14,7,Alex Smith sacked by Curtis Lofton for -7 yards,0.130,-1.660
2,11:33,2,22,SFO 12,14,7,Frank Gore middle for 2 yards (tackle by Stephen Nicholas),-1.660,-2.450
