Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
2,0:29,3,7,WAS 21,0,17,Timeout #3 by Los Angeles Rams,-0.790,-1.570
2,0:29,4,1,WAS 27,0,17,"Tress Way punts 18 yards, out of bounds",-1.570,-2.590
2,0:22,1,10,WAS 45,0,17,Nick Foles pass incomplete deep right intended for Stedman Bailey,2.590,2.040
2,0:17,2,10,WAS 45,0,17,Nick Foles pass incomplete deep right intended for Tavon Austin,2.040,1.360
2,0:11,3,10,WAS 45,0,17,Nick Foles pass complete short left to Jared Cook for 14 yards (tackle by Trent Murphy),1.360,1.660
Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,0,17,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,WAS 20,0,17,Kirk Cousins pass complete short right to Ryan Grant for 2 yards (tackle by Janoris Jenkins),0.280,0.000
3,14:25,2,8,WAS 22,0,17,Alfred Morris left end for -2 yards (tackle by Aaron Donald),0.000,-0.960
3,13:49,3,10,WAS 20,0,17,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",-0.960,-1.860
3,13:35,3,15,WAS 15,0,17,Kirk Cousins pass complete short right to Andre Roberts for no gain,-1.860,-2.440
3,13:02,4,15,WAS 15,0,17,Tress Way punts 53 yards,-2.440,-1.070
3,12:48,1,10,STL 32,0,17,Tavon Austin left end for 16 yards (tackle by Trent Robinson),1.070,2.130
3,12:20,1,10,STL 48,0,17,Tre Mason middle for 13 yards (tackle by Bashaud Breeland),2.130,2.980
3,11:36,1,10,WAS 39,0,17,"Penalty on Lance Kendricks: False Start, 5 yards (no play)",2.980,2.650
3,11:13,1,15,WAS 44,0,17,Nick Foles pass incomplete short left intended for Kenny Britt,2.650,1.770
3,11:08,2,15,WAS 44,0,17,Nick Foles pass complete short right to Tre Mason for 1 yard (tackle by Terrance Knighton and Keenan Robinson),1.770,1.220
3,10:26,3,14,WAS 43,0,17,Nick Foles pass complete short right to Benny Cunningham for 9 yards (tackle by Perry Riley and Trent Murphy),1.220,1.070
3,9:39,4,5,WAS 34,3,17,Greg Zuerlein 52 yard field goal good,1.070,3.000
3,9:39,,,STL 35,3,17,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,9:33,1,10,WAS 20,3,17,Kirk Cousins pass incomplete deep left intended for Ryan Grant,0.280,-0.270
3,9:27,2,10,WAS 20,3,17,Kirk Cousins pass complete short right to Jamison Crowder for 7 yards (tackle by Lamarcus Joyner),-0.270,-0.030
3,9:03,3,3,WAS 27,3,17,Kirk Cousins pass complete short right to Jordan Reed for 11 yards (tackle by Alec Ogletree and Trumaine Johnson),-0.030,1.470
3,8:37,1,10,WAS 38,3,17,Matt Jones left tackle for 3 yards (tackle by James Laurinaitis),1.470,1.330
3,8:02,2,7,WAS 41,3,17,"Matt Jones left end for 4 yards (tackle by Robert Quinn). Matt Jones fumbles (forced by Robert Quinn), recovered by T.J. McDonald at WAS-49 (tackle by Derek Carrier)",1.330,-2.320
3,7:55,1,10,WAS 49,3,17,Tre Mason left end for 9 yards (tackle by DeAngelo Hall),2.320,3.000
3,7:09,2,1,WAS 40,9,17,"Nick Foles pass complete deep middle to Kenny Britt for 40 yards, touchdown. Penalty on Kenny Britt: Taunting, 15 yards",3.000,7.000
3,7:09,,,WAS 40,10,17,Greg Zuerlein kicks extra point good,0.000,0.000
3,7:09,,,STL 20,10,17,"Greg Zuerlein kicks off 73 yards, returned by Rashad Ross for 23 yards (tackle by Bradley Marquez)",0.000,-0.940
3,6:54,1,10,WAS 30,10,17,Kirk Cousins pass complete short left to Alfred Morris for 4 yards (tackle by Janoris Jenkins and William Hayes),0.940,0.930
3,6:14,2,6,WAS 34,10,17,Alfred Morris left tackle for -2 yards (tackle by Robert Quinn and Mark Barron),0.930,-0.030
3,5:34,3,8,WAS 32,10,17,Kirk Cousins pass incomplete short left intended for Pierre Garcon,-0.030,-1.240
3,5:29,4,8,WAS 32,10,17,Tress Way punts 34 yards,-1.240,-1.200
3,5:19,1,10,STL 34,10,17,"Nick Foles pass incomplete short middle intended for Jared Cook. Penalty on Bashaud Breeland: Illegal Use of Hands, 5 yards (no play)",1.200,1.530
3,5:13,1,10,STL 39,10,17,"Chris Givens right end for -4 yards (tackle by Keenan Robinson). Penalty on Jared Cook: Face Mask (15 Yards), 15 yards (no play)",1.530,0.540
3,4:36,1,25,STL 24,10,17,Nick Foles pass complete short right to Stedman Bailey for no gain,0.540,-1.040
3,4:36,2,25,STL 24,10,17,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",-1.040,-1.780
3,3:42,2,30,STL 19,10,17,Nick Foles pass complete short middle to Chris Givens for 7 yards (tackle by Trent Robinson),-1.780,-1.420
3,3:02,3,23,STL 26,10,17,Nick Foles pass complete short middle to Jared Cook for 9 yards (tackle by Keenan Robinson and William Compton),-1.420,-1.040
3,2:26,4,14,STL 35,10,17,"Johnny Hekker punts 50 yards, returned by Jamison Crowder for 8 yards (tackle by Isaiah Pead). Penalty on Benny Cunningham: Illegal Substitution (Offsetting), Penalty on David Amerson: Illegal Block Above the Waist (Offsetting) (no play)",-1.040,-1.040
3,2:16,4,14,STL 35,10,17,"Johnny Hekker punts 52 yards, returned by Jamison Crowder for 5 yards (tackle by Bradley Marquez). Penalty on Isaiah Pead: Player Out of Bounds on Punt, 5 yards (no play)",-1.040,-1.370
3,2:06,4,19,STL 30,10,17,"Johnny Hekker punts 53 yards, out of bounds. Penalty on Terrance Plummer: Offensive Holding, 8 yards",-1.370,0.380
3,1:58,1,10,WAS 9,10,17,Kirk Cousins pass complete short left to Pierre Garcon for 5 yards (tackle by Janoris Jenkins),-0.380,-0.390
3,1:28,2,5,WAS 14,10,17,Matt Jones left tackle for 5 yards (tackle by Michael Brockers and Alec Ogletree),-0.390,0.150
3,0:48,1,10,WAS 19,10,17,Kirk Cousins pass complete short left to Matt Jones for 7 yards (tackle by William Hayes and Alec Ogletree),0.150,0.610
3,0:11,2,3,WAS 26,10,17,Matt Jones left guard for 2 yards (tackle by T.J. McDonald and Mark Barron),0.610,0.100
Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,WAS 28,10,17,Matt Jones left tackle for 11 yards (tackle by Rodney McLeod and William Hayes),0.100,1.530
4,14:26,1,10,WAS 39,10,17,Matt Jones left end for 4 yards (tackle by James Laurinaitis),1.530,1.530
4,13:56,2,6,WAS 43,10,17,"Kirk Cousins left end for 15 yards (tackle by Alec Ogletree). Penalty on Shawn Lauvao: Offensive Holding, 10 yards (no play)",1.530,0.180
4,13:33,2,16,WAS 33,10,17,Alfred Morris right end for 2 yards (tackle by Trumaine Johnson and Mark Barron),0.180,-0.230
4,13:02,3,14,WAS 35,10,17,Kirk Cousins pass complete short right to Jordan Reed for 9 yards (tackle by Lamarcus Joyner and James Laurinaitis),-0.230,-0.460
4,12:28,4,5,WAS 44,10,17,"Tress Way punts 56 yards, touchback",-0.460,-0.280
4,12:15,1,10,STL 20,10,17,Tavon Austin right end for 11 yards (tackle by Keenan Robinson),0.280,1.000
4,11:34,1,10,STL 31,10,17,"Tre Mason right guard for no gain (tackle by Ryan Kerrigan). Tre Mason fumbles (forced by Ryan Kerrigan), recovered by Stedman Bailey at STL-31",1.000,0.460
4,10:55,2,10,STL 31,10,17,Nick Foles pass complete short right to Kenny Britt for 4 yards (tackle by DeAngelo Hall),0.460,0.300
4,10:15,3,6,STL 35,10,17,Nick Foles right end for 1 yard (tackle by Dashon Goldson),0.300,-0.980
4,9:38,4,5,STL 36,10,17,"Johnny Hekker punts 51 yards, returned by Jamison Crowder for 10 yards (tackle by Bradley Marquez)",-0.980,-0.480
4,9:27,1,10,WAS 23,10,17,Alfred Morris left guard for 1 yard (tackle by Chris Long and James Laurinaitis),0.480,0.070
4,8:56,2,9,WAS 24,10,17,Kirk Cousins sacked by Nick Fairley and Chris Long for -4 yards,0.070,-1.150
4,8:56,3,13,WAS 20,10,17,"Penalty on Ethan Westbrooks: Neutral Zone Infraction, 5 yards (no play)",-1.150,-0.490
4,7:56,3,8,WAS 25,10,17,Kirk Cousins pass complete short middle to Chris Thompson for 10 yards (tackle by James Laurinaitis),-0.490,1.270
4,7:18,1,10,WAS 35,10,17,Matt Jones left guard for 1 yard (tackle by Aaron Donald and James Laurinaitis),1.270,0.860
4,6:37,2,9,WAS 36,10,17,Kirk Cousins pass complete short left to Jordan Reed for 4 yards (tackle by Rodney McLeod and Alec Ogletree),0.860,0.700
4,5:57,3,5,WAS 40,10,17,Kirk Cousins pass complete short middle to Jordan Reed for 29 yards (tackle by Rodney McLeod),0.700,3.510
4,5:32,1,10,STL 31,10,17,"Alfred Morris left end for 1 yard (tackle by Alec Ogletree and James Laurinaitis). Penalty on Alec Ogletree: Unnecessary Roughness, 15 yards, Penalty on Robert Quinn: Face Mask (15 Yards) (Declined)",3.510,4.580
4,5:02,1,10,STL 15,10,17,Alfred Morris right guard for 2 yards (tackle by Michael Brockers),4.580,4.280
4,4:20,2,8,STL 13,10,17,Alfred Morris left guard for no gain (tackle by Michael Brockers and Aaron Donald),4.280,3.400
4,3:35,3,8,STL 13,10,17,Matt Jones left end for 9 yards (tackle by Alec Ogletree),3.400,6.280
4,2:50,1,4,STL 4,10,17,Matt Jones left guard for 1 yard (tackle by Alec Ogletree and Michael Brockers),6.280,6.280
4,2:43,1,4,STL 4,10,17,Timeout #1 by Los Angeles Rams,6.280,5.530
4,2:43,2,3,STL 3,10,23,"Matt Jones left end for 3 yards, touchdown",5.530,7.000
4,2:43,,,STL 3,10,24,Dustin Hopkins kicks extra point good,0.000,0.000
4,2:43,,,WAS 35,10,24,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
4,2:38,1,10,STL 20,10,24,Nick Foles pass incomplete deep left intended for Kenny Britt,0.280,-0.270
4,2:31,2,10,STL 20,10,24,Nick Foles pass complete short right to Benny Cunningham for 6 yards (tackle by Trent Robinson),-0.270,-0.160
4,2:24,3,4,STL 26,10,24,Nick Foles pass complete short right to Jared Cook for 5 yards,-0.160,1.000
4,2:19,1,10,STL 31,10,24,Nick Foles pass complete short middle to Benny Cunningham for 10 yards (tackle by DeAngelo Hall and Kyshoen Jarrett),1.000,1.660
4,2:00,1,10,STL 41,10,24,Nick Foles pass incomplete short middle intended for Benny Cunningham,1.660,1.120
4,1:53,2,10,STL 41,10,24,Nick Foles pass incomplete short right intended for Stedman Bailey,1.120,0.430
4,1:47,3,10,STL 41,10,24,Nick Foles pass incomplete short right intended for Tre Mason (defended by Preston Smith),0.430,-0.650
4,1:41,4,10,STL 41,10,24,Nick Foles pass incomplete short left intended for Stedman Bailey,-0.650,-2.850
4,1:33,1,10,STL 41,10,24,Alfred Morris middle for 5 yards (tackle by Alec Ogletree),2.850,2.850
4,1:33,1,10,STL 41,10,24,Timeout #2 by Los Angeles Rams,2.850,2.980
4,1:11,2,5,STL 36,10,24,Alfred Morris left end for 2 yards (tackle by Michael Brockers),2.980,2.540
4,0:26,3,3,STL 34,10,24,Alfred Morris right tackle for -2 yards (tackle by Rodney McLeod),2.540,0.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
