Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss and deferred, Rams to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,STL 20,0,0,Nick Foles pass complete short right to Jared Cook for 12 yards (tackle by Keenan Robinson),0.280,1.070
1,14:30,1,10,STL 32,0,0,Tre Mason right tackle for 4 yards (tackle by Trent Robinson and Ryan Kerrigan),1.070,1.070
1,13:52,2,6,STL 36,0,0,Tre Mason left tackle for 1 yard (tackle by Stephen Paea),1.070,0.500
1,13:08,3,5,STL 37,0,0,"Nick Foles sacked by Stephen Paea for -4 yards. Nick Foles fumbles, recovered by Nick Foles at STL-33",0.500,-1.180
1,12:38,4,9,STL 33,0,0,"Johnny Hekker punts 42 yards, returned by Jamison Crowder for 3 yards (tackle by Bradley Marquez)",-1.180,-0.810
1,12:26,1,10,WAS 28,0,0,Kirk Cousins pass complete short middle to Jordan Reed for 21 yards (tackle by James Laurinaitis),0.810,2.190
1,11:48,1,10,WAS 49,0,0,Alfred Morris middle for -1 yards (tackle by T.J. McDonald),2.190,1.510
1,11:07,2,11,WAS 48,0,0,Kirk Cousins pass complete short middle to Alfred Morris for 9 yards (tackle by Lamarcus Joyner),1.510,2.010
1,10:26,3,2,STL 43,0,0,Kirk Cousins sacked by Aaron Donald and Chris Long for -8 yards,2.010,-0.130
1,9:46,4,10,WAS 49,0,0,Tress Way punts 40 yards,-0.130,0.370
1,9:34,1,10,STL 11,0,0,Nick Foles pass complete short right to Lance Kendricks for 15 yards (tackle by Keenan Robinson and Perry Riley),-0.370,0.670
1,8:54,1,10,STL 26,0,0,Nick Foles pass incomplete short middle intended for Tre Mason,0.670,0.130
1,8:44,2,10,STL 26,0,0,Nick Foles pass incomplete short right intended for Benny Cunningham,0.130,-0.560
1,8:39,3,10,STL 26,0,0,Nick Foles pass incomplete short right intended for Lance Kendricks,-0.560,-1.630
1,8:31,4,10,STL 26,0,0,"Johnny Hekker punts 46 yards, fair catch by Jamison Crowder",-1.630,-0.810
1,8:23,1,10,WAS 28,0,0,Alfred Morris left tackle for 35 yards (tackle by Alec Ogletree),0.810,3.120
1,7:52,1,10,STL 37,0,0,Kirk Cousins pass complete short left to Matt Jones for -2 yards (tackle by Alec Ogletree),3.120,2.300
1,7:14,2,12,STL 39,0,6,"Matt Jones left tackle for 39 yards, touchdown",2.300,7.000
1,7:14,,,STL 39,0,7,Dustin Hopkins kicks extra point good,0.000,0.000
1,7:14,,,WAS 35,0,7,"Dustin Hopkins kicks off 73 yards, returned by Benny Cunningham for 28 yards (tackle by Darrel Young)",0.000,-0.280
1,7:00,1,10,STL 20,0,7,Tre Mason right tackle for -1 yards (tackle by Perry Riley and Ryan Kerrigan),0.280,-0.460
1,6:20,2,11,STL 19,0,7,Nick Foles pass complete short right to Tavon Austin for 6 yards (tackle by Perry Riley),-0.460,-0.300
1,5:35,3,5,STL 25,0,7,Nick Foles pass incomplete deep left intended for Tre Mason,-0.300,-1.700
1,5:29,4,5,STL 25,0,7,"Johnny Hekker punts 41 yards, fair catch by Jamison Crowder",-1.700,-1.200
1,5:20,1,10,WAS 34,0,7,Kirk Cousins pass complete deep left to Ryan Grant for 35 yards (tackle by Janoris Jenkins),1.200,3.510
1,4:41,1,10,STL 31,0,7,Matt Jones right end for 1 yard (tackle by Trumaine Johnson),3.510,3.100
1,4:03,2,9,STL 30,0,7,Alfred Morris left end for 4 yards (tackle by T.J. McDonald and Robert Quinn),3.100,2.940
1,3:30,3,5,STL 26,0,7,Kirk Cousins pass complete short left to Pierre Garcon for 6 yards (tackle by Lamarcus Joyner),2.940,4.240
1,2:53,1,10,STL 20,0,7,"Alfred Morris left end for -1 yards (tackle by Alec Ogletree and James Laurinaitis). Penalty on Jordan Reed: Offensive Holding, 10 yards (no play)",4.240,3.580
1,2:16,1,20,STL 30,0,7,Kirk Cousins pass incomplete short left intended for Ryan Grant,3.580,2.340
1,2:11,2,20,STL 30,0,7,Alfred Morris left tackle for 1 yard (tackle by Chris Long and Alec Ogletree),2.340,1.820
1,1:39,3,19,STL 29,0,7,Kirk Cousins pass complete short middle to Pierre Garcon for 1 yard (tackle by Janoris Jenkins),1.820,1.590
1,0:59,4,18,STL 28,0,10,Dustin Hopkins 46 yard field goal good,1.590,3.000
1,0:59,,,WAS 35,0,10,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
1,0:53,1,10,STL 20,0,10,Tavon Austin middle for 3 yards (tackle by Ryan Kerrigan and Chris Baker),0.280,0.140
1,0:18,2,7,STL 23,0,10,Tre Mason left tackle for no gain (tackle by Ricky Jean-Francois),0.140,-0.560
Quarter,Time,Down,ToGo,Location,STL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,STL 23,0,10,"Nick Foles pass complete short right to Kenny Britt for 5 yards (tackle by Keenan Robinson and Dashon Goldson). Penalty on Ryan Kerrigan: Defensive Offside, 5 yards (no play)",-0.560,0.100
2,14:32,3,2,STL 28,0,10,Benny Cunningham left end for no gain (tackle by Kyshoen Jarrett and Jason Hatcher),0.100,0.100
2,13:58,3,2,STL 28,0,10,Timeout #1 by Los Angeles Rams,0.100,-1.500
2,13:57,4,2,STL 28,0,10,"Johnny Hekker punts 52 yards, returned by Jamison Crowder for -1 yards (tackle by Stedman Bailey)",-1.500,-0.150
2,13:45,1,10,WAS 19,0,10,Matt Jones right guard for -2 yards (tackle by Michael Brockers),0.150,-0.720
2,13:12,2,12,WAS 17,0,10,Kirk Cousins pass complete short left to Pierre Garcon for 4 yards (tackle by Janoris Jenkins),-0.720,-0.810
2,12:41,3,8,WAS 21,0,10,Kirk Cousins pass incomplete deep right intended for Ryan Grant (defended by Trumaine Johnson),-0.810,-0.810
2,12:34,3,8,WAS 21,0,10,Timeout #1 by Washington Redskins,-0.810,-1.960
2,12:33,4,8,WAS 21,0,10,Tress Way punts 43 yards,-1.960,-1.330
2,12:21,1,10,STL 36,0,10,"Nick Foles pass incomplete short left intended for Jared Cook. Penalty on Tre Mason: Offensive Holding, 10 yards (no play)",1.330,0.670
2,12:16,1,20,STL 26,0,10,Nick Foles pass complete short middle to Jared Cook for 7 yards (tackle by Keenan Robinson),0.670,0.390
2,11:37,2,13,STL 33,0,10,Nick Foles pass incomplete short right intended for Jared Cook,0.390,-0.300
2,11:32,3,13,STL 33,0,10,Nick Foles pass complete short right to Benny Cunningham for 2 yards (tackle by Stephen Paea),-0.300,-1.040
2,10:57,4,11,STL 35,0,10,"Johnny Hekker punts 48 yards, returned by Jamison Crowder for 1 yard (tackle by Bryce Hager)",-1.040,-0.040
2,10:46,1,10,WAS 18,0,10,Kirk Cousins pass complete short right to Pierre Garcon for 3 yards (tackle by Trumaine Johnson and Mark Barron),0.040,0.010
2,10:11,2,7,WAS 21,0,10,Kirk Cousins pass complete short middle to Jordan Reed for 8 yards (tackle by Akeem Ayers),0.010,0.870
2,9:34,1,10,WAS 29,0,10,Alfred Morris middle for 2 yards (tackle by Chris Long and Ethan Westbrooks),0.870,0.600
2,8:59,2,8,WAS 31,0,10,Alfred Morris left end for 8 yards (tackle by Nick Fairley and Rodney McLeod),0.600,1.530
2,8:16,1,10,WAS 39,0,10,Kirk Cousins pass complete short left to Matt Jones for 18 yards (tackle by Alec Ogletree),1.530,2.720
2,8:16,1,10,STL 43,0,10,"Penalty on Aaron Donald: Neutral Zone Infraction, 5 yards (no play)",2.720,3.450
2,7:17,1,5,STL 38,0,10,"Alfred Morris left end for 7 yards (tackle by Alec Ogletree). Penalty on Jordan Reed: Offensive Holding, 10 yards (no play)",3.450,2.390
2,6:56,1,15,STL 48,0,10,Matt Jones right end for 25 yards (tackle by Rodney McLeod),2.390,4.040
2,6:11,1,10,STL 23,0,10,Matt Jones right guard for 4 yards (tackle by Alec Ogletree and James Laurinaitis),4.040,4.050
2,5:38,2,6,STL 19,0,10,Matt Jones left guard for 4 yards (tackle by Michael Brockers and William Hayes),4.050,4.050
2,5:01,3,2,STL 15,0,10,Kirk Cousins pass complete short right to Ryan Grant for 8 yards (tackle by Alec Ogletree),4.050,5.600
2,4:26,1,7,STL 7,0,10,Alfred Morris left tackle for 1 yard (tackle by Robert Quinn and Aaron Donald),5.600,4.950
2,3:49,2,6,STL 6,0,10,Alfred Morris left tackle for 2 yards (tackle by T.J. McDonald and Chris Long),4.950,4.490
2,3:07,3,4,STL 4,0,16,"Kirk Cousins pass complete short left to Pierre Garcon for 4 yards, touchdown",4.490,7.000
2,3:07,,,STL 4,0,17,Dustin Hopkins kicks extra point good,0.000,0.000
2,3:07,,,WAS 35,0,17,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
2,3:02,1,10,STL 20,0,17,Tavon Austin left end for 10 yards (tackle by Trent Robinson),0.280,0.940
2,2:27,1,10,STL 30,0,17,Nick Foles pass incomplete deep middle intended for Tavon Austin,0.940,0.390
2,2:19,2,10,STL 30,0,17,Nick Foles pass complete short right to Tre Mason for 3 yards (tackle by DeAngelo Hall),0.390,0.100
2,2:00,3,7,STL 33,0,17,Nick Foles pass incomplete short middle intended for Jared Cook,0.100,-1.180
2,1:54,4,7,STL 33,0,17,"Johnny Hekker punts 48 yards, returned by Jamison Crowder for -1 yards (tackle by Maurice Alexander)",-1.180,-0.040
2,1:44,1,10,WAS 18,0,17,Matt Jones right end for 2 yards (tackle by Ethan Westbrooks),0.040,-0.130
2,1:04,2,8,WAS 20,0,17,Matt Jones right tackle for 1 yard (tackle by Alec Ogletree),-0.130,-0.130
2,0:37,2,8,WAS 20,0,17,Timeout #2 by Los Angeles Rams,-0.130,-0.790
2,0:37,3,7,WAS 21,0,17,Matt Jones left end for 6 yards (tackle by Alec Ogletree),-0.790,-0.790
