#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,JAX 25,3,1:33,7,Punt
2,1,12:37,WAS 27,4,2:00,-1,Field Goal
3,1,8:25,WAS 45,7,3:52,45,Touchdown
4,1,2:20,JAX 6,3,1:58,3,Punt
5,2,12:59,JAX 31,4,1:39,69,Touchdown
6,2,8:43,JAX 46,3,2:30,4,Punt
7,2,2:54,JAX 15,3,0:40,7,Punt
8,2,0:06,JAX 35,1,0:06,-1,End of Half
9,3,11:12,JAX 12,5,3:12,16,Punt
10,3,2:49,JAX 22,3,1:37,4,Interception
11,4,12:24,JAX 18,4,2:04,82,Touchdown
12,4,8:57,WAS 33,6,2:17,8,Field Goal
13,4,1:55,JAX 33,11,1:49,44,Field Goal
