Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
1,8:56,2,1,WAS 44,3,0,Christian Ponder pass complete short middle to Toby Gerhart for 7 yards (tackle by London Fletcher),2.730,3.120
1,8:18,1,10,WAS 37,3,0,Christian Ponder pass incomplete short left intended for Toby Gerhart,3.120,2.570
1,8:12,2,10,WAS 37,3,0,Christian Ponder pass complete deep middle to Percy Harvin for 23 yards (tackle by Perry Riley and Madieu Williams),2.570,4.650
1,7:36,1,10,WAS 14,3,0,Adrian Peterson left end for -2 yards (tackle by Rob Jackson and Reed Doughty),4.650,3.720
1,7:02,2,12,WAS 16,3,0,Christian Ponder pass incomplete short left intended for Rhett Ellison,3.720,3.000
1,6:57,3,12,WAS 16,3,0,Christian Ponder pass complete short right to Adrian Peterson for 7 yards (tackle by London Fletcher and Reed Doughty),3.000,2.880
1,6:22,4,5,WAS 9,6,0,Blair Walsh 27 yard field goal good,2.880,3.000
1,6:18,,,MIN 35,6,0,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
1,6:18,1,10,WAS 20,6,0,Robert Griffin III left end for 7 yards (tackle by Jared Allen),0.280,0.680
1,5:48,2,3,WAS 27,6,0,Robert Griffin III pass incomplete deep left intended for Leonard Hankerson (defended by Harrison Smith),0.680,-0.030
1,5:41,3,3,WAS 27,6,0,Robert Griffin III pass incomplete short right intended for Josh Morgan is intercepted by Antoine Winfield at WAS-35,-0.030,-3.250
1,5:33,1,10,WAS 35,6,0,"Percy Harvin right end for -1 yards. Percy Harvin fumbles, recovered by Percy Harvin at WAS-42",3.250,2.570
1,4:52,2,11,WAS 36,6,0,Adrian Peterson right end for 1 yard (tackle by DeAngelo Hall),2.570,2.010
1,4:17,3,10,WAS 35,6,0,Christian Ponder pass complete deep left to Michael Jenkins for 19 yards (tackle by Josh Wilson),2.010,4.510
1,3:39,1,10,WAS 16,6,0,Adrian Peterson up the middle for -1 yards (tackle by Stephen Bowen),4.510,3.770
1,3:01,2,11,WAS 17,6,0,Christian Ponder pass complete short middle to John Carlson for 7 yards (tackle by Reed Doughty and Perry Riley),3.770,4.170
1,2:21,3,4,WAS 10,6,0,Toby Gerhart left guard for 1 yard (tackle by Perry Riley),4.170,2.930
1,1:51,4,3,WAS 9,9,0,Blair Walsh 27 yard field goal good,2.930,3.000
1,1:47,,,MIN 35,9,0,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
1,1:47,1,10,WAS 20,9,0,Alfred Morris left guard for 4 yards (tackle by Letroy Guion),0.280,0.270
1,1:15,2,6,WAS 24,9,0,Robert Griffin III pass complete short middle to Fred Davis for 15 yards (tackle by Chris Cook),0.270,1.530
1,0:39,1,10,WAS 39,9,0,Alfred Morris right guard for 3 yards (tackle by Jared Allen and Letroy Guion),1.530,1.390
1,0:01,2,7,WAS 42,9,0,Robert Griffin III pass complete short middle to Fred Davis for 16 yards (tackle by Chris Cook and Antoine Winfield),1.390,2.790
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 42,9,0,Brandon Banks right end for -1 yards (tackle by Antoine Winfield),2.790,2.110
2,14:23,2,11,MIN 43,9,0,Alfred Morris up the middle for 3 yards (tackle by Erin Henderson),2.110,1.820
2,13:48,3,8,MIN 40,9,0,Robert Griffin III pass complete short middle to Santana Moss for 5 yards (tackle by Kevin Williams and Chad Greenway),1.820,0.990
2,13:05,4,3,MIN 35,9,0,Robert Griffin III pass complete short left to Santana Moss for 6 yards (tackle by Josh Robinson),0.990,3.640
2,12:38,1,10,MIN 29,9,0,"Robert Griffin III left tackle for 5 yards (tackle by Chad Greenway). Penalty on Niles Paul: Offensive Holding, 10 yards",3.640,3.310
2,12:11,1,15,MIN 34,9,0,Brandon Banks right end for -1 yards (tackle by Antoine Winfield),3.310,2.290
2,11:45,2,16,MIN 35,9,0,Robert Griffin III pass complete short left to Brandon Banks for 3 yards (tackle by Chris Cook),2.290,2.020
2,11:04,3,13,MIN 32,9,0,Robert Griffin III pass incomplete short middle intended for Alfred Morris (defended by Brian Robison),2.020,1.240
2,10:56,4,13,MIN 32,9,3,Kai Forbath 50 yard field goal good,1.240,3.000
2,10:51,,,WAS 35,9,3,"Kai Forbath kicks off 63 yards, returned by Percy Harvin for 34 yards (tackle by Rob Jackson)",0.000,1.330
2,10:44,1,10,MIN 36,9,3,Christian Ponder pass incomplete short left intended for Kyle Rudolph,1.330,0.790
2,10:39,2,10,MIN 36,9,3,Adrian Peterson right end for 1 yard (tackle by London Fletcher and Stephen Bowen),0.790,0.230
2,10:03,3,9,MIN 37,9,3,Christian Ponder pass complete short middle to Adrian Peterson for 8 yards (tackle by London Fletcher and Josh Wilson),0.230,-0.390
2,9:13,4,1,MIN 45,9,3,Chris Kluwe punts 45 yards,-0.390,0.380
2,9:03,1,10,WAS 10,9,3,Alfred Morris left end for 3 yards (tackle by Jasper Brinkley),-0.380,-0.560
2,8:30,2,7,WAS 13,9,3,"Robert Griffin III pass complete short middle to Fred Davis for 8 yards (tackle by Chris Cook). Penalty on Fred Davis: Offensive Pass Interference, 6 yards (no play)",-0.560,-1.000
2,8:05,2,13,WAS 7,9,3,Robert Griffin III pass complete short middle to Alfred Morris for 9 yards (tackle by Everson Griffen and Chad Greenway),-1.000,-0.720
2,7:22,3,4,WAS 16,9,3,Robert Griffin III pass complete short left to Santana Moss for 5 yards (tackle by Jamarca Sanford and Antoine Winfield),-0.720,0.340
2,6:41,1,10,WAS 21,9,3,Robert Griffin III pass complete short middle to Leonard Hankerson for 14 yards (tackle by Chris Cook and Jasper Brinkley),0.340,1.270
2,6:06,1,10,WAS 35,9,3,Alfred Morris up the middle for 15 yards (tackle by Jamarca Sanford and Antoine Winfield),1.270,2.260
2,5:29,1,10,,9,3,Alfred Morris left guard for no gain (tackle by Kevin Williams),2.260,1.710
2,4:51,2,10,,9,3,Robert Griffin III pass complete deep middle to Santana Moss for 30 yards (tackle by Chris Cook and Chad Greenway),1.710,4.240
2,4:08,1,10,MIN 20,9,3,Robert Griffin III left end for 7 yards (tackle by Erin Henderson),4.240,4.830
2,3:31,2,3,MIN 13,9,3,"Robert Griffin III pass incomplete short right intended for Logan Paulsen. Penalty on Erin Henderson: Roughing the Passer, 6 yards (no play)",4.830,0.000
2,3:23,,,,9,3,Timeout #1 by Washington Redskins,0.000,5.600
2,3:23,1,7,MIN 7,9,3,Alfred Morris right end for 6 yards (tackle by Antoine Winfield and Jasper Brinkley),5.600,5.910
2,2:40,2,1,MIN 1,9,3,Evan Royster left guard for no gain (tackle by Jasper Brinkley),5.910,0.000
2,2:31,,,,9,3,Timeout #1 by Minnesota Vikings,0.000,5.170
2,2:31,3,1,MIN 1,9,9,"Alfred Morris left tackle for 1 yard, touchdown",5.170,7.000
2,2:31,,,MIN 2,9,10,Kai Forbath kicks extra point good,0.000,0.000
2,2:27,,,WAS 35,9,10,"Kai Forbath kicks off 67 yards, touchback",0.000,0.280
2,2:26,1,10,MIN 20,9,10,"Christian Ponder sacked for -12 yards. Christian Ponder fumbles, recovered by Lorenzo Alexander at MIN-13 and returned for 7 yards (tackle by Matt Kalil)",0.280,-5.830
2,2:20,1,6,MIN 6,9,16,"Robert Griffin III pass complete short left to Darrel Young for 6 yards, touchdown",5.830,7.000
2,2:20,,,MIN 2,9,17,Kai Forbath kicks extra point good,0.000,0.000
2,2:14,,,WAS 35,9,17,"Kai Forbath kicks off 63 yards, returned by Percy Harvin for 21 yards (tackle by Keenan Robinson)",0.000,0.480
2,2:09,1,10,MIN 23,9,17,Christian Ponder left end for 7 yards (tackle by London Fletcher),0.480,0.880
2,1:59,2,3,MIN 30,9,17,Christian Ponder pass incomplete short right intended for Kyle Rudolph,0.880,0.170
2,1:56,3,3,MIN 30,9,17,Christian Ponder pass complete short right to Percy Harvin for 6 yards (tackle by Jordan Pugh),0.170,1.330
2,1:32,1,10,MIN 36,9,17,Christian Ponder pass complete short middle to Adrian Peterson for -1 yards (tackle by Stephen Bowen and Barry Cofield),1.330,0.000
2,1:25,,,,9,17,Timeout #2 by Minnesota Vikings,0.000,0.660
2,1:25,2,11,MIN 35,9,17,Christian Ponder pass complete short left to Percy Harvin for 9 yards (tackle by Lorenzo Alexander),0.660,1.160
2,0:59,3,2,MIN 44,9,17,Christian Ponder sacked by Stephen Bowen and Lorenzo Alexander for -9 yards,1.160,0.000
2,0:49,,,,9,17,Timeout #2 by Washington Redskins,0.000,-1.040
2,0:49,4,11,MIN 35,9,17,"Chris Kluwe punts 56 yards, returned by Brandon Banks for 8 yards (tackle by Robert Blanton). Penalty on David Jones: Offensive Holding, 5 yards",-1.040,0.380
2,0:39,1,10,WAS 5,9,17,Robert Griffin III kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,9,17,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,WAS 20,9,17,Alfred Morris right guard for 3 yards (tackle by Kevin Williams and Brian Robison),0.280,0.140
3,14:28,2,7,WAS 23,9,17,Alfred Morris right tackle for 6 yards (tackle by Jasper Brinkley and Antoine Winfield),0.140,0.230
3,13:49,3,1,WAS 29,9,17,Alfred Morris up the middle for 1 yard (tackle by Kevin Williams and Chad Greenway),0.230,0.940
3,13:08,1,10,WAS 30,9,17,Robert Griffin III pass complete short middle to Josh Morgan for 17 yards (tackle by Jamarca Sanford),0.940,2.060
3,12:32,1,10,WAS 47,9,17,Robert Griffin III pass complete short middle to Josh Morgan for 16 yards (tackle by Josh Robinson and Jamarca Sanford),2.060,3.120
3,11:55,1,10,MIN 37,9,17,"Penalty on Trent Williams: False Start, 5 yards (no play)",3.120,2.790
3,11:31,1,15,MIN 42,9,17,Alfred Morris right guard for 4 yards (tackle by Letroy Guion and Jasper Brinkley),2.790,2.440
3,10:55,2,11,MIN 38,9,17,Robert Griffin III pass incomplete deep middle intended for Dezmon Briscoe,2.440,1.750
3,10:48,3,11,MIN 38,9,17,"Robert Griffin III for 15 yards. Penalty on Jasper Brinkley: Defensive Holding, 5 yards",1.750,4.370
3,10:13,1,10,MIN 18,9,17,"Robert Griffin III left end for 3 yards (tackle by Harrison Smith). Penalty on Harrison Smith: Horse Collar Tackle, 8 yards",4.370,5.600
3,9:43,1,7,MIN 7,9,23,"Robert Griffin III left tackle for 7 yards, touchdown",5.600,7.000
3,9:43,,,MIN 2,9,24,Kai Forbath kicks extra point good,0.000,0.000
3,9:37,,,WAS 35,9,24,"Kai Forbath kicks off 71 yards, returned by Percy Harvin for 45 yards (tackle by Chris Wilson)",0.000,1.530
3,9:29,1,10,MIN 39,9,24,Christian Ponder pass complete short middle to Adrian Peterson for 6 yards (tackle by Perry Riley),1.530,1.800
3,8:59,2,4,MIN 45,9,24,Adrian Peterson up the middle for 3 yards (tackle by London Fletcher and Perry Riley),1.800,1.490
3,8:21,3,1,MIN 48,9,24,Adrian Peterson left tackle for 2 yards (tackle by London Fletcher and Madieu Williams),1.490,2.260
3,7:49,1,10,,9,24,Adrian Peterson up the middle for 6 yards (tackle by Barry Cofield and Reed Doughty),2.260,2.520
3,7:15,2,4,WAS 44,9,24,Adrian Peterson right end for 5 yards (tackle by Chris Baker),2.520,2.980
3,6:38,1,10,WAS 39,9,24,Christian Ponder pass incomplete short middle intended for Kyle Rudolph,2.980,2.440
3,6:33,2,10,WAS 39,9,24,Christian Ponder pass complete short left to Devin Aromashodu for 13 yards (tackle by Josh Wilson and DeAngelo Hall),2.440,3.840
3,5:50,1,10,WAS 26,9,24,"Christian Ponder pass incomplete short middle intended for Percy Harvin. Penalty on Ryan Kerrigan: Defensive Pass Interference, 3 yards (no play)",3.840,4.040
3,5:47,1,10,WAS 23,9,24,Percy Harvin right tackle for 2 yards (tackle by London Fletcher and DeAngelo Hall),4.040,3.770
3,5:13,2,8,WAS 21,9,24,Adrian Peterson right tackle for 2 yards (tackle by Madieu Williams and Ryan Kerrigan),3.770,3.340
3,4:31,3,6,WAS 19,9,24,Christian Ponder pass incomplete deep middle intended for Percy Harvin,3.340,2.210
3,4:23,4,6,WAS 19,12,24,Blair Walsh 37 yard field goal good,2.210,3.000
3,4:18,,,MIN 35,12,24,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
3,4:18,1,10,WAS 20,12,24,Robert Griffin III right end for 4 yards (tackle by Chad Greenway),0.280,0.270
3,3:43,2,6,WAS 24,12,24,Robert Griffin III left tackle for 4 yards (tackle by Antoine Winfield),0.270,0.100
3,3:07,3,2,WAS 28,12,24,Robert Griffin III right end for 4 yards (tackle by Antoine Winfield and Erin Henderson),0.100,1.070
3,2:27,1,10,WAS 32,12,24,Robert Griffin III pass complete short left to Fred Davis for 15 yards (tackle by Jamarca Sanford),1.070,2.060
3,1:54,1,10,WAS 47,12,24,"Alfred Morris right tackle for 4 yards (tackle by Chad Greenway and Christian Ballard). Penalty on Fred Davis: Offensive Holding, 10 yards (no play)",2.060,1.400
3,1:29,1,20,WAS 37,12,24,Robert Griffin III pass incomplete short middle intended for Fred Davis (defended by Chris Cook),1.400,0.170
3,1:24,2,20,WAS 37,12,24,Robert Griffin III pass complete short right to Leonard Hankerson for 9 yards (tackle by Josh Robinson),0.170,0.700
3,0:48,3,11,WAS 46,12,24,Robert Griffin III left end for 8 yards (tackle by Jared Allen),0.700,0.200
3,0:19,4,3,MIN 46,12,24,Saverio Rocca punts 43 yards,0.200,0.380
3,0:11,1,10,MIN 4,12,24,Adrian Peterson right tackle for 2 yards (tackle by Perry Riley and Rob Jackson),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,MIN 6,12,24,Christian Ponder pass complete short right to Kyle Rudolph for 13 yards (tackle by Madieu Williams),-0.630,0.150
4,14:27,1,10,MIN 19,12,24,Christian Ponder sacked by London Fletcher for 0 yards,0.150,-0.390
4,13:50,2,10,MIN 19,12,24,Adrian Peterson right guard for 3 yards (tackle by Jarvis Jenkins and Perry Riley),-0.390,-0.680
4,13:17,3,7,MIN 22,12,24,"Penalty on John Sullivan: False Start, 5 yards (no play)",-0.680,-1.420
4,12:56,3,12,MIN 17,12,30,"Christian Ponder pass incomplete short right intended for Michael Jenkins is intercepted by Madieu Williams at MIN-24 and returned for 24 yards, touchdown",-1.420,-7.000
4,,,,MIN 2,12,31,Kai Forbath kicks extra point good,0.000,0.000
4,12:40,,,WAS 35,12,31,"Kai Forbath kicks off 65 yards, touchback",0.000,0.280
4,12:40,1,10,MIN 20,12,31,Christian Ponder pass complete short right to Rhett Ellison for 16 yards (tackle by Reed Doughty),0.280,1.330
4,11:59,1,10,MIN 36,12,31,Christian Ponder pass incomplete short left intended for John Carlson,1.330,0.790
4,11:54,2,10,MIN 36,12,31,Christian Ponder pass complete deep middle to Percy Harvin for 20 yards (tackle by Madieu Williams),0.790,2.650
4,11:20,1,10,WAS 44,12,31,Adrian Peterson up the middle for 8 yards (tackle by Perry Riley and Reed Doughty),2.650,3.190
4,10:44,2,2,WAS 36,12,31,Christian Ponder pass incomplete short middle intended for Kyle Rudolph (defended by London Fletcher),3.190,2.480
4,10:39,3,2,WAS 36,12,31,Christian Ponder pass complete short right to Percy Harvin for 6 yards (tackle by DeAngelo Hall and Lorenzo Alexander),2.480,3.580
4,10:00,1,10,WAS 30,12,31,Adrian Peterson up the middle for no gain (tackle by Madieu Williams),3.580,3.030
4,9:28,2,10,WAS 30,12,31,Christian Ponder pass complete short left to Kyle Rudolph for 16 yards (tackle by Josh Wilson),3.030,4.650
4,8:48,1,10,WAS 14,12,31,Christian Ponder pass complete short left to Percy Harvin for 5 yards (tackle by DeAngelo Hall and Perry Riley),4.650,4.900
4,8:13,2,5,WAS 9,18,31,"Christian Ponder pass complete short right to Michael Jenkins for 9 yards, touchdown",4.900,7.000
4,8:13,,,,20,31,"Two Point Attempt: Christian Ponder pass complete to Kyle Rudolph, conversion succeeds",0.000,1.000
4,8:02,,,MIN 35,20,31,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
4,8:02,1,10,WAS 20,20,31,"Robert Griffin III pass complete short left to Brandon Banks for no gain. Brandon Banks fumbles (forced by Jamarca Sanford), ball out of bounds at WAS-20",0.280,0.000
4,7:30,,,,20,31,Timeout #1 by Washington Redskins,0.000,-0.270
4,7:30,2,10,WAS 20,20,31,Robert Griffin III pass complete short right to Josh Morgan for 9 yards (tackle by Jamarca Sanford),-0.270,0.230
4,6:56,3,1,WAS 29,20,31,Alfred Morris right end for -3 yards (tackle by Letroy Guion),0.230,-1.630
4,6:29,4,4,WAS 26,20,31,"Saverio Rocca punts 39 yards, returned by Marcus Sherels for -2 yards (tackle by Niles Paul)",-1.630,-1.140
4,6:18,1,10,MIN 33,20,31,Christian Ponder pass incomplete short middle intended for Kyle Rudolph (defended by Perry Riley),1.140,0.590
4,6:13,2,10,MIN 33,20,31,Christian Ponder pass complete short left to Percy Harvin for 9 yards (tackle by David Jones),0.590,1.090
4,5:38,3,1,MIN 42,20,31,Christian Ponder for 2 yards,1.090,1.860
4,5:07,1,10,MIN 44,20,31,Christian Ponder up the middle for 2 yards (tackle by Ryan Kerrigan and Barry Cofield),1.860,1.590
4,4:40,2,8,MIN 46,20,31,Christian Ponder pass complete short right to Michael Jenkins for 8 yards (tackle by David Jones),1.590,2.520
4,4:18,1,10,WAS 46,20,31,Christian Ponder pass incomplete short left intended for Percy Harvin,2.520,1.980
4,4:14,2,10,WAS 46,20,31,Christian Ponder pass complete short left to Adrian Peterson for 18 yards (tackle by Madieu Williams and Jordan Pugh),1.980,3.710
4,3:47,1,10,WAS 28,20,31,"Christian Ponder pass incomplete deep left intended for Devin Aromashodu (defended by Josh Wilson). Penalty on Josh Wilson: Defensive Pass Interference, 27 yards (no play)",3.710,6.970
4,3:42,1,1,WAS 1,26,31,"Christian Ponder pass complete short left to Kyle Rudolph for 1 yard, touchdown",6.970,7.000
4,3:42,,,,26,31,"Two Point Attempt: Christian Ponder pass incomplete, conversion fails",0.000,-1.000
4,3:36,,,MIN 35,26,31,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
4,3:36,1,10,WAS 20,26,31,Robert Griffin III sacked by Jared Allen for -4 yards,0.280,-0.940
4,3:03,2,14,WAS 16,26,31,Alfred Morris left end for 8 yards (tackle by Letroy Guion),-0.940,0.000
4,2:56,,,,26,31,Timeout #1 by Minnesota Vikings,0.000,-0.430
4,2:56,3,6,WAS 24,26,37,"Robert Griffin III left guard for 76 yards, touchdown",-0.430,7.000
4,2:56,,,MIN 2,26,38,Kai Forbath kicks extra point good,0.000,0.000
4,2:43,,,WAS 35,26,38,"Kai Forbath kicks off 64 yards, touchback",0.000,0.280
4,2:43,1,10,MIN 20,26,38,Christian Ponder pass complete short left to Percy Harvin for 22 yards (tackle by Josh Wilson),0.280,1.730
4,2:22,1,10,MIN 42,26,38,Christian Ponder pass complete short left to Adrian Peterson for 9 yards (tackle by Lorenzo Alexander),1.730,2.400
4,2:14,2,1,WAS 49,26,38,Christian Ponder sacked by Lorenzo Alexander for -9 yards,2.400,0.500
4,2:00,3,10,MIN 42,26,38,Christian Ponder pass complete short middle to Percy Harvin for 10 yards (tackle by Madieu Williams),0.500,2.390
4,1:52,1,10,WAS 48,26,38,Christian Ponder pass complete short right to Kyle Rudolph for 3 yards (tackle by David Jones),2.390,2.250
4,1:45,2,7,WAS 45,26,38,Christian Ponder pass complete short right to Michael Jenkins for 10 yards (tackle by David Jones),2.250,3.250
4,1:38,1,10,WAS 35,26,38,Christian Ponder pass complete short middle to Michael Jenkins for 9 yards (tackle by David Jones and Perry Riley),3.250,0.000
4,1:32,,,,26,38,Timeout #2 by Minnesota Vikings,0.000,3.920
4,1:32,2,1,WAS 26,26,38,Christian Ponder pass incomplete deep right intended for Michael Jenkins,3.920,3.200
4,1:26,3,1,WAS 26,26,38,Christian Ponder pass incomplete deep right intended for Michael Jenkins,3.200,1.890
4,1:20,4,1,WAS 26,26,38,Christian Ponder pass complete short right to Michael Jenkins for 12 yards (tackle by David Jones),1.890,4.650
4,1:03,1,10,WAS 14,26,38,Christian Ponder pass complete short right to Kyle Rudolph for 5 yards (tackle by David Jones),4.650,4.900
4,0:59,2,5,WAS 9,26,38,Christian Ponder pass incomplete short right intended for Michael Jenkins (defended by Jordan Pugh),4.900,0.000
4,0:54,,,,26,38,Timeout #2 by Washington Redskins,0.000,4.050
4,0:54,3,5,WAS 9,26,38,Christian Ponder pass complete short middle to Percy Harvin for 8 yards (tackle by Perry Riley and London Fletcher),4.050,6.970
4,0:37,1,1,WAS 1,26,38,Christian Ponder pass incomplete short middle intended for Adrian Peterson (defended by London Fletcher),6.970,5.910
4,0:32,2,1,WAS 1,26,38,"Adrian Peterson right tackle for 1 yard. Penalty on Kyle Rudolph: False Start, 5 yards (no play)",5.910,4.950
4,0:31,2,6,WAS 6,26,38,Christian Ponder pass complete short middle to Adrian Peterson for 3 yards (tackle by Madieu Williams),4.950,0.000
4,0:28,,,,26,38,Timeout #3 by Minnesota Vikings,0.000,4.720
4,0:28,3,3,WAS 3,26,38,Christian Ponder pass incomplete short middle intended for Percy Harvin is intercepted by DeAngelo Hall at WAS--1,4.720,-0.280
4,0:22,1,10,WAS 20,26,38,Robert Griffin III kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
