Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1,4:34,3,2,DAL 10,0,2,Mark Brunell pass incomplete short left intended for Brandon Lloyd (defended by Anthony Henry),4.510,2.890
1,4:28,4,2,DAL 10,0,5,Nick Novak 28 yard field goal good,2.890,3.000
1,,,,WAS 30,0,5,"Nick Novak kicks off 64 yards, returned by Skyler Green for 17 yards (tackle by Vernon Fox)",0.000,0.480
1,4:19,1,10,DAL 23,0,5,Julius Jones left tackle for 4 yards (tackle by Cornelius Griffin),0.480,0.470
1,3:45,2,6,DAL 27,0,5,Tony Romo right end for 1 yard (tackle by Phillip Daniels),0.470,-0.100
1,3:18,3,5,DAL 28,0,5,"Tony Romo pass incomplete short right intended for Jason Witten. Penalty on Sean Taylor: Roughing the Passer (Offsetting), Penalty on Tony Romo: Intentional Grounding (Offsetting) (no play)",-0.100,-0.100
1,3:18,3,5,DAL 28,0,5,Tony Romo pass incomplete short left intended for Jason Witten (defended by Kenny Wright),-0.100,-1.500
1,3:09,4,5,DAL 28,0,5,"Mat McBriar punts 46 yards, returned by Antwaan Randle El for 8 yards (tackle by Bobby Carpenter)",-1.500,-1.200
1,2:59,1,10,WAS 34,0,5,Mark Brunell pass incomplete deep middle intended for Chris Cooley,1.200,0.660
1,2:53,2,10,WAS 34,0,5,Mark Brunell pass incomplete short left intended for Clinton Portis,0.660,-0.030
1,2:48,3,10,WAS 34,0,5,Mark Brunell pass incomplete (defended by DeMarcus Ware). Penalty on Randy Thomas: Illegal Touch Pass (Declined),-0.030,-1.110
1,2:39,4,10,WAS 34,0,5,"Derrick Frost punts 52 yards, returned by Skyler Green for 10 yards (tackle by Rocky McIntosh). Penalty on Ade Jimoh: Face Mask (15 Yards), 15 yards (no play)",-1.110,-2.140
1,2:24,4,25,WAS 19,0,5,"Derrick Frost punts 54 yards, returned by Skyler Green for 13 yards (tackle by Rocky McIntosh)",-2.140,-1.600
1,2:18,1,10,DAL 40,0,5,Julius Jones left end for 4 yards (tackle by Marcus Washington and Kenny Wright),1.600,1.590
1,1:42,2,6,DAL 44,0,5,Tony Romo pass complete to Terrell Owens for 19 yards,1.590,3.120
1,1:42,1,10,WAS 37,0,5,"Penalty on Jason Witten: False Start, 5 yards (no play)",3.120,2.790
1,0:56,1,15,WAS 42,0,5,Tony Romo pass incomplete short left intended for Anthony Fasano (defended by Warrick Holdman),2.790,1.900
1,0:56,,,,0,5,Timeout #1 by Dallas Cowboys,0.000,1.900
1,0:52,2,15,WAS 42,0,5,Julius Jones left tackle for 2 yards (tackle by Kedric Golston and Cornelius Griffin),1.900,1.490
1,0:14,3,13,WAS 40,0,5,Tony Romo pass complete deep left to Terrell Owens for 16 yards,1.490,3.970
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 24,0,5,Julius Jones right end for 9 yards (tackle by Sean Taylor),3.970,4.850
2,14:26,2,1,WAS 15,0,5,Julius Jones left guard for 2 yards (tackle by Warrick Holdman and Cornelius Griffin),4.850,4.710
2,13:49,1,10,WAS 13,0,5,Tony Romo pass incomplete short middle intended for Terry Glenn,4.710,4.050
2,13:43,2,10,WAS 13,0,5,Julius Jones right guard for 3 yards (tackle by Sean Taylor and Kedric Golston),4.050,3.650
2,13:01,3,7,WAS 10,6,5,"Tony Romo pass complete short left to Terry Glenn for 10 yards, touchdown",3.650,7.000
2,12:55,,,,6,5,Timeout #2 by Washington Redskins,0.000,0.000
2,,,,,6,5,"Two Point Attempt: Tony Romo pass incomplete intended for Patrick Crayton, conversion fails",1.000,-1.000
2,,,,DAL 30,6,5,"Mike Vanderjagt kicks off 57 yards, returned by Rock Cartwright for 17 yards (tackle by Keith Davis)",0.000,0.940
2,12:50,1,10,WAS 30,6,5,Mark Brunell pass complete deep middle to Brandon Lloyd for 17 yards (tackle by Anthony Henry),0.940,2.060
2,12:13,1,10,WAS 47,6,5,Clinton Portis right end for 1 yard (tackle by Greg Ellis and Marcus Spears),2.060,1.650
2,11:30,2,9,WAS 48,6,5,Mark Brunell pass complete short left to Ladell Betts for 3 yards (tackle by Akin Ayodele),1.650,1.360
2,10:46,3,6,DAL 49,6,5,Mark Brunell pass complete short right to James Thrash for 8 yards (tackle by Terence Newman and Anthony Henry),1.360,2.850
2,10:05,1,10,DAL 41,6,5,Mark Brunell pass incomplete short right intended for Chris Cooley,2.850,2.310
2,9:59,2,10,DAL 41,6,5,Clinton Portis left tackle for 6 yards (tackle by Bradie James and Keith Davis),2.310,2.410
2,9:18,3,4,DAL 35,6,5,"Mark Brunell for no gain. Mark Brunell fumbles, recovered by Akin Ayodele at DAL-40 (tackle by James Thrash)",2.410,-1.600
2,9:09,1,10,DAL 40,6,5,Tony Romo pass complete short right to Jason Witten for 5 yards (tackle by Sean Taylor and Shawn Springs),1.600,1.730
2,8:35,2,5,DAL 45,6,5,Julius Jones middle for 3 yards (tackle by Cornelius Griffin and Marcus Washington),1.730,1.420
2,7:54,3,2,DAL 48,6,5,Marion Barber right tackle for 3 yards (tackle by Lemar Marshall),1.420,2.320
2,7:19,1,10,WAS 49,6,5,Tony Romo pass incomplete deep right intended for Terry Glenn,2.320,1.780
2,7:11,2,10,WAS 49,6,5,Julius Jones left tackle for 5 yards (tackle by Cornelius Griffin and Troy Vincent),1.780,1.750
2,6:25,3,5,WAS 44,6,5,Tony Romo pass complete short left to Patrick Crayton for 8 yards (tackle by Carlos Rogers),1.750,3.180
2,5:41,1,10,WAS 36,6,5,Julius Jones left tackle for 7 yards (tackle by Troy Vincent and Carlos Rogers),3.180,3.580
2,5:03,2,3,WAS 29,6,5,Julius Jones right end for 10 yards (tackle by Shawn Springs),3.580,4.310
2,4:26,1,10,WAS 19,6,5,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Marcus Washington),4.310,3.750
2,4:22,2,10,WAS 19,6,5,Tony Romo pass complete short left to Terrell Owens for 3 yards (tackle by Carlos Rogers),3.750,3.410
2,3:53,3,7,WAS 16,6,5,Tony Romo pass complete short left to Patrick Crayton for 1 yard (tackle by Carlos Rogers and Adam Archuleta),3.410,2.470
2,3:32,4,6,WAS 15,9,5,Mike Vanderjagt 33 yard field goal good,2.470,3.000
2,,,,DAL 30,9,5,"Mike Vanderjagt kicks off 62 yards, returned by Rock Cartwright for 28 yards (tackle by Roy Williams)",0.000,1.330
2,3:22,1,10,WAS 36,9,5,Antwaan Randle El for 9 yards,1.330,2.010
2,2:58,2,1,WAS 45,9,5,"Clinton Portis right end for 2 yards (tackle by Keith Davis). Penalty on Keith Davis: Unnecessary Roughness, 15 yards",2.010,3.050
2,2:30,1,10,DAL 38,9,11,"Clinton Portis left end for 38 yards, touchdown",3.050,7.000
2,,,,DAL 2,9,12,Nick Novak kicks extra point good,0.000,0.000
2,,,,WAS 30,9,12,"Nick Novak kicks off 40 yards, returned by Al Johnson for 3 yards (tackle by Rock Cartwright)",0.000,1.140
2,2:21,1,10,DAL 33,9,12,Tony Romo pass complete short right to Oliver Hoyte for 4 yards (tackle by Marcus Washington),1.140,1.130
2,2:00,2,6,DAL 37,9,12,"Penalty on Flozell Adams: False Start, 5 yards (no play)",1.130,0.460
2,2:00,2,11,DAL 32,9,12,Tony Romo pass incomplete short right intended for Patrick Crayton (defended by Shawn Springs),0.460,-0.230
2,1:43,3,11,DAL 32,9,12,Tony Romo pass complete short middle to Terrell Owens for 20 yards (tackle by Shawn Springs),-0.230,2.390
2,1:29,1,10,WAS 48,9,12,Tony Romo pass complete short middle to Marion Barber for 4 yards (tackle by Cornelius Griffin and Marcus Washington),2.390,2.390
2,1:05,2,6,WAS 44,9,12,Tony Romo pass complete short middle to Terry Glenn for 9 yards (tackle by Shawn Springs),2.390,3.250
2,0:56,,,,9,12,Timeout #2 by Dallas Cowboys,0.000,3.250
2,0:56,1,10,WAS 35,9,12,Marion Barber right end for 6 yards (tackle by Adam Archuleta and Sean Taylor),3.250,3.510
2,0:32,2,4,WAS 29,9,12,"Tony Romo pass incomplete short right intended for Jason Witten. Penalty on Marion Barber: Chop Block, 15 yards (no play)",3.510,1.490
2,0:26,2,19,WAS 44,9,12,Tony Romo pass complete deep right to Patrick Crayton for 27 yards (tackle by Sean Taylor),1.490,4.440
2,0:12,,,,9,12,Timeout #3 by Dallas Cowboys,0.000,4.440
2,0:12,1,10,WAS 17,9,12,"Tony Romo pass incomplete deep right intended for Patrick Crayton. Penalty on Sean Taylor: Illegal Contact, 5 yards (no play)",4.440,4.780
2,0:07,1,10,WAS 12,12,12,Mike Vanderjagt 30 yard field goal good,4.780,3.000
2,,,,DAL 30,12,12,Mike Vanderjagt kicks off 39 yards,0.000,1.000
2,0:02,1,10,WAS 31,12,12,Mark Brunell pass complete short right to Chris Cooley for 27 yards (tackle by DeMarcus Ware),1.000,2.790
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,12,12,"Nick Novak kicks off 66 yards, returned by Skyler Green for 21 yards (tackle by Rock Cartwright)",0.000,0.610
3,14:55,1,10,DAL 25,12,12,Julius Jones right end for 1 yard (tackle by Sean Taylor),0.610,0.200
3,14:19,2,9,DAL 26,12,12,Tony Romo pass complete short right to Terry Glenn for 7 yards (tackle by Shawn Springs),0.200,0.430
3,13:35,3,2,DAL 33,12,12,Tony Romo pass complete deep right to Patrick Crayton for 48 yards (tackle by Shawn Springs),0.430,4.310
3,12:46,1,10,WAS 19,12,12,Julius Jones right guard for 3 yards (tackle by Warrick Holdman and Lemar Marshall),4.310,4.180
3,12:10,2,7,WAS 16,12,12,Tony Romo pass complete short middle to Jason Witten for 6 yards (tackle by Lemar Marshall),4.180,4.690
3,11:41,3,1,WAS 10,12,12,Julius Jones left tackle for 4 yards (tackle by Warrick Holdman),4.690,5.830
3,11:05,1,6,WAS 6,12,12,Julius Jones middle for 2 yards (tackle by Sean Taylor and Cornelius Griffin),5.830,5.340
3,10:22,2,4,WAS 4,18,12,"Tony Romo pass complete short middle to Terrell Owens for 4 yards, touchdown. Penalty on Terrell Owens: Unsportsmanlike Conduct, 15 yards",5.340,7.000
3,,,,WAS 2,19,12,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,DAL 30,19,12,"Mike Vanderjagt kicks off 41 yards, muffed catch by Mike Sellers, recovered by Demetric Evans and returned for no gain",0.000,1.200
3,10:16,1,10,WAS 34,19,12,"Mark Brunell pass complete deep left to Brandon Lloyd for 37 yards (tackle by Anthony Henry). Penalty on Christian Fauria: Offensive Holding, 10 yards (no play)",1.200,0.540
3,9:50,1,20,WAS 24,19,12,Clinton Portis right tackle for 3 yards (tackle by Marcus Spears and Akin Ayodele),0.540,-0.290
3,9:14,2,17,WAS 27,19,12,Mark Brunell sacked by DeMarcus Ware for -9 yards,-0.290,-2.430
3,8:37,3,26,WAS 18,19,12,Ladell Betts right guard for 8 yards (tackle by Kevin Burnett and Kenyon Coleman),-2.430,-1.630
3,8:07,4,18,WAS 26,19,12,"Derrick Frost punts 47 yards, returned by Skyler Green for 8 yards (tackle by Khary Campbell)",-1.630,-1.270
3,7:53,1,10,DAL 35,19,12,Tony Romo pass incomplete short left intended for Marion Barber,1.270,0.720
3,7:49,2,10,DAL 35,19,12,Tony Romo sacked by Cornelius Griffin for -9 yards,0.720,-1.150
3,7:12,3,19,DAL 26,19,12,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by Lemar Marshall and Marcus Washington),-1.150,-1.040
3,6:40,4,10,DAL 35,19,12,"Mat McBriar punts 40 yards, returned by Antwaan Randle El for 25 yards (tackle by Alshermond Singleton)",-1.040,-2.260
3,6:29,1,10,WAS 50,19,12,Mike Sellers middle for 3 yards (tackle by Akin Ayodele and Jason Ferguson),2.260,2.120
3,5:53,2,7,DAL 47,19,12,Mark Brunell pass incomplete short right intended for Ladell Betts,2.120,1.420
3,5:46,3,7,DAL 47,19,12,"Mark Brunell pass incomplete short left intended for James Thrash. Penalty on James Thrash: Illegal Touch Pass (Declined), Penalty on Chris Cooley: Offensive Pass Interfere (Declined)",1.420,0.130
3,5:38,4,7,DAL 47,19,12,"Derrick Frost punts 31 yards, fair catch by Skyler Green",0.130,0.140
3,5:32,1,10,DAL 16,19,12,Julius Jones right guard for 4 yards (tackle by Warrick Holdman and Andre Carter),-0.140,0.010
3,4:54,2,6,DAL 20,19,12,Julius Jones middle for 5 yards (tackle by Warrick Holdman and Troy Vincent),0.010,-0.200
3,4:27,3,1,DAL 25,19,12,Julius Jones middle for 1 yard (tackle by Lemar Marshall),-0.200,0.670
3,4:14,1,10,DAL 26,19,12,Tony Romo pass incomplete deep middle intended for Terrell Owens,0.670,0.130
3,4:06,2,10,DAL 26,19,12,Marion Barber left end for 8 yards (tackle by Troy Vincent),0.130,0.500
3,3:22,3,2,DAL 34,19,12,"Tony Romo pass incomplete short middle intended for Patrick Crayton (defended by Kenny Wright). Penalty on Kenny Wright: Defensive Pass Interfere, 6 yards (no play)",0.500,1.600
3,3:18,1,10,DAL 40,19,12,Marion Barber right end for 10 yards (tackle by Marcus Washington and Sean Taylor),1.600,2.260
3,2:33,1,10,WAS 50,19,12,Tony Romo pass incomplete short left intended for Terrell Owens (defended by Warrick Holdman),2.260,1.710
3,2:28,2,10,WAS 50,19,12,Marion Barber middle for 9 yards (tackle by Troy Vincent),1.710,2.210
3,2:07,3,1,WAS 41,19,12,Marion Barber left end for -1 yards (tackle by Marcus Washington),2.210,0.460
3,1:30,4,2,WAS 42,19,12,"Mat McBriar punts 42 yards, touchback",0.460,-0.280
3,1:21,1,10,WAS 20,19,12,Clinton Portis left end for 3 yards (tackle by Bradie James),0.280,0.140
3,0:40,2,7,WAS 23,19,12,Mark Brunell pass complete short middle to Clinton Portis for 9 yards (tackle by Akin Ayodele and Bradie James),0.140,1.070
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 32,19,12,"Antwaan Randle El pass incomplete short right intended for Brandon Lloyd. Penalty on Roy Williams: Defensive Pass Interfere, 48 yards (no play)",1.070,4.240
4,14:53,1,10,DAL 20,19,12,Clinton Portis left tackle for 2 yards (tackle by DeMarcus Ware and Jason Ferguson),4.240,3.960
4,14:12,2,8,DAL 18,19,18,"Mark Brunell pass complete deep left to Chris Cooley for 18 yards, touchdown",3.960,7.000
4,,,,DAL 2,19,19,Nick Novak kicks extra point good,0.000,0.000
4,,,,WAS 30,19,19,"Nick Novak kicks off 61 yards, returned by Skyler Green for 21 yards (tackle by Todd Yoder)",0.000,0.940
4,14:00,1,10,DAL 30,19,19,Tony Romo pass complete short left to Jason Witten for 2 yards (tackle by Carlos Rogers and Lemar Marshall),0.940,0.660
4,13:13,2,8,DAL 32,19,19,"Penalty on Patrick Crayton: False Start, 4 yards (no play)",0.660,0.120
4,12:53,2,12,DAL 28,19,19,Tony Romo pass incomplete short right intended for Terrell Owens,0.120,-0.560
4,12:46,3,12,DAL 28,19,19,Tony Romo pass complete short right to Marion Barber for 24 yards (tackle by Troy Vincent and Lemar Marshall),-0.560,2.390
4,12:00,1,10,WAS 48,19,19,Julius Jones middle for 3 yards (tackle by Kedric Golston and Phillip Daniels),2.390,2.250
4,11:25,2,7,WAS 45,19,19,Tony Romo pass complete short left to Terrell Owens for 9 yards (tackle by Warrick Holdman and Carlos Rogers),2.250,3.180
4,10:42,1,10,WAS 36,19,19,Terry Glenn left end for -8 yards (tackle by Andre Carter),3.180,1.560
4,9:57,2,18,WAS 44,19,19,Tony Romo sacked by Marcus Washington for -8 yards,1.560,-0.160
4,9:18,3,26,DAL 48,19,19,Marion Barber right end for 10 yards (tackle by Shawn Springs),-0.160,0.460
4,9:05,4,16,WAS 42,19,19,"Mat McBriar punts 42 yards, touchback",0.460,-0.280
4,8:54,1,10,WAS 20,19,19,Mark Brunell pass complete short left to Mike Sellers for 9 yards (tackle by Anthony Henry),0.280,0.950
4,8:21,2,1,WAS 29,19,19,Mike Sellers right tackle for 4 yards (tackle by Marcus Spears),0.950,1.140
4,7:43,1,10,WAS 33,19,19,Clinton Portis right guard for 3 yards (tackle by Roy Williams),1.140,1.000
4,7:06,2,7,WAS 36,19,19,Mark Brunell pass incomplete deep left intended for Brandon Lloyd (defended by Roy Williams),1.000,0.300
4,6:59,3,7,WAS 36,19,19,Mark Brunell pass complete short left to Ladell Betts for 21 yards (tackle by Aaron Glenn and Bradie James),0.300,2.720
4,6:17,1,10,DAL 43,19,19,Ladell Betts right end for no gain (tackle by Jason Ferguson),2.720,2.180
4,5:38,2,10,DAL 43,19,19,Mark Brunell pass incomplete short right intended for Clinton Portis (defended by Bradie James),2.180,1.490
4,5:32,3,10,DAL 43,19,19,Mark Brunell for 4 yards,1.490,0.660
4,5:24,,,,19,19,Timeout #1 by Washington Redskins,0.000,0.660
4,5:24,4,6,DAL 39,19,19,"Derrick Frost punts 39 yards, touchback",0.660,-0.280
4,5:15,1,10,DAL 20,19,19,Tony Romo pass incomplete deep right intended for Terry Glenn,0.280,-0.270
4,5:10,2,10,DAL 20,19,19,Julius Jones left guard for 2 yards (tackle by Marcus Washington and Kedric Golston),-0.270,-0.690
4,4:26,3,8,DAL 22,19,19,Tony Romo pass complete short right to Anthony Fasano for 5 yards (tackle by Shawn Springs),-0.690,-1.570
4,3:52,4,3,DAL 27,19,19,"Mat McBriar punts 45 yards, returned by Antwaan Randle El for 17 yards (tackle by Jacques Reeves)",-1.570,-1.930
4,3:41,1,10,WAS 45,19,19,Clinton Portis right end for 3 yards (tackle by Greg Ellis),1.930,1.790
4,3:03,2,7,WAS 48,19,19,Mark Brunell pass complete short left to Mike Sellers for no gain,1.790,1.090
4,2:32,3,7,WAS 48,19,19,Mark Brunell pass complete short middle to James Thrash for 17 yards (tackle by Roy Williams),1.090,3.250
4,2:00,1,10,DAL 35,19,19,Clinton Portis right tackle for 3 yards (tackle by Akin Ayodele),3.250,3.110
4,1:27,2,7,DAL 32,19,19,Clinton Portis left end for 4 yards (tackle by Chris Canty),3.110,2.940
4,0:47,3,3,DAL 28,19,19,Clinton Portis middle for -3 yards (tackle by Roy Williams),2.940,1.340
4,0:35,,,,19,19,Timeout #1 by Dallas Cowboys,0.000,1.340
4,0:35,4,6,DAL 31,19,19,Nick Novak 49 yard field goal no good,1.340,-1.530
4,0:31,1,10,DAL 39,19,19,Tony Romo pass complete short right to Anthony Fasano for 11 yards,1.530,2.260
4,0:25,1,10,WAS 50,19,19,Tony Romo pass complete short left to Terrell Owens for 5 yards (tackle by Kenny Wright),2.260,2.390
4,0:18,,,,19,19,Timeout #2 by Dallas Cowboys,0.000,2.390
4,0:18,2,5,WAS 45,19,19,Tony Romo pass incomplete deep middle intended for Jason Witten,2.390,1.690
4,0:13,3,5,WAS 45,19,19,Tony Romo pass complete deep middle to Jason Witten for 28 yards (tackle by Adam Archuleta),1.690,4.440
4,0:06,1,10,WAS 17,19,19,"Mike Vanderjagt 35 yard field goal no good, blocked by Troy Vincent, recovered by Sean Taylor and returned for 30 yards. Penalty on Kyle Kosier: Face Mask (15 Yards), 15 yards",4.440,-3.640
4,0:00,1,10,DAL 29,19,22,Nick Novak 47 yard field goal good,3.640,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
