Quarter,Time,Down,ToGo,Location,WAS,OAK,Detail,EPB,EPA
1,1:53,1,10,OAK 26,0,3,"Jason Campbell pass incomplete deep right intended for Devin Thomas. Penalty on Chris Johnson: Illegal Contact, 5 yards (no play)",3.840,4.170
1,1:47,1,10,OAK 21,0,3,Santana Moss left end for 2 yards (tackle by Nnamdi Asomugha),4.170,3.900
1,1:07,2,8,OAK 19,0,3,Jason Campbell pass incomplete deep middle intended for Devin Thomas,3.900,3.180
1,1:01,3,8,OAK 19,0,3,Jason Campbell middle for 13 yards (tackle by Tyvon Branch and Greg Ellis),3.180,5.830
1,0:13,1,6,OAK 6,6,3,"Jason Campbell pass complete short middle to Fred Davis for 6 yards, touchdown. Penalty on Fred Davis: Unsportsmanlike Conduct, 15 yards",5.830,7.000
1,,,,OAK 2,7,3,Graham Gano kicks extra point good,0.000,0.000
1,,,,WAS 15,7,3,"Graham Gano kicks off 76 yards, returned by Gary Russell for 41 yards (tackle by Lendy Holmes)",0.000,2.260
1,0:05,1,10,,7,3,Bruce Gradkowski pass complete deep left to Darren McFadden for 26 yards (tackle by LaRon Landry),2.260,3.970
Quarter,Time,Down,ToGo,Location,WAS,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 24,7,3,Gary Russell right end for -1 yards (tackle by Andre Carter),3.970,3.300
2,14:30,2,11,WAS 25,7,3,Bruce Gradkowski pass complete short left to Zach Miller for 1 yard (tackle by Anthony Montgomery),3.300,2.740
2,13:47,3,10,WAS 24,7,3,Bruce Gradkowski pass complete short right to Chaz Schilens for 15 yards (tackle by Carlos Rogers),2.740,5.140
2,13:40,1,9,WAS 9,7,3,Justin Fargas middle for 5 yards (tackle by Andre Carter),5.140,5.340
2,11:45,2,4,WAS 4,7,3,"Bruce Gradkowski for no gain. Bruce Gradkowski fumbles, recovered by Bruce Gradkowski at WAS-9",5.340,3.120
2,11:29,3,11,WAS 11,7,3,Bruce Gradkowski pass complete short right to Zach Miller for 10 yards (tackle by Kareem Moore),3.120,3.550
2,11:15,4,1,WAS 1,7,9,"Justin Fargas middle for 1 yard, touchdown",3.550,7.000
2,,,,WAS 2,7,10,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,7,10,"Sebastian Janikowski kicks off 76 yards, touchback",0.000,0.280
2,11:14,1,10,WAS 20,7,10,"Penalty on Richard Seymour: Encroachment, 5 yards (no play)",0.280,1.010
2,11:10,1,5,WAS 25,7,10,Jason Campbell pass incomplete short right intended for Santana Moss (defended by Nnamdi Asomugha),1.010,0.410
2,11:09,2,5,WAS 25,7,10,Quinton Ganther middle for 6 yards (tackle by Tyvon Branch),0.410,1.000
2,10:33,1,10,WAS 31,7,10,"Quinton Ganther left guard for 5 yards (tackle by Trevor Scott). Penalty on Kirk Morrison: Defensive Offside, 5 yards (no play)",1.000,1.730
2,10:08,1,5,WAS 36,7,10,Jason Campbell pass complete deep left to Fred Davis for 27 yards (tackle by Michael Huff),1.730,3.120
2,10:00,1,10,OAK 37,7,10,Quinton Ganther left guard for 1 yard (tackle by Trevor Scott and Richard Seymour),3.120,2.710
2,9:22,2,9,OAK 36,7,10,Jason Campbell pass complete short right to Quinton Ganther for -3 yards (tackle by Kirk Morrison and Tommy Kelly),2.710,1.620
2,9:05,3,12,OAK 39,7,10,"Penalty on Greg Ellis: Defensive Offside, 5 yards (no play)",1.620,2.280
2,8:10,3,7,OAK 34,7,10,Jason Campbell pass complete short middle to Antwaan Randle El for 6 yards (tackle by Hiram Eugene),2.280,1.720
2,8:00,4,1,OAK 28,10,10,Graham Gano 46 yard field goal good,1.720,3.000
2,,,,WAS 30,10,10,"Graham Gano kicks off 69 yards, returned by Gary Russell for 17 yards (tackle by Kareem Moore). Gary Russell fumbles (forced by Kareem Moore), ball out of bounds at OAK-12",0.000,-0.350
2,7:21,1,10,OAK 12,10,10,Bruce Gradkowski pass complete short right to Gary Russell for 2 yards (tackle by Carlos Rogers),-0.350,-0.610
2,6:45,2,8,OAK 14,10,10,Darren McFadden right tackle for 7 yards (tackle by Brian Orakpo and Reed Doughty),-0.610,-0.370
2,6:02,3,1,OAK 21,10,10,Justin Fargas right tackle for no gain (tackle by London Fletcher),-0.370,-1.960
2,5:38,4,1,OAK 21,10,10,Shane Lechler punts 58 yards,-1.960,-0.340
2,5:26,1,10,WAS 21,10,10,Jason Campbell pass incomplete short middle intended for Malcolm Kelly (defended by Chris Johnson),0.340,-0.200
2,5:22,2,10,WAS 21,10,10,"Jason Campbell pass incomplete short right intended for Fred Davis. Penalty on Derrick Dockery: Ineligible Downfield Pas, 5 yards (no play)",-0.200,-1.010
2,5:17,2,15,WAS 16,10,10,Jason Campbell pass complete short middle to Marcus Mason for 9 yards (tackle by Tyvon Branch),-1.010,-0.360
2,4:32,3,6,WAS 25,10,10,Jason Campbell pass incomplete short right intended for Antwaan Randle El,-0.360,-1.700
2,4:27,4,6,WAS 25,10,10,"Penalty on Justin Tryon: False Start, 5 yards (no play)",-1.700,-2.030
2,4:27,4,11,WAS 20,10,10,"Hunter Smith punts 49 yards, returned by Johnnie Lee Higgins for 9 yards (tackle by Lorenzo Alexander)",-2.030,-1.600
2,4:16,1,10,OAK 40,10,10,Darren McFadden middle for -2 yards (tackle by Andre Carter),1.600,0.780
2,3:31,2,12,OAK 38,10,10,Gary Russell right tackle for -1 yards (tackle by Andre Carter),0.780,-0.030
2,2:47,3,13,OAK 37,10,10,"Bruce Gradkowski pass incomplete short middle intended for Zach Miller. Penalty on Reed Doughty: Illegal Contact, 5 yards (no play)",-0.030,1.730
2,2:42,1,10,OAK 42,10,10,Bruce Gradkowski pass incomplete deep left intended for Zach Miller,1.730,1.190
2,2:36,2,10,OAK 42,10,10,Louis Murphy left end for 8 yards (tackle by Rocky McIntosh),1.190,1.550
2,2:00,3,2,,10,10,Bruce Gradkowski pass incomplete deep right intended for Louis Murphy,1.550,-0.060
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:56,4,2,,10,10,"Penalty on Hiram Eugene: False Start, 5 yards (no play)",-0.060,-0.390
2,1:56,4,7,OAK 45,10,10,"Shane Lechler punts 45 yards, returned by Antwaan Randle El for no gain. Penalty on Hiram Eugene: Interference with Opport, 15 yards, Penalty on OAK: Unsportsmanlike Conduct, 15 yards",-0.390,-1.600
2,1:48,1,10,WAS 40,10,10,Jason Campbell pass complete short right to Santana Moss for 14 yards,1.600,2.520
2,1:39,1,10,OAK 46,10,10,Jason Campbell pass complete deep middle to Devin Thomas for 29 yards (tackle by Hiram Eugene),2.520,4.440
2,1:28,,,,10,10,Timeout #1 by Washington Redskins,0.000,4.440
2,1:28,1,10,OAK 17,10,10,Rock Cartwright right tackle for no gain (tackle by Gerard Warren),4.440,3.850
2,1:01,2,10,OAK 17,16,10,"Jason Campbell pass complete deep left to Fred Davis for 17 yards, touchdown",3.850,7.000
2,,,,OAK 2,17,10,Graham Gano kicks extra point good,0.000,0.000
2,,,,WAS 30,17,10,"Graham Gano kicks off 69 yards, returned by Gary Russell for 23 yards (tackle by Robert Henson). Penalty on Matt Shaughnessy: Offensive Holding, 10 yards",0.000,-0.280
2,0:48,1,10,OAK 14,17,10,Bruce Gradkowski pass incomplete deep left intended for Louis Murphy,-0.280,-0.750
2,0:44,2,10,OAK 14,17,10,Bruce Gradkowski pass incomplete deep left intended for Chaz Schilens (defended by Fred Smoot),-0.750,-1.400
2,0:34,3,10,OAK 14,17,10,Bruce Gradkowski middle for 10 yards (tackle by Reed Doughty),-1.400,0.540
2,0:27,,,,17,10,Timeout #2 by Oakland Raiders,0.000,0.540
2,0:27,1,10,OAK 24,17,10,Bruce Gradkowski pass complete deep left to Johnnie Lee Higgins for 16 yards,0.540,1.600
2,0:23,1,10,OAK 40,17,10,Bruce Gradkowski middle for 6 yards (tackle by Brian Orakpo),1.600,1.860
2,0:16,,,,17,10,Timeout #3 by Oakland Raiders,0.000,1.860
2,0:16,2,4,OAK 46,17,10,Bruce Gradkowski pass complete short left to Justin Fargas for 6 yards,1.860,2.390
2,0:08,1,10,WAS 48,17,10,Bruce Gradkowski pass incomplete short right intended for Zach Miller,2.390,1.850
2,0:05,2,10,WAS 48,17,10,Sebastian Janikowski 66 yard field goal no good,1.850,2.590
Quarter,Time,Down,ToGo,Location,WAS,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,17,10,"Sebastian Janikowski kicks off 65 yards, returned by Devin Thomas for 25 yards (tackle by Chris Johnson)",0.000,0.940
3,14:53,1,10,WAS 30,17,10,Quinton Ganther left end for 1 yard (tackle by Richard Seymour),0.940,0.530
3,14:14,2,9,WAS 31,17,10,"Jason Campbell pass incomplete short middle intended for Antwaan Randle El. Penalty on Tyvon Branch: Defensive Pass Interfere, 8 yards (no play)",0.530,1.530
3,14:06,1,10,WAS 39,17,10,Jason Campbell pass incomplete short middle intended for Devin Thomas (defended by Thomas Howard),1.530,0.990
3,14:06,2,10,WAS 39,17,10,Jason Campbell pass incomplete short middle intended for Antwaan Randle El (defended by Stanford Routt),0.990,0.300
3,14:03,3,10,WAS 39,17,10,Jason Campbell sacked by Michael Mitchell for -13 yards,0.300,-1.630
3,13:51,4,23,WAS 26,17,10,"Hunter Smith punts 40 yards, returned by Johnnie Lee Higgins for 10 yards (tackle by H.B. Blades)",-1.630,-1.860
3,13:39,1,10,OAK 44,17,10,Justin Fargas right tackle for 2 yards (tackle by Anthony Montgomery),1.860,1.590
3,13:03,2,8,OAK 46,17,10,JaMarcus Russell pass complete short middle to Zach Miller for 9 yards (tackle by Rocky McIntosh),1.590,2.590
3,12:26,1,10,WAS 45,17,10,Justin Fargas left tackle for 4 yards (tackle by LaRon Landry),2.590,2.580
3,11:48,2,6,WAS 41,17,10,Justin Fargas left tackle for 3 yards (tackle by Phillip Daniels),2.580,2.280
3,10:59,,,,17,10,Timeout #1 by Oakland Raiders,0.000,2.280
3,10:59,3,3,WAS 38,17,10,JaMarcus Russell pass complete short right to Johnnie Lee Higgins for 10 yards (tackle by Rocky McIntosh and Carlos Rogers),2.280,3.710
3,10:23,1,10,WAS 28,17,10,JaMarcus Russell sacked by Brian Orakpo for -9 yards,3.710,1.950
3,9:46,2,19,WAS 37,17,10,Louis Murphy right end for 1 yard (tackle by London Fletcher),1.950,1.420
3,9:00,3,18,WAS 36,17,10,JaMarcus Russell pass incomplete short right intended for Darren McFadden (defended by LaRon Landry),1.420,0.880
3,8:54,,,,17,10,Timeout #1 by Washington Redskins,0.000,0.880
3,8:54,4,18,WAS 36,17,13,Sebastian Janikowski 54 yard field goal good,0.880,3.000
3,,,,OAK 30,17,13,"Sebastian Janikowski kicks off 66 yards, returned by Devin Thomas for 21 yards (tackle by Brandon Myers)",0.000,0.610
3,8:43,1,10,WAS 25,17,13,Jason Campbell pass incomplete short right intended for Fred Davis,0.610,0.060
3,8:39,2,10,WAS 25,17,13,Jason Campbell sacked by Matt Shaughnessy for -8 yards,0.060,-1.930
3,8:10,3,18,WAS 17,17,13,Jason Campbell pass complete deep right to Devin Thomas for 9 yards (tackle by Tyvon Branch),-1.930,-1.630
3,7:36,4,9,WAS 26,17,13,"Hunter Smith punts 44 yards, returned by Johnnie Lee Higgins for 19 yards (tackle by H.B. Blades)",-1.630,-2.190
3,7:23,1,10,OAK 49,17,13,JaMarcus Russell pass incomplete deep middle intended for Zach Miller,2.190,1.650
3,7:17,2,10,OAK 49,17,13,JaMarcus Russell pass complete short left to Zach Miller for 11 yards (tackle by Chris Wilson),1.650,2.920
3,6:44,1,10,WAS 40,17,13,Darren McFadden left end for 6 yards (tackle by Reed Doughty),2.920,3.180
3,6:05,2,4,WAS 34,17,13,Darren McFadden right end for -2 yards (tackle by London Fletcher),3.180,2.210
3,5:23,3,6,WAS 36,17,13,JaMarcus Russell pass complete short left to Louis Murphy for 8 yards (tackle by Fred Smoot),2.210,3.710
3,4:39,1,10,WAS 28,17,13,JaMarcus Russell sacked by Andre Carter for -6 yards,3.710,2.360
3,4:01,2,16,WAS 34,17,13,"Penalty on Cooper Carlisle: False Start, 5 yards (no play)",2.360,1.680
3,3:43,2,21,WAS 39,17,13,"JaMarcus Russell pass complete short right to Zach Miller for -1 yards. Penalty on Cornell Green: Ineligible Downfield Pas, 5 yards (no play)",1.680,1.010
3,3:10,2,26,WAS 44,17,13,JaMarcus Russell sacked by Brian Orakpo for -9 yards,1.010,-0.820
3,2:35,3,35,OAK 47,17,13,JaMarcus Russell pass incomplete short middle intended for Zach Miller (defended by London Fletcher),-0.820,-0.260
,,,,,,,"WAS challenged the pass completion ruling, and the original play was overturned.",,
3,2:30,4,35,OAK 47,17,13,"Shane Lechler punts 53 yards, touchback",-0.260,-0.280
3,2:23,1,10,WAS 20,17,13,Quinton Ganther right end for 12 yards (tackle by Thomas Howard),0.280,1.070
3,1:51,1,10,WAS 32,17,13,Quinton Ganther right tackle for 4 yards (tackle by Desmond Bryant),1.070,1.070
3,1:16,2,6,WAS 36,17,13,Jason Campbell pass incomplete short left intended for Santana Moss (defended by Stanford Routt),1.070,0.370
3,1:12,3,6,WAS 36,17,13,Jason Campbell pass complete short right to Rock Cartwright for 8 yards (tackle by Chris Johnson),0.370,1.860
3,0:51,1,10,WAS 44,17,13,Quinton Ganther left tackle for 10 yards (tackle by Hiram Eugene),1.860,2.520
3,0:16,1,10,OAK 46,17,13,Quinton Ganther left tackle for 1 yard (tackle by Gerard Warren),2.520,2.110
Quarter,Time,Down,ToGo,Location,WAS,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,OAK 45,17,13,"Jason Campbell pass incomplete short left intended for Santana Moss. Penalty on Stanford Routt: Defensive Pass Interfere, 15 yards, Penalty on Thomas Howard: Defensive Holding (Declined) (no play)",2.110,3.580
4,14:55,1,10,OAK 30,17,13,Jason Campbell pass incomplete deep right intended for Santana Moss (defended by Chris Johnson),3.580,3.030
4,14:48,2,10,OAK 30,17,13,Marcus Mason right tackle for 7 yards (tackle by Tommy Kelly),3.030,3.270
4,14:08,3,3,OAK 23,17,13,Jason Campbell pass complete short middle to Malcolm Kelly for 10 yards (tackle by Tyvon Branch),3.270,4.710
4,13:27,1,10,OAK 13,17,13,Quinton Ganther middle for 3 yards (tackle by Desmond Bryant),4.710,4.580
4,12:47,2,7,OAK 10,17,13,Jason Campbell pass complete short right to Santana Moss for 8 yards (tackle by Kirk Morrison),4.580,6.740
4,12:04,1,2,OAK 2,17,13,Quinton Ganther right guard for 1 yard (tackle by Trevor Scott),6.740,5.910
4,11:25,2,1,OAK 1,23,13,"Quinton Ganther right guard for 1 yard, touchdown",5.910,7.000
4,,,,OAK 2,24,13,Graham Gano kicks extra point good,0.000,0.000
4,,,,WAS 30,24,13,"Graham Gano kicks off 70 yards, touchback",0.000,0.280
4,11:22,1,10,OAK 20,24,13,JaMarcus Russell pass incomplete deep middle intended for Chaz Schilens is intercepted by LaRon Landry at OAK-40 and returned for -1 yards,0.280,-2.850
,,,,,,,"OAK challenged the pass completion ruling, and the play was upheld.",,
4,11:14,1,10,OAK 41,24,13,Jason Campbell pass complete deep left to Santana Moss for 30 yards (tackle by Hiram Eugene),2.850,4.840
4,10:42,1,10,OAK 11,24,13,Jason Campbell pass complete short left to Quinton Ganther for 4 yards (tackle by Thomas Howard),4.840,4.890
4,10:08,2,6,OAK 7,24,13,Jason Campbell pass complete short right to Santana Moss for 6 yards (tackle by Chris Johnson),4.890,6.970
4,9:47,1,1,OAK 1,30,13,"Quinton Ganther middle for 1 yard, touchdown",6.970,7.000
4,,,,OAK 2,31,13,Graham Gano kicks extra point good,0.000,0.000
4,,,,WAS 30,31,13,"Graham Gano kicks off 70 yards, touchback",0.000,0.280
4,9:42,1,10,OAK 20,31,13,"JaMarcus Russell sacked by Brian Orakpo for -10 yards. JaMarcus Russell fumbles (forced by Brian Orakpo), recovered by Mario Henderson at OAK-3",0.280,-2.020
4,8:54,2,27,OAK 3,31,13,Darren McFadden left guard for 3 yards (tackle by London Fletcher),-2.020,-3.060
4,8:15,3,24,OAK 6,31,13,JaMarcus Russell pass complete short left to Darren McFadden for 10 yards (tackle by Rocky McIntosh). Penalty on Chris Morris: Offensive Holding (Declined),-3.060,-2.390
4,7:54,4,14,OAK 16,31,13,"Shane Lechler punts 38 yards, muffed catch by Antwaan Randle El, recovered by Tony Stewart and returned for no gain",-2.390,2.260
4,7:45,1,10,,31,13,JaMarcus Russell sacked by Lorenzo Alexander for -9 yards,2.260,0.500
4,7:23,,,,31,13,Timeout #3 by Oakland Raiders,0.000,0.500
4,7:23,2,19,OAK 41,31,13,JaMarcus Russell pass complete short right to Chaz Schilens for 5 yards (tackle by London Fletcher),0.500,0.500
4,6:57,3,14,OAK 46,31,13,JaMarcus Russell pass incomplete short left intended for Louis Murphy (defended by Rob Jackson),0.500,-0.320
4,6:53,4,14,OAK 46,31,13,JaMarcus Russell sacked by Andre Carter for -2 yards,-0.320,-2.650
4,6:48,1,10,OAK 44,31,13,Devin Thomas left end for -4 yards (tackle by Nnamdi Asomugha),2.650,1.570
4,6:12,2,14,OAK 48,31,13,Marcus Mason right tackle for 12 yards (tackle by Hiram Eugene),1.570,2.480
4,5:44,3,2,OAK 36,31,13,Marcus Mason right tackle for 7 yards (tackle by Matt Shaughnessy),2.480,3.640
4,5:01,1,10,OAK 29,31,13,Marcus Mason right tackle for no gain (tackle by Thomas Howard),3.640,3.100
4,4:19,2,10,OAK 29,31,13,Marcus Mason right end for 1 yard (tackle by Gerard Warren and Chris Johnson),3.100,2.540
4,3:37,3,9,OAK 28,31,13,Marcus Mason left tackle for 5 yards (tackle by Trevor Scott and Kirk Morrison),2.540,2.000
4,3:37,4,4,OAK 23,34,13,Graham Gano 41 yard field goal good,2.000,3.000
4,,,,WAS 30,34,13,"Graham Gano kicks off 69 yards, returned by Gary Russell for 24 yards (tackle by H.B. Blades)",0.000,0.610
4,2:40,1,10,OAK 25,34,13,JaMarcus Russell pass complete short right to Zach Miller for 10 yards (tackle by LaRon Landry and Rocky McIntosh),0.610,1.270
4,2:16,1,10,OAK 35,34,13,JaMarcus Russell pass complete short right to Zach Miller for no gain,1.270,0.720
4,2:00,2,10,OAK 35,34,13,JaMarcus Russell pass complete short left to Zach Miller for 5 yards (tackle by London Fletcher),0.720,0.000
4,,,,,34,13,--,0.000,0.700
4,1:25,3,5,OAK 40,34,13,"Penalty on Cornell Green: Offensive Holding, 10 yards (no play)",0.700,-0.630
4,1:19,3,15,OAK 30,34,13,JaMarcus Russell pass complete short right to Brandon Myers for 6 yards (tackle by London Fletcher),-0.630,-0.980
4,0:55,4,9,OAK 36,34,13,JaMarcus Russell pass incomplete deep right intended for Brandon Myers,-0.980,-3.180
4,0:50,1,10,OAK 36,34,13,Jason Campbell kneels for -1 yards,3.180,2.500
4,0:17,2,11,OAK 37,34,13,Jason Campbell kneels for no gain,2.500,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
