0,1
Game Info,Game Info
Won Toss,Browns (deferred)
Roof,outdoors
Surface,astroplay
Duration,3:14
Attendance,71645
Weather,"30 degrees, relative humidity 66%, wind 9 mph, wind chill 22"
Vegas Line,Buffalo Bills -5.0
Over/Under,40.0 (over)
