Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Bills to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 64 yards, returned by Leodis McKelvin for 38 yards (tackle by Travis Daniels)",0.000,1.860
1,14:52,1,10,BUF 44,0,0,Trent Edwards pass incomplete short left intended for Lee Evans is intercepted by Kamerion Wimbley at CLE-42 and returned for 2 yards (tackle by Lee Evans),1.860,-1.860
1,14:45,1,10,CLE 44,0,0,Brady Quinn pass incomplete short right intended for Braylon Edwards (defended by Terrence McGee),1.860,1.320
1,14:41,2,10,CLE 44,0,0,Jamal Lewis left tackle for 4 yards (tackle by Terrence McGee and Keith Ellison),1.320,1.160
1,14:03,3,6,CLE 48,0,0,Brady Quinn pass incomplete short left intended for Kellen Winslow Jr.,1.160,-0.190
1,13:58,4,6,CLE 48,0,0,"Dave Zastudil punts 36 yards, muffed catch by Fred Jackson, recovered by Fred Jackson and returned for no gain",-0.190,0.140
1,13:49,1,10,BUF 16,0,0,Marshawn Lynch up the middle for 1 yard (tackle by D'Qwell Jackson and Corey Williams),-0.140,-0.510
1,13:04,2,9,BUF 17,0,0,Trent Edwards pass complete deep left to Roscoe Parrish for 21 yards (tackle by Brodney Pool),-0.510,1.470
1,12:27,1,10,BUF 38,0,0,Trent Edwards up the middle for 2 yards (tackle by Willie McGinest),1.470,1.190
1,11:49,2,8,BUF 40,0,0,Trent Edwards pass incomplete short middle intended for James Hardy is intercepted by Andra Davis at CLE-47 and returned for 4 yards (tackle by Derek Fine),1.190,-2.320
1,11:40,1,10,BUF 49,0,0,Brady Quinn right end for 12 yards (tackle by Terrence McGee),2.320,3.120
1,10:57,1,10,BUF 37,0,0,Brady Quinn pass complete short middle to Charles Ali for 12 yards (tackle by Donte Whitner),3.120,3.910
1,10:21,1,10,BUF 25,0,0,Jamal Lewis left guard for 2 yards (tackle by Marcus Stroud),3.910,3.630
1,9:44,2,8,BUF 23,0,0,Brady Quinn pass incomplete deep right intended for Braylon Edwards (defended by Terrence McGee),3.630,2.940
1,9:38,,,,0,0,Timeout #1 by Cleveland Browns,0.000,2.940
1,9:38,3,8,BUF 23,0,0,Brady Quinn pass incomplete short left intended for Kellen Winslow Jr. (defended by Bryan Scott),2.940,1.930
1,9:32,4,8,BUF 23,3,0,Phil Dawson 40 yard field goal good,1.930,3.000
1,,,,CLE 30,3,0,"Phil Dawson kicks off 75 yards, touchback",0.000,0.280
1,9:29,1,10,BUF 20,3,0,Marshawn Lynch left guard for 7 yards (tackle by Shaun Smith and Andra Davis),0.280,0.680
1,8:57,2,3,BUF 27,3,0,Marshawn Lynch left end for 4 yards (tackle by Kamerion Wimbley),0.680,1.000
1,8:31,1,10,BUF 31,3,0,Marshawn Lynch up the middle for -1 yards (tackle by Shaun Rogers),1.000,0.320
1,7:54,2,11,BUF 30,3,0,Trent Edwards pass complete short left to Marshawn Lynch for 4 yards (tackle by D'Qwell Jackson),0.320,0.170
1,7:11,3,7,BUF 34,3,0,Trent Edwards pass complete short left to Marshawn Lynch for no gain,0.170,-1.110
1,6:32,4,7,BUF 34,3,0,"Brian Moorman punts 40 yards, fair catch by Josh Cribbs",-1.110,-0.670
1,6:25,1,10,CLE 26,3,0,Jamal Lewis right tackle for 8 yards (tackle by Donte Whitner and Keith Ellison),0.670,1.210
1,5:48,2,2,CLE 34,3,0,Jamal Lewis right guard for no gain (tackle by Keith Ellison and Kyle Williams),1.210,0.500
1,5:05,3,2,CLE 34,3,0,Brady Quinn pass incomplete short middle intended for Steve Heiden,0.500,-1.110
1,5:02,4,2,CLE 34,3,0,Dave Zastudil punts 65 yards,-1.110,0.380
1,4:52,1,10,BUF 1,3,0,Marshawn Lynch left guard for 4 yards (tackle by Brandon McDonald and Sean Jones),-0.380,-0.490
1,4:15,2,6,BUF 5,3,0,Marshawn Lynch left guard for 5 yards (tackle by Leon Williams),-0.490,-0.370
1,3:28,,,,3,0,Timeout #1 by Buffalo Bills,0.000,-0.370
1,3:28,3,1,BUF 10,3,0,Trent Edwards pass incomplete short left intended for Robert Royal is intercepted by Brandon McDonald at BUF-15 and returned for 3 yards (tackle by Steve Johnson),-0.370,-4.780
1,3:21,1,10,BUF 12,3,0,Donte Stallworth left end for -4 yards (tackle by Jabari Greer),4.780,3.530
1,2:40,2,14,BUF 16,3,0,Brady Quinn pass incomplete short right intended for Braylon Edwards (defended by Terrence McGee),3.530,2.930
1,2:36,3,14,BUF 16,3,0,Brady Quinn pass incomplete deep left intended for Kellen Winslow Jr. (defended by Bryan Scott),2.930,2.380
1,2:31,4,14,BUF 16,6,0,Phil Dawson 33 yard field goal good,2.380,3.000
1,,,,CLE 30,6,0,"Phil Dawson kicks off 70 yards, returned by Leodis McKelvin for 49 yards (tackle by Terry Cousin)",0.000,2.190
1,2:19,1,10,BUF 49,6,0,Marshawn Lynch left guard for 2 yards (tackle by Shaun Smith and Brandon McDonald),2.190,1.920
1,1:44,2,8,CLE 49,6,0,Marshawn Lynch up the middle for 5 yards (tackle by Shaun Rogers),1.920,1.880
1,1:02,3,3,CLE 44,6,0,Trent Edwards pass incomplete short left intended for Steve Johnson,1.880,0.330
1,0:58,4,3,CLE 44,6,0,Brian Moorman punts 40 yards,0.330,0.380
1,0:49,1,10,CLE 4,6,0,Jamal Lewis up the middle for 2 yards (tackle by Bryan Scott),-0.380,-0.630
