Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
1,8:30,1,10,SFO 37,0,3,Colin Kaepernick pass complete short left to Delanie Walker for 9 yards (tackle by Major Wright),1.400,2.070
1,7:52,2,1,SFO 46,0,3,Frank Gore up the middle for -6 yards (tackle by Stephen Paea and Brian Urlacher),2.070,0.560
1,7:08,3,7,SFO 40,0,3,Colin Kaepernick pass complete deep right to Kyle Williams for 57 yards (tackle by Chris Conte),0.560,6.510
1,6:19,1,3,CHI 3,0,9,"Colin Kaepernick pass complete short right to Vernon Davis for 3 yards, touchdown",6.510,7.000
1,6:19,,,CHI 2,0,10,David Akers kicks extra point good,0.000,0.000
1,6:14,,,SFO 35,0,10,"David Akers kicks off 68 yards, returned by Devin Hester for 22 yards (tackle by Tavares Gooden)",0.000,0.150
1,6:09,1,10,CHI 19,0,10,Matt Forte right guard for 7 yards (tackle by Patrick Willis),0.150,0.610
1,5:33,2,3,CHI 26,0,10,Matt Forte right tackle for 4 yards (tackle by Patrick Willis),0.610,0.940
1,4:54,1,10,CHI 30,0,10,Jason Campbell pass complete short left to Alshon Jeffery for 9 yards (tackle by Tarell Brown),0.940,1.610
1,4:12,2,1,CHI 39,0,10,Matt Forte up the middle for no gain (tackle by Isaac Sopoaga),1.610,0.890
1,3:29,3,1,CHI 39,0,10,Matt Forte right tackle for 3 yards (tackle by Navorro Bowman),0.890,1.730
1,2:46,1,10,CHI 42,0,10,Jason Campbell pass incomplete short left intended for Evan Rodriguez (defended by Patrick Willis),1.730,1.190
1,2:40,2,10,CHI 42,0,10,Michael Bush right end for 1 yard (tackle by Ray McDonald and Justin Smith),1.190,0.630
1,1:57,3,9,CHI 43,0,10,Jason Campbell pass incomplete short middle intended for Matt Forte (defended by Patrick Willis),0.630,-0.520
1,1:52,4,9,CHI 43,0,10,Adam Podlesh punts 53 yards,-0.520,0.380
1,1:40,1,10,SFO 4,0,10,Frank Gore right guard for 13 yards (tackle by Chris Conte),-0.380,-0.060
1,0:54,1,10,SFO 17,0,10,Colin Kaepernick pass complete short left to Randy Moss for 12 yards (tackle by Charles Tillman),-0.060,0.870
1,0:15,1,10,SFO 29,0,10,Frank Gore left tackle for 7 yards (tackle by Julius Peppers),0.870,1.270
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,SFO 36,0,10,Colin Kaepernick pass complete deep left to Vernon Davis for 32 yards (tackle by Chris Conte),1.270,3.450
2,14:16,1,10,CHI 32,0,10,Frank Gore right guard for 13 yards (tackle by Major Wright),3.450,4.310
2,13:38,1,10,CHI 19,0,10,Colin Kaepernick pass incomplete short left intended for Randy Moss,4.310,3.750
2,13:33,2,10,CHI 19,0,10,"Colin Kaepernick pass incomplete deep left intended for Delanie Walker. Penalty on Major Wright: Defensive Holding, 5 yards (no play)",3.750,4.650
2,13:28,1,10,CHI 14,0,10,Frank Gore right end for no gain (tackle by Tim Jennings),4.650,4.000
2,12:47,2,10,CHI 14,0,16,"Kendall Hunter up the middle for 14 yards, touchdown",4.000,7.000
2,12:47,,,CHI 2,0,16,"David Akers kicks extra point good. Penalty on Mike Iupati: False Start, 5 yards (no play)",0.000,-1.000
2,12:47,,,CHI 2,0,17,David Akers kicks extra point good,0.000,0.000
2,12:40,,,SFO 35,0,17,"David Akers kicks off 65 yards, returned by Devin Hester for 26 yards (tackle by Perrish Cox). Penalty on C.J. Spillman: Unnecessary Roughness, 15 yards",0.000,1.660
2,12:34,1,10,CHI 41,0,17,"Jason Campbell sacked by Aldon Smith for -6 yards. Jason Campbell fumbles (forced by Aldon Smith), recovered by Jason Campbell at CHI-35",1.660,0.310
2,12:05,2,16,CHI 35,0,17,Matt Forte left tackle for 4 yards (tackle by Navorro Bowman),0.310,0.170
2,11:25,3,12,CHI 39,0,17,Jason Campbell pass incomplete short left intended for Devin Hester is intercepted by Tarell Brown at CHI-49 and returned for 5 yards (tackle by Devin Hester),0.170,-2.650
2,11:19,1,10,CHI 44,0,17,Frank Gore up the middle for 14 yards (tackle by Chris Conte),2.650,3.580
2,10:40,1,10,CHI 30,0,17,Frank Gore up the middle for 3 yards (tackle by Tim Jennings and Stephen Paea),3.580,3.440
2,10:03,2,7,CHI 27,0,17,,3.440,0.000
2,9:14,,,,0,17,Timeout #1 by Chicago Bears,0.000,2.210
2,9:14,3,11,CHI 31,0,17,Colin Kaepernick pass complete short right to Michael Crabtree for 20 yards (tackle by Tim Jennings),2.210,4.840
2,8:36,1,10,CHI 11,0,17,Frank Gore right end for -4 yards (tackle by Brian Urlacher),4.840,0.000
2,7:49,,,,0,17,Timeout #1 by San Francisco 49ers,0.000,3.560
2,7:49,2,14,CHI 15,0,17,Colin Kaepernick right end for 3 yards (tackle by Brian Urlacher),3.560,3.110
2,7:12,3,11,CHI 12,0,17,Colin Kaepernick sacked by Israel Idonije and Corey Wootton for -7 yards,3.110,2.180
2,6:37,4,18,CHI 19,0,20,David Akers 37 yard field goal good,2.180,3.000
2,6:32,,,SFO 35,0,20,"David Akers kicks off 55 yards, returned by Devin Hester for 21 yards (tackle by Bruce Miller)",0.000,1.000
2,6:26,1,10,CHI 31,0,20,Matt Forte right tackle for -1 yards (tackle by Justin Smith),1.000,0.320
2,5:49,2,11,CHI 30,0,20,Matt Forte up the middle for no gain (tackle by Patrick Willis),0.320,-0.360
2,5:10,3,11,CHI 30,0,20,Jason Campbell pass complete short right to Matt Forte for no gain,-0.360,-1.370
2,4:34,4,11,CHI 30,0,20,"Adam Podlesh punts 48 yards, returned by Ted Ginn Jr. for 12 yards (tackle by Anthony Walters)",-1.370,-1.200
2,4:23,1,10,SFO 34,0,20,Colin Kaepernick pass complete short right to Kendall Hunter for 3 yards (tackle by Charles Tillman),1.200,1.060
2,3:44,2,7,SFO 37,0,20,Frank Gore left guard for 3 yards (tackle by Nick Roach),1.060,0.760
2,3:01,3,4,SFO 40,0,20,Colin Kaepernick up the middle for 3 yards (tackle by Lance Briggs),0.760,0.000
2,2:42,,,,0,20,Timeout #2 by Chicago Bears,0.000,-0.520
2,2:41,4,1,SFO 43,0,20,"Andy Lee punts 46 yards, fair catch by Devin Hester",-0.520,0.370
2,2:34,1,10,CHI 11,0,20,Jason Campbell sacked by Aldon Smith for -6 yards,-0.370,-1.220
2,2:00,2,16,CHI 5,0,20,Matt Forte left guard for 2 yards (tackle by Ahmad Brooks),-1.220,0.000
2,1:56,,,,0,20,Timeout #2 by San Francisco 49ers,0.000,-1.890
2,1:56,3,14,CHI 7,0,20,Jason Campbell pass incomplete deep left intended for Brandon Marshall,-1.890,-2.490
2,1:51,4,14,CHI 7,0,20,"Adam Podlesh punts 53 yards, returned by Ted Ginn Jr. for 19 yards (tackle by Craig Steltz). Penalty on Anthony Dixon: Illegal Block Above the Waist, 10 yards",-2.490,-1.470
2,1:17,1,10,SFO 38,0,20,Colin Kaepernick pass complete short left to Vernon Davis for 3 yards (tackle by Lance Briggs),1.470,1.330
2,1:10,2,7,SFO 41,0,20,Frank Gore up the middle for 5 yards (tackle by Kelvin Hayden),1.330,1.290
2,0:52,3,2,SFO 46,0,20,Colin Kaepernick pass incomplete short left intended for Michael Crabtree (defended by Charles Tillman),1.290,-0.320
2,0:52,4,2,SFO 46,0,20,"Andy Lee punts 41 yards, returned by Devin Hester for 10 yards (tackle by Dashon Goldson). Penalty on Blake Costanzo: Offensive Holding, 10 yards",-0.320,0.380
2,0:42,1,10,CHI 7,0,20,Jason Campbell pass complete short middle to Earl Bennett for 6 yards (tackle by Navorro Bowman),-0.380,-0.340
2,0:12,2,4,CHI 13,0,20,Jason Campbell pass complete short left to Alshon Jeffery for 6 yards,-0.340,0.150
2,0:12,1,10,CHI 19,0,20,Matt Forte up the middle for 8 yards (tackle by Navorro Bowman),0.150,0.750
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,0,20,"David Akers kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CHI 20,0,20,Matt Forte up the middle for 3 yards (tackle by Donte Whitner),0.280,0.140
3,14:44,2,7,CHI 23,0,20,Matt Forte up the middle for 4 yards (tackle by Navorro Bowman and Justin Smith),0.140,-0.030
3,13:53,3,3,CHI 27,0,20,Jason Campbell sacked by Aldon Smith for -11 yards,-0.030,-2.390
3,13:24,4,14,CHI 16,0,20,"Adam Podlesh punts 43 yards, returned by Ted Ginn Jr. for -3 yards (tackle by Zackary Bowman)",-2.390,-1.470
3,13:13,1,10,SFO 38,0,20,Frank Gore left end for 11 yards (tackle by Nick Roach),1.470,2.190
3,12:29,1,10,SFO 49,0,20,Colin Kaepernick pass complete short left to Mario Manningham for 37 yards (tackle by Major Wright),2.190,4.650
3,11:58,1,10,CHI 14,0,20,Frank Gore left guard for 4 yards (tackle by Brian Urlacher),4.650,4.710
3,11:21,2,6,CHI 10,0,20,Colin Kaepernick pass incomplete short left intended for Delanie Walker,4.710,3.820
3,11:12,3,6,CHI 10,0,26,"Colin Kaepernick pass complete short left to Michael Crabtree for 10 yards, touchdown",3.820,7.000
3,11:12,,,CHI 2,0,27,David Akers kicks extra point good,0.000,0.000
3,11:05,,,SFO 35,0,27,"David Akers kicks off 69 yards, returned by Devin Hester for 30 yards (tackle by Bruce Miller)",0.000,0.670
3,10:58,1,10,CHI 26,0,27,Jason Campbell pass complete short left to Brandon Marshall for 8 yards (tackle by Tarell Brown and Donte Whitner),0.670,1.210
3,10:27,2,2,CHI 34,0,27,Michael Bush left tackle for 6 yards (tackle by Donte Whitner),1.210,1.600
3,9:52,1,10,CHI 40,0,27,Michael Bush right guard for 2 yards (tackle by Ray McDonald),1.600,1.320
3,9:16,2,8,CHI 42,0,27,Jason Campbell up the middle for 13 yards (tackle by Carlos Rogers),1.320,2.590
3,8:40,1,10,SFO 45,0,27,Michael Bush right tackle for no gain (tackle by Isaac Sopoaga),2.590,2.040
3,8:04,2,10,SFO 45,0,27,Jason Campbell pass complete short right to Michael Bush for 18 yards (tackle by Donte Whitner and Tarell Brown),2.040,3.780
3,7:26,1,10,SFO 27,0,27,"Matt Forte right end for 1 yard (tackle by Ahmad Brooks and Patrick Willis). Penalty on Chilo Rachal: Offensive Holding, 10 yards (no play)",3.780,3.120
3,7:03,1,20,SFO 37,0,27,Matt Forte left guard for 1 yard (tackle by Navorro Bowman and Demarcus Dobbs),3.120,2.020
3,6:18,2,19,SFO 36,0,27,Jason Campbell pass incomplete short left intended for Alshon Jeffery,2.020,1.360
3,6:14,3,19,SFO 36,0,27,"Jason Campbell sacked by Ahmad Brooks for -7 yards. Jason Campbell fumbles (forced by Ahmad Brooks), ball out of bounds at SFO-49. Penalty on Aldon Smith: Illegal Use of Hands, 10 yards (no play)",1.360,3.840
3,6:04,1,10,SFO 26,0,27,Jason Campbell pass incomplete deep middle intended for Alshon Jeffery,3.840,3.300
3,6:00,2,10,SFO 26,0,27,Matt Forte left guard for 3 yards (tackle by Dashon Goldson),3.300,3.010
3,5:22,3,7,SFO 23,0,27,Jason Campbell pass complete short right to Kellen Davis for 9 yards (tackle by Carlos Rogers and Navorro Bowman),3.010,4.650
3,4:37,1,10,SFO 14,0,27,Matt Forte right tackle for 1 yard (tackle by Navorro Bowman),4.650,4.160
3,3:51,2,9,SFO 13,6,27,"Jason Campbell pass complete short right to Brandon Marshall for 13 yards, touchdown",4.160,7.000
3,3:51,,,SFO 2,7,27,Robbie Gould kicks extra point good,0.000,0.000
3,3:43,,,CHI 35,7,27,"Robbie Gould kicks off 72 yards, returned by Ted Ginn Jr. for 23 yards (tackle by Geno Hayes)",0.000,-0.140
3,3:37,1,10,SFO 16,7,27,Kendall Hunter left end for 8 yards (tackle by Major Wright),-0.140,0.550
3,2:55,2,2,SFO 24,7,27,Colin Kaepernick pass incomplete deep left intended for Vernon Davis,0.550,-0.320
3,2:48,3,2,SFO 24,7,27,Colin Kaepernick pass complete short right to Michael Crabtree for 1 yard (tackle by Charles Tillman),-0.320,-1.700
3,1:48,4,1,SFO 25,7,27,"Andy Lee punts 47 yards, returned by Devin Hester for -9 yards (tackle by Tramaine Brock)",-1.700,-0.150
3,1:34,1,10,CHI 19,7,27,Michael Bush up the middle for no gain (tackle by Navorro Bowman),0.150,-0.390
3,0:56,2,10,CHI 19,7,27,Jason Campbell pass complete short left to Devin Hester for 7 yards (tackle by Navorro Bowman),-0.390,-0.160
3,0:16,3,3,CHI 26,7,27,Jason Campbell pass incomplete intended for Earl Bennett is intercepted by Dashon Goldson at CHI-37,-0.160,-3.120
3,0:11,1,10,CHI 37,7,27,Colin Kaepernick right end for 5 yards (tackle by Chris Conte),3.120,3.250
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CHI 32,7,27,Frank Gore right tackle for 1 yard (tackle by Tim Jennings),3.250,2.680
4,14:17,3,4,CHI 31,7,27,Frank Gore up the middle for 8 yards (tackle by Major Wright),2.680,4.040
4,13:34,1,10,CHI 23,7,27,Colin Kaepernick pass incomplete deep right intended for Delanie Walker (defended by Nick Roach),4.040,3.500
4,13:27,2,10,CHI 23,7,27,Kendall Hunter right end for -2 yards (tackle by Lance Briggs and Brian Urlacher),3.500,2.540
4,12:41,3,12,CHI 25,7,27,Colin Kaepernick pass complete short middle to Vernon Davis for 11 yards (tackle by Major Wright),2.540,0.000
4,11:51,,,,7,27,Timeout #1 by San Francisco 49ers,0.000,2.660
4,11:51,4,1,CHI 14,7,30,David Akers 32 yard field goal good,2.660,3.000
4,11:46,,,SFO 35,7,30,"David Akers kicks off 68 yards, returned by Devin Hester for 27 yards (tackle by Chris Culliver). Devin Hester fumbles (forced by Chris Culliver), recovered by Sherrick McManis at CHI-26",0.000,0.000
4,11:35,,,,7,30,Timeout #1 by Chicago Bears,0.000,0.670
4,11:35,1,10,CHI 26,7,30,"Jason Campbell for 1 yard. Penalty on Chilo Rachal: Offensive Holding, 10 yards (no play)",0.670,-0.300
4,11:05,1,20,CHI 16,7,30,Jason Campbell pass complete short right to Matt Forte for no gain,-0.300,-1.370
4,10:22,2,20,CHI 16,7,30,Jason Campbell sacked by Justin Smith and Aldon Smith for -8 yards,-1.370,0.000
4,9:38,,,,7,30,Timeout #2 by Chicago Bears,0.000,-3.530
4,9:38,3,28,CHI 8,7,32,"Jason Campbell sacked by Aldon Smith for -8 yards. Jason Campbell fumbles (forced by Aldon Smith), recovered by Chilo Rachal at CHI--2, safety",-3.530,-2.000
,,,,,,,"SFO challenged the incomplete pass ruling, and the original play was overturned.",,
4,9:32,,,CHI 20,7,32,"Adam Podlesh kicks off 64 yards, returned by Ted Ginn Jr. for 21 yards (tackle by J.T. Thomas)",0.000,1.400
4,9:26,1,10,SFO 37,7,32,Kendall Hunter left tackle for 1 yard (tackle by Charles Tillman and Brian Urlacher),1.400,0.990
4,8:45,2,9,SFO 38,7,32,Colin Kaepernick pass incomplete deep right intended for Michael Crabtree,0.990,0.300
4,8:38,3,9,SFO 38,7,32,Frank Gore up the middle for 4 yards (tackle by Israel Idonije),0.300,-0.590
4,7:44,4,5,SFO 42,7,32,"Andy Lee punts 54 yards, returned by Devin Hester for 4 yards (tackle by Navorro Bowman)",-0.590,0.380
4,7:44,1,10,CHI 8,7,32,Matt Forte up the middle for 2 yards (tackle by Isaac Sopoaga and Patrick Willis),-0.380,-0.630
4,7:12,2,8,CHI 10,7,32,Matt Forte right end for 7 yards (tackle by Carlos Rogers),-0.630,-0.370
4,6:42,3,1,CHI 17,7,32,Matt Forte up the middle for 3 yards (tackle by Clark Haggans),-0.370,0.280
4,6:06,1,10,CHI 20,7,32,Jason Campbell pass complete short left to Devin Hester for 7 yards (tackle by Donte Whitner),0.280,0.680
4,5:22,2,3,CHI 27,7,32,Matt Forte up the middle for 6 yards (tackle by Ricky Jean-Francois),0.680,1.140
4,4:57,1,10,CHI 33,7,32,Jason Campbell pass complete short right to Devin Hester for 9 yards (tackle by Chris Culliver),1.140,1.810
4,4:28,2,1,CHI 42,7,32,Jason Campbell pass complete short middle to Matt Forte for 4 yards (tackle by Navorro Bowman),1.810,1.990
4,3:44,1,10,CHI 46,7,32,Matt Forte left guard for -2 yards (tackle by Ricky Jean-Francois),1.990,1.180
4,3:11,2,12,CHI 44,7,32,Jason Campbell pass incomplete deep left intended for Brandon Marshall,1.180,0.500
4,3:06,3,12,CHI 44,7,32,Jason Campbell pass complete short right to Kellen Davis for 11 yards (tackle by Patrick Willis),0.500,0.270
4,2:25,4,1,SFO 45,7,32,Armando Allen up the middle for no gain (tackle by Demarcus Dobbs),0.270,-1.930
4,2:18,1,10,SFO 45,7,32,Anthony Dixon left tackle for 4 yards (tackle by Corey Wootton),1.930,1.920
4,1:58,2,6,SFO 49,7,32,Anthony Dixon left tackle for 1 yard (tackle by Amobi Okoye and Charles Tillman),1.920,1.360
4,1:31,3,5,,7,32,Anthony Dixon right end for 1 yard (tackle by Lance Briggs),1.360,0.000
4,0:28,,,,7,32,Timeout #2 by San Francisco 49ers,0.000,0.000
4,0:28,4,4,CHI 49,7,32,"Penalty on J.T. Thomas: Neutral Zone Infraction, 5 yards (no play)",0.000,2.650
4,0:28,1,10,CHI 44,7,32,Colin Kaepernick kneels for 1 yard,2.650,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
