Quarter,Time,Down,ToGo,Location,BUF,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,BUF 30,0,0,"Rian Lindell kicks off 63 yards, returned by Josh Cribbs for 26 yards (tackle by Mario Haggan)",0.000,1.140
1,14:55,1,10,CLE 33,0,0,Derek Anderson pass incomplete short left intended for Braylon Edwards (defended by Jabari Greer),1.140,0.590
1,14:49,2,10,CLE 33,0,0,Jamal Lewis right guard for 1 yard (tackle by Bryan Scott). Penalty on CLE: False Start (Declined),0.590,0.040
1,14:49,3,9,CLE 34,0,0,Derek Anderson pass complete deep right to Braylon Edwards for 20 yards (tackle by Bryan Scott),0.040,2.520
1,13:40,1,10,BUF 46,0,0,Derek Anderson pass incomplete short right intended for Joe Jurevicius. Penalty on CLE: Ineligible Downfield Pass (Declined),2.520,1.980
1,13:30,2,10,BUF 46,0,0,Jamal Lewis right tackle for 1 yard (tackle by Larry Tripplett and Chris Kelsay),1.980,1.420
1,13:30,3,9,BUF 45,0,0,Derek Anderson pass incomplete intended for Kellen Winslow Jr.,1.420,0.270
1,12:41,4,9,BUF 45,0,0,"Dave Zastudil punts 45 yards, touchback",0.270,-0.280
1,12:36,1,10,BUF 20,0,0,Marshawn Lynch right guard for 5 yards (tackle by Sean Jones),0.280,0.410
1,11:58,2,5,BUF 25,0,0,Marshawn Lynch left tackle for no gain (tackle by Brodney Pool),0.410,-0.300
1,11:17,3,5,BUF 25,0,0,Trent Edwards pass incomplete short middle intended for Marshawn Lynch,-0.300,-1.700
1,11:11,4,5,BUF 25,0,0,Brian Moorman punts 33 yards,-1.700,-1.730
1,11:06,1,10,CLE 42,0,0,Jamal Lewis left guard for 3 yards (tackle by Ryan Denney),1.730,1.590
1,10:29,2,7,CLE 45,0,0,Derek Anderson pass incomplete short left intended for Braylon Edwards (defended by John DiGiorgio),1.590,0.890
1,10:25,3,7,CLE 45,0,0,Derek Anderson pass complete short middle to Joe Jurevicius for 25 yards (tackle by Bryan Scott),0.890,3.580
1,9:36,1,10,BUF 30,0,0,Jamal Lewis left guard for 1 yard (tackle by John McCargo),3.580,3.170
1,8:55,2,9,BUF 29,0,0,Derek Anderson pass complete short left to Jamal Lewis for 11 yards (tackle by Angelo Crowell),3.170,4.370
1,8:25,1,10,BUF 18,0,0,Jamal Lewis right guard for no gain (tackle by Keith Ellison),4.370,3.800
1,7:46,2,10,BUF 18,0,0,Jamal Lewis right guard for 1 yard (tackle by Donte Whitner and Kyle Williams),3.800,3.170
1,7:01,3,9,BUF 17,0,0,Derek Anderson pass incomplete short left intended for Jason Wright,3.170,2.310
1,6:56,4,9,BUF 17,0,3,Phil Dawson 35 yard field goal good,2.310,3.000
1,,,,CLE 30,0,3,"Phil Dawson kicks off 42 yards, returned by Jim Leonhard for 15 yards (tackle by Keith Adams)",0.000,1.800
1,6:48,1,10,BUF 43,0,3,Marshawn Lynch right tackle for 6 yards (tackle by Shaun Smith and D'Qwell Jackson),1.800,2.060
1,6:11,2,4,BUF 49,0,3,Marshawn Lynch left tackle for 29 yards (tackle by Brodney Pool),2.060,4.110
1,5:28,1,10,CLE 22,0,3,Marshawn Lynch left guard for 2 yards (tackle by Shaun Smith),4.110,3.830
1,4:47,2,8,CLE 20,0,3,Marshawn Lynch right guard for -4 yards (tackle by Andra Davis),3.830,2.610
1,4:02,3,12,CLE 24,0,3,Trent Edwards pass incomplete short left intended for Josh Reed,2.610,1.870
1,3:55,4,12,CLE 24,0,3,Trent Edwards pass incomplete deep right intended for Josh Reed,1.870,-0.610
1,3:49,1,10,CLE 25,0,3,Jamal Lewis left guard for 9 yards (tackle by John DiGiorgio),0.610,1.280
1,3:10,2,1,CLE 34,0,3,Jamal Lewis right guard for 3 yards (tackle by Keith Ellison),1.280,1.400
1,2:29,1,10,CLE 37,0,3,Jamal Lewis right tackle for 26 yards (tackle by Terrence McGee),1.400,3.120
1,1:41,1,10,BUF 37,0,3,Jamal Lewis left guard for 1 yard (tackle by Donte Whitner),3.120,2.710
1,0:58,2,9,BUF 36,0,3,Derek Anderson pass incomplete deep right intended for Joe Jurevicius,2.710,2.010
1,0:53,3,9,BUF 36,0,3,"Derek Anderson pass complete short right to Joe Jurevicius for 13 yards (tackle by Jim Leonhard). Penalty on Kevin Shaffer: Illegal Formation, 5 yards (no play)",2.010,1.360
1,0:53,3,14,BUF 41,0,3,Derek Anderson sacked by Aaron Schobel for -7 yards,1.360,0.070
1,0:08,,,,0,3,Timeout #1 by Cleveland Browns,0.000,0.070
1,0:08,4,21,BUF 48,0,3,Dave Zastudil punts 32 yards,0.070,0.140
Quarter,Time,Down,ToGo,Location,BUF,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 16,0,3,Marshawn Lynch left tackle for 1 yard (tackle by Andra Davis and Kamerion Wimbley),-0.140,-0.510
2,14:23,2,9,BUF 17,0,3,Trent Edwards pass incomplete deep right intended for Roscoe Parrish,-0.510,-1.200
2,14:15,3,9,BUF 17,0,3,Trent Edwards pass complete short left to Lee Evans for 7 yards (tackle by Brandon McDonald). Penalty on BUF: Offensive Pass Interference (Declined),-1.200,-1.770
2,13:53,4,2,BUF 24,0,5,"Brian Moorman for no gain. Brian Moorman fumbles, safety. Penalty on Brian Moorman: Illegal Kick (Declined)",-1.770,-2.000
2,,,,BUF 20,0,5,Brian Moorman kicks off 30 yards,0.000,2.260
2,13:48,1,10,,0,5,Derek Anderson pass complete short middle to Braylon Edwards for 9 yards (tackle by Terrence McGee),2.260,2.930
2,13:14,2,1,BUF 41,0,5,Jamal Lewis right tackle for 12 yards (tackle by Keith Ellison),2.930,3.640
2,12:29,1,10,BUF 29,0,5,Jamal Lewis left guard for 1 yard (tackle by Angelo Crowell and Ryan Denney),3.640,3.240
2,11:52,2,9,BUF 28,0,5,Jamal Lewis right tackle for 3 yards (tackle by Aaron Schobel and John DiGiorgio),3.240,2.940
2,11:11,3,6,BUF 25,0,5,Jason Wright right tackle for 4 yards (tackle by Bryan Scott),2.940,2.180
2,10:24,4,2,BUF 21,0,5,Derek Anderson pass incomplete short left intended for Lawrence Vickers,2.180,-0.410
2,10:19,1,10,BUF 22,0,5,Fred Jackson left tackle for 5 yards (tackle by Sean Jones),0.410,0.540
2,9:57,2,5,BUF 27,0,5,Fred Jackson right guard for 2 yards (tackle by Sean Jones and Orpheus Roye),0.540,0.100
2,9:14,3,3,BUF 29,0,5,Trent Edwards pass incomplete short middle intended for Josh Reed (defended by Eric Wright),0.100,-1.440
2,9:09,4,3,BUF 29,0,5,Brian Moorman for 4 yards,-1.440,1.140
2,8:58,1,10,BUF 33,0,5,Fred Jackson left tackle for 3 yards (tackle by Kamerion Wimbley),1.140,1.000
2,8:17,2,7,BUF 36,0,5,Fred Jackson right guard for -1 yards (tackle by Ethan Kelley and Kamerion Wimbley),1.000,0.170
2,7:40,3,8,BUF 35,0,5,Trent Edwards pass complete short left to Fred Jackson for 21 yards (tackle by Ethan Kelley),0.170,2.650
2,6:56,1,10,CLE 44,0,5,Trent Edwards pass complete short right to Michael Gaines for 5 yards (tackle by Andra Davis),2.650,2.780
2,6:31,2,5,CLE 39,0,5,Marshawn Lynch right guard for 6 yards (tackle by Leigh Bodden and Kamerion Wimbley),2.780,3.380
2,5:49,1,10,CLE 33,0,5,Marshawn Lynch right end for -1 yards (tackle by Andra Davis and D'Qwell Jackson),3.380,2.700
2,5:05,2,11,CLE 34,0,5,Josh Reed right end for -6 yards (tackle by Andra Davis),2.700,1.220
2,4:23,3,17,CLE 40,0,5,Trent Edwards pass incomplete short right intended for Fred Jackson,1.220,0.590
2,4:16,4,17,CLE 40,0,5,"Brian Moorman punts 33 yards, muffed catch by Josh Cribbs, recovered by Josh Cribbs and returned for no gain",0.590,0.380
2,4:06,1,10,CLE 7,0,5,Jamal Lewis right tackle for 11 yards (tackle by Jim Leonhard),-0.380,0.040
2,3:19,1,10,CLE 18,0,5,Derek Anderson pass complete deep right to Braylon Edwards for 25 yards,0.040,1.800
2,2:39,1,10,CLE 43,0,5,Derek Anderson pass incomplete short right intended for Joe Jurevicius,1.800,1.250
2,2:36,2,10,CLE 43,0,5,Jamal Lewis right tackle for 7 yards (tackle by Terrence McGee and Angelo Crowell),1.250,1.490
2,2:00,3,3,,0,5,Derek Anderson pass complete short left to Joe Jurevicius for 9 yards (tackle by John DiGiorgio),1.490,2.850
2,1:44,,,,0,5,Timeout #2 by Cleveland Browns,0.000,2.850
2,1:44,1,10,BUF 41,0,5,Derek Anderson pass complete short right to Braylon Edwards for 10 yards (tackle by Terrence McGee),2.850,3.510
2,1:44,1,10,BUF 31,0,5,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,3.510,2.970
2,1:34,2,10,BUF 31,0,5,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,2.970,2.280
2,1:34,3,10,BUF 31,0,5,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,2.280,1.320
2,1:25,,,,0,5,Timeout #3 by Cleveland Browns,0.000,1.320
2,1:25,4,10,BUF 31,0,8,Phil Dawson 49 yard field goal good,1.320,3.000
2,,,,CLE 30,0,8,"Phil Dawson kicks off 55 yards, returned by Jim Leonhard for 17 yards (tackle by Chaun Thompson)",0.000,1.070
2,1:17,1,10,BUF 32,0,8,Marshawn Lynch right tackle for 3 yards (tackle by D'Qwell Jackson),1.070,0.930
2,0:50,2,7,BUF 35,0,8,Marshawn Lynch left guard for no gain (tackle by Robaire Smith and Shaun Smith),0.930,0.230
2,0:11,3,7,BUF 35,0,8,Marshawn Lynch right guard for 5 yards (tackle by Robaire Smith),0.230,-0.720
Quarter,Time,Down,ToGo,Location,BUF,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,0,8,"Phil Dawson kicks off 58 yards, returned by Terrence McGee for 18 yards (tackle by Josh Cribbs). Penalty on BUF: Illegal Block Above the Waist, 10 yards",0.000,0.280
3,14:52,1,10,BUF 20,0,8,Trent Edwards pass complete short left to Lee Evans for 5 yards (tackle by Leigh Bodden),0.280,0.410
3,14:23,2,5,BUF 25,0,8,Marshawn Lynch left tackle for 1 yard (tackle by Robaire Smith),0.410,-0.160
3,13:45,3,4,BUF 26,0,8,Trent Edwards pass complete short middle to Lee Evans for 4 yards (tackle by Leigh Bodden),-0.160,0.940
3,13:08,1,10,BUF 30,0,8,Marshawn Lynch right guard for 2 yards (tackle by D'Qwell Jackson and Shaun Smith),0.940,0.660
3,12:29,2,8,BUF 32,0,8,Trent Edwards pass incomplete short middle intended for Tim Massaquoi (defended by Shaun Smith),0.660,-0.030
3,12:23,3,8,BUF 32,0,8,Fred Jackson left tackle for 1 yard (tackle by Robaire Smith),-0.030,-1.180
3,11:41,4,7,BUF 33,0,8,Brian Moorman punts 48 yards,-1.180,-0.150
3,11:32,1,10,CLE 19,0,8,Jamal Lewis right guard for 5 yards (tackle by John DiGiorgio),0.150,0.340
3,10:51,2,5,CLE 24,0,8,Jamal Lewis right guard for no gain (tackle by Aaron Schobel),0.340,-0.420
3,10:51,3,5,CLE 24,0,8,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 14 yards (tackle by Donte Whitner),-0.420,1.470
3,9:27,1,10,CLE 38,0,8,Jamal Lewis left guard for 4 yards (tackle by Terrence McGee),1.470,1.460
3,8:49,2,6,CLE 42,0,8,Jamal Lewis left guard for 1 yard (tackle by John McCargo and Anthony Hargrove),1.460,0.890
3,8:06,3,5,CLE 43,0,8,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.,0.890,-0.520
3,8:02,4,5,CLE 43,0,8,Dave Zastudil punts 56 yards,-0.520,0.380
3,7:52,1,10,BUF 1,0,8,Marshawn Lynch left guard for 5 yards (tackle by Kamerion Wimbley),-0.380,-0.420
3,7:16,2,5,BUF 6,0,8,Marshawn Lynch right tackle for 15 yards (tackle by Eric Wright),-0.420,0.340
3,6:49,1,10,BUF 21,0,8,Marshawn Lynch left tackle for 1 yard (tackle by Willie McGinest and Robaire Smith),0.340,-0.070
3,6:19,2,9,BUF 22,0,8,Trent Edwards pass complete short right to Josh Reed for 4 yards,-0.070,-0.230
3,5:46,,,,0,8,Timeout #1 by Buffalo Bills,0.000,-0.230
3,5:46,3,5,BUF 26,0,8,Trent Edwards left tackle for 12 yards (tackle by Leigh Bodden),-0.230,1.470
3,5:04,1,10,BUF 38,0,8,Fred Jackson right tackle for 2 yards (tackle by Orpheus Roye),1.470,1.190
3,4:20,2,8,BUF 40,0,8,Trent Edwards pass incomplete deep left intended for Lee Evans,1.190,0.500
3,4:13,3,8,BUF 40,0,8,"Trent Edwards pass incomplete short right intended for Josh Reed (defended by Eric Wright). Penalty on BUF: Illegal Shift, 5 yards (no play)",0.500,-0.160
3,3:34,3,13,BUF 35,0,8,Trent Edwards pass incomplete short right intended for Lee Evans,-0.160,-1.040
3,3:28,4,13,BUF 35,0,8,Brian Moorman punts 20 yards,-1.040,-1.930
3,3:22,1,10,CLE 45,0,8,Jamal Lewis left guard for no gain (tackle by Ryan Denney),1.930,1.380
3,2:40,2,10,CLE 45,0,8,Jamal Lewis right guard for 4 yards (tackle by Terrence McGee and Anthony Hargrove),1.380,1.220
3,2:40,3,6,CLE 49,0,8,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,1.220,-0.130
3,1:50,4,6,CLE 49,0,8,"Dave Zastudil punts 35 yards, returned by Jim Leonhard for 8 yards (tackle by Ryan Pontbriand)",-0.130,-0.540
3,1:40,1,10,BUF 24,0,8,Marshawn Lynch right tackle for 3 yards (tackle by Eric Wright and Ethan Kelley),0.540,0.400
3,1:03,2,7,BUF 27,0,8,Trent Edwards pass complete short middle to Michael Gaines for 9 yards (tackle by Eric Wright),0.400,1.330
3,0:21,1,10,BUF 36,0,8,Marshawn Lynch right guard for 3 yards (tackle by Shaun Smith),1.330,1.200
Quarter,Time,Down,ToGo,Location,BUF,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,BUF 39,0,8,Trent Edwards pass incomplete short left intended for Lee Evans,1.200,0.500
4,14:56,3,7,BUF 39,0,8,Trent Edwards pass incomplete deep middle intended for Michael Gaines,0.500,-0.780
4,14:49,4,7,BUF 39,0,8,"Brian Moorman punts 37 yards, returned by Josh Cribbs for 5 yards (tackle by John Wendling)",-0.780,-0.870
4,14:38,1,10,CLE 29,0,8,Derek Anderson pass complete short right to Kellen Winslow Jr. for 14 yards (tackle by Donte Whitner),0.870,1.800
4,14:12,1,10,CLE 43,0,8,Jamal Lewis right guard for 5 yards (tackle by Chris Kelsay),1.800,1.930
4,13:33,2,5,CLE 48,0,8,Jamal Lewis right tackle for 14 yards (tackle by Keith Ellison),1.930,3.050
4,12:48,1,10,BUF 38,0,8,Jamal Lewis right guard for 3 yards (tackle by Donte Whitner),3.050,2.910
4,12:06,2,7,BUF 35,0,8,Jamal Lewis right guard for 3 yards (tackle by Larry Tripplett and Angelo Crowell),2.910,2.610
4,11:21,3,4,BUF 32,0,8,"Jason Wright left guard for 9 yards (tackle by Kyle Williams). Penalty on Joe Jurevicius: Offensive Holding, 10 yards (no play)",2.610,1.290
4,11:21,3,14,BUF 42,0,8,Derek Anderson pass incomplete short left intended for Jason Wright,1.290,0.460
4,10:57,4,14,BUF 42,0,8,Dave Zastudil punts 29 yards,0.460,0.320
4,10:45,1,10,BUF 13,0,8,Marshawn Lynch right guard for -2 yards (tackle by Andra Davis),-0.320,-0.930
4,10:10,2,12,BUF 11,0,8,Trent Edwards pass complete short left to Robert Royal for 9 yards (tackle by Leigh Bodden),-0.930,-0.590
4,9:28,3,3,BUF 20,0,8,Trent Edwards pass incomplete short middle intended for Lee Evans,-0.590,-2.030
4,9:23,4,3,BUF 20,0,8,Brian Moorman punts 30 yards,-2.030,-2.260
4,9:14,1,10,,0,8,Jamal Lewis left guard for 1 yard (tackle by Bryan Scott),2.260,1.850
4,8:37,2,9,BUF 49,0,8,Jamal Lewis right guard for 1 yard (tackle by Aaron Schobel),1.850,1.290
4,7:54,3,8,BUF 48,0,8,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr. (defended by Bryan Scott),1.290,0.070
4,7:49,4,8,BUF 48,0,8,Dave Zastudil punts 7 yards,0.070,-1.660
4,7:43,1,10,BUF 41,0,8,Marshawn Lynch left tackle for 2 yards (tackle by Shaun Smith),1.660,1.390
4,7:09,2,8,BUF 43,0,8,Trent Edwards pass incomplete short middle intended for Michael Gaines,1.390,0.700
4,7:04,3,8,BUF 43,0,8,Fred Jackson right tackle for 4 yards (tackle by Leigh Bodden and Chaun Thompson),0.700,-0.260
4,6:20,4,4,BUF 47,0,8,Brian Moorman punts 50 yards,-0.260,0.380
4,6:08,1,10,CLE 3,0,8,Jamal Lewis left guard for 13 yards (tackle by Jim Leonhard),-0.380,-0.140
4,5:29,1,10,CLE 16,0,8,Jamal Lewis left guard for 9 yards (tackle by Chris Kelsay and Anthony Hargrove),-0.140,0.690
4,4:45,2,1,CLE 25,0,8,Jamal Lewis left guard for 5 yards (tackle by Angelo Crowell),0.690,0.940
4,4:03,1,10,CLE 30,0,8,Jamal Lewis right guard for 3 yards (tackle by John DiGiorgio),0.940,0.800
4,3:21,2,7,CLE 33,0,8,Jason Wright right guard for 10 yards (tackle by Jim Leonhard),0.800,1.800
4,2:37,1,10,CLE 43,0,8,Jason Wright left guard for -3 yards (tackle by John McCargo),1.800,0.850
4,2:31,,,,0,8,Timeout #2 by Buffalo Bills,0.000,0.850
4,2:31,2,13,CLE 40,0,8,Jamal Lewis right guard for 6 yards (tackle by Ryan Denney),0.850,0.960
4,2:24,,,,0,8,Timeout #3 by Buffalo Bills,0.000,0.960
4,2:24,3,7,CLE 46,0,8,Jamal Lewis left guard for 6 yards (tackle by Ryan Denney),0.960,0.070
4,2:00,,,,0,8,Timeout #1 by Cleveland Browns,0.000,0.070
4,2:00,4,1,BUF 48,0,8,"Dave Zastudil punts 28 yards, returned by Jim Leonhard for 10 yards (tackle by Josh Cribbs)",0.070,-0.940
4,1:51,1,10,BUF 30,0,8,Trent Edwards pass incomplete short middle intended for Lee Evans (defended by Chaun Thompson),0.940,0.390
4,1:44,2,10,BUF 30,0,8,Trent Edwards pass complete short right to Josh Reed for 20 yards (tackle by Sean Jones),0.390,2.260
4,1:17,1,10,,0,8,Trent Edwards pass incomplete deep left intended for Lee Evans,2.260,1.710
4,1:11,2,10,,0,8,Trent Edwards pass complete short right to Fred Jackson for 15 yards (tackle by Leon Williams),1.710,3.250
4,1:02,1,10,CLE 35,0,8,Trent Edwards pass incomplete deep left intended for Lee Evans,3.250,2.700
4,0:57,2,10,CLE 35,0,8,Trent Edwards pass incomplete short left intended for Lee Evans,2.700,2.010
4,0:52,3,10,CLE 35,0,8,Trent Edwards pass incomplete deep middle intended for Robert Royal,2.010,0.970
4,0:47,,,,0,8,Timeout #2 by Cleveland Browns,0.000,0.970
4,0:47,4,10,CLE 35,0,8,Trent Edwards pass complete deep middle to Lee Evans for 20 yards (tackle by Brandon McDonald),0.970,4.580
4,0:47,1,10,CLE 15,0,8,Trent Edwards spiked the ball,4.580,3.950
4,0:28,2,10,CLE 15,0,8,Trent Edwards pass complete short left to Josh Reed for 5 yards (tackle by Brodney Pool),3.950,4.000
4,0:21,3,5,CLE 10,0,8,Trent Edwards pass incomplete short left intended for Roscoe Parrish,4.000,2.810
4,0:15,4,5,CLE 10,0,8,Trent Edwards pass complete short right to Fred Jackson for no gain,2.810,0.380
4,0:03,1,10,CLE 10,0,8,Derek Anderson kneels for no gain,-0.380,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
