Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,16,63,1,1,31,1.9,32,2.0,2,8.0
Peyton Barber,LVR,6,3,0,1,1,0.2,2,0.3,0,
Marcus Mariota,LVR,3,16,0,2,11,3.7,5,1.7,0,
Zay Jones,LVR,1,-1,0,0,-1,-1.0,0,0.0,0,
Jalen Richard,LVR,1,4,0,1,2,2.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,20,108,1,7,58,2.9,50,2.5,2,10.0
Carson Wentz,IND,3,10,0,2,7,2.3,3,1.0,0,
Nyheim Hines,IND,2,4,0,0,3,1.5,1,0.5,0,
Deon Jackson,IND,1,0,0,,0,0.0,0,0.0,0,
