Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
1,4:57,3,10,GNB 11,0,0,Eli Manning pass incomplete short middle intended for Steve Smith (defended by Cullen Jenkins),3.130,2.700
1,4:53,4,10,GNB 11,3,0,Lawrence Tynes 29 yard field goal good,2.700,3.000
1,,,,NYG 30,3,0,"Lawrence Tynes kicks off 63 yards, returned by Koren Robinson for 24 yards (tackle by Geoffrey Pope)",0.000,1.000
1,4:43,1,10,GNB 31,3,0,Brett Favre pass complete short left to Koren Robinson for 1 yard (tackle by Gibril Wilson),1.000,0.600
1,4:05,2,9,GNB 32,3,0,Brett Favre pass complete short middle to Ryan Grant for -3 yards (tackle by Justin Tuck),0.600,-0.490
1,3:25,3,12,GNB 29,3,0,Brett Favre pass complete short left to Koren Robinson for -1 yards (tackle by Corey Webster),-0.490,-1.500
1,2:49,4,13,GNB 28,3,0,Jon Ryan punts 32 yards,-1.500,-1.600
1,2:40,1,10,NYG 40,3,0,Eli Manning pass incomplete short left intended for Amani Toomer,1.600,1.050
1,2:34,2,10,NYG 40,3,0,Brandon Jacobs right end for no gain (tackle by Nick Barnett and A.J. Hawk),1.050,0.370
1,1:49,3,10,NYG 40,3,0,Eli Manning pass complete short right to Brandon Jacobs for 8 yards (tackle by Tramon Williams),0.370,-0.190
1,1:07,4,2,NYG 48,3,0,Jeff Feagles punts 21 yards,-0.190,-1.000
1,0:59,1,10,GNB 31,3,0,Ryan Grant right end for 2 yards (tackle by Gibril Wilson),1.000,0.730
1,0:22,2,8,GNB 33,3,0,Ryan Grant left end for 3 yards (tackle by Antonio Pierce),0.730,0.430
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,GNB 36,3,0,Brett Favre pass incomplete short right intended for James Jones (defended by Aaron Ross),0.430,-0.980
2,14:55,4,5,GNB 36,3,0,"Jon Ryan punts 30 yards, returned by R.W. McQuarters for 9 yards (tackle by Mike Montgomery)",-0.980,-1.800
2,14:45,1,10,NYG 43,3,0,Brandon Jacobs left end for 12 yards (tackle by A.J. Hawk),1.800,2.590
2,14:19,1,10,GNB 45,3,0,Eli Manning pass complete short left to Plaxico Burress for 7 yards (tackle by Al Harris),2.590,2.990
2,13:33,2,3,GNB 38,3,0,"Eli Manning pass complete short left to Plaxico Burress for 21 yards (tackle by Al Harris). Plaxico Burress fumbles (forced by Al Harris), ball out of bounds at GNB-12. Penalty on Al Harris: Illegal Use of Hands (Declined)",2.990,4.440
2,13:00,1,10,GNB 17,3,0,"Penalty on Madison Hedgecock: False Start, 5 yards (no play)",4.440,4.110
2,12:42,1,15,GNB 22,3,0,Ahmad Bradshaw up the middle for 3 yards (tackle by Corey Williams and A.J. Hawk),4.110,3.600
2,11:56,2,12,GNB 19,3,0,Eli Manning pass incomplete short middle intended for Steve Smith,3.600,2.910
2,11:52,,,,3,0,Timeout #1 by New York Giants,0.000,2.910
2,11:52,3,12,GNB 19,3,0,Eli Manning pass incomplete deep left intended for David Tyree (defended by Tramon Williams),2.910,2.180
2,11:46,4,12,GNB 19,6,0,Lawrence Tynes 37 yard field goal good,2.180,3.000
2,,,,NYG 30,6,0,"Lawrence Tynes kicks off 51 yards, returned by Koren Robinson for no gain",0.000,-0.380
2,11:33,1,10,GNB 10,6,6,"Brett Favre pass complete deep right to Donald Driver for 90 yards, touchdown",-0.380,7.000
2,,,,NYG 2,6,7,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,6,7,"Mason Crosby kicks off 55 yards, returned by Domenik Hixon for 14 yards (tackle by Desmond Bishop)",0.000,0.870
2,11:14,1,10,NYG 29,6,7,Ahmad Bradshaw left guard for 7 yards (tackle by Cullen Jenkins),0.870,1.270
2,10:41,2,3,NYG 36,6,7,Ahmad Bradshaw left end for no gain (tackle by Atari Bigby and Charles Woodson),1.270,0.560
2,10:02,3,3,NYG 36,6,7,Eli Manning pass complete short right to Plaxico Burress for 9 yards (tackle by Atari Bigby),0.560,1.930
2,9:21,1,10,NYG 45,6,7,Eli Manning pass incomplete short left intended for Kevin Boss,1.930,1.380
2,9:14,2,10,NYG 45,6,7,Eli Manning pass incomplete short middle intended for Kevin Boss,1.380,0.700
2,9:10,3,10,NYG 45,6,7,Eli Manning pass incomplete short right intended for Amani Toomer (defended by Charles Woodson),0.700,-0.390
2,9:05,4,10,NYG 45,6,7,"Jeff Feagles punts 34 yards, returned by Tramon Williams for 1 yard (tackle by Zak DeOssie)",-0.390,-0.410
2,8:56,1,10,GNB 22,6,7,Ryan Grant left tackle for 2 yards (tackle by Michael Strahan and Fred Robbins),0.410,0.140
2,8:17,2,8,GNB 24,6,7,Brett Favre pass complete short middle to Donald Lee for 18 yards (tackle by Gibril Wilson),0.140,1.730
2,7:33,1,10,GNB 42,6,7,Brett Favre pass complete short left to Greg Jennings for 14 yards (tackle by Sam Madison),1.730,2.650
2,6:50,1,10,NYG 44,6,7,Brett Favre pass incomplete deep right intended for James Jones,2.650,2.110
2,6:43,2,10,NYG 44,6,7,Brett Favre pass incomplete short middle intended for Ryan Grant (defended by Justin Tuck),2.110,1.420
2,6:38,3,10,NYG 44,6,7,Brett Favre pass incomplete deep middle intended for Ruvell Martin,1.420,0.330
2,6:32,4,10,NYG 44,6,7,"Jon Ryan punts 39 yards, returned by R.W. McQuarters for 2 yards (tackle by Tramon Williams)",0.330,0.380
2,6:21,1,10,NYG 7,6,7,Brandon Jacobs left end for 9 yards (tackle by Nick Barnett),-0.380,-0.020
2,5:44,2,1,NYG 16,6,7,"Brandon Jacobs left end for 6 yards (tackle by Nick Collins). Penalty on David Diehl: Offensive Holding, 8 yards (no play)",-0.020,-0.710
2,5:25,2,9,NYG 8,6,7,Brandon Jacobs right guard for 2 yards (tackle by A.J. Hawk and Brady Poppinga),-0.710,-1.070
2,4:40,3,7,NYG 10,6,7,"Eli Manning pass incomplete short middle intended for Amani Toomer. Eli Manning fumbles, recovered by Eli Manning at NYG-NYG. Penalty on NYG: Illegal Shift (Declined)",-1.070,-2.490
2,4:35,4,7,NYG 10,6,7,"Jeff Feagles punts 37 yards, fair catch by Tramon Williams",-2.490,-2.460
2,4:28,1,10,NYG 47,6,7,Ryan Grant left tackle for no gain (tackle by Justin Tuck and Reggie Torbor),2.460,1.910
2,3:44,2,10,NYG 47,6,7,Brett Favre pass incomplete short right intended for Donald Driver,1.910,1.220
2,3:41,3,10,NYG 47,6,7,"Brett Favre pass incomplete short middle intended for Donald Driver. Penalty on Michael Johnson: Illegal Contact, 5 yards (no play)",1.220,2.790
2,3:35,1,10,NYG 42,6,7,Ryan Grant right end for 1 yard (tackle by Antonio Pierce),2.790,2.380
2,2:51,2,9,NYG 41,6,7,Brett Favre pass complete deep middle to Donald Driver for 20 yards (tackle by James Butler),2.380,4.170
2,2:05,1,10,NYG 21,6,7,Ryan Grant right guard for 2 yards (tackle by Kawika Mitchell and James Butler),4.170,3.900
2,1:58,2,8,NYG 19,6,7,Brett Favre pass incomplete deep left intended for Greg Jennings,3.900,3.180
2,1:52,3,8,NYG 19,6,7,Brett Favre pass complete short left to Brandon Jackson for 1 yard (tackle by Antonio Pierce),3.180,2.250
2,1:34,,,,6,7,Timeout #2 by New York Giants,0.000,2.250
2,1:34,4,7,NYG 18,6,10,Mason Crosby 36 yard field goal good,2.250,3.000
2,,,,GNB 30,6,10,"Mason Crosby kicks off 64 yards, returned by Domenik Hixon for 17 yards (tackle by Aaron Rouse)",0.000,0.480
2,1:23,1,10,NYG 23,6,10,Ahmad Bradshaw left tackle for 9 yards (tackle by Atari Bigby),0.480,1.150
2,1:02,2,1,NYG 32,6,10,Eli Manning pass complete deep right to Plaxico Burress for 32 yards (tackle by Al Harris),1.150,3.180
2,0:48,,,,6,10,Timeout #3 by New York Giants,0.000,3.180
2,0:48,1,10,GNB 36,6,10,Eli Manning pass incomplete deep right intended for Plaxico Burress,3.180,2.640
2,0:37,2,10,GNB 36,6,10,Eli Manning up the middle for 2 yards (tackle by Nick Barnett),2.640,2.210
2,0:15,3,8,GNB 34,6,10,Eli Manning pass incomplete short left intended for Steve Smith,2.210,1.060
2,0:11,4,8,GNB 34,6,10,Eli Manning sacked by A.J. Hawk for -3 yards,1.060,-1.400
2,0:05,1,10,GNB 37,6,10,Brett Favre kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,6,10,"Mason Crosby kicks off 60 yards, returned by Domenik Hixon for 21 yards (tackle by Aaron Rouse)",0.000,1.000
3,14:54,1,10,NYG 31,6,10,Brandon Jacobs left tackle for 2 yards (tackle by Ryan Pickett and Cullen Jenkins),1.000,0.730
3,14:15,2,8,NYG 33,6,10,Eli Manning pass complete short right to Plaxico Burress for 9 yards (tackle by Al Harris),0.730,1.730
3,13:40,1,10,NYG 42,6,10,Brandon Jacobs left end for 1 yard (tackle by Cullen Jenkins and Nick Barnett),1.730,1.320
3,12:58,2,9,NYG 43,6,10,Eli Manning pass incomplete deep left intended for Steve Smith,1.320,0.630
3,12:51,,,,6,10,Timeout #1 by New York Giants,0.000,0.630
3,12:51,3,9,NYG 43,6,10,"Eli Manning pass incomplete short left intended for Plaxico Burress is intercepted by Al Harris at GNB-46 and returned for 15 yards (tackle by Steve Smith). Penalty on Al Harris: Illegal Contact, 5 yards (no play)",0.630,2.130
3,12:43,1,10,NYG 48,6,10,Brandon Jacobs left end for 2 yards (tackle by Mike Montgomery and Corey Williams),2.130,1.850
3,12:03,2,8,,6,10,Brandon Jacobs right guard for 3 yards (tackle by Nick Barnett and Corey Williams),1.850,1.550
3,11:17,3,5,GNB 47,6,10,"Eli Manning pass incomplete (defended by Corey Williams). Penalty on Nick Collins: Roughing the Passer, 15 yards (no play)",1.550,3.450
3,11:12,1,10,GNB 32,6,10,Brandon Jacobs right end for 3 yards (tackle by Cullen Jenkins),3.450,3.310
3,10:26,2,7,GNB 29,6,10,Eli Manning pass complete short right to Plaxico Burress for 18 yards (tackle by Al Harris),3.310,4.840
3,9:57,1,10,GNB 11,6,10,Brandon Jacobs right tackle for 5 yards (tackle by Atari Bigby),4.840,5.080
3,9:18,2,5,GNB 6,6,10,Brandon Jacobs left tackle for 4 yards (tackle by Nick Collins),5.080,5.120
3,8:50,3,1,GNB 2,6,10,"Brandon Jacobs left guard for 1 yard. Brandon Jacobs fumbles, recovered by Kevin Boss at GNB-1",5.120,6.970
3,8:24,1,1,GNB 1,6,10,Eli Manning pass incomplete short middle intended for Kevin Boss. Penalty on Corey Williams: Defensive Offside (no play),6.970,6.970
3,8:19,1,1,GNB 1,6,10,Brandon Jacobs right guard for no gain (tackle by Atari Bigby and Tracy White). Penalty on Cullen Jenkins: Defensive Offside (no play),6.970,6.970
3,8:01,1,1,GNB 1,12,10,"Brandon Jacobs up the middle for 1 yard, touchdown",6.970,7.000
3,,,,GNB 2,13,10,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 30,13,10,"Lawrence Tynes kicks off 58 yards, returned by Tramon Williams for 49 yards (tackle by Chase Blackburn)",0.000,2.980
3,7:43,1,10,NYG 39,13,10,Brett Favre pass complete short middle to Donald Driver for 8 yards (tackle by Gibril Wilson),2.980,3.520
3,7:11,2,2,NYG 31,13,10,Ryan Grant right end for 2 yards (tackle by Kawika Mitchell),3.520,3.640
3,6:32,1,10,NYG 29,13,10,Brett Favre pass incomplete short middle intended for Donald Lee,3.640,3.100
3,6:26,2,10,NYG 29,13,10,Brett Favre pass complete short left to Vernand Morency for 2 yards (tackle by Justin Tuck),3.100,2.680
3,5:40,3,8,NYG 27,13,10,"Brett Favre pass complete short middle to Donald Driver for 3 yards (tackle by Antonio Pierce). Penalty on Sam Madison: Unnecessary Roughness, 12 yards",2.680,4.780
3,5:07,1,10,NYG 12,13,16,"Brett Favre pass complete short left to Donald Lee for 12 yards, touchdown",4.780,7.000
3,,,,NYG 2,13,17,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,13,17,"Mason Crosby kicks off 60 yards, returned by Domenik Hixon for 33 yards (tackle by Mike Montgomery)",0.000,1.800
3,4:52,1,10,NYG 43,13,17,Eli Manning pass complete short left to Plaxico Burress for 8 yards (tackle by Charles Woodson),1.800,2.330
3,4:16,2,2,GNB 49,13,17,Ahmad Bradshaw left tackle for 4 yards (tackle by Nick Barnett and Corey Williams),2.330,2.590
3,3:44,1,10,GNB 45,13,17,Ahmad Bradshaw right end for 10 yards (tackle by Ryan Pickett),2.590,3.250
3,3:06,1,10,GNB 35,13,17,Eli Manning pass incomplete short left intended for Amani Toomer,3.250,2.700
3,3:01,2,10,GNB 35,13,17,Eli Manning pass complete deep left to Amani Toomer for 23 yards,2.700,4.780
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
3,2:42,1,10,GNB 12,13,17,Eli Manning pass complete short right to Amani Toomer for 8 yards,4.780,5.600
3,2:19,2,2,GNB 4,19,17,"Ahmad Bradshaw left guard for 4 yards, touchdown",5.600,7.000
3,,,,GNB 2,20,17,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 30,20,17,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
3,2:12,1,10,GNB 20,20,17,Brett Favre pass complete short left to Koren Robinson for 16 yards (tackle by Michael Johnson),0.280,1.330
3,1:34,1,10,GNB 36,20,17,Ryan Grant left tackle for 13 yards (tackle by R.W. McQuarters and Gibril Wilson),1.330,2.190
3,0:53,1,10,GNB 49,20,17,Ryan Grant left tackle for no gain (tackle by Fred Robbins),2.190,1.650
3,0:07,2,10,GNB 49,20,17,Brett Favre pass incomplete deep right intended for James Jones,1.650,0.960
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,GNB 49,20,17,Brett Favre pass complete deep middle to Donald Driver for 20 yards (tackle by James Butler),0.960,3.510
4,14:18,1,10,NYG 31,20,17,"Brett Favre pass incomplete deep left intended for Koren Robinson is intercepted by R.W. McQuarters at NYG-8 and returned for 11 yards (tackle by Ryan Grant). R.W. McQuarters fumbles (forced by Ryan Grant), recovered by Mark Tauscher at NYG-19 (tackle by James Butler)",3.510,4.310
4,14:00,1,10,NYG 19,20,17,Brett Favre pass complete short right to Koren Robinson for no gain,4.310,3.750
4,13:16,2,10,NYG 19,20,17,Ryan Grant right end for 7 yards (tackle by James Butler and Justin Tuck),3.750,4.190
4,12:33,3,3,NYG 12,20,17,Ryan Grant left end for -7 yards (tackle by Corey Webster),4.190,2.180
4,11:51,4,10,NYG 19,20,20,Mason Crosby 37 yard field goal good,2.180,3.000
4,,,,GNB 30,20,20,"Mason Crosby kicks off 65 yards, returned by Domenik Hixon for 36 yards (tackle by Mason Crosby)",0.000,1.660
4,11:38,1,10,NYG 41,20,20,Eli Manning pass complete short right to Amani Toomer for 5 yards (tackle by Charles Woodson),1.660,1.800
4,11:04,2,5,NYG 46,20,20,Ahmad Bradshaw right guard for 2 yards (tackle by Brady Poppinga and A.J. Hawk),1.800,1.360
4,10:39,3,3,NYG 48,20,20,Eli Manning pass complete short left to Plaxico Burress for 14 yards,1.360,3.050
4,10:18,1,10,GNB 38,20,20,Ahmad Bradshaw right end for 6 yards (tackle by Nick Collins),3.050,3.320
4,9:53,2,4,GNB 32,20,20,Ahmad Bradshaw left end for -1 yards (tackle by Corey Williams and Aaron Kampman),3.320,2.480
4,9:04,,,,20,20,Timeout #2 by New York Giants,0.000,2.480
4,9:04,3,5,GNB 33,20,20,"Eli Manning pass incomplete short left intended for Amani Toomer. Penalty on Amani Toomer: Offensive Pass Interference, 10 yards (no play)",2.480,1.160
4,8:59,3,15,GNB 43,20,20,Eli Manning pass complete short left to Ahmad Bradshaw for 9 yards (tackle by Aaron Kampman),1.160,1.070
4,8:12,4,6,GNB 34,20,20,"Eli Manning pass complete short right to Steve Smith for 5 yards (tackle by Tramon Williams). Penalty on Charles Woodson: Defensive Pass Interference, 6 yards (no play)",1.070,3.710
4,7:46,1,10,GNB 28,20,20,Eli Manning pass incomplete deep middle intended for Plaxico Burress (defended by Al Harris),3.710,3.170
4,7:39,2,10,GNB 28,20,20,Ahmad Bradshaw right end for 3 yards (tackle by Justin Harrell),3.170,2.870
4,6:57,,,,20,20,Timeout #2 by Green Bay Packers,0.000,2.870
4,6:57,3,7,GNB 25,20,20,Eli Manning pass incomplete short left intended for Steve Smith,2.870,1.800
4,6:53,4,7,GNB 25,20,20,Lawrence Tynes 43 yard field goal no good,1.800,-1.140
4,6:49,1,10,GNB 33,20,20,Brett Favre pass incomplete deep middle intended for Greg Jennings,1.140,0.590
4,6:43,2,10,GNB 33,20,20,Brett Favre pass incomplete deep middle intended for Greg Jennings (defended by Kawika Mitchell),0.590,-0.100
4,6:36,3,10,GNB 33,20,20,Brett Favre pass complete short middle to Vernand Morency for 7 yards (tackle by Antonio Pierce),-0.100,-0.720
4,6:04,4,3,GNB 40,20,20,"Jon Ryan punts 29 yards, returned by R.W. McQuarters for 6 yards (tackle by Brady Poppinga)",-0.720,-1.400
4,5:53,1,10,NYG 37,20,20,Brandon Jacobs right end for 6 yards (tackle by Corey Williams),1.400,1.670
4,5:19,2,4,NYG 43,20,20,Brandon Jacobs right end for 3 yards (tackle by Aaron Kampman),1.670,1.360
4,4:58,3,1,NYG 46,20,20,Eli Manning up the middle for 2 yards (tackle by Ryan Pickett),1.360,2.130
4,4:16,1,10,NYG 48,20,20,Eli Manning pass incomplete short right intended for Brandon Jacobs,2.130,1.580
4,4:12,2,10,NYG 48,20,20,Brandon Jacobs left end for 2 yards (tackle by Atari Bigby),1.580,1.160
4,3:30,3,8,,20,20,Eli Manning sacked by Kabeer Gbaja-Biamila for -5 yards,1.160,-0.390
4,2:59,4,13,NYG 45,20,20,"Jeff Feagles punts 38 yards, returned by Tramon Williams for no gain",-0.390,0.060
4,2:48,1,10,GNB 17,20,20,Brett Favre pass incomplete short right intended for Ryan Grant,-0.060,-0.580
4,2:44,2,10,GNB 17,20,20,"Penalty on Chad Clifton: False Start, 5 yards (no play)",-0.580,-1.150
4,2:44,2,15,GNB 12,20,20,Brett Favre pass incomplete short middle intended for Donald Lee,-1.150,-2.010
4,2:39,3,15,GNB 12,20,20,Brett Favre pass complete short middle to Donald Lee for 5 yards (tackle by Kawika Mitchell),-2.010,-2.320
4,2:30,,,,20,20,Timeout #3 by New York Giants,0.000,-2.320
4,2:30,4,10,GNB 17,20,20,"Jon Ryan punts 31 yards, returned by R.W. McQuarters for 10 yards (tackle by Tracy White). R.W. McQuarters fumbles, recovered by Domenik Hixon at GNB-48 (tackle by Korey Hall)",-2.320,-2.390
4,2:15,1,10,GNB 48,20,20,"Ahmad Bradshaw left guard for 1 yard. Penalty on Chris Snee: Offensive Holding, 10 yards",2.390,1.800
4,2:05,1,19,NYG 43,20,20,Eli Manning pass complete short right to David Tyree for 4 yards (tackle by Charles Woodson),1.800,1.170
4,1:59,2,15,NYG 47,20,20,Eli Manning pass complete short middle to Steve Smith for 14 yards (tackle by Nick Collins),1.170,2.340
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
4,1:17,3,1,GNB 39,20,20,Ahmad Bradshaw left end for 8 yards (tackle by Nick Collins and Corey Williams),2.340,3.510
4,0:53,1,10,GNB 31,20,20,Eli Manning pass complete short right to Steve Smith for 11 yards (tackle by Atari Bigby),3.510,4.240
4,0:30,1,10,GNB 20,20,20,Ahmad Bradshaw right guard for 2 yards (tackle by Aaron Kampman and Corey Williams),4.240,3.960
4,0:05,2,8,GNB 18,20,20,Eli Manning spiked the ball,3.960,3.220
4,0:04,,,,20,20,Timeout #3 by Green Bay Packers,0.000,3.220
4,0:04,3,8,GNB 18,20,20,Lawrence Tynes 36 yard field goal no good,3.220,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
,,,,,,,"Packers won the coin toss, Packers to receive the overtime kickoff.",,
OT,,,,NYG 30,20,20,"Lawrence Tynes kicks off 63 yards, returned by Koren Robinson for 19 yards (tackle by Reuben Droughns)",0.000,0.670
OT,14:54,1,10,GNB 26,20,20,Ryan Grant left end for 2 yards (tackle by Antonio Pierce),0.670,0.400
OT,14:13,2,8,GNB 28,20,20,Brett Favre pass incomplete short right intended for Donald Driver is intercepted by Corey Webster at GNB-43 and returned for 9 yards (tackle by Donald Driver),0.400,-3.310
OT,14:04,1,10,GNB 34,20,20,Ahmad Bradshaw right end for 4 yards (tackle by Aaron Kampman and Nick Barnett),3.310,3.310
OT,13:21,2,6,GNB 30,20,20,Ahmad Bradshaw right tackle for 1 yard (tackle by Cullen Jenkins and Aaron Kampman),3.310,2.740
OT,12:38,3,5,GNB 29,20,20,Eli Manning pass incomplete short left intended for Steve Smith,2.740,1.540
OT,12:34,4,5,GNB 29,23,20,Lawrence Tynes 47 yard field goal good,1.540,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
