#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:07,OAK 33,9,3:34,35,Field Goal
2,1,8:24,OAK 16,3,2:01,3,Punt
3,1,1:13,OAK 28,3,0:27,0,Punt
4,2,13:56,OAK 20,14,8:38,55,Field Goal
5,2,2:21,OAK 35,7,2:21,29,Field Goal
6,3,15:00,OAK 23,7,4:33,30,Punt
7,3,7:10,OAK 16,3,2:55,-6,Punt
8,3,2:24,OAK 32,3,2:04,-8,Punt
9,4,13:04,OAK 24,3,0:43,-15,Fumble
10,4,11:22,OAK 28,3,1:28,2,Punt
11,4,5:31,OAK 13,6,2:58,36,Interception
12,4,2:12,OAK 47,6,0:55,23,Downs
