Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
1,8:27,,,DAL 30,3,3,"Nick Folk kicks off 66 yards, returned by Tramon Williams for 15 yards (tackle by Justin Rogers)",0.000,0.150
1,8:15,1,10,GNB 19,3,3,Brett Favre pass complete short left to Koren Robinson for 7 yards (tackle by Kevin Burnett),0.150,0.610
1,7:47,2,3,GNB 26,3,3,Ryan Grant left tackle for no gain (tackle by Bradie James and Roy Williams),0.610,-0.160
1,7:05,3,3,GNB 26,3,3,Brett Favre pass incomplete short middle intended for James Jones,-0.160,-1.630
1,6:57,4,3,GNB 26,3,3,"Jon Ryan punts 48 yards, returned by Patrick Crayton for 10 yards (tackle by Korey Hall)",-1.630,-1.330
1,6:49,1,10,DAL 36,3,3,Marion Barber left guard for 5 yards (tackle by Cullen Jenkins),1.330,1.470
1,6:13,2,5,DAL 41,3,3,Tony Romo pass complete short left to Terrell Owens for 6 yards (tackle by Al Harris),1.470,2.060
1,5:44,1,10,DAL 47,3,3,Marion Barber left end for 2 yards (tackle by Nick Barnett),2.060,1.790
1,5:03,2,8,DAL 49,3,3,Marion Barber up the middle for 16 yards (tackle by A.J. Hawk and Atari Bigby),1.790,3.250
1,4:15,1,10,GNB 35,3,3,Tony Romo pass incomplete short right intended for Terrell Owens,3.250,2.700
1,4:10,2,10,GNB 35,3,3,Marion Barber up the middle for 2 yards (tackle by A.J. Hawk),2.700,2.280
1,3:25,3,8,GNB 33,3,3,Tony Romo pass incomplete short middle intended for Terrell Owens,2.280,1.150
1,3:20,4,8,GNB 33,3,6,Nick Folk 51 yard field goal good,1.150,3.000
1,3:20,,,DAL 30,3,6,"Nick Folk kicks off 65 yards, returned by Tramon Williams for 19 yards (tackle by Keith Davis)",0.000,0.540
1,3:08,1,10,GNB 24,3,6,Brett Favre pass incomplete is intercepted by Ken Hamlin at DAL-41 and returned for 18 yards,0.540,-2.850
1,2:58,1,10,GNB 41,3,6,Tony Romo pass complete deep right to Terrell Owens for 34 yards (tackle by Nick Collins),2.850,5.600
1,2:12,1,7,GNB 7,3,6,Julius Jones right tackle for 4 yards (tackle by Atari Bigby),5.600,5.530
1,1:19,2,3,GNB 3,3,12,"Tony Romo pass complete short middle to Patrick Crayton for 3 yards, touchdown",5.530,7.000
1,1:19,,,GNB 2,3,13,Nick Folk kicks extra point good,0.000,0.000
1,1:19,,,DAL 30,3,13,"Nick Folk kicks off 60 yards, returned by Koren Robinson for 19 yards (tackle by Sam Hurd)",0.000,0.870
1,1:07,1,10,GNB 29,3,13,Brett Favre pass complete short left to Ryan Grant for 4 yards (tackle by Bradie James),0.870,0.870
1,0:22,2,6,GNB 33,3,13,Brett Favre pass incomplete deep right intended for Donald Driver,0.870,0.170
1,0:15,3,6,GNB 33,3,13,"Brett Favre pass incomplete short middle intended for James Jones. Penalty on DAL: Defensive 12 On-field, 5 yards (no play)",0.170,0.830
1,0:10,3,6,GNB 33,3,13,Timeout #1 by Dallas Cowboys,0.170,0.830
1,0:10,3,1,GNB 38,9,13,"Ryan Grant right guard for 62 yards, touchdown",0.830,7.000
1,0:10,,,DAL 2,10,13,Mason Crosby kicks extra point good,0.000,0.000
1,0:10,,,GNB 30,10,13,"Mason Crosby kicks onside 12 yards, recovered by Mason Crosby. Penalty on John Kuhn: Illegal Touch Kick, 5 yards (no play)",0.000,0.000
1,0:10,,,GNB 25,10,13,"Mason Crosby kicks off 63 yards, returned by Miles Austin for 22 yards (tackle by Charlie Peprah). Penalty on Pat Watkins: Offensive Holding, 10 yards",0.000,0.540
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 24,10,13,Tony Romo pass complete deep right to Terrell Owens for 48 yards (tackle by Atari Bigby),0.540,3.710
2,14:13,1,10,GNB 28,10,13,Julius Jones right guard for 2 yards (tackle by Nick Barnett),3.710,3.440
2,13:27,2,8,GNB 26,10,19,"Tony Romo pass complete deep right to Anthony Fasano for 26 yards, touchdown",3.440,7.000
2,13:27,,,GNB 2,10,20,Nick Folk kicks extra point good,0.000,0.000
2,13:27,,,DAL 30,10,20,"Nick Folk kicks off 70 yards, returned by Tramon Williams for 26 yards (tackle by Kevin Burnett). Penalty on Jason Hunter: Offensive Holding, 10 yards",0.000,-0.140
2,13:14,1,10,GNB 16,10,20,Ryan Grant left tackle for 3 yards (tackle by DeMarcus Ware),-0.140,-0.180
2,12:34,2,7,GNB 19,10,20,Ryan Grant right tackle for 7 yards (tackle by Roy Williams),-0.180,0.670
2,11:53,1,10,GNB 26,10,20,Brett Favre pass incomplete deep middle intended for Donald Driver,0.670,0.130
2,11:45,2,10,GNB 26,10,20,Brett Favre pass incomplete deep left intended for Ruvell Martin (defended by Pat Watkins),0.130,-0.560
2,11:38,3,10,GNB 26,10,20,Brett Favre pass complete deep middle to James Jones for 19 yards (tackle by Jacques Reeves),-0.560,1.930
2,10:59,1,10,GNB 45,10,20,Ryan Grant left end for -2 yards (tackle by Chris Canty),1.930,1.110
2,10:18,2,12,GNB 43,10,20,Brett Favre pass incomplete short middle intended for Greg Jennings is intercepted by Terence Newman at GNB-47 and returned for 2 yards,1.110,-2.590
2,10:11,1,10,GNB 45,10,20,"Tony Romo pass incomplete deep middle intended for Miles Austin. Penalty on Jarrett Bush: Defensive Pass Interference, 40 yards (no play)",2.590,6.060
2,10:11,1,5,GNB 5,10,20,"Penalty on Marc Colombo: False Start, 5 yards (no play)",6.060,4.910
2,10:05,1,10,GNB 10,10,20,Tony Romo pass incomplete short right intended for Anthony Fasano,4.910,4.190
,,,,,,,"DAL challenged the pass completion ruling, and the play was upheld.",,
2,9:58,2,10,GNB 10,10,26,"Tony Romo pass complete short middle to Terrell Owens for 10 yards, touchdown",4.190,7.000
2,9:58,2,,GNB 10,10,27,Nick Folk kicks extra point good,0.000,0.000
2,9:58,,,DAL 30,10,27,"Nick Folk kicks off 67 yards, returned by Koren Robinson for 22 yards (tackle by Pat Watkins)",0.000,0.610
2,9:47,1,10,GNB 25,10,27,Aaron Rodgers pass incomplete short right intended for Korey Hall (defended by Marcus Spears),0.610,0.060
2,9:42,2,10,GNB 25,10,27,Ryan Grant up the middle for 3 yards (tackle by Marcus Spears and Akin Ayodele),0.060,-0.230
2,9:04,3,7,GNB 28,10,27,Aaron Rodgers up the middle for 8 yards (tackle by Ken Hamlin),-0.230,1.330
2,8:28,1,10,GNB 36,10,27,Aaron Rodgers pass incomplete deep middle intended for Donald Lee (defended by DeMarcus Ware),1.330,0.790
2,8:23,2,10,GNB 36,10,27,Aaron Rodgers pass complete short right to Donald Lee for 3 yards (tackle by Greg Ellis),0.790,0.500
2,7:53,3,7,GNB 39,10,27,Aaron Rodgers pass incomplete short left intended for Vernand Morency,0.500,-0.780
2,7:47,4,7,GNB 39,10,27,Jon Ryan punts 57 yards,-0.780,0.380
2,7:35,1,10,DAL 4,10,27,Marion Barber left guard for 1 yard (tackle by Brady Poppinga),-0.380,-0.710
2,6:55,2,9,DAL 5,10,27,Tony Romo pass complete deep right to Terrell Owens for 37 yards,-0.710,1.730
2,6:26,1,10,DAL 42,10,27,Marion Barber up the middle for -1 yards (tackle by A.J. Hawk),1.730,1.050
2,5:44,2,11,DAL 41,10,27,Tony Romo pass incomplete short middle intended for Jason Witten,1.050,0.370
2,5:39,3,11,DAL 41,10,27,Tony Romo pass incomplete deep left intended for Jason Witten,0.370,-0.650
2,5:34,4,11,DAL 41,10,27,"Mat McBriar punts 40 yards, returned by Tramon Williams for 7 yards (tackle by Anthony Spencer)",-0.650,-0.670
2,5:23,1,10,GNB 26,10,27,Aaron Rodgers up the middle for -1 yards (tackle by Greg Ellis and Kevin Burnett),0.670,-0.010
2,4:50,2,11,GNB 25,10,27,Aaron Rodgers pass complete short right to Greg Jennings for 43 yards (tackle by Terence Newman),-0.010,3.450
2,4:03,1,10,DAL 32,10,27,Aaron Rodgers pass complete short right to Greg Jennings for 9 yards (tackle by Roy Williams),3.450,4.120
2,3:27,2,1,DAL 23,10,27,Ryan Grant left tackle for 2 yards (tackle by Jay Ratliff),4.120,4.170
2,2:48,1,10,DAL 21,10,27,Aaron Rodgers left guard for 1 yard (tackle by DeMarcus Ware),4.170,3.760
2,2:10,2,9,DAL 20,10,27,"Aaron Rodgers pass complete short left to Ryan Grant for -1 yards (tackle by Kevin Burnett). Penalty on Nate Jones: Defensive Offside, 5 yards (no play)",3.760,4.550
2,2:00,2,4,DAL 15,10,27,Ryan Grant left end for 6 yards (tackle by Akin Ayodele),4.550,5.140
2,1:16,1,9,DAL 9,10,27,"Aaron Rodgers pass incomplete short middle intended for Vernand Morency. Penalty on Scott Wells: Ineligible Downfield Pass, 5 yards (no play)",5.140,4.440
2,1:10,1,14,DAL 14,10,27,Aaron Rodgers pass complete short middle to Donald Driver for 3 yards (tackle by Nate Jones),4.440,4.020
2,0:38,2,11,DAL 11,16,27,"Aaron Rodgers pass complete short middle to Greg Jennings for 11 yards, touchdown",4.020,7.000
2,0:38,,,DAL 2,17,27,Mason Crosby kicks extra point good,0.000,0.000
2,0:38,,,GNB 30,17,27,"Mason Crosby kicks off 68 yards, returned by Miles Austin for 24 yards (tackle by Tracy White)",0.000,0.670
2,0:25,1,10,DAL 26,17,27,Tony Romo kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,17,27,"Mason Crosby kicks off 64 yards, returned by Miles Austin for 38 yards (tackle by Mason Crosby)",0.000,1.860
3,14:53,1,10,DAL 44,17,27,"Tony Romo pass incomplete short left intended for Jason Witten. Penalty on Brady Poppinga: Defensive Holding, 5 yards (no play)",1.860,2.190
3,14:49,1,10,DAL 49,17,27,Julius Jones up the middle for 12 yards (tackle by Nick Collins),2.190,2.980
3,14:08,1,10,GNB 39,17,27,Tony Romo pass incomplete deep left intended for Anthony Fasano,2.980,2.440
3,14:02,2,10,GNB 39,17,27,Julius Jones up the middle for -2 yards (tackle by Cullen Jenkins),2.440,1.490
3,13:17,3,12,GNB 41,17,27,"Penalty on Marc Colombo: False Start, 5 yards (no play)",1.490,0.830
3,12:53,3,17,GNB 46,17,27,Tony Romo pass complete short right to Jason Witten for 15 yards (tackle by A.J. Hawk),0.830,1.400
3,12:25,4,2,GNB 31,17,27,Julius Jones right guard for 1 yard (tackle by Brady Poppinga and Ryan Pickett),1.400,-1.000
3,12:20,1,10,GNB 31,17,27,Aaron Rodgers sacked by Greg Ellis for -8 yards,1.000,-0.620
3,11:44,2,18,GNB 23,17,27,Aaron Rodgers pass complete short left to James Jones for 7 yards (tackle by Anthony Henry),-0.620,-0.360
3,11:05,3,11,GNB 30,17,27,Aaron Rodgers pass complete short middle to Donald Driver for 17 yards (tackle by Pat Watkins),-0.360,2.060
3,10:32,1,10,GNB 47,17,27,Ryan Grant right tackle for 2 yards (tackle by Roy Williams),2.060,1.790
3,9:56,2,8,GNB 49,17,27,Aaron Rodgers up the middle for 9 yards (tackle by Pat Watkins),1.790,2.790
3,9:16,1,10,DAL 42,17,27,Aaron Rodgers pass complete short middle to Donald Lee for 22 yards (tackle by Roy Williams),2.790,4.240
3,8:28,1,10,DAL 20,17,27,Ryan Grant right tackle for 1 yard (tackle by Jason Hatcher),4.240,3.820
3,7:47,2,9,DAL 19,17,27,Aaron Rodgers pass complete short middle to Donald Lee for 5 yards (tackle by Kevin Burnett),3.820,3.890
3,7:02,3,4,DAL 14,17,27,"Aaron Rodgers sacked by Greg Ellis for -7 yards. Penalty on Greg Ellis: Face Mask (15 Yards), 10 yards",3.890,4.840
3,6:31,1,10,DAL 11,17,27,Aaron Rodgers pass complete short middle to Donald Driver for 8 yards (tackle by Terence Newman),4.840,5.660
3,5:50,2,2,DAL 3,17,27,Aaron Rodgers pass complete short right to John Kuhn for 2 yards (tackle by Kevin Burnett),5.660,6.970
3,5:19,1,1,DAL 1,23,27,"Ryan Grant right tackle for 1 yard, touchdown",6.970,7.000
3,5:19,,,DAL 2,24,27,Mason Crosby kicks extra point good,0.000,0.000
3,5:19,,,GNB 30,24,27,"Mason Crosby kicks off 65 yards, returned by Miles Austin for 15 yards (tackle by Tramon Williams)",0.000,0.280
3,5:09,1,10,DAL 20,24,27,Tony Romo pass complete short right to Jason Witten for -1 yards (tackle by A.J. Hawk),0.280,-0.460
3,4:25,2,11,DAL 19,24,27,Tony Romo pass complete short right to Marion Barber for -3 yards (tackle by A.J. Hawk),-0.460,-1.690
3,3:38,3,14,DAL 16,24,27,"Penalty on Leonard Davis: False Start, 5 yards (no play)",-1.690,-2.470
3,3:11,3,19,DAL 11,24,27,Tony Romo pass complete deep left to Patrick Crayton for 35 yards (tackle by Atari Bigby),-2.470,1.990
3,2:38,1,10,DAL 46,24,27,Tony Romo pass incomplete deep right intended for Patrick Crayton,1.990,1.450
3,2:32,2,10,DAL 46,24,27,"Marion Barber right end for 8 yards (tackle by Atari Bigby). Penalty on Atari Bigby: Face Mask (15 Yards), 15 yards",1.450,3.510
3,2:00,1,10,GNB 31,24,27,Tony Romo pass incomplete intended for Terrell Owens,3.510,2.970
,,,,,,,"GNB challenged the pass completion ruling, and the original play was overturned.",,
3,1:55,2,10,GNB 31,24,27,Tony Romo pass complete short left to Terrell Owens for 9 yards (tackle by Al Harris),2.970,3.470
3,1:07,3,1,GNB 22,24,27,Marion Barber left tackle for 17 yards (tackle by Al Harris),3.470,6.060
3,0:28,1,5,GNB 5,24,27,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",6.060,4.910
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 10,24,27,Marion Barber right tackle for 4 yards (tackle by Nick Barnett),4.910,4.950
4,14:17,2,6,GNB 6,24,27,Tony Romo pass incomplete short middle intended for Terrell Owens is intercepted by Al Harris at GNB--6,4.950,-0.280
4,14:08,1,10,GNB 20,24,27,Aaron Rodgers pass complete short middle to Greg Jennings for 15 yards (tackle by Terence Newman),0.280,1.270
4,13:32,1,10,GNB 35,24,27,Aaron Rodgers pass incomplete intended for James Jones (defended by Kevin Burnett),1.270,0.720
4,13:27,2,10,GNB 35,24,27,Aaron Rodgers pass complete short right to Donald Driver for 5 yards (tackle by Jacques Reeves),0.720,0.700
4,12:49,3,5,GNB 40,24,27,Aaron Rodgers sacked by DeMarcus Ware for -9 yards,0.700,-1.310
4,12:27,4,14,GNB 31,24,27,"Jon Ryan punts 44 yards, fair catch by Patrick Crayton",-1.310,-0.610
4,12:20,1,10,DAL 25,24,27,Tony Romo pass complete short right to Jason Witten for 13 yards (tackle by Ryan Pickett),0.610,1.470
4,11:39,1,10,DAL 38,24,27,"Tony Romo pass complete short left to Jason Witten for 13 yards (tackle by A.J. Hawk). Penalty on Flozell Adams: Offensive Holding, 10 yards (no play)",1.470,0.810
4,11:12,1,20,DAL 28,24,27,Julius Jones up the middle for no gain (tackle by Corey Williams),0.810,-0.430
4,10:27,2,20,DAL 28,24,27,Tony Romo pass complete short middle to Jason Witten for 12 yards (tackle by Nick Barnett),-0.430,0.500
4,9:41,3,8,DAL 40,24,27,Tony Romo pass complete short middle to Jason Witten for 13 yards (tackle by Nick Collins),0.500,2.460
4,8:52,1,10,GNB 47,24,27,"Tony Romo pass incomplete deep middle intended for Miles Austin. Penalty on Tramon Williams: Defensive Pass Interference, 42 yards (no play)",2.460,6.060
4,8:44,1,5,GNB 5,24,27,Tony Romo pass incomplete short middle intended for Patrick Crayton,6.060,5.150
4,8:40,2,5,GNB 5,24,27,Marion Barber left guard for 1 yard (tackle by Ryan Pickett),5.150,4.490
4,7:56,3,4,GNB 4,24,33,"Tony Romo pass complete short middle to Patrick Crayton for 4 yards, touchdown",4.490,7.000
4,7:56,,,GNB 2,24,34,Nick Folk kicks extra point good,0.000,0.000
4,7:56,,,DAL 30,24,34,"Nick Folk kicks off 66 yards, returned by Koren Robinson for 22 yards (tackle by Bobby Carpenter)",0.000,0.670
4,7:46,1,10,GNB 26,24,34,Aaron Rodgers pass complete short middle to Donald Driver for 6 yards (tackle by Terence Newman),0.670,0.940
4,7:13,2,4,GNB 32,24,34,Aaron Rodgers for 13 yards,0.940,1.930
4,6:47,1,10,GNB 45,24,34,Aaron Rodgers pass complete short middle to Donald Driver for 11 yards (tackle by Pat Watkins),1.930,2.650
4,6:10,1,10,DAL 44,24,34,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,2.650,2.110
4,6:04,2,10,DAL 44,24,34,Aaron Rodgers pass complete short left to Koren Robinson for 9 yards (tackle by Anthony Henry),2.110,2.610
4,5:35,3,1,DAL 35,24,34,Ryan Grant left tackle for no gain (tackle by Tank Johnson),2.610,1.000
4,5:09,4,1,DAL 35,27,34,Mason Crosby 52 yard field goal good,1.000,3.000
4,5:09,,,GNB 30,27,34,"Mason Crosby kicks off 65 yards, returned by Miles Austin for 32 yards (tackle by Mike Montgomery)",0.000,1.400
4,4:57,1,10,DAL 37,27,34,Marion Barber left tackle for 4 yards (tackle by A.J. Hawk),1.400,1.400
4,4:06,2,6,DAL 41,27,34,Tony Romo pass complete short right to Jason Witten for 15 yards (tackle by Atari Bigby),1.400,2.650
4,3:17,1,10,GNB 44,27,34,"Marion Barber right tackle for 3 yards (tackle by Aaron Kampman). Penalty on Atari Bigby: Face Mask (15 Yards), 15 yards",2.650,3.840
4,3:10,1,10,GNB 44,27,33,Timeout #1 by Green Bay Packers,2.650,3.840
4,3:10,1,10,GNB 26,27,34,Marion Barber right tackle for 6 yards (tackle by Aaron Kampman),3.840,4.110
4,2:59,1,10,GNB 26,27,33,Timeout #2 by Green Bay Packers,3.840,4.110
4,2:59,2,4,GNB 20,27,34,Marion Barber left tackle for 4 yards (tackle by Brady Poppinga),4.110,4.510
4,2:15,1,10,GNB 16,27,34,Marion Barber up the middle for 2 yards (tackle by Justin Harrell),4.510,4.210
4,2:00,2,8,GNB 14,27,34,Marion Barber right end for 5 yards (tackle by A.J. Hawk),4.210,4.390
4,1:51,2,8,GNB 14,27,33,Timeout #3 by Green Bay Packers,4.210,4.390
4,1:51,3,3,GNB 9,27,34,Marion Barber up the middle for 2 yards (tackle by Cullen Jenkins),4.390,3.010
4,1:06,3,3,GNB 9,27,33,Timeout #1 by Dallas Cowboys,4.390,3.010
4,1:06,4,1,GNB 7,27,37,Nick Folk 25 yard field goal good,3.010,3.000
4,1:06,,,DAL 30,27,37,"Nick Folk kicks off 64 yards, returned by Tramon Williams for 13 yards (tackle by Keith Davis)",0.000,0.150
4,0:59,1,10,GNB 19,27,37,Aaron Rodgers pass complete short middle to Donald Driver for 16 yards,0.150,1.270
4,0:49,1,10,GNB 35,27,37,Aaron Rodgers pass complete short middle to Greg Jennings for 9 yards (tackle by Terence Newman),1.270,1.940
4,0:49,2,1,GNB 44,27,37,Aaron Rodgers spiked the ball,1.940,1.220
4,0:33,3,1,GNB 44,27,37,Aaron Rodgers pass incomplete short left intended for Ruvell Martin,1.220,-0.460
4,0:29,4,1,GNB 44,27,37,Aaron Rodgers pass incomplete short middle intended for Vernand Morency,-0.460,-2.650
4,0:24,1,10,GNB 44,27,37,Tony Romo kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
