Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chuba Hubbard,CAR,23,87,0,5,47,2.0,40,1.7,1,23.0
Miles Sanders,CAR,10,74,0,2,21,2.1,53,5.3,1,10.0
Bryce Young,CAR,3,40,0,3,39,13.0,1,0.3,0,
Raheem Blackshear,CAR,1,4,0,,3,3.0,1,1.0,0,
Johnny Hekker,CAR,1,-11,0,,-11,-11.0,0,0.0,0,
Ihmir Smith-Marsette,CAR,1,10,0,1,0,0.0,10,10.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,12,56,1,2,35,2.9,21,1.8,0,
Jamaal Williams,NOR,11,43,0,3,18,1.6,25,2.3,1,11.0
Jameis Winston,NOR,2,-2,0,,-2,-1.0,0,0.0,0,
